nome_aceito_correto,cat_ameaca_cr_lac,cat_ameaca_iucn,cat_ameaca_mpo_sp,cat_ameaca_br,cat_ameaca_cncflora,cat_ameaca_sp
Mesosetum ferrugineum,"NA",LC,EN,"NA",LC,EN
Metastelma giuliettianum,"NA","NA","NA",EN,"NA","NA"
Metastelma harleyi,"NA","NA","NA",EN,"NA","NA"
Metrodorea maracasana,"NA","NA","NA",VU,"NA","NA"
Metrodorea nigra,"NA",LC,"NA","NA","NA","NA"
Metrodorea stipularis,"NA",LC,"NA","NA","NA","NA"
Metzgeria brasiliensis,"NA","NA","NA","NA",LC,"NA"
Metzgeria hegewaldii,"NA","NA","NA",EN,"NA","NA"
Metzgeria liebmanniana,"NA","NA","NA","NA",LC,"NA"
Metzgeria psilocraspeda,"NA","NA","NA","NA",LC,"NA"
Metzgeria subaneura,"NA","NA","NA","NA",DD,"NA"
Mezia araujoi,"NA","NA","NA",EN,"NA","NA"
Mezilaurus itauba,"NA","NA","NA",VU,"NA","NA"
Mezilaurus navalium,"NA","NA","NA",EN,"NA","NA"
Miconia affinis,"NA",LC,"NA","NA","NA","NA"
Miconia albicans,"NA",LC,"NA","NA","NA","NA"
Miconia angelana,"NA","NA","NA",CR,"NA","NA"
Miconia atlantica,"NA","NA","NA","NA",LC,"NA"
Miconia brasiliensis,"NA","NA","NA","NA",LC,"NA"
Miconia brunnea,"NA",LC,"NA","NA",LC,"NA"
Miconia buddlejoides,"NA",LC,"NA","NA","NA","NA"
Miconia calvescens,"NA",LC,"NA","NA","NA","NA"
Miconia capixaba,"NA","NA","NA",CR,"NA","NA"
Miconia castaneiflora,"NA","NA","NA","NA",VU,"NA"
Miconia centrodesma,"NA",LC,"NA","NA","NA","NA"
Miconia chamissois,"NA",LC,"NA","NA","NA","NA"
Miconia cinerascens,"NA",EN,"NA","NA",EN,"NA"
Miconia cinnamomifolia,"NA",LC,"NA","NA","NA","NA"
Miconia cipoensis,"NA","NA","NA",EN,"NA","NA"
Miconia corallina,"NA",LC,"NA","NA","NA","NA"
Miconia cubatanensis,"NA","NA","NA","NA",LC,"NA"
Miconia discolor,"NA",LC,"NA","NA","NA","NA"
Miconia dodecandra,"NA",LC,"NA","NA","NA","NA"
Miconia elegans,"NA",LC,"NA","NA","NA","NA"
Miconia fasciculata,"NA","NA","NA","NA",LC,"NA"
Miconia flammea,"NA",LC,"NA","NA","NA","NA"
Miconia formosa,NA-NA,LC-LC,NA-NA,NA-NA,LC-NA,NA-NA
Miconia glazioviana,"NA","NA","NA",VU,"NA","NA"
Miconia goldenbergiana,"NA",NT,"NA","NA",NT,"NA"
Miconia holosericea,"NA",LC,"NA","NA","NA","NA"
Miconia hyemalis,"NA",LC,"NA","NA","NA","NA"
Miconia ibaguensis,"NA","NA","NA","NA",LC,"NA"
Miconia inconspicua,"NA",LC,"NA","NA","NA","NA"
Miconia kollmannii,"NA","NA","NA","NA",DD,"NA"
Miconia latecrenata,"NA",LC,"NA","NA","NA","NA"
Miconia lepidota,"NA",LC,"NA","NA","NA","NA"
Miconia leucocarpa,"NA",LC,"NA","NA","NA","NA"
Miconia ligustroides,"NA",LC,"NA","NA","NA","NA"
Miconia longicuspis,"NA","NA","NA","NA",NT,"NA"
Miconia lymanii,"NA",LC,"NA","NA","NA","NA"
Miconia macrothyrsa,"NA","NA","NA","NA","NA",EN
Miconia mendoncae,"NA","NA","NA",VU,VU,VU
Miconia michelangeliana,"NA","NA","NA","NA",DD,"NA"
Miconia minutiflora,"NA",LC,"NA","NA","NA","NA"
Miconia nervosa,"NA",LC,"NA","NA","NA","NA"
Miconia paniculata,NA-NA,LC-NA,NA-NA,NA-NA,LC-LC,NA-NA
Miconia paucidens,"NA","NA","NA","NA",LC,"NA"
Miconia penduliflora,"NA","NA","NA",EN,"NA","NA"
Miconia pepericarpa,"NA",LC,"NA","NA","NA","NA"
Miconia picinguabensis,"NA",CR,"NA",EN,CR,EN
Miconia polyandra,"NA","NA","NA","NA",LC,VU
Miconia prasina,"NA",LC,"NA","NA","NA","NA"
Miconia racemifera,"NA",LC,"NA","NA","NA","NA"
Miconia ramboi,"NA","NA","NA","NA",LC,"NA"
Miconia robusta,"NA","NA","NA","NA",LC,EN
Miconia rubiginosa,"NA",LC,"NA","NA","NA","NA"
Miconia sclerophylla,"NA","NA","NA","NA","NA",EN
Miconia sellowiana,"NA",LC,"NA","NA","NA","NA"
Miconia serrulata,"NA",LC,"NA","NA","NA",VU
Miconia setosociliata,"NA",NT,"NA",VU,NT,"NA"
Miconia shepherdii,"NA","NA","NA","NA",LC,EN
Miconia staminea,"NA",LC,"NA","NA","NA","NA"
Miconia stenostachya,"NA",LC,"NA","NA","NA","NA"
Miconia suberosa,"NA","NA","NA","NA",DD,"NA"
Miconia tentaculifera,"NA",NT,"NA","NA",NT,VU
Miconia trianae,"NA",LC,"NA","NA","NA","NA"
Miconia urophylla,"NA",LC,"NA","NA",LC,VU
Miconia valtheri,NA-NA,LC-NA,NA-NA,NA-NA,NA-LC,NA-NA
Miconia warmingiana,"NA","NA","NA","NA",DD,"NA"
Miconia weddellii,"NA","NA","NA","NA",DD,"NA"
Miconia willdenowii,NA-NA,DD-NA,NA-NA,NA-NA,DD-LC,NA-NA
Micrandra elata,"NA",LC,"NA","NA","NA","NA"
Micranthemum umbrosum,"NA","NA","NA","NA",LC,"NA"
Micranthocereus albicephalus,"NA","NA","NA",EN,"NA","NA"
Micranthocereus auriazureus,"NA","NA","NA",EN,"NA","NA"
Micranthocereus dolichospermaticus,"NA","NA","NA",EN,"NA","NA"
Micranthocereus polyanthus,"NA","NA","NA",EN,"NA","NA"
Micranthocereus streckeri,"NA","NA","NA",CR,"NA","NA"
Micranthocereus violaciflorus,"NA","NA","NA",EN,"NA","NA"
Microchilus arietinus,"NA","NA","NA","NA",LC,"NA"
Microdesmia rigida,"NA","NA","NA","NA",LC,"NA"
Microgramma crispata,"NA","NA","NA","NA",LC,"NA"
Microlicia canastrensis,"NA","NA","NA",EN,"NA","NA"
Microlicia cardiophora,"NA","NA","NA","NA",DD,"NA"
Microlicia cuspidifolia,"NA","NA","NA",CR,"NA","NA"
Microlicia elegans,"NA","NA","NA","NA",DD,"NA"
Microlicia fasciculata,"NA","NA","NA","NA",LC,"NA"
Microlicia flava,"NA","NA","NA",EN,"NA","NA"
Microlicia glazioviana,"NA","NA","NA",EN,"NA","NA"
Microlicia humilis,"NA","NA","NA",VU,VU,"NA"
Microlicia isophylla,"NA","NA","NA","NA",NT,"NA"
Microlicia juniperina,"NA","NA","NA","NA",DD,"NA"
Microlicia macedoi,"NA","NA","NA",EN,"NA","NA"
Microlicia melanostagma,"NA","NA","NA","NA",DD,"NA"
Microlicia microphylla,"NA","NA","NA",CR,"NA","NA"
Microlicia myrtifolia,"NA","NA","NA","NA","NA","NA"
Microlicia myrtoidea,"NA","NA","NA","NA",NT,VU
Microlicia obtusifolia,"NA","NA","NA",EN,"NA","NA"
Microlicia psammophila,"NA","NA","NA",EN,"NA","NA"
Micropholis caudata,"NA","NA","NA","NA",DD,"NA"
Micropholis crassipedicellata,"NA",LR/cd,"NA","NA",LC,"NA"
Micropholis emarginata,"NA","NA","NA",EN,"NA","NA"
Micropholis grandiflora,"NA","NA","NA","NA",DD,"NA"
Micropholis retusa,"NA","NA","NA","NA",DD,"NA"
Micropholis splendens,"NA","NA","NA",EN,"NA","NA"
Microstachys corniculata,"NA","NA","NA","NA",NE,"NA"
Microtea bahiensis,"NA","NA","NA",EN,"NA","NA"
Microtea maypurensis,"NA","NA","NA","NA",LC,"NA"
Microtea papilosa,"NA","NA","NA",VU,"NA","NA"
Microtea scabrida,"NA","NA","NA","NA",LC,"NA"
Miersiella umbellata,"NA","NA","NA","NA",LC,"NA"
Mikania additicia,"NA","NA","NA",EN,"NA","NA"
Mikania alvimii,"NA","NA","NA",EN,"NA","NA"
Mikania anethifolia,"NA","NA","NA",EN,"NA","NA"
Mikania argyreiae,"NA","NA","NA",VU,VU,"NA"
Mikania biformis,"NA","NA","NA","NA",NT,"NA"
Mikania bradei,"NA","NA","NA","NA","NA",EX
Mikania capricorni,"NA","NA","NA","NA",NT,"NA"
Mikania chlorolepis,"NA","NA","NA","NA",NT,"NA"
Mikania cipoensis,"NA","NA","NA",EN,"NA","NA"
Mikania clematidifolia,"NA","NA","NA",VU,"NA","NA"
Mikania decumbens,"NA","NA","NA","NA",NT,"NA"
Mikania dusenii,"NA","NA","NA",CR,"NA","NA"
Mikania firmula,"NA","NA","NA",VU,"NA","NA"
Mikania glabra,"NA","NA","NA",EN,"NA","NA"
Mikania glauca,"NA","NA","NA",EN,"NA","NA"
Mikania glomerata,"NA","NA","NA","NA",LC,"NA"
Mikania hartbergii,"NA","NA","NA",EN,"NA","NA"
Mikania hastato-cordata,"NA","NA","NA",VU,VU,"NA"
Mikania hemisphaerica,"NA","NA","NA","NA",LC,"NA"
Mikania itambana,"NA","NA","NA",EN,"NA","NA"
Mikania lindbergii,"NA","NA","NA","NA",LC,"NA"
Mikania lindleyana,"NA","NA","NA","NA",LC,"NA"
Mikania malacolepis,"NA","NA","NA","NA",DD,"NA"
Mikania microdonta,"NA","NA","NA","NA",LC,"NA"
Mikania microptera,"NA","NA","NA","NA",NT,"NA"
Mikania mosenii,"NA","NA","NA","NA",DD,"NA"
Mikania neurocaula,"NA","NA","NA",EN,"NA","NA"
Mikania oblongifolia,"NA","NA","NA","NA",LC,"NA"
Mikania oreophila,"NA","NA","NA",EN,EN,"NA"
Mikania pinnatiloba,"NA","NA","NA",EN,"NA","NA"
Mikania premnifolia,"NA","NA","NA",EN,"NA","NA"
Mikania rufescens,"NA","NA","NA","NA",NT,"NA"
Mikania smaragdina,"NA","NA","NA","NA",NT,"NA"
Mikania stenomeres,"NA","NA","NA","NA","NA",EX
Mikania ternata,"NA","NA","NA","NA",LC,"NA"
Mikania trinervis,"NA","NA","NA","NA",LC,"NA"
Mikania ulei,"NA","NA","NA","NA",LC,"NA"
Mikania variifolia,"NA","NA","NA",EN,"NA","NA"
Mikania viminea,"NA","NA","NA",EN,"NA","NA"
Mikania warmingii,"NA","NA","NA",EN,EN,"NA"
Miltonia clowesii,"NA","NA","NA","NA",NT,EX
Miltonia cuneata,"NA","NA","NA","NA",NT,"NA"
Miltonia flavescens,"NA","NA","NA","NA",LC,"NA"
Miltonia kayasimae,NA-NA,NA-NA,NA-NA,CR-NA,NA-CR,EX-NA
Miltonia regnellii,"NA","NA","NA","NA",LC,"NA"
Miltonia russelliana,"NA","NA","NA","NA",NT,"NA"
Miltonia spectabilis,"NA","NA","NA","NA",LC,"NA"
Mimosa acroconica,"NA","NA","NA",EN,"NA","NA"
Mimosa acutistipula,"NA","NA","NA","NA",DD,"NA"
Mimosa adamantina,"NA","NA","NA",EN,"NA","NA"
Mimosa balduinii,"NA","NA","NA",EN,"NA","NA"
Mimosa barretoi,"NA","NA","NA",EN,"NA","NA"
Mimosa bathyrrhena,"NA","NA","NA",EN,"NA","NA"
Mimosa bimucronata,"NA",LC,"NA","NA","NA","NA"
Mimosa bombycina,"NA","NA","NA",EN,"NA","NA"
Mimosa brevipetiolata,"NA",NT,"NA","NA","NA","NA"
Mimosa catharinensis,"NA","NA","NA",EN,"NA","NA"
Mimosa chrysastra,"NA","NA","NA",CR,"NA","NA"
Mimosa cubatanensis,"NA",NT,"NA","NA",NT,"NA"
Mimosa debilis var. debilis,"NA",LC,"NA","NA","NA","NA"
Mimosa dolens,"NA",LC,"NA","NA","NA","NA"
Mimosa elliptica,"NA",NT,"NA","NA","NA","NA"
Mimosa exalbescens,"NA","NA","NA","NA",DD,"NA"
Mimosa foliolosa,"NA",LC,"NA","NA","NA","NA"
Mimosa furfuracea,"NA",LC,"NA","NA","NA","NA"
Mimosa glycyrrhizoides,"NA","NA","NA","NA",DD,"NA"
Mimosa gracilis,"NA",LC,"NA","NA","NA","NA"
Mimosa hatschbachii,"NA","NA","NA",EN,"NA","NA"
Mimosa heringeri,"NA","NA","NA",EN,"NA","NA"
Mimosa humifusa,"NA","NA","NA","NA",DD,"NA"
Mimosa involucrata,"NA","NA","NA",EN,"NA","NA"
Mimosa lanata,"NA","NA","NA","NA",DD,"NA"
Mimosa laticifera,"NA",LC,"NA","NA",LC,"NA"
Mimosa leprosa,"NA","NA","NA",EN,"NA","NA"
Mimosa leptantha,"NA","NA","NA","NA",DD,"NA"
Mimosa lithoreas,"NA","NA","NA",EN,"NA","NA"
Mimosa macedoana,"NA","NA","NA",EN,"NA","NA"
Mimosa mensicola,"NA","NA","NA",EN,"NA","NA"
Mimosa montis-carasae,"NA","NA","NA",EN,"NA","NA"
Mimosa myuros,"NA",EN,"NA",VU,EN,VU
Mimosa niomarlei,"NA","NA","NA","NA",DD,"NA"
Mimosa orthacantha,"NA",NT,"NA","NA","NA","NA"
Mimosa pabstiana,"NA","NA","NA","NA",DD,"NA"
Mimosa paucifolia,"NA","NA","NA",VU,"NA",VU
Mimosa psittacina,"NA","NA","NA",EN,"NA","NA"
Mimosa pudica,"NA",LC,"NA","NA","NA","NA"
Mimosa sanguinolenta,"NA","NA","NA","NA",LC,"NA"
Mimosa selloi,"NA",LC,"NA","NA","NA","NA"
Mimosa skinneri,"NA","NA","NA",CR,"NA","NA"
Mimosa strobiliflora,"NA","NA","NA","NA",CR,"NA"
Mimosa suburbana,"NA","NA","NA",CR,"NA","NA"
Mimosa thomista,"NA","NA","NA",EN,"NA","NA"
Mimosa uniceps,"NA","NA","NA",EN,"NA","NA"
Mimosa urticaria,"NA","NA","NA",EN,"NA","NA"
Mimosa xanthocentra,"NA",LC,"NA","NA","NA","NA"
Minaria acerosa,"NA","NA","NA","NA",LC,"NA"
Minaria bifurcata,"NA","NA","NA",CR,"NA","NA"
Minaria cordata,"NA","NA","NA","NA",DD,"NA"
Minaria diamantinensis,"NA","NA","NA",CR,"NA","NA"
Minaria grazielae,"NA","NA","NA",EN,"NA","NA"
Minaria harleyi,"NA","NA","NA",EN,"NA","NA"
Minaria hemipogonoides,"NA","NA","NA",CR,"NA","NA"
Minaria lourteigiae,"NA","NA","NA","NA",DD,"NA"
Minaria magisteriana,"NA","NA","NA",EN,"NA","NA"
Minaria monocoronata,"NA","NA","NA",CR,"NA","NA"
Minaria polygaloides,"NA","NA","NA",EN,"NA","NA"
Minaria refractifolia,"NA","NA","NA",VU,"NA","NA"
Minaria semirii,"NA","NA","NA",EN,"NA","NA"
Minaria volubilis,"NA","NA","NA",EN,"NA","NA"
Minasia alpestris,"NA","NA","NA",EN,"NA","NA"
Minasia pereirae,"NA","NA","NA",EN,"NA","NA"
Minasia scapigera,"NA","NA","NA",EN,"NA","NA"
Mitracarpus anthospermoides,"NA","NA","NA",EN,"NA","NA"
Mitracarpus eritrichoides,"NA","NA","NA",EN,"NA","NA"
Mitracarpus rigidifolius,"NA","NA","NA",VU,"NA","NA"
Mnesithea aurita,"NA",LC,"NA","NA","NA","NA"
Moldenhawera intermedia,"NA","NA","NA","NA",DD,"NA"
Moldenhawera papillanthera,"NA","NA","NA",VU,"NA","NA"
Mollia macrophylla,"NA","NA","NA","NA",DD,"NA"
Mollinedia argyrogyna,"NA",LR/nt,"NA","NA",LC,"NA"
Mollinedia boracensis,"NA","NA","NA","NA",NT,"NA"
Mollinedia clavigera,NA-NA,LC-NA,NA-NA,NA-NA,NA-NT,NA-NA
Mollinedia elegans,"NA",LC,"NA","NA","NA","NA"
Mollinedia engleriana,"NA",VU,"NA","NA",LC,"NA"
Mollinedia eugeniifolia,"NA","NA","NA",EN,"NA","NA"
Mollinedia gilgiana,"NA",CR,"NA","NA",LC,"NA"
Mollinedia longicuspidata,"NA","NA","NA",EN,"NA","NA"
Mollinedia luizae,"NA",DD,"NA",VU,DD,VU
Mollinedia oligantha,"NA",LC,"NA","NA","NA","NA"
Mollinedia ovata,"NA",LC,"NA","NA",LC,"NA"
Mollinedia pachysandra,"NA","NA","NA","NA",LC,VU
Mollinedia salicifolia,"NA","NA","NA","NA","NA",VU
Mollinedia schottiana,NA-NA,LC-NA,NA-NA,NA-NA,NA-NA,EX-EX
Mollinedia triflora,"NA",LC,"NA","NA",DD,"NA"
Mollinedia uleana,"NA",LC,"NA","NA","NA","NA"
Mollinedia widgrenii,"NA",LC,"NA","NA","NA","NA"
Monogereion carajensis,"NA","NA","NA",CR,"NA","NA"
Monsanima morrenioides,"NA","NA","NA",CR,"NA","NA"
Monteiroa bullata,"NA","NA","NA","NA",LC,"NA"
Monteiroa smithii,"NA","NA","NA",EN,"NA","NA"
Monteverdia acanthophylla,"NA","NA","NA",VU,"NA","NA"
Monteverdia aquifolia,"NA",LC,"NA","NA",LC,"NA"
Monteverdia ardisiifolia,"NA",LC,"NA","NA",LC,"NA"
Monteverdia basidentata,NA-NA,NA-NA,NA-NA,CR-NA,NA-DD,NA-NA
Monteverdia brasiliensis,"NA","NA","NA","NA",LC,CR
Monteverdia cestrifolia,"NA",LC,"NA","NA",LC,"NA"
Monteverdia comocladiiformis,"NA","NA","NA","NA",DD,"NA"
Monteverdia floribunda,"NA","NA","NA","NA",LC,"NA"
Monteverdia glaucescens,NA-NA,LC-NA,NA-NA,NA-NA,LC-LC,NA-NA
Monteverdia gonoclada,NA-NA,LC-NA,NA-NA,NA-NA,NA-LC,NA-NA
Monteverdia littoralis,"NA",LC,"NA","NA",LC,"NA"
Monteverdia quadrangulata,"NA","NA","NA",EN,"NA","NA"
Monteverdia radlkoferiana,"NA","NA","NA","NA",DD,"NA"
Monteverdia rupestris,"NA","NA","NA",VU,"NA","NA"
Moquilea anneae,"NA","NA","NA","NA",DD,"NA"
Moquilea tomentosa,"NA","NA","NA","NA",DD,"NA"
Moquiniastrum argyreum,"NA","NA","NA",EN,"NA","NA"
Moquiniastrum cinereum,"NA","NA","NA","NA",LC,"NA"
Moquiniastrum cordatum,"NA","NA","NA",EN,"NA","NA"
Moquiniastrum hatschbachii,"NA","NA","NA",VU,"NA","NA"
Moquiniastrum mollissimum,"NA","NA","NA",CR,"NA","NA"
Moquiniastrum polymorphum,"NA",LC,"NA","NA","NA","NA"
Moquiniastrum ramboi,"NA","NA","NA",VU,"NA","NA"
Moquiniastrum sordidum,NA-NA,NA-NA,NA-NA,VU-NA,NA-VU,NA-NA
Moranopteris perpusilla,"NA","NA","NA",EN,"NA","NA"
Morilloa furlanii,"NA","NA","NA",EN,"NA","NA"
Morilloa piranii,"NA","NA","NA",CR,"NA","NA"
Moronobea coccinea,"NA","NA","NA","NA",DD,"NA"
Mostuea muricata,"NA","NA","NA",VU,VU,VU
Mourera weddelliana,"NA","NA","NA",VU,"NA","NA"
Mouriri arborea,"NA","NA","NA",CR,"NA","NA"
Mouriri chamissoana,"NA",LC,"NA","NA",LC,"NA"
Mouriri micradenia,"NA","NA","NA","NA",DD,"NA"
Mouriri myrtilloides,"NA",LC,"NA","NA","NA","NA"
Mouriri torquata,"NA","NA","NA","NA",DD,"NA"
Muellera filipes,"NA","NA","NA","NA",VU,"NA"
Muellera torrensis,"NA","NA","NA","NA",DD,"NA"
Mycopteris semihirsuta,"NA","NA","NA",EN,"NA","NA"
Mycopteris taxifolia,"NA","NA","NA",EN,EN,"NA"
Myoxanthus ruschii,"NA","NA","NA",CR,"NA","NA"
Myoxanthus seidelii,"NA","NA","NA",CR,"NA","NA"
Myrceugenia acutata,"NA",LC,"NA","NA",LC,"NA"
Myrceugenia acutiflora,"NA",LC,"NA","NA",LC,"NA"
Myrceugenia alpigena,"NA","NA","NA","NA",LC,VU
Myrceugenia bracteosa,"NA",VU,"NA",EN,EN,EN
Myrceugenia brevipedicellata,"NA",VU,"NA",EN,EN,EN
Myrceugenia campestris,"NA",VU,"NA","NA",LC,"NA"
Myrceugenia cucullata,"NA",LC,"NA","NA",LC,"NA"
Myrceugenia euosma,"NA","NA","NA","NA",LC,EX
Myrceugenia foveolata,"NA","NA","NA",EN,"NA","NA"
Myrceugenia franciscensis,"NA",VU,"NA",EN,VU,EN
Myrceugenia gertii,"NA",EN,"NA",EN,EN,EN
Myrceugenia glaucescens,"NA","NA","NA","NA",LC,"NA"
Myrceugenia hamoniana,NA-NA,NA-NA,NA-NA,EN-NA,NA-EN,NA-NA
Myrceugenia hatschbachii,"NA","NA","NA",VU,"NA","NA"
Myrceugenia hoehnei,"NA","NA","NA",VU,VU,VU
Myrceugenia kleinii,"NA",VU,"NA",VU,VU,VU
Myrceugenia miersiana,"NA",LR/nt,"NA","NA",LC,"NA"
Myrceugenia myrcioides,"NA",LR/nt,"NA","NA",LC,"NA"
Myrceugenia ovalifolia,"NA",LC,"NA","NA","NA","NA"
Myrceugenia ovata,"NA",LC,"NA","NA","NA","NA"
Myrceugenia oxysepala,"NA","NA","NA","NA",LC,"NA"
Myrceugenia pilotantha,"NA",VU,"NA","NA",LC,"NA"
Myrceugenia reitzii,"NA","NA","NA","NA",NT,"NA"
Myrceugenia rufescens,"NA",VU,"NA","NA",LC,"NA"
Myrceugenia scutellata,"NA",VU,"NA","NA",NT,"NA"
Myrceugenia venosa,"NA","NA","NA","NA",LC,VU
Myrcia aethusa,NA-NA,VU-NA,NA-NA,NA-NA,NA-NA,NA-EN
Myrcia almasensis,"NA","NA","NA",EN,"NA","NA"
Myrcia amazonica,"NA",LC,"NA","NA","NA","NA"
Myrcia anacardiifolia,"NA","NA","NA","NA",LC,"NA"
Myrcia anomala,"NA","NA","NA","NA","NA",EX
Myrcia bella,"NA",LC,"NA","NA","NA","NA"
Myrcia bicarinata,"NA",LC,"NA","NA","NA","NA"
Myrcia bicolor,"NA",VU,EN,"NA","NA",EN
Myrcia cionei,"NA","NA","NA","NA","NA",VU
Myrcia coelosepala,"NA",LC,"NA","NA","NA","NA"
Myrcia congestiflora,"NA","NA","NA","NA",VU,VU
Myrcia cordiifolia,"NA","NA","NA","NA",LC,EX
Myrcia costeira,"NA",LC,"NA","NA","NA","NA"
Myrcia curta,"NA","NA","NA","NA","NA",EN
Myrcia diaphana,"NA",VU,"NA",VU,NT,VU
Myrcia dichrophylla,"NA",VU,"NA","NA",LC,"NA"
Myrcia dryadica,NA-NA,VU-NA,NA-VU,NA-NA,NA-DD,NA-VU
Myrcia eriocalyx,"NA","NA","NA","NA","NA",VU
Myrcia eriopus,"NA","NA",VU,"NA",LC,VU
Myrcia eugenioides,"NA","NA","NA",EN,"NA","NA"
Myrcia eugeniopsoides,"NA","NA","NA","NA",LC,"NA"
Myrcia eumecephylla,"NA","NA","NA",EN,"NA","NA"
Myrcia excoriata,"NA",LC,"NA","NA","NA","NA"
Myrcia ferruginosa,"NA",EN,"NA","NA",LC,"NA"
Myrcia flagellaris,"NA","NA",VU,"NA",NT,VU
Myrcia fusiformis,"NA","NA","NA",VU,VU,VU
Myrcia gilsoniana,"NA","NA","NA",CR,"NA","NA"
Myrcia glabra,"NA",NT,"NA","NA","NA","NA"
Myrcia glomerata,NA-NA-NA,LC-NA-NA,NA-NA-NA,NA-NA-NA,NA-CR-LC,NA-NA-NA
Myrcia grammica,NA-NA,LC-NA,NA-NA,NA-NA,NA-NA,NA-VU
Myrcia guarujana,"NA","NA","NA","NA","NA",EN
Myrcia guianensis,NA-NA,LC-VU,NA-NA,NA-NA,LC-NA,NA-NA
Myrcia hebepetala,"NA","NA","NA","NA",LC,"NA"
Myrcia heringii,"NA","NA","NA","NA",LC,"NA"
Myrcia hexasticha,"NA",VU,"NA",EN,EN,EN
Myrcia insigniflora,"NA",VU,"NA","NA","NA","NA"
Myrcia insularis,"NA",VU,"NA","NA",LC,"NA"
Myrcia isaiana,"NA","NA","NA",EN,NT,EN
Myrcia laxiflora,"NA",EN,"NA","NA","NA","NA"
Myrcia legrandii,NA-NA,NA-NA,NA-NA,EN-EN,EN-LC,NA-EX
Myrcia lenheirensis,"NA",LC,"NA","NA","NA","NA"
Myrcia lonchophylla,NA-NA,LC-NA,NA-NA,NA-NA,NA-VU,NA-VU
Myrcia loranthifolia,NA-NA-NA-NA,LC-NA-NA-NA,NA-NA-NA-NA,NA-NA-NA-NA,NA-EN-LC-NA,NA-NA-NA-EX
Myrcia macrocarpa,"NA",DD,"NA","NA","NA","NA"
Myrcia magnifolia,"NA","NA","NA",CR,"NA","NA"
Myrcia maritima,"NA","NA","NA","NA","NA",VU
Myrcia martiusiana,"NA","NA","NA","NA","NA",EX
Myrcia montana,"NA","NA","NA","NA","NA",VU
Myrcia multiflora,"NA",LC,"NA","NA","NA","NA"
Myrcia multipunctata,NA-NA-NA,LC-NA-NA,NA-NA-NA,NA-NA-NA,NA-DD-LC,NA-NA-NA
Myrcia neocambessedeana,"NA","NA","NA",CR,"NA","NA"
Myrcia neoclusiifolia,"NA",LC,"NA","NA","NA","NA"
Myrcia neoestrellensis,"NA","NA","NA","NA",DD,"NA"
Myrcia neolucida,"NA","NA","NA","NA",LC,"NA"
Myrcia neoobscura,"NA",LC,"NA","NA","NA","NA"
Myrcia neoregeliana,NA-NA,LC-NA,NA-VU,NA-NA,NA-LC,NA-VU
Myrcia neoriedeliana,"NA",LC,"NA","NA","NA","NA"
Myrcia neorostrata,"NA","NA","NA","NA",DD,"NA"
Myrcia neorubella,"NA","NA","NA","NA",NT,"NA"
Myrcia neosericea,"NA","NA","NA",EN,"NA","NA"
Myrcia neosuaveolens,NA-NA,LC-NA,NA-NA,NA-NA,NA-LC,NA-NA
Myrcia oblongata,"NA","NA","NA","NA",LC,"NA"
Myrcia obovata,"NA",LC,"NA","NA",LC,"NA"
Myrcia ovata,"NA","NA","NA","NA",LC,"NA"
Myrcia palustris,"NA",LC,"NA","NA","NA","NA"
Myrcia pileata,"NA","NA","NA",VU,VU,"NA"
Myrcia plusiantha,NA-NA,LC-NA,NA-NA,NA-CR,NT-CR,NA-NA
Myrcia pubiflora,"NA",LC,"NA","NA","NA","NA"
Myrcia pubipetala,NA-NA,VU-NA,NA-NA,NA-NA,NA-LC,NA-NA
Myrcia racemosa,"NA",LC,"NA","NA","NA","NA"
Myrcia reitzii,"NA","NA","NA","NA",LC,"NA"
Myrcia restingae,"NA","NA","NA",VU,"NA","NA"
Myrcia retorta,"NA",LC,"NA","NA",LC,"NA"
Myrcia retusa,"NA",EN,"NA","NA","NA","NA"
Myrcia riodocensis,"NA","NA","NA",CR,"NA","NA"
Myrcia rufipes,"NA",LC,"NA","NA","NA","NA"
Myrcia rupicola,"NA","NA","NA",EN,EN,EN
Myrcia selloi,"NA",LC,"NA","NA","NA","NA"
Myrcia skortzoviana,CR-NA,NA-EN,NA-NA,CR-NA,CR-NA,CR-NA
Myrcia solitaria,"NA","NA","NA","NA","NA",VU
Myrcia splendens,"NA",LC,"NA","NA","NA","NA"
Myrcia stictophylla,"NA",EN,"NA","NA",CR,VU
Myrcia strigipes,"NA",LC,"NA","NA","NA","NA"
Myrcia strigosa,"NA",LC,"NA","NA","NA","NA"
Myrcia styphelantha,"NA","NA","NA","NA","NA",VU
Myrcia subacuminata,NA-NA,NA-NA,NA-NA,EN-NA,EN-LC,NA-NA
Myrcia subalpestris,"NA",LC,"NA","NA","NA","NA"
Myrcia subcordata,NA-NA,LC-NA,NA-NA,NA-NA,LC-LC,NA-NA
Myrcia tenuivenosa,NA-NA,NA-NA,NA-NA,NA-NA,DD-NE,NA-NA
Myrcia thomasii,"NA","NA","NA","NA",DD,"NA"
Myrcia tijucensis,"NA","NA","NA","NA",LC,"NA"
Myrcia tomentosa,"NA",LC,"NA","NA","NA","NA"
Myrcia ubatubana,"NA","NA","NA","NA","NA",VU
Myrcia uberavensis,"NA",LC,"NA","NA","NA","NA"
Myrcia variabilis,"NA",LC,"NA","NA",LC,"NA"
Myrcia vellozoi,"NA","NA","NA","NA",LC,"NA"
Myrcia venulosa,"NA","NA","NA","NA",LC,"NA"
