"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","relatedCatalogItem","sex"
"99","2019-10-07 09:17:12-03","UEFS","HUEFS","55694","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","F.R.Salimena","Nonato, F.R.","949","2001","08","04",NA,"Brasil","Bahia","Morro do Chapéu","BA 426, na margem da rodovia Várzea Nova. Ca. 10km da entrada da estrada para Flores.","-41.085833","-11.478333","880","880",NA,"Caatinga.","HUEFS0055694","HUEFS0055694","Asteranae","41W5'9''","11S28'42''","2009","07",NA,NA,NA,NA,NA,NA
"100","2019-10-07 09:17:12-03","UEFS","HUEFS","5747","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","F.R.Salimena-Pires","Noblick, L.R.","4556","1986","05","16",NA,"Brasil","Bahia","Morro do Chapéu","Morrão. 4Km sudeste da cidade.","-41.15","-11.55","1300","1300",NA,"Campo rupestre.","HUEFS0005747","HUEFS0005747","Asteranae","41W9'","11S33'","1999","12",NA,NA,NA,NA,NA,NA
"101","2019-10-07 09:17:12-03","UEFS","HUEFS","64983","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","T.R.S.Silva","Giulietti, A.M.","2127","2002","06","30",NA,"Brasil","Bahia","Morro do Chapéu","Caminho para o Morro das Duas Irmães. Fazenda Lagoa dos Dourados.","-41.295556","-11.555556",NA,NA,NA,"Carrasco. Solo arenoso.","HUEFS0064983","HUEFS0064983","Asteranae","41W17'44''","11S33'20''","2010","06",NA,NA,NA,NA,NA,NA
"102","2019-10-07 09:17:12-03","UEFS","HUEFS","68802","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","F.R.Salimena","França, F.","3993","2003","01","28",NA,"Brasil","Bahia","Morro do Chapéu","Morrão: ápice.","-41.207222","-11.591111","1245","1305",NA,"Campo rupestre.","HUEFS0068802","HUEFS0068802","Asteranae","41W12'26''","11S35'28''","2009","07",NA,NA,NA,NA,NA,NA
"103","2019-10-07 09:17:12-03","UEFS","HUEFS","68979","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","F.R.Salimena","França, F.","4079","2003","01","30",NA,"Brasil","Bahia","Morro do Chapéu","c. 5km S de Morro do Chapéu na estrada para Bonito","-41.163056","-11.599722","1090","1114",NA,"Ilha de vegetação arbustivo-arbórea no campo em solo arenoso.","HUEFS0068979","HUEFS0068979","Asteranae","41W9'47''","11S35'59''","2009","06",NA,NA,NA,NA,NA,NA
"104","2019-10-07 09:17:12-03","UEFS","HUEFS","69032","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","T.R.S.Silva","França, F.","4132","2003","01","30",NA,"Brasil","Bahia","Morro do Chapéu","Duas Irmãs, c. 15 km de Morro do Chapéu na estrada do feijão (BA 052) sentido Irecê.","-41.288056","-11.551944","1145","1190",NA,"Pasto.","HUEFS0069032","HUEFS0069032","Asteranae","41W17'17''","11S33'7''","2008","03",NA,NA,NA,NA,NA,NA
"105","2019-10-07 09:17:12-03","UEFS","HUEFS","75129","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","T.R.S.Silva","Silva, T.R.S.","198","2003","08","09",NA,"Brasil","Bahia","Morro do Chapéu","Estrada para Boaventura","-40.910278","-11.805833","882","882",NA,NA,"HUEFS0075129","HUEFS0075129","Asteranae","40W54'37''","11S48'21''","2005","06",NA,NA,NA,NA,NA,NA
"106","2019-10-07 09:17:12-03","UEFS","HUEFS","75132","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","T.R.S.Silva","Silva, T.R.S.","201","2003","08","09",NA,"Brasil","Bahia","Morro do Chapéu","Morrão, Ponto 29","-41.201667","-11.590833","1280","1280",NA,"Solo pedregoso.","HUEFS0075132","HUEFS0075132","Asteranae","41W12'6''","11S35'27''","2005",NA,NA,NA,NA,NA,NA,NA
"107","2019-10-07 09:17:12-03","UEFS","HUEFS","75138","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","T.R.S.Silva","Silva, T.R.S.","207","2003","08","09",NA,"Brasil","Bahia","Morro do Chapéu","Morrão, Ponto 29","-41.201667","-11.590833","1280","1280",NA,"Solo pedregoso.","HUEFS0075138","HUEFS0075138","Asteranae","41W12'6''","11S35'27''","2005",NA,NA,NA,NA,NA,NA,NA
"108","2019-10-07 09:17:12-03","UEFS","HUEFS","77697","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","F.R.Salimena","Silva, F.H.M.","496","2003","01","22",NA,"Brasil","Bahia","Canudos","Estação Biológica de Canudos. Base Judith Hart.","-38.983333","-9.933333",NA,NA,NA,"Substrato arenoso.","HUEFS0077697","HUEFS0077697","Asteranae","38W59'","9S56'","2015",NA,NA,NA,NA,NA,NA,NA
"109","2019-10-07 09:17:12-03","UEFS","HUEFS","88070","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","T.R.S.Silva","Silva, T.R.S.","210","2004","05","02",NA,"Brasil","Bahia","Morro do Chapéu","Descida para Cachoeira do Ferro Doido.","-40.9925","-11.627778","881","881",NA,NA,"HUEFS0088070","HUEFS0088070","Asteranae","40W59'33''","11S37'40''","2010","06",NA,NA,NA,NA,NA,NA
"110","2019-10-07 09:17:12-03","UEFS","HUEFS","92455","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","T.R.S.Silva","Conceição, S.F.","98","2005","01","12",NA,"Brasil","Bahia","Morro do Chapéu","Morrão","-41.207778","-11.585833","1267","1267",NA,NA,"HUEFS0092455","HUEFS0092455","Asteranae","41W12'28''","11S35'9''","2005","06",NA,NA,NA,NA,NA,NA
"111","2019-10-07 09:17:12-03","UEFS","HUEFS","84882","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","F.R.Salimena","Machado, M.","252","2004","06","28",NA,"Brasil","Bahia","Umburanas","Delfino, estrada para Campo Formoso, após 1km dobrar à esquerda na estrada para Lages dos Negros, depois de 4,6km chega-se no povoado de Lagoa da Barra - dobrar à esquerda antes do campo de futebol, pegando a estrada para Boa Vista, depois de 8,7km chega-","-41.195556","-10.363611","925","925",NA,"solo arenoso. areia quartzosa.","HUEFS0084882","HUEFS0084882","Asteranae","41W11'44''","10S21'49''","2009","07",NA,NA,NA,NA,NA,NA
"112","2019-10-07 09:17:12-03","UEFS","HUEFS","184403","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke",NA,"Pastore, J.F.B.","3206","2010","10","25",NA,"Brasil","Bahia","Palmeiras","BA 245, Estrada de terra para Guiné.","-41.5588989257812","-12.5289001464844",NA,NA,NA,NA,"HUEFS0184403","HUEFS0184403","Asteranae",NA,NA,NA,NA,NA,"20767","auto",NA,NA,NA
"113","2019-10-07 09:17:12-03","UEFS","HUEFS","193480","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke",NA,"Oliveira, A.R.M.F.","2","2011","08","10",NA,"Brasil","Bahia","Feira de Santana","Horto Florestal.","-38.9667015075684","-12.2666997909546",NA,NA,NA,NA,"HUEFS0193480","HUEFS0193480","Asteranae",NA,NA,NA,NA,NA,"46325","auto",NA,NA,NA
"114","2020-07-23 12:24:19-03","CEPLAC","CEPEC","25351","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis",NA,"F. R. S. Pires","R. M. Harley","20924","1995","06","28",NA,"Brasil","Bahia","BARRA DA ESTIVA","9Km ao S cidade. A E da Rod. p/ Ituacu. A NW da Serra de Ouro. Serra do Sincora.","-41.266667","-13.7",NA,NA,NA,NA,NA,NA,NA,"41W16'","13S42'",NA,NA,NA,NA,NA,NA,"30/03/1996",NA
"115","2020-07-23 12:24:19-03","CEPLAC","CEPEC","106142","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis",NA,"I. N. Santana","P. Fiaschi","2464","2004","07","16",NA,"Brasil","Bahia","umburanas","Estrada Umburanas/Delfino, ca. 31,3Km. Ramal a esquerda. Acesso a Serra da Empreitada. Construção abandonada no fim da estrada a ca. 14Km do início do ramal.","-41.3225","-10.403056",NA,NA,NA,NA,NA,NA,NA,"41W19'21","10S24'11",NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-07-23 12:24:19-03","CEPLAC","CEPEC","19117","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis",NA,"G. Bromley","R. M. Harley","19360","1970","09","03",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Ca. 8Km ao SW da cidade, ao W da Rod. p/ Utinga. Topo do morro.","-41.2","-11.583333",NA,NA,NA,NA,NA,NA,NA,"41W12'","11S35'",NA,NA,NA,NA,NA,NA,"30/12/1982",NA
"117","2020-07-23 12:24:19-03","CEPLAC","CEPEC","20020","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis",NA,"H. N. Moldenke","R. M. Harley","17009","1974","03","08",NA,"Brasil","Bahia","SENTO SÉ","16Km ao NW Lagoinha (5.5Km ao SW Delfino), Rod. p/ Minas do Mimoso.","-41.333333","-10.366667",NA,NA,NA,NA,NA,NA,NA,"41W20'0","10S22'0",NA,NA,NA,NA,NA,"Holótipo","30/11/1975",NA
"118","2020-07-23 12:24:19-03","CEPLAC","CEPEC","30803","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis",NA,"G. Bromley","R. M. Harley","22936","1997","06","01",NA,"Brasil","Bahia","MORRO DO CHAPÉU","3Km ao SE da cidade, Rod. para Mundo Novo.","-41.116667","-11.566667",NA,NA,NA,NA,NA,NA,NA,"41W7'","11S34'",NA,NA,NA,NA,NA,NA,"30/12/1982",NA
"119","2020-07-23 12:24:19-03","CEPLAC","CEPEC","31753","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis",NA,"H. N. Moldenke","R. M. Harley","22754","1980","05","30",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Topo do morro, ca. 8Km ao SW cidade, ao W Rod. Para Utinga.","-41.2","-11.583333",NA,NA,NA,NA,NA,NA,NA,"41W12'0","11S35'0",NA,NA,NA,NA,NA,"Paratipo","30/12/1984",NA
"120","2020-07-23 12:24:19-03","CEPLAC","CEPEC","32069","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis",NA,"G. Bromley","R. M. Harley","22958","1980","06","01",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Ca. 16Km ao longo da Rod. Morro do Chapéu para Utinga, ao SW da cidade.","-41.283333","-11.633333",NA,NA,NA,NA,NA,NA,NA,"41W17'0","11S38'0",NA,NA,NA,NA,NA,"Paratipo","30/12/1982",NA
"121","2020-07-23 12:24:19-03","CEPLAC","CEPEC","37042","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis",NA,"F. R. S. Pires","L. R. Noblick","3506","1982","04","20",NA,"Brasil","Bahia","MORRO DO CHAPÉU","1-2Km ao S da cidade, estrada p/ Utinga.","-41.15","-11.55",NA,NA,NA,NA,NA,NA,NA,"41W9'","11S33'",NA,NA,NA,NA,NA,NA,"30/03/1996",NA
"122","2020-07-23 12:24:19-03","CEPLAC","CEPEC","71464","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis",NA,"I. N. Santana","D. J. N. Hind","3163","1996","06","28",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Próximo à ponbte sobre o Rio Ferro Doido;","-41.001389","-11.627778",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,"41W0'5","11S37'40",NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-07-23 12:24:19-03","CEPLAC","CEPEC","73116","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis",NA,"T. R. S. Silva","D. J. N. Hind",NA,"1996","06","27",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Leito pedregoso do Rio Ventura.","-41.016389","-11.681667",NA,NA,NA,NA,NA,NA,NA,"41W0'59","11S40'54",NA,NA,NA,NA,NA,NA,"30/04/2008",NA
"124","2020-07-23 12:24:19-03","CEPLAC","CEPEC","74594","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis",NA,"I. N. Santana","D. J. N. Hind",NA,"1996","11","03",NA,"Brasil","Bahia","PIATÃ","Pousada Arco-íris","-41.776667","-13.150556",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,"41W46'36","13S9'2",NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-07-23 12:24:19-03","CEPLAC","CEPEC","74981","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis",NA,"I. N. Santana","B. Stannard","4866","1997","02","02",NA,"Brasil","Bahia","RIO DE CONTAS","Serra do Marcelino.","-41.834722","-13.595278",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,"41W50'5","13S35'43",NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-07-23 12:24:19-03","CEPLAC","CEPEC","78881","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis",NA,"T. R. S. Silva","R. M. Harley",NA,"1980","04","02",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Sem informação.","-41.207222","-11.590556",NA,NA,NA,NA,NA,NA,NA,"41W12'26","11S35'26",NA,NA,NA,NA,NA,NA,"30/04/2008",NA
"127","2020-07-23 12:24:19-03","CEPLAC","CEPEC","97530","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis",NA,"I. N. Santana","F. R. Nonato","949","1984","08","05",NA,"Brasil","Bahia","MORRO DO CHAPÉU","BA-426, na margem da Rodovia. Várzea Nova. Ca. 10Km da entrada da estrada para Flores.","-41.085833","-11.478333",NA,NA,NA,NA,NA,NA,NA,"41W5'9","11S28'42",NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-07-23 12:24:19-03","CEPLAC","CEPEC","79842","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis",NA,"T. R. S. Silva","E. N. Lughadha",NA,"1997","03","09",NA,"Brasil","Bahia","DELFINO","Serra do Curral Frio. Estrada Velha Delfino-Mimoso de Minas, 32Km de Delfino.","-41.306389","-10.498333",NA,NA,NA,NA,NA,NA,NA,"41W18'23","10S29'54",NA,NA,NA,NA,NA,NA,"30/04/2008",NA
"129","2020-07-23 12:24:19-03","CEPLAC","CEPEC","48218","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis",NA,"I. N. Santana","J. L. Hage","2307","1990","08","30",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Rodovia BA-052, em direção a Utinga. Entrada a 2Km à direita. Morro da torre da Embratel.","-41.1561012268066","-11.5500001907349",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,"98143","auto",NA,NA,NA
"130","2020-07-23 12:24:19-03","CEPLAC","CEPEC","27244","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis",NA,"H. N. Moldenke","S. A. Mori","14463","1981","06","16",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Torre da TELEBAHIA, ca. 6Km ao S cidade.","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,NA,NA,"98143","auto","Paratipo","30/12/1984",NA
"131","2020-07-23 12:24:19-03","CEPLAC","CEPEC","38916","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis",NA,"I. N. Santana","G. Hatschbach","48305","1984","09","16",NA,"Brasil","Bahia","MUCUGÊ","São Pedro.","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52493","auto",NA,"30/12/1985",NA
"132","2020-07-23 12:24:19-03","CEPLAC","CEPEC","57315","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis",NA,"S. Atkins","J. G. Jardim","66","1993","02","22",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Ca. 10Km no Morrão do Chapéu, ao SW da cidade.","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98143","auto",NA,"30/12/1998",NA
"133","2021-04-08 17:13:19-03","UESB","HUESB","6018","S","Plantae","Dicotyledoneae",NA,"Verbenaceae","Lippia","insignis","Lippia insignis","Mold.",NA,"Guedes, M.L.; Loureiro, D.M.; Guaré, F.; et al.; Loureiro, D.M.; Guaré, F.; et al.","9862","2002","09","07",NA,"Brasil","Bahia","Morro do Chapéu","Chapada Diamantina. Caminho para Ventura, na estrada.","-42.5","-11.55",NA,NA,NA,"Subarbusto de ca. 0,50m. Folhas membranáceas, discolores. Inflorescência capítulo com brácteas foliáceas, flores liláses.",NA,NA,NA,"-42.5","-11.55",NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-04-05 12:38:32-03","UNIVASF","HVASF","22957","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","I.N. Santana","J.A. Siqueira Filho","3629","2015","12","15","América do Sul","Brasil","Bahia","Sento Sé","Povoado do Alegre, Trilha da Cachoeira do Zé Leite, solo arenoso",NA,NA,"961","961",NA,"Arbusto ca. de 0,70 m alt.. Intensa floração. Flores róseas, pediceladas, com guias de nectário amarelo.","HVASF022957","HVASF022957_v01",NA,"9999.000000","9999.000000","2021","01","12",NA,NA,NA,NA,"U"
"135","2021-04-05 12:38:32-03","UNIVASF","HVASF","24029","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","E.M.B. Nunes","A.C.F. Alencar","36","2020","11","13","América do Sul","Brasil","Bahia","Jaguarari","Unidade amostral próximo ao Paiol, Fazenda Caraíba, propriedade da Mineração Caraíba S/A","-39.903825","-9.862333","490","490",NA,"Arbusto, ca. 2,5 m alt. Caule estriado. Flores brancas e arroxeadas, com guia de nectário amarelas, corola verde, odor adocidado e persistente. Rara.","HVASF024029",NA,NA,"-39.903825","-9.862333","2021","03","03",NA,NA,NA,NA,"U"
"136","2020-12-10 11:28:23-03","IBt","SP","394836","S","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke",NA,"França, F","5345","2005","12","16",NA,"Brasil","Bahia","Rio de Contas",NA,"-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA
