"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","imagecode","county","minimumElevationInMeters","identifiedBy","decimalLongitude","decimalLatitude","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"490","2011-03-30 13:54:00-03","MO","MOBOT","680891","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Walter H. Lewis|Memory Elvin-Lewis|Daniel Fast|José Campos de la Cruz","Lewis 13096","1987","3","24","South America","Peru","Loreto","Nuevo Nazaret, río Morona. Rainforest, mostly terra firma in vicinity of village.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,"Alto Amazonas","170.00000000","W.H. Lewis","-77.3333333","-4.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-10","3",NA,NA
"491","2011-03-30 13:58:00-03","MO","MOBOT","680948","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Walter H. Lewis|Memory Elvin-Lewis|M. C. Gnerre|Camilo Díaz S.","Lewis 11217","1986","6","16","South America","Peru","Loreto","Washintsa and vicinity, Río Huasaga, Low secondary and primary rainforest, terra firma and flooded river banks. Achual Jívaro",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,"Alto Amazonas","185.00000000","W.H. Lewis","-76.3333333","-3.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-5","3",NA,NA
"492","2018-02-08 16:24:00-02","MO","MOBOT","680956","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Walter H. Lewis|Memory Elvin-Lewis|José Campos de la Cruz|Daniel Fast","Lewis 12480","1986","12","3","South America","Peru","Loreto","Nuevo Nazaret, Río Morona. Mostly primary rainforest with some secondary rainforest and cultivated plants.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,NA,"160.00000000","W.H. Lewis","-70.4669445","-4.1341666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-20","3",NA,NA
"493","2014-04-04 05:47:00-03","MO","MOBOT","680977","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"John James Pipoly, III|Rodolfo Vásquez|Nestor Jaramillo|Rosa Ortiz","Pipoly 12144","1990","9","18","South America","Peru","Loreto","Iquitos. Estación Experimental IIAP; Allpahuayo, 21 km al S de Iquitos; bosque primario, suelos mezclados de arena blanca y arcilla.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,"Maynas","160.00000000","R. Callejas (HUA)","-73.4188889","-3.9711111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","10",NA,NA
"494","2014-07-29 11:38:00-03","MO","MOBOT","680986","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Alwyn H. Gentry|Rodolfo Vásquez|Nestor Jaramillo","Gentry 65808","1989","2","15","South America","Peru","Loreto","Explorer's Inn near Indiana, Río Amazonas below Iquitos.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,"Maynas","130.00000000",NA,"-73.05","-3.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","2",NA,NA
"495","2008-05-27 22:02:00-03","MO","MOBOT","681068","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Kenneth Young","Young 99","1981","3","12","South America","Peru","Madre de Dios","Dist. Tambopata; Tambopata Reserve, jct. of Río La Torre and Río Tambopata. Along trail in forest to the ants.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,"Tambopata","250.00000000","R. Callejas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81-10","5",NA,NA
"496","2008-05-27 22:02:00-03","MO","MOBOT","681080","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"John James Pipoly, III","Pipoly 15676","1991","10","28","South America","Colombia","Amazonas","Parque Nacional Natural Amacayacu, Trocha de Matamatá. Bosque de várzea.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,"Leticia","110.00000000","R. Callejas (HUA)","-70.25","-3.78333","120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","3",NA,NA
"497","2014-04-04 05:47:00-03","MO","MOBOT","681235","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Alwyn H. Gentry|Rodolfo Vásquez|Peggy Stern|M. Horna","Gentry 43849","1983","8","29","South America","Peru","Loreto","Yanamono. Explorama Tourist Camp, Río Amazonas halfway between Indiana and mouth of Río Napo. Seasonally inundated tahuampa forest. Transect 10",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,"Maynas","120.00000000","Guido Mathieu (GENT)","-72.83333","-3.46666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-242","1",NA,NA
"498","2008-05-27 22:02:00-03","MO","MOBOT","681912","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"César E. Barbosa","Barbosa 5274","1988","8","28","South America","Colombia","Meta","Río Duda, porcíon inferior de la Serranía de Chamusa. Campamento de primatología del doctor K. Isawa; Trocha Occidente.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,"La Macarena",NA,"G. Mathieu (GENT)","-74.11666","2.58333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2",NA,NA
"499","2015-01-28 05:48:00-02","MO","MOBOT","681949","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"John James Pipoly, III|Agustin Rudas L.","Pipoly 15081","1991","4","8","South America","Colombia","Amazonas","Parque Nacional Natural Amacayacu, Centro Administrativo Amacayacu-INDERENA. Trocha hacia la cabaña Matamatá. Bosque primario y remanentes en terra firme.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,NA,"150.00000000","R. Callejas (HUA)","-70.25","-3.7833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","9",NA,NA
"500","2008-05-27 22:02:00-03","MO","MOBOT","682159","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Thomas B. Croat","Croat 57964","1984","4","5","South America","Peru","Huánuco","Along road between Tingo Maria and Huánuco 1.5 km from center of town of Tingo Maria, in dis- turbed primary forest on slopes E of control post.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,NA,"650.00000000","R. Callejas (HUA)","-75.98333","-9.3","665.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-112","4",NA,NA
"501","2008-05-27 22:02:00-03","MO","MOBOT","682481","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Thomas B. Croat","Croat 58675","1984","4","29","South America","Ecuador","Sucumbíos","Vicinity of Lago Agrio, along S side of lake, ca 5 km NW of town; ca 0º5'N, 76º55'W, elev. 280 m.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,NA,"280.00000000","R. Callejas","-76.91666","0.08333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-161","4",NA,NA
"502","2008-05-27 22:02:00-03","MO","MOBOT","682565","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Thomas B. Croat","Croat 58873","1984","5","2","South America","Ecuador","Napo","Along road from Puerto Napo (at Río Napo on Tena-Puyo road), to Puerto Misahuallí (16.5 km E on Río Misahuallí at junction with Río Napo), 3.5 km E of Puerto Napo, disturbed forest on jagged limestone rocks; ca 1º02'S,",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,NA,NA,"R. Callejas","-77.78333","-1.03333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-175","3",NA,NA
"503","2008-05-27 22:02:00-03","MO","MOBOT","682584","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Thomas B. Croat","Croat 58894","1984","5","2","South America","Ecuador","Napo","Along road between Puerto Napo and Misahuallí (jct. of Río Misahuallí and Río Napo) at Vereda Venesia, 3.8 km W of Misahuallí; ca 1º02'S, 77º42'W, elev. 370 m.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,NA,"370.00000000","Guido Mathieu (GENT)","-77.7","-1.03333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-176","3",NA,NA
"504","2008-05-27 22:02:00-03","MO","MOBOT","684052","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Daniel Rubio","Rubio 267","1989","11","3","South America","Ecuador","Napo","Cantón Orellana. Sector Huashito, 20 km al norte de Coca. Propiedad de PALMORIENTE. Bosque húmedo Tropical. Bosque primario, terreno plano; suelo negro, fértil, Hydrandept.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,NA,"250.00000000","R. Callejas (HUA)","-77.08333","-0.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89-4","2",NA,NA
"505","2013-02-13 05:33:00-02","MO","MOBOT","684150","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Mario Saldias P.","Saldias Paz 410","1988","8","3","South America","Bolivia","Santa Cruz","Parque Amboró. Choza de don Alberto. 10.5 km SW (linea recta) de Huaytu.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,"Ichilo","400.00000000","R. Callejas (HUA)","-63.71666","-17.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","2011-06-09 17:51:00-03","MO","MOBOT","684555","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Carlos E. Cerón","Cerón Martínez 1458","1987","5","21","South America","Ecuador","Napo","Reserva Biológica Jatun Sacha. Río Napo, 8 km al E de Misahuallí. Bosque muy húmedo tropical.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,NA,"450.00000000","R. Callejas (MO)","-77.6","-1.06666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-9","5",NA,NA
"507","2011-06-09 16:55:00-03","MO","MOBOT","684846","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Carlos E. Cerón","Cerón Martínez 7754","1989","11","24","South America","Ecuador","Napo","Cantón Archidona. Carretera Hollín-Loreto, entre Avila y Loreto. Huiruno, comunidad Quichua. Bosque muy húmedo Tropical. Bosque primario y chacras. Informante; Alberto Siquihua Grefa",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,NA,"450.00000000","R. Callejas (MO, HUA)","-77.31666","-0.71666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89-49","5",NA,NA
"508","2011-06-13 15:16:00-03","MO","MOBOT","685046","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Carlos E. Cerón","Cerón Martínez 1970","1987","9","4","South America","Ecuador","Napo","Reserva Biológica Jatun Sacha. 8 Km de Puerto Misahuallí; margen derecha del Río Napo. Bosque muy húmedo tropical.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,NA,"450.00000000","R. Callejas (HUA)","-77.6","-1.06666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-24","5",NA,NA
"509","2011-06-09 18:02:00-03","MO","MOBOT","685259","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Edgar Gudiño","Gudiño Jara 1182","1990","12","4","South America","Ecuador","Pastaza","Pozo petrolero Moretecocha de ARCO. Río Landayacu. 75 km al este de Puyo. Bosque húmedo Tropical. Bosque primario; árboles cortados por las obras petroleras.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,"Pastaza","580.00000000","R. Callejas (HUA)","-77.41666","-1.56666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90-20","6",NA,NA
"510","2011-06-09 18:02:00-03","MO","MOBOT","685345","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Edgar Gudiño","Gudiño Jara 638","1990","8","1","South America","Ecuador","Pastaza","Pozo Petrolero Corrientes de UNOCAL. Bosque húmedo Tropical. Bosque primario; árboles cortados por las obras petroleras.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,"Pastaza","300.00000000","R. Callejas (HUA)","-76.81666","-1.71666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90-15","6",NA,NA
"511","2016-10-13 05:57:00-03","MO","MOBOT","685507","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Carlos E. Cerón|David A. Neill|Manny, S.","Cerón Martínez 2289","1987","10","1","South America","Ecuador","Napo","Payamino. Reserva Florística El Chuncho. Bosque húmedo tropical.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,NA,"250.00000000","R. Callejas (HUA)","-77.01666","-0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-28","4",NA,NA
"512","2011-06-09 18:02:00-03","MO","MOBOT","685510","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Edgar Gudiño","Gudiño Jara 199","1989","11","3","South America","Ecuador","Napo","Cantón Orellana. Sector Huashito, 20 km al norte de Coca. Propiedad de PALMORIENTE. Bosque húmedo Tropical. Bosque primario, terreno plano; suelo negro, fértil, Hydrandept.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,NA,"250.00000000","R. Callejas (HUA)","-77.08333","-0.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89-5","1",NA,NA
"513","2011-06-09 17:11:00-03","MO","MOBOT","685600","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Calaway H. Dodson|et al.","Dodson 5986",NA,NA,NA,"South America","Ecuador","Los Ríos","Río Palenque Biological Station.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,NA,"150.00000000",NA,"-79.36666","-0.58333","220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","2008-05-27 22:02:00-03","MO","MOBOT","685645","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Calaway H. Dodson|et al.","Dodson 5886","1975","7","23","South America","Ecuador","Los Ríos","Rio Palenque Biological Station. Km 56 Road. Quevedo-Santo Domingo.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,NA,"150.00000000",NA,"-79.36666","-0.58333","220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","2018-09-26 09:55:00-03","MO","MOBOT","685750","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Carlos E. Cerón|Fernando Hurtado","Cerón Martínez 3972","1988","5","26","South America","Ecuador","Napo","Parque Nacional Yasuní. Pozo petrolero Daimi 2.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,NA,"200.00000000","R. Callejas (HUA)","-76.1833333","-0.9166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-13","2",NA,NA
"516","2011-06-08 12:01:00-03","MO","MOBOT","685865","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"José Schunke V.","Schunke Vigo 10314","1978","7","2","South America","Peru","San Martín","Granja Santa Ysabel, old road to Limon.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,"Mariscal Cáceres","400.00000000","R. Callejas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","5",NA,NA
"517","2012-12-07 11:06:00-02","MO","MOBOT","685957","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Felix Woytkowski","Woytkowski 7903","1963","4","10","South America","Peru","Huánuco","Cachicoto, tropical forests. South of the village of Monsón.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,"Huamalies","800.00000000","Ronald L. Liesner (MO)","-76.15","-9.0833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","3",NA,NA
"518","2014-06-11 14:47:00-03","MO","MOBOT","686055","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Jorge Zaruma","Zaruma 756","1986","9","13","South America","Ecuador","Napo","Vía Payamino-Loreto. 4-6 Km. del río Areas de potreros y bosques secundarios.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,NA,"250.00000000","A.M. Patiño (HUA)","-77.0333333","-0.4333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-7","4",NA,NA
"519","2013-06-02 05:37:00-03","MO","MOBOT","686427","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"H. van der Werff|Bruce Gray|Efraín Freire|Milton Tirado","van der Werff 13213","1994","2","18","South America","Ecuador","Zamora-Chinchipe","Hills behind Campamento Miazi along Rio Nangaritza.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,NA,"900.00000000","R. Callejas (HUA)","-78.6666667","-4.2666667","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"140","3",NA,NA
"520","2008-05-27 22:02:00-03","MO","MOBOT","686470","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"O. Haught","Haught 2898","1939","10","7","South America","Ecuador","Guayas",NA,NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","2013-05-07 06:03:00-03","MO","MOBOT","686476","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Ynés Mexia","Mexia 7069","1935","3","22","South America","Ecuador","Napo",NA,NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,NA,"400.00000000",NA,NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","2018-10-02 08:49:00-03","MO","MOBOT","686551","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"David N. Smith","Smith 1298","1982","4","13","South America","Peru","Huánuco","Puerto Inca, carretera marginal, ca. 14 km from a point across the Río Pachitea from Puerto Inca.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,"Pachitea","350.00000000","R. Callejas (HUA)","-74.9666667","-9.5166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82-227","5",NA,NA
"523","2008-05-27 22:02:00-03","MO","MOBOT","687222","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"James S. Miller|et al.","Miller 2199","1986","6","24","South America","Ecuador","Napo","Reserva Biologia Jatun Sacha, ca. 8 km ESE of Puerto Misahualli. 1º04'S, 77º37'W. Elev. 400 m. Primary lowland forest along Misahualli- Coca road.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,NA,"400.00000000","R. Callejas (MO)","-77.61666","-1.06666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-4","3",NA,NA
"524","2008-05-27 22:02:00-03","MO","MOBOT","687491","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"James S. Miller|et al.","Miller 2313","1986","6","30","South America","Ecuador","Napo","Along the Río Huambuno, a tributary of the Río Napo, ca. 20 km E of Puerto Mishualli. 1º01'S, 77º30'W. Elev. ca. 450 m.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,NA,"450.00000000","R. Callejas, 1991 (HUA)","-77.5","-1.01666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-7","5",NA,NA
"525","2014-01-23 11:09:00-02","MO","MOBOT","687603","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Milton Aulestia","Aulestia 94","1993","7","4","South America","Ecuador","Napo","Parque Nacional Yasuní. Carretera y Oleoducto de Maxus en construcción, Km 27. Bosque húmedo Tropical. Bosque primario, suelo rojo inundable.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,"Orellana","250.00000000","R. Callejas (HUA)","-76.5","-0.5833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"526","2014-02-10 18:50:00-02","MO","MOBOT","688715","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Armando Grijalva|Nestor Andi|Guillermo Grefa","Grijalva 254","1992","11","23","South America","Ecuador","Napo",NA,NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,"La Joya de los Sachas","220.00000000","R. Callejas (HUA)","-76.6166667","-0.4166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"527","2008-05-27 22:02:00-03","MO","MOBOT","688720","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Camilo Díaz S.|et al.","Díaz Santibáñez 4144","1990","11","15","South America","Peru","Amazonas","Imaza - Comunidad Nativa Yamayakat. Quebrada Kusú. Monte alto de la comunidad Yamayaca.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,"Bagua","310.00000000","R. Callejas (HUA)","-78.341","-5.014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","4",NA,NA
"528","2020-08-15 09:07:00-03","MO","MOBOT","688763","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Milton Aulestia|J. Andi|N. Ima","Aulestia 1053","1993","10","26","South America","Ecuador","Napo","Reserva Etnica Huaorani. Carretera y oleoducto de Maxus en construcción, Km 61. Al sur del río Tivacuno. Bosque húmedo Tropical. Bosque primario. Colinas de suelos rojos.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,"Aguarico","250.00000000",NA,"-76.3833333","-0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"529","2014-01-23 11:16:00-02","MO","MOBOT","688872","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Milton Aulestia|J. Andi|N. Ima","Aulestia 1125","1993","10","26","South America","Ecuador","Napo","Reserva Etnica Huaorani. Carretera y oleoducto de Maxus en construcción, Km 61. Al sur del río Tivacuno. Bosque húmedo Tropical. Colinas de suelos rojos.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,"Aguarico","250.00000000","Guido Mathieu (GENT)","-76.3833333","-0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"530","2020-07-06 09:35:00-03","MO","MOBOT","689323","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"John S. Brandbyge|Eduardo Asanza C.","Brandbyge 32345","1980","6","27","South America","Ecuador","Morona-Santiago","Pumpuentza. Primary forest W-NW of the village.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,NA,"250.00000000",NA,"-77.3333333","-2.4166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"531","2014-12-25 05:26:00-02","MO","MOBOT","689546","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Robin B. Foster|Tatyana S. Wachter","Foster 7271","1983","12","8","South America","Peru","Madre de Dios","Atalaya. Vicinity of Hacienda Amazonia, 2-3 km west of village, across Río Alto Madre. Forested steep slope and ridge.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,"Manu","500.00000000","R. Callejas","-71.2","-12.91666","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-2","5",NA,NA
"532","2008-05-27 22:02:00-03","MO","MOBOT","689548","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Martín E. Timaná|Nestor Jaramillo","Timaná 3246","1991","11","16","South America","Peru","Madre de Dios","Las Piedras. Cusco Amazónico. Inventario Permanente. Plantas colectadas en trocha A y Zona 2.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,"Tambopata","200.00000000","R. Callejas (HUA)","-69.05","-12.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"135","4",NA,NA
"533","2008-05-27 22:02:00-03","MO","MOBOT","689663","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Alwyn H. Gentry|Rosa Ortiz|et al.","Gentry 78121","1992","12","15","South America","Peru","Madre de Dios","Tambopata Tourist Camp, junction of Río La Torre and Río Tambopata. Non-transect.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,NA,"260.00000000","R. Callejas (HUA)","-69.28333","-12.83333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1126","4",NA,NA
"534","2012-05-24 05:04:00-03","MO","MOBOT","689735","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Alwyn H. Gentry|Juan Revilla|Douglas C. Daly","Gentry 18962B","1977","4","3","South America","Peru","Loreto","Río Corrientes, upriver from Teniente Lopez oil camp, almost at the Ecuador border.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,"Loreto","280.00000000",NA,"-76.3666667","-2.4","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1049","1",NA,NA
"535","2008-05-27 22:02:00-03","MO","MOBOT","689746","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Martín E. Timaná","Timaná 1187","1990","11","28","South America","Peru","Cusco","Dto. Camanti, Manití. En el camino paralelo a quebrada Roquimayo hasta las faldas del Cerro Camanti. Bosque levemente perturbado; presencia de bambú en algunos lugares.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,"Quispicanchis","720.00000000","R. Callejas (HUA)","-70.8","-13.28333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","2",NA,NA
"536","2019-11-14 04:36:00-03","MO","MOBOT","689862","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"W. Scott Hoover|Ruth Ann Lorentzen|P. Gelpi","Hoover 4009A","1988","2","12","South America","Ecuador","Esmeraldas","Further along trail to Río Mataje Awá encampment from Río Palaví encampment. Mataje beginning at point left from previous day on top of hill at 230 m",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,NA,"200.00000000","Guido Mathieu (GENT)","-78.61666","1.11666","230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","2",NA,NA
"537","2008-05-27 22:02:00-03","MO","MOBOT","689876","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Martín E. Timaná|H. Astete","Timaná 1754","1991","5","5","South America","Peru","Madre de Dios","Las Piedras. Albergue Cusco Amazónico. Bosque primario perturbado y ribereño con árboles hasta de 50 m. Bosque aledaño.",NA,NA,NA,NA,NA,NA,"(Sw.) Loudon",NA,"Tambopata","200.00000000","M. Timana (MO)","-69.05","-12.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","9",NA,NA
