"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"199","2008-05-27 22:02:00-03","MO","MOBOT","351509","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Tom Croat","Thomas B. Croat","Croat 56849","1983","5","24","South America","Colombia","Vaupés",NA,"Vicinity of Mitu, ca 2 km along dirt road (running from main street along Rio Vaupes and past S end of run- way of airport) SE of village of Mitu. 1 14'N, 70 14'W; elev. 200 m.","-70.23333","1.23333",NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-58","1",NA,NA
"200","2008-05-27 22:02:00-03","MO","MOBOT","351705","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Thomas B. Croat (MO)","Thomas B. Croat","Croat 54229","1982","7","26","South America","Venezuela","Bolívar",NA,"Along road from Icarabú to Santa Elena, 70 km north of Icabarú; in forest.","-61.48333","4.68333",NA,NA,NA,NA,"790.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"374","2",NA,NA
"201","2012-04-27 11:42:00-03","MO","MOBOT","353110","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Dorothy Bay","Thomas B. Croat","Croat 57536","1984","3","21","South America","Colombia","Valle del Cauca",NA,"Along road from Buena- ventura to Bajo Calima, ca. 4 km from Río Calima, near Km 14 marker (14 km from Cali-Buenaventura Hwy); elev. less than 50 m; disturbed primary forest, (all large trees missing). 3º56'N, 76º59'W.","-76.9833333","3.9333333",NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-88","2",NA,NA
"202","2012-04-27 11:36:00-03","MO","MOBOT","353130","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Dorothy Bay","Thomas B. Croat","Croat 57542","1984","3","21","South America","Colombia","Valle del Cauca",NA,"Along road from Buena- ventura to Bajo Calima, ca. 4 km from Río Calima, near Km 14 marker (14 km from Cali-Buenaventura Hwy); elev. less than 50 m; disturbed primary forest, (all large trees missing). 3º56'N, 76º59'W.","-76.9833333","3.9333333",NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-88","6",NA,NA
"203","2014-04-04 05:45:00-03","MO","MOBOT","355030","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat","Rodolfo Vásquez|et al.","Vásquez Martínez 2089","1981","7","2","South America","Peru","Loreto","Requena","Jenaro Herrera. Bosque primario.","-73.75","-4.83333",NA,NA,NA,NA,"170.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"409","1",NA,NA
"204","2008-05-27 22:02:00-03","MO","MOBOT","355226","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Thomas B. Croat","Croat 59387","1984","11","28","South America","Venezuela","Amazonas",NA,"Vicinity of Cerro Neblina base camp along trail west of Kitchen along Río Mawarinuma. 0º50'N, 66º10'W; elev. 140 m.","-66.16666","0.83333",NA,NA,NA,NA,"140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-200","16",NA,NA
"205","2014-10-07 10:59:00-03","MO","MOBOT","355406","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Thomas B. Croat","Croat 59634","1984","12","6","South America","Venezuela","Amazonas",NA,"Vicinity of San Carlos de Rio Negro; along road between San Carlos and Solano, ca. 8 km NE of San Carlos.","-67.0333333","1.95",NA,NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-211","11",NA,NA
"206","2008-05-27 22:02:00-03","MO","MOBOT","355992","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Eric A. Christenson","Christenson 1834","1993","9","1","South America","French Guiana",NA,NA,"Sinnamary River, Crique Plomb, in area to be inundated by waters of Petit Saut, moist forest along Crique.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2012-04-27 11:53:00-03","MO","MOBOT","357619","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Dorothy Bay","Thomas B. Croat","Croat 61283","1986","7","6","South America","Colombia","Valle del Cauca","Buenaventura","Bajo Calima, within forestry concession of Cartón de Colombia, between Buenaventura and Río Calima, 6.5 km. beyond the Porton Tomar (at Km 27), 22.3 km beyond Camp Portada Pulpapel, 33.3 km beyond main Calí-Buenaventura Highway. Primary forest.","-77.1166667","4.0333333",NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-12","5",NA,NA
"208","2008-09-17 11:32:00-03","MO","MOBOT","357924","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Croat","Thomas B. Croat","Croat 61384","1986","7","8","South America","Colombia","Valle del Cauca","Buenaventura","Bajo Calima: Within forestry concession of Cartón de Colombia, between Buenaventura & Río Calima, 6.5 km beyond Porton Tomar (at km 27), 22.3 km beyond Camp Portada Pulpapel, 33.3 km beyond main Calí-Buenaventura Highway; primary forest.","-77.11666","4.03333",NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-14","5",NA,NA
"209","2008-05-27 22:02:00-03","MO","MOBOT","360047","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Thomas B. Croat","Croat 62106","1986","8","13","South America","Brazil","Pará",NA,"Vicinity of Belem; Reserva Mocambo near Belem.","-48.41666","-1.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-49","7",NA,NA
"210","2008-05-27 22:02:00-03","MO","MOBOT","360138","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Tom Croat","Thomas B. Croat","Croat 62241","1986","8","16","South America","Brazil","Amazonas",NA,"MANAUS: Along road from Manaus to Caracarai; 45.3 km North of junction in road to Tacoa- tiara along sandy riverbed. Elevation less than 100 m.","-60.08333","-1.66666",NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-56","2",NA,NA
"211","2012-04-27 11:57:00-03","MO","MOBOT","360714","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Dorothy Bay","Thomas B. Croat","Croat 62776","1986","7","4","South America","Colombia","Valle del Cauca",NA,"Bajo Calima, within Lumber Con- cession of Cartón de Colombia, be- tween Buenaventura & Río Calima; Vicinity of Camp Portado Pulpapel, 11 km North of main Calí-Buenaventura Highway; 17-year-old successional forest; Elevation about 50 m;","-77.0166667","3.9416666",NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-70","3",NA,NA
"212","2017-02-07 11:29:00-02","MO","MOBOT","354466","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Thomas B. Croat|A. Rosas Jr.","Croat 62649","1986","8","25","South America","Brazil","Acre",NA,"Along road between Cruziero do Sul and Barão do Rio Branco; Vicinity of airport, 0.6 km be- yond airport","-72.6","-7.6333333",NA,NA,NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-78","3",NA,NA
"213","2012-04-27 11:55:00-03","MO","MOBOT","360721","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Dorothy Bay","Thomas B. Croat","Croat 62777","1986","7","4","South America","Colombia","Valle del Cauca",NA,"Bajo Calima, within Lumber Con- cession of Cartón de Colombia, be- tween Buenaventura & Río Calima; Vicinity of Camp Portado Pulpapel, 11 km North of main Calí-Buenaventura Highway; 17-year-old successional forest; Elevation about 50 m;","-77.0166667","3.9416666",NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-70","4",NA,NA
"214","2008-05-27 22:02:00-03","MO","MOBOT","360872","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Thomas B. Croat","Croat 74274","1993","2","20","South America","French Guiana",NA,NA,"Montagnes de Kaw, caves of Kaw, along Route de Montagne Trésor, ca. 10 km E of Camp Caïmans, N of road ca. .5 km.","-52.16666","4.57083",NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"466","5",NA,NA
"215","2008-05-27 22:02:00-03","MO","MOBOT","361001","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Thomas B. Croat","Croat 74337","1993","2","23","South America","French Guiana",NA,NA,"Montagnes de Kaw; along route to Montagne Favard, in vicinity of jet to Fourgrassie.","-52.28333","4.63333",NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"472","1",NA,NA
"216","2008-05-27 22:02:00-03","MO","MOBOT","361515","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","G.S. Bunting","Bruce K. Holst|Ronald L. Liesner","Holst 2496","1985","10","24","South America","Venezuela","Bolívar",NA,"ROSCIO: 1 km N of Río Samay near the base of the El Abismo wall; 600-800 m; 4º25'N, 61º37'W. Dry forested slopes.","-61.61666","4.41666",NA,NA,NA,NA,"600.00000000","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-53","6",NA,NA
"217","2014-01-01 13:15:00-02","MO","MOBOT","361776","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","M.G.A. Lobo|et al.","Lobo 248","1983","2","4","South America","Brazil","Pará",NA,"Belém","-48.5044444","-1.4558333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2014-01-03 21:26:00-02","MO","MOBOT","361782","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","A.G. Silva|L.M. Nascimento","Silva 13","1985","9","17","South America","Brazil","Pará",NA,"Belém. Reserva Mocambo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2008-05-27 22:02:00-03","MO","MOBOT","361787","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Santos","Santos 629","1979","6","16","South America","Brazil","Pará",NA,"Mpio. Almeirim. Km 8 along highway to Fazendinha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2014-01-03 21:26:00-02","MO","MOBOT","361793","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","A.G. Silva|L.M. Nascimento","Silva 14","1985","9","17","South America","Brazil","Pará",NA,"Belém","-48.5044444","-1.4558333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2014-01-01 13:15:00-02","MO","MOBOT","361799","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","M.G.A. Lobo|et al.","Lobo 222","1983","1","11","South America","Brazil","Pará",NA,"Reserva Mocambo. Belém.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2014-01-01 13:15:00-02","MO","MOBOT","361805","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","M.G.A. Lobo|et al.","Lobo 249","1983","2","4","South America","Brazil","Pará",NA,"Belém","-48.5044444","-1.4558333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2008-05-27 22:02:00-03","MO","MOBOT","361811","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","* LINS","LINS 320","1985","8","26","South America","Brazil","Pará",NA,"Rio Tauá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2008-05-27 22:02:00-03","MO","MOBOT","361835","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","* ROZEMIRE","ROZEMIRE 31325","1965","8","10","South America","Brazil","Pará",NA,"Rodovia Benevides-Mesquaire, prox. ig. Guajará.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2008-05-27 22:02:00-03","MO","MOBOT","362646","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Luciano Bernardi","Bernardi 828","1953",NA,NA,"South America","Venezuela","Bolívar",NA,"Aprode Tepuy",NA,NA,NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2009-11-26 17:59:00-02","MO","MOBOT","362662","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","G.S. Bunting","James L. Luteyn|Maria L. Lebrón-Luteyn|Julian A. Steyermark","Luteyn 6317","1978","11","18","South America","Venezuela","Bolívar",NA,"Gran Sabana, Km 191.4 along El Dorado - Santa Elena road. Gallery forest.",NA,NA,NA,NA,NA,NA,"1150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2013-02-11 15:56:00-02","MO","MOBOT","362668","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Bassett Maguire|et al.","Maguire 46128 A","1961","9","7","South America","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2010-01-14 06:39:00-02","MO","MOBOT","362674","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","G.S. Bunting","Ronald L. Liesner|Gilberto N. Morillo","Liesner 14061","1982","5","12","South America","Venezuela","Bolívar",NA,"Río Caura 5-12 km S of Las Pavas (Salto Para). Primary forest and river edge.","-64.46666","6.2",NA,NA,NA,NA,"240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2009-11-09 21:36:00-02","MO","MOBOT","362680","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","G.S. Bunting","Julian A. Steyermark|George S. Bunting","Steyermark 102972","1968","4","21","South America","Venezuela","Amazonas",NA,"Forest behind Yavita.",NA,NA,NA,NA,NA,NA,"125.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2015-02-22 16:34:00-03","MO","MOBOT","362686","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"George S. Bunting","Bunting 3777","1969","7","6","South America","Venezuela","Amazonas",NA,"Dept. Casiquiare: alrededores de Yavita (río Temi) y cerca de la carretera Yavita. Pimichín hasta el km 5 hacia Pimichín.",NA,NA,NA,NA,NA,NA,"125.00000000","140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2012-04-27 11:40:00-03","MO","MOBOT","362701","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Dorothy Bay","Thomas B. Croat|Dorothy Bay","Croat 75618","1993","7","11","South America","Colombia","Valle del Cauca",NA,"Bajo Calima Region, along road from Buenaventura to Málaga, vicinity of Km 11 in front of Pulpapel headquarters.","-77","3.9333333",NA,NA,NA,NA,"130.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"560","2",NA,NA
"232","2015-12-30 17:00:00-02","MO","MOBOT","362786","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Simon J. Mayo|et al.","Mayo 780","1991","4","25","South America","Brazil","Bahia",NA,"Km 2-7 na rodovia Taboquinhas/Serra Grande, a qual tem entroncamento no km 7 na rodovia Itacaré/Taboquinhas; região de morros cobertos originalmente com mata úmida sobre xxxsolos relativamente pobres com pouco cacau; a mata já muito até pouco perturbada, a região em fase ativa de derrubada da floresta para plantar mandioca, banana e campim para pasto. Mata relativamente pobre em epífitas e com pouco limo nos galhos e troncos das árvores.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2015-12-30 17:00:00-02","MO","MOBOT","362792","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Simon J. Mayo|et al.","Mayo 869","1991","5","31","South America","Brazil","Bahia",NA,"Fazenda Condominio Uniao (prop. F.A. Carvalho et al.), entre Cocao e Nova Esperanca; substrato latossolos; floresta úmida primária em estado bom, mas que sofreu extração de madeiras de lei durante longo tempo.","-39.66666","-13.61666",NA,NA,NA,NA,"220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2015-12-30 17:00:00-02","MO","MOBOT","362798","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Simon J. Mayo|et al.","Mayo 793","1991","4","26","South America","Brazil","Bahia",NA,"Km 20 de Itacaré na rodovia Itacaré/Taboquinhas. Plantação de cacau no fundo de um pequeno vale com riacho; chão muito úmido, flora herbácea terrestre viçosa e densa, limo espesso nos troncos das árvores.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2020-04-01 19:50:00-03","MO","MOBOT","363155","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Roelof A.A. Oldeman","Oldeman 2761","1968","7","10","South America","French Guiana","Cayenne",NA,"Fleuve Approuague, au saut Grand Canori, au bord de l'eau en bas du saut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"236","2012-10-24 13:31:00-02","MO","MOBOT","363244","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Thomas B. Croat|Dorothy Bay","Croat 75783","1993","7","16","South America","Colombia","Valle del Cauca","Buenaventura","Bajo Calima Region; along road between Buenaventura and Málaga, Km 51.7 from main Cali-Buenaventura Hwy.","-77.0833333","4.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"566","5",NA,NA
"237","2008-05-27 22:02:00-03","MO","MOBOT","364093","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","G. Bunting","Luciano Bernardi","Bernardi 763","1953","8","13","South America","Venezuela","Bolívar",NA,"afl. del Caroui-Region de Winuion (handwriting unclear)",NA,NA,NA,NA,NA,NA,"550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2012-04-27 11:32:00-03","MO","MOBOT","364485","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Dorothy Bay","Thomas B. Croat","Croat 69444","1988","7","20","South America","Colombia","Valle del Cauca","Buenaventura","Bajo Calima Region between Buenaventura and Río Calima, Cartón de Colombia Forestry Concession Area, 11 km NW of Cali-Buenaventura highway. 18 year old regrowth plot behind Pulpapel headquarters.","-77.0166667","3.9416666",NA,NA,NA,NA,"50.00000000","80.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-29","4",NA,NA
"239","2008-05-27 22:02:00-03","MO","MOBOT","364964","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Adrian Juncosa","Juncosa 2123","1984","2","11","South America","Colombia","Valle del Cauca","Buenaventura","Cartón de Colombia timber concession near Bajo Calima. 3º55'N, 77º'W. Elev. ca. 50-100 m. Primary forest.","-77","3.91666",NA,NA,NA,NA,"50.00000000","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-15","3",NA,NA
"240","2012-04-27 11:35:00-03","MO","MOBOT","365092","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Dorothy Bay","Adrian Juncosa","Juncosa 2145","1984","2","12","South America","Colombia","Valle del Cauca","Buenaventura","Cartón de Colombia, timber concession near Bajo Calima. 3º55'N, 77º'W. Elev. ca. 50-100 m. Primary forest.","-77","3.9166667",NA,NA,NA,NA,"50.00000000","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-17","2",NA,NA
"241","2012-04-27 11:38:00-03","MO","MOBOT","365106","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Dorothy Bay","Thomas B. Croat","Croat 70109","1990","2","3","South America","Colombia","Valle del Cauca","Buenaventura","Bajo Calima Region, along road from Buenaventura to Málaga vicinity, Pulpapel Headquarters (located at km 11), at km. 9, unburned regrowth of primary forest.","-77.0166667","3.9333333",NA,NA,NA,NA,"185.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","5",NA,NA
"242","2012-04-27 11:43:00-03","MO","MOBOT","365242","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Dorothy Bay","Thomas B. Croat","Croat 70149","1990","2","4","South America","Colombia","Valle del Cauca",NA,"Bajo Calima Region, along road from Buenaventura to Río Calima, at km 12.5 Regrowth forest about 4 m tall.","-77.0166667","3.9333333",NA,NA,NA,NA,"160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","5",NA,NA
"243","2012-06-22 15:09:00-03","MO","MOBOT","365356","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Dorothy Bay","Thomas B. Croat|J. Watt","Croat 70195","1990","2","5","South America","Colombia","Valle del Cauca","Buenaventura","Vicinity of Bajo Calima: Along road past Pulpapel Headquarters (at km 17) to Bahía de Málaga; at Km 44 from the main Cali-Buenaventura highway. Elevation less than 100 m.","-77.1333333","4.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","7",NA,NA
"244","2011-02-22 09:25:00-03","MO","MOBOT","365729","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Michael T. Madison|Helen Kennedy|O.P. Monteiro|Pedro I.S. Braga","Madison 6309","1978","10","16","South America","Brazil","Amazonas",NA,"Río Negro. Caatinga at mouth of Rio Marie. Sandy soil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2015-08-13 05:50:00-03","MO","MOBOT","365765","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"R.M. Harley","Harley 18132","1977","1","20","South America","Brazil","Bahia",NA,"Reserva Biologica do Pau Brasil (CEPLAC) 17 km W of Porto Seguro on road to Eunapolis. Rain forest.","-39.18333","-16.4",NA,NA,NA,NA,"0E8","20.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2009-07-17 07:37:00-03","MO","MOBOT","366426","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","G.S. Bunting","Julian A. Steyermark|Ronald L. Liesner","Steyermark 127333","1982","11","30","South America","Venezuela","Bolívar",NA,"Dtto. Roscio: selva ribereña a lo largo de la Quebrada Saunay (Pozo Negro), afluente del Río Uairen, 6 kms west of Santa Elena de Uairen","-61.11666","4.55",NA,NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2011-06-15 10:41:00-03","MO","MOBOT","366969","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.B. Croat","Walter H. Lewis|Memory Elvin-Lewis|M. C. Gnerre|Camilo Díaz S.","Lewis 11026","1986","6","10","South America","Peru","Loreto","Loreto","Nueva Jerusalem and vicinity, Río Macusari, 220 (river) to 300 (village) m elev. Mostly low, but ridged, rain- forest, terra firma. Mayna Jívaro","-76.25","-2.9166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-3","3",NA,NA
"248","2009-11-16 10:02:00-02","MO","MOBOT","366998","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Brian M. Boom|Doorjoohan Gopaul|P. Taylor","Boom 8298","1987","6","27","South America","Guyana",NA,NA,"Upper Mazaruni River region. Kamarang, trail W of airstrip. Tropical moist forest.","-60.66666","5.83333",NA,NA,NA,NA,"505.00000000","545.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2008-05-27 22:02:00-03","MO","MOBOT","367500","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Thomas B. Croat","Ronald L. Liesner","Liesner 23876","1988","4","26","South America","Venezuela","Bolívar",NA,"Gran Sabana; ca 10 km SW of Karaurin Tepui at junction of Río Karaurin and Río Asadon (Río Sanpa).","-61.05","5.31666",NA,NA,NA,NA,"900.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-22","2",NA,NA
