"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","yearIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","relatedCatalogItem","monthIdentified","dayIdentified","fieldNumber","individualCount","previousCatalogNumber","typeStatus","sex"
"379","2011-04-01 21:38:00-03","MO","MOBOT","3282424","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Martha Serrano|Jeaneth Villalobos|Ariel Lliully|I. Guachalla|R. León","Serrano 5902","2005","1","29","South America","Bolivia","Tarija","Padcaya. Reserva Nacional de Flora y Fauna Tariquia. Chaco Cooperativa Buena Vista. bosque Premontano Tucumano Boliviano. En las cimas abunda Myrcianthes pungens, Diatenopteryx sorbifolia y anadenanthera colubrina.","-64.34305","-22.43555","1020.00000000",NA,NA,NA,NA,NA,"Huaylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","2008-05-27 22:02:00-03","MO","MOBOT","3282834","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","MENEZES","MENEZES 1202","1996","4","23","South America","Paraguay","Canindeyú","Tejui-ui. Bosque alto",NA,NA,NA,NA,NA,NA,NA,NA,"Sundre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","2013-11-26 05:40:00-02","MO","MOBOT","3283175","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Reinaldo Lozano","Lozano 1199","2005","4","29","South America","Bolivia","Chuquisaca","Orocote. Ca. 3 horas en caballo al NW de la comunidad de Orocote entre los rios Limonal y Cochayo. Bosque Montano subhúmedo, suelos ricos con bastante materia orgánica. Presencia de Lauracead, Mytaceas, Leguminosas, helechos, musgos, dosel arboreo de 14-16 m alto.","-64.35","-20.78333","1650.00000000",NA,NA,NA,NA,NA,"Huaylla","Sud Cinti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","2013-02-21 05:40:00-03","MO","MOBOT","3283307","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Blanca León","León 183","1982","5","5","South America","Peru","Junín","Cerca a La Merced.",NA,NA,NA,NA,NA,NA,NA,NA,"H. van der Werff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","2013-02-21 05:40:00-03","MO","MOBOT","3283480","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Blanca León","León 195","1982","5","5","South America","Peru","Junín","Camino a Satipo.",NA,NA,NA,NA,NA,NA,NA,NA,"B. Leon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","2014-11-02 16:22:00-02","MO","MOBOT","3281778","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","M.R. Silva|C.E. Rodrigues","Silva 1285","1994","2","23","South America","Brazil","Mato Grosso do Sul","Mun. Rio Verde de Mato Grosso, Serra Piementeira, Cachoeira do Cervo.","-54.88333","-18.91666","400.00000000",NA,NA,NA,NA,NA,"da Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","2011-04-02 06:24:00-03","MO","MOBOT","3283736","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Martha Serrano|Jeaneth Villalobos|Ariel Lliully|I. Guachalla|R. León","Serrano 5869","2005","1","28","South America","Bolivia","Tarija","Municipio Padcaya. Reserva Nacional de Flora y Fauna Tariquia. Cima serania San Telmo. Bosque humedo montano Tucumano Boliviano. Son abundantes plantas epifitas por la alta influencia de neblinas frecuentes . En el dosel de más de 30m, Cedrela lilloi, y Juglans australis ocn diametros de más de 1m, en el subdosel Citronella apogon.","-64.38055","-22.43805","1600.00000000",NA,NA,NA,NA,NA,"Huaylla","Arce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","2008-05-27 22:02:00-03","MO","MOBOT","3283870","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Felix Woytkowski","Woytkowski 6502","1961","7","10","South America","Peru","Junín","Yaupe. Upon rock .",NA,NA,"1380.00000000",NA,NA,NA,NA,NA,"Morton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","2008-05-27 22:02:00-03","MO","MOBOT","3283917","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Felix Woytkowski","Woytkowski 6503","1961","7","10","South America","Peru","Junín","Yaupi. Upon rocks.",NA,NA,"1380.00000000",NA,NA,NA,NA,NA,"Morton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","2010-10-07 15:27:00-03","MO","MOBOT","3283962","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 14012","1966","3","16","South America","Brazil","Distrito Federal","Forested rocky slopes, Corrego Landim, ca. 25 km.N. of Brasília.",NA,NA,"950.00000000",NA,NA,NA,NA,NA,"Morton & Lellinger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","2012-08-28 15:33:00-03","MO","MOBOT","3284175","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Julian A. Steyermark|Ronald L. Liesner|Gerardo Aymard","Steyermark 127149","1982","11","3","South America","Venezuela","Portuguesa","Selva galeria a lo largo del Rio Maria, Boca de Monte, 23 kms al norte del vado del Rio Suruguaupo, 38 kms al orte por la autopista Guanare-Ospino, en el sito Las Maria, oeste, al Norte de Guanare.","-69.5","9.3","400.00000000",NA,NA,NA,NA,NA,"Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"390","2008-05-27 22:02:00-03","MO","MOBOT","3284393","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Felix Woytkowski","Woytkowski 6600","2007","7","4","South America","Peru","Junín","Yunguy. On rock.",NA,NA,"1600.00000000",NA,NA,NA,NA,NA,"Morton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","2009-11-20 17:19:00-02","MO","MOBOT","3284441","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","George S. Bunting|Ronald L. Liesner|Romer León|Victor M. Ibarra Z.","Bunting 12365","1982","11","16","South America","Venezuela","Zulia","Dtto. Mara: cuenca del rio Guasare, alrededores del Destacamento Guasare No. 1 (La Yolanda), en las laderas del cerro ca. 5km. al SSE del Destacemento, entre el caño Indio y la fila arriba de su orilla izquierda, en bosque húmedo original.","-72.49166","10.86944","350.00000000","500.00000000",NA,NA,NA,NA,"H. van der Werff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","2010-01-04 20:42:00-02","MO","MOBOT","3284477","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Paul E. Berry","Berry 1842","1976","1","11","South America","Venezuela","Miranda","Morros de la Guairita.",NA,NA,"880.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","2008-05-27 22:02:00-03","MO","MOBOT","3284487","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Felix Woytkowski","Woytkowski 6602","1961","7","14","South America","Peru","Junín","Yunguy. Opon rocks.",NA,NA,"1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","2011-06-24 16:11:00-03","MO","MOBOT","3284535","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Phylliis S. Bentley","Bentley 130","1982","12","20","South America","Ecuador","Galapagos","Farm of Maria del Carmen just south of Santa Rosa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"395","2014-08-23 05:36:00-03","MO","MOBOT","3284679","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 24615","1969","3","17","South America","Brazil","Goiás","Gallery forest, ca 60 km. north of Veadeiros.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,"Mickel & Atehortua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","2012-07-28 05:08:00-03","MO","MOBOT","3287581","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","* SILVA","SILVA 262","1992","7","12","South America","Brazil","São Paulo","Munic. Monte alto, serra Anhumas. Sitio Sao Jose.","-48.46666","-20.36666",NA,NA,NA,NA,NA,NA,"da Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","2013-11-26 05:40:00-02","MO","MOBOT","3287582","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Julia Gutiérrez R.","Gutiérrez Romero 1187","2005","4","17","South America","Bolivia","Chuquisaca","Aproximadamenta a 700 m de la comunidad de Las Casas, trayecto hacia la Loma de Pampillos. Bosques caducifolio, raio intervenido en ladera con orientación, SE pendiente 0/0. Estrato arbóreo de hast 1 m., con presencia frecuente de Mysinaceas. Myrtaceae, y algunas Leguminosas. Especie frecuente en el estrato herbácea.","-64.11638","-19.32","1501.00000000",NA,NA,NA,NA,NA,NA,"Tomina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","2011-03-28 15:37:00-03","MO","MOBOT","3306452","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","H. Huaylla","Huaylla 53","2000","8","31","South America","Bolivia","Chuquisaca","Área protegida municipal de Monteagundo, toma de agua, rio Limón. Ralo, área con mayor ingreso de luz al borde del camino. Bosque subandino subhúmedo del bosque Bolivian-Tucumano en ladera inferiores.","-63.88333","-19.8","1300.00000000",NA,NA,NA,NA,NA,"Huaylla, H","Hernando Siles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","2012-09-15 05:09:00-03","MO","MOBOT","3338555","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Jim Farfán","Farfán 1264","2006","10","23","South America","Peru","Cusco","Dist. Vilcabamba, Chuanquiri camino a Riobamba, Bosque secundario","-73.16944","-12.7875","1009.00000000",NA,NA,NA,NA,NA,"A.R. Smith (UC)","La Convención",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA
"400","2015-08-01 05:59:00-03","MO","MOBOT","930101","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","F.R. Fosberg","Fosberg 45013","1964","2","3","South America","Ecuador","Galapagos","Narborough Island",NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","2014-01-15 12:09:00-02","MO","MOBOT","3370665","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Alba L. Arbeláez|S. P. Churchill","Arbeláez Álvarez 431","1990","4","2","South America","Colombia","Chocó","Corregimiento de San Francisco (Bahía Triganá). Vereda Coquital. Cerca de Triganá. Bosque tropical.","-77.1333333","8.35","50.00000000","200.00000000",NA,NA,NA,NA,"A. Arbeláez","Acandi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"402","2008-05-27 22:02:00-03","MO","MOBOT","3384362","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","A.H.G. Alston|Llewelyn Williams","Alston 203","1938","12","2","South America","Venezuela",NA,"Guamitas, P.N. Aragua. On rocks.",NA,NA,"740.00000000",NA,NA,NA,NA,NA,"R.C. Moran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","2008-05-27 22:02:00-03","MO","MOBOT","34124","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","James L. Zarucchi|Hermes Cuadros V.","Zarucchi 4043","1985","8","8","South America","Colombia","Bolívar","Mun. de San Jacinto; ca. 16 km NW of San Jacinto, N slope of Cerro Maco, Lat. 9º54'N, Long. 75º12'W, alt. 600 m. Primary forest on very steep slope.","-75.2","9.9","600.00000000",NA,NA,NA,NA,NA,"Robbin C. Moran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-15","2",NA,NA,NA
"404","2008-06-10 03:32:00-03","MO","MOBOT","3417092","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Martha Serrano","Serrano 7398","2006","2","18","South America","Bolivia","Tarija","Reserva Nacional de Flora y Fauna Tariquía. Comunidad Salinas. El Mesón. Relicto de bosque subhúmedo en laderas de más de 50% de pendiente. En el dosel Cinnamomun porphyrium, Cedrela fissilis, Chrysophyllum gonocarpum, Diatenopteryx sorbifolia. En el sotobosque Myrciaria floribunda, Allophylus edulis y Erythoxylum cuneifolium. En borde de bosque Patagonula americana.","-64.20361","-21.75222","1180.00000000",NA,NA,NA,NA,NA,"A.R. Smith (UC)","O'Connor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","2010-08-04 12:36:00-03","MO","MOBOT","3431398","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Luzmila Arroyo P.|M. Muñoz|F. Abasto|N. Ortuño|J. Hajdu|H. Pantoja","Arroyo Padilla 2994","2005","11","6","South America","Bolivia","Santa Cruz","Camino entre la escuela y el Sendero Cola de Mono. Bosque semideciduo.","-63.67305","-18.31194","1200.00000000",NA,NA,NA,NA,NA,"R.C. Moran (NY)","Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","2013-06-18 05:46:00-03","MO","MOBOT","3443281","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Alfonso Flores|M. Jiménez","Flores 50","2008","1","2","South America","Bolivia","Chuquisaca","Segunda Sección Huacareta. Cantón Rosario del Ingri. Villa Hermosa. Ladera de exposicion Este, con 45º de pendiente.","-63.8186111","-20.5219445","1491.00000000",NA,NA,NA,NA,NA,"A.R. Smith (UC)","Hernando Siles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"407","2010-08-04 12:53:00-03","MO","MOBOT","3443854","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Jeaneth Villalobos|M. Arrueta|M. Nina|C. Ortiz|D. Villalobos","Villalobos 1165","2007","12","27","South America","Bolivia","Chuquisaca","Municipio San Pablo de Huacareta. Comunidad San Lorenzo. Borde de la Quebrada Wacachay. Aproximadamente a 2 kmt. de la casa del Sr. Francisco Ortiz.","-64.2319445","-19.9277778","1676.00000000",NA,NA,NA,NA,NA,"R.C. Moran (NY)","Hernando Siles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"408","2011-04-02 07:54:00-03","MO","MOBOT","3464509","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Ariel Lliully|R. León|A. Ortega|J. Vedia","Lliully 458","2005","10","20","South America","Bolivia","Chuquisaca","Comunidad Chuya Yaco. A 3 km aproximadamente al Sur-este de la comunidad de Chuya Yaco, Quebaradas húmedas con restos de bosque Tucumano-Boliviano Juglans australis Inga marginata, Eugenia en el estrato arbóreo, varias especies de helechos en lugares sombreados, con elementos Serrano Chaqueños en las areas más bajas.","-63.87666","-19.75333","1239.00000000",NA,NA,NA,NA,NA,"A.R. Smith (UC)","Luis Calvo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","2013-06-10 11:41:00-03","MO","MOBOT","3481406","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Gloria Calatayud","Calatayud Hermosa 4117","2007","5","24","South America","Peru","Cusco","Distrito Echarate, Papelpata. Bosque seco intervenido.","-72.61722","-12.77333","909.00000000",NA,NA,NA,NA,NA,"Alan R. Smith (UC)","La Convención",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA
"410","2008-05-27 22:02:00-03","MO","MOBOT","35952","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Thomas B. Croat","Croat 57731","1984","4","1","South America","Peru","Junín","Along road between San Ramón and Oxapampa, 6 km beyond (north of) turnoff for road to Satiapo.","-75.3","-10.89166","700.00000000",NA,NA,NA,NA,NA,"Henk van der Werff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-100","5",NA,NA,NA
"411","2011-08-17 13:55:00-03","MO","MOBOT","3628426","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Eric Schuettpelz|Jefferson Prado|Pedro B. Schwartsburd|George Yatskievych","Schuettpelz 1398","2010","1","13","South America","Brazil","Minas Gerais","Diamantina. Serra do Espinhaço: about 7 km SE of Diamantina, off of Estrada Real, near confluence of Rio Tabatinga with Rio Jequitinhonha.","-43.5563889","-18.3008333","950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"412","2008-05-27 22:02:00-03","MO","MOBOT","38517","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Wendell H. Camp","Camp E-1015",NA,NA,NA,"South America","Ecuador","Morona-Santiago",NA,NA,NA,"530.00000000","750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","2008-05-27 22:02:00-03","MO","MOBOT","930093","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Alban N. Stewart","Stewart 833","1905","3","17","South America","Ecuador","Galapagos","Albemarle Island. Iguana cove, abundant in shade",NA,NA,"76.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","2008-05-27 22:02:00-03","MO","MOBOT","930094","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Alban N. Stewart","Stewart 839","1905","12","29","South America","Ecuador","Galapagos","James Island. James Bay, abundant in lava crevices",NA,NA,"274.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","2008-05-27 22:02:00-03","MO","MOBOT","930096","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Alban N. Stewart","Stewart 837","1905","1","27","South America","Ecuador","Galapagos","Chatham Island. Wreck bay, common in moist shady places",NA,NA,"198.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","2008-05-27 22:02:00-03","MO","MOBOT","930097","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Alban N. Stewart","Stewart 841","1905","11","9","South America","Ecuador","Galapagos","Indefatigable Island. Academy bay, in leaf mold among rocks",NA,NA,"122.00000000","183.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","2008-05-27 22:02:00-03","MO","MOBOT","930098","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Henry K. Svenson","Svenson 75","1930","4","1","South America","Ecuador","Galapagos","Indefaigable Island. Academy Bay",NA,NA,"152.00000000",NA,NA,NA,NA,NA,"C.D. Adams (BM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","2008-05-27 22:02:00-03","MO","MOBOT","940846","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Luzmila Arroyo P.|Timothy J. Killeen|S.N. Panfil|K. Keil","Arroyo Padilla 212","1993","4","4","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado. Campamento Las Gamas. Bosque de colina, húmedo con dosel superior de 30-40 m de altura. Abundantes epífitas. Suelo rocoso.","-60.38333","-14.8","800.00000000",NA,NA,NA,NA,NA,"A. Smith (UC)","Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","2008-05-27 22:02:00-03","MO","MOBOT","941146","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Luzmila Arroyo P.|et al.","Arroyo Padilla 812","1994","6","13","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado. Campamento Las Gamas. Bosque, camino hacia las cataratas.","-60.39305","-14.80305","900.00000000",NA,NA,NA,NA,NA,"L. Arroyo (USZ)","Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","2008-05-27 22:02:00-03","MO","MOBOT","947258","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Albuja, Luis","Albuja 16","1971","7","23","South America","Ecuador","Galapagos",NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","2008-05-27 22:02:00-03","MO","MOBOT","947259","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","S. Jeppesen","Jeppesen 3019","1976","1","31","South America","Ecuador","Galapagos","Above Bellavista, along rail to Media Luna.","-90.3","-0.683","160.00000000","270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","2008-05-27 22:02:00-03","MO","MOBOT","947260","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","S. Jeppesen","Jeppesen 3004","1976","1","31","South America","Ecuador","Galapagos","Between Puerto Agora and Bellavista, rocky area in Bursera forest.","-90.3","-0.683","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","2008-05-27 22:02:00-03","MO","MOBOT","947261","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","S. Jeppesen","Jeppesen 3075","1976","7","11","South America","Ecuador","Galapagos",NA,NA,NA,"400.00000000","550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","2008-05-27 22:02:00-03","MO","MOBOT","966511","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Bruce K. Holst|Martha Serrano|Luzmila Arroyo P.","Holst 4786","1995","5","23","South America","Bolivia","Chuquisaca","Entre Río Cochayo y Río Santa Martha. Bosque seco semideciduo, 20-25 m de alto, con mucha Myrtaceae y Mimosaceae. Area muy intervenida por ganado y cultivos.","-64.28333","-20.73333","850.00000000","950.00000000",NA,NA,NA,NA,"M. Kessler (GOET)","Sud Cinti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA
"425","2012-07-28 05:08:00-03","MO","MOBOT","3282464","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","* SILVA","SILVA 866","1993","6","10","South America","Brazil","Goiás","munic. Apore, rodov. GO-184 Apore-Serranopolis, ca. 58 km. de Apore. Fazenda Cachoeira do Corrente, Rio Cachoeira do Corrente (Antigo Cemiterio der Escravos.","-52.01666","-19.05","620.00000000",NA,NA,NA,NA,NA,"Sylvestre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","2008-05-27 22:02:00-03","MO","MOBOT","947257","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Simon Lægaard","Lægaard 51547","1984","1","20","South America","Ecuador","Napo","At Río Aguarico near San Pablo.","-76.43333","-0.25","250.00000000",NA,NA,NA,NA,NA,"R.C. Moran (AAU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","2014-04-08 05:36:00-03","MO","MOBOT","3281959","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Ghillean T. Prance|Ieda L. do Amaral|John James Pipoly, III|Aldaléa S. Tavares|Milton G. da Silva|C.D.A. da Mota|Alan D. Cress","Prance 28726","1984","2","2","South America","Brazil","Amazonas","Vicinity of Pico Rondon, Perimetral Norte Highway km 211. 3 km from km 211; lower slopes of Pico Rondon. Granite rock outcrop.","-62.8","1.53333",NA,NA,NA,NA,NA,NA,"Mickel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","2012-07-28 05:08:00-03","MO","MOBOT","3287580","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","* SILVA","SILVA 1472","1994","11","13","South America","Brazil","Goiás","Munic. Cacu, ca. 35 km. da cidade, estrada secundaria Cacu ate Posto Butecao entroncamcnto com a BR-364, Fazenda Riberirao Bonito, Rio Claro, Salto Manuel Franco","-51.06666","-18.6","300.00000000","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
