"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"96","2020-10-14 10:00:56-03","FURB","FURB","50677","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Trevisan, R.","2018","10","30","Funez, L.A.","5121","2015","11","16","Brasil","Santa Catarina","Ilhota","-48.8377777","-26.8808334","-48.8377777","-26.8808334",NA,"FURB50677","FURB50677","Próximo à ponte na BR-470.","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-03-21 19:40:10-03","UFC","EAC","23435","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Alves, M.","2008","07",NA,"Castro, A.S.F.","46","1995","09","29","Brasil","Ceará","São Gonçalo do Amarante","-38.9682998657227","-3.6072199344635",NA,NA,"Erva.; Mata de Tabuleiro","EAC0023435","EAC0023435","estrada de Paracuru, Próximo à lagoa.",NA,NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,"39107","auto",NA,NA,NA,NA
"98","2021-03-21 19:40:10-03","UFC","EAC","58908","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Prata, A.P.","2015","10","02","Ibiapina-Santos, L.; Matias, L.Q.; Albuquerque, A.C.; Farias, D.L.S.","119","2015","05","15","Brasil","Ceará","Iguatu","-39.186111","-6.416389","-39.186111","-6.416389","Macrófita aquática.; Lagoa temporária em caatinga.","EAC0058908","EAC0058908","lagoa próxima à curva (F24), substrato limoso.",NA,NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-03-21 19:40:10-03","UFC","EAC","10161","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Alves, M.","2008","07",NA,"Martins, P.","s.n.","1981","04","28","Brasil","Ceará","Aiuaba","-40.1236000061035","-6.57360982894897",NA,NA,"Erva, flor marrom.; Campo","EAC0010161","EAC0010161","Estação Ecológica, Lagoa do Rozio.",NA,NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,"68662","auto",NA,NA,NA,NA
"100","2021-03-21 19:40:10-03","UFC","EAC","8354","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Alves, M.","2008","07",NA,"Martins, P.; Figueiredo, M.A.","s.n.","1980","04","18","Brasil","Ceará","Aiuaba","-40.1236000061035","-6.57360982894897",NA,NA,"Erva.; Caatinga","EAC0008354","EAC0008354","Estação Ecológica, Margem da Lagoa do Rozio.",NA,NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,"68662","auto",NA,NA,NA,NA
"101","2021-03-21 19:40:10-03","UFC","EAC","23428","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Alves, M.","2008","07",NA,"Figueiredo, M.A.","555","1995","11","15","Brasil","Ceará","Aquiraz","-38.3911018371582","-3.90139007568359",NA,NA,"Erva, pioneira da mata.","EAC0023428","EAC0023428","Porto das Dunas, Substrato arenoso.",NA,NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,"22325","auto",NA,NA,NA,NA
"102","2021-03-21 19:40:10-03","UFC","EAC","42922","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Alves, M.","2008","07",NA,"Luetzelburg, P.","s.n.","1935","06",NA,"Brasil","Paraíba","Sousa","-38.228099822998","-6.7591700553894",NA,NA,"Brejos","EAC0042922",NA,"Posto Agrícola, São Gonçalo",NA,NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,"21208","auto",NA,NA,NA,NA
"103","2021-03-21 19:40:10-03","UFC","EAC","53505","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.",NA,NA,NA,NA,"Eiten, G.","1582","1959","12","14","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"In small clumps","EAC0053505","EAC0053505","Bairro of vila Maria: marshes on north side of rio Tietê, about 7km ENE of center of city. In shallow water",NA,NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,"53584","auto",NA,NA,NA,NA
"104","2020-12-21 16:22:13-03","MBM","MBM","119735","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Davidse, G.",NA,NA,NA,"Davidse, G.","10900","1976","03","06","Brazil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"MBM119735","MBM119735","Instituto de Botânica",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"105","2020-12-21 16:22:13-03","MBM","MBM","276993","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Strong, M.T.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","74110","2002","11","11","Brazil","Mato Grosso do Sul","Bonito","-56.4818992614746","-21.1210994720459",NA,NA,NA,"MBM276993","MBM276993","Rio Formoso",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"71352","auto",NA,NA,NA,NA
"106","2020-12-21 16:22:13-03","MBM","MBM","23536","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Pedersen, T.M.",NA,NA,NA,"Pedersen, T.M.","10030","1972","02","25","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM023536","MBM023536","Dep. Lavalle, Prov. Corrientes",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-12-21 16:22:13-03","MBM","MBM","70546","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.",NA,NA,NA,NA,"Whitehouse, E.","17624","1946","10","31","USA",NA,NA,NA,NA,NA,NA,NA,"MBM070546","MBM070546","Morris Co., Daingerfield Park, 2 mi. southest of Daingerfield, Texas",NA,NA,NA,"Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-12-21 16:22:13-03","MBM","MBM","145758","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Meyer, S.T.",NA,NA,NA,"Pedralli, G.; et al.; et al.","3197","1989","06","27","Brazil","Minas Gerais","Capelinha","-42.5158004760742","-17.6914005279541",NA,NA,NA,"MBM145758","MBM145758","Capelinha",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"26339","auto",NA,NA,NA,NA
"109","2020-12-21 16:22:13-03","MBM","MBM","26960","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Trevisan, R.","2008","08","18","Hatschbach, G.","12734","1965","09","08","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"Locais úmidos de planície litorânea","MBM026960","MBM026960","Tabuleiro do Guarany",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA
"110","2020-12-21 16:22:13-03","MBM","MBM","11898","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Trevisan, R.",NA,NA,NA,"Lindeman, J.; Haas, H.; Haas, H.","3940","1966","12","29","Brazil","Rio Grande do Sul","Osório","-50.2696990966797","-29.8866996765137",NA,NA,NA,"MBM011898","MBM011898","Osório",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"27350","auto",NA,NA,NA,NA
"111","2020-12-21 16:22:13-03","MBM","MBM","119736","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Davidse, G.",NA,NA,NA,"Davidse, G.","11072","1976","03","10","Brazil","Santa Catarina","Papanduva","-50.144401550293","-26.3703002929688",NA,NA,NA,"MBM119736","MBM119736","3km W de Papanduva",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"49621","auto",NA,NA,NA,NA
"112","2017-06-15 13:52:05-03","MNHN","RECOLNAT_MNHN_P","P00227186","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Weddell, H.A.",NA,"1843",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227186' target='other'> <mi>dwc_moreinfo</mi></a>","P00227186","P00227186_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2015-09-03 21:58:16-03","MNHN","RECOLNAT_MNHN_P","P00227154","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.",NA,NA,NA,NA,"Pedersen, T.M.",NA,"1971","11","25","Argentine",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227154' target='other'> <mi>dwc_moreinfo</mi></a>","P00227154","P00227154_01","Estancia  La Pastoril, Dep. Lavalle, prov. Corrientes",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,"10030",NA
"114","2015-09-03 21:58:16-03","MNHN","RECOLNAT_MNHN_P","P00227155","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Funck, N.",NA,"1849","1",NA,"Vénézuéla",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227155' target='other'> <mi>dwc_moreinfo</mi></a>","P00227155","P00227155_01","Prov. Caracas, Galipan",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,"178",NA
"115","2015-09-18 06:49:59-03","MNHN","RECOLNAT_MNHN_P","P00227156","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.",NA,NA,NA,NA,"Pedersen, T.M.",NA,"1962","2","28","Argentine",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227156' target='other'> <mi>dwc_moreinfo</mi></a>","P00227156","P00227156_01","Estancia Caaguazu, Dep. San Roque, Prov. Corrientes",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,"5844",NA
"116","2015-09-18 06:50:07-03","MNHN","RECOLNAT_MNHN_P","P00227157","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Salzmann, P.",NA,"1834",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227157' target='other'> <mi>dwc_moreinfo</mi></a>","P00227157","P00227157_01","Bahia",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2015-09-18 06:50:15-03","MNHN","RECOLNAT_MNHN_P","P00227158","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Salzmann, P.",NA,"1834",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227158' target='other'> <mi>dwc_moreinfo</mi></a>","P00227158","P00227158_01","Bahia",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2015-09-18 06:50:38-03","MNHN","RECOLNAT_MNHN_P","P00227159","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Salzmann, P.",NA,"1834",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227159' target='other'> <mi>dwc_moreinfo</mi></a>","P00227159","P00227159_01","Bahia",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2015-09-18 06:50:50-03","MNHN","RECOLNAT_MNHN_P","P00227160","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Salzmann, P.",NA,"1834",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227160' target='other'> <mi>dwc_moreinfo</mi></a>","P00227160","P00227160_01","Bahia",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2015-09-18 06:51:00-03","MNHN","RECOLNAT_MNHN_P","P00227161","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Salzmann, P.",NA,"1834",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227161' target='other'> <mi>dwc_moreinfo</mi></a>","P00227161","P00227161_01","Bahia",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2015-09-03 21:58:16-03","MNHN","RECOLNAT_MNHN_P","P00227162","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Salzmann, P.",NA,"1834",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227162' target='other'> <mi>dwc_moreinfo</mi></a>","P00227162","P00227162_01","Bahia",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2015-09-18 06:51:08-03","MNHN","RECOLNAT_MNHN_P","P00227164","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227164' target='other'> <mi>dwc_moreinfo</mi></a>","P00227164","P00227164_01","Prov. Rio de Janeiro",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,"26",NA
"123","2015-09-18 06:51:16-03","MNHN","RECOLNAT_MNHN_P","P00227165","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Salzmann, P.",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227165' target='other'> <mi>dwc_moreinfo</mi></a>","P00227165","P00227165_01","Bahia",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2015-09-04 12:54:26-03","MNHN","RECOLNAT_MNHN_P","P00227166","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Salzmann, P.",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227166' target='other'> <mi>dwc_moreinfo</mi></a>","P00227166","P00227166_01","Bahia",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2015-09-18 06:49:40-03","MNHN","RECOLNAT_MNHN_P","P00227167","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Gaudichaud, C.",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227167' target='other'> <mi>dwc_moreinfo</mi></a>","P00227167","P00227167_01","Rio de Janeiro",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2015-09-18 06:49:48-03","MNHN","RECOLNAT_MNHN_P","P00227168","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Gaudichaud, C.",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227168' target='other'> <mi>dwc_moreinfo</mi></a>","P00227168","P00227168_01","Rio de Janeiro",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2015-09-03 21:58:17-03","MNHN","RECOLNAT_MNHN_P","P00227169","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Gaudichaud, C.",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227169' target='other'> <mi>dwc_moreinfo</mi></a>","P00227169","P00227169_01","Rio de Janeiro",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2015-09-04 08:15:19-03","MNHN","RECOLNAT_MNHN_P","P00227171","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Menapace",NA,NA,NA,"Gaudichaud, C.",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227171' target='other'> <mi>dwc_moreinfo</mi></a>","P00227171","P00227171_01","Rio de Janeiro",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,"139",NA
"129","2015-09-04 08:15:19-03","MNHN","RECOLNAT_MNHN_P","P00227172","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","raynal",NA,NA,NA,"Sellow, F.",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227172' target='other'> <mi>dwc_moreinfo</mi></a>","P00227172","P00227172_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2015-09-03 21:58:17-03","MNHN","RECOLNAT_MNHN_P","P00227173","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Gay, C.",NA,"1828","8",NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227173' target='other'> <mi>dwc_moreinfo</mi></a>","P00227173","P00227173_01","Rio de Janeiro",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2015-09-03 21:58:17-03","MNHN","RECOLNAT_MNHN_P","P00227174","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Gay, C.",NA,"1828","8",NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227174' target='other'> <mi>dwc_moreinfo</mi></a>","P00227174","P00227174_01","Rio de Janeiro",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2015-09-03 21:58:17-03","MNHN","RECOLNAT_MNHN_P","P00227175","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Beyrich, H.K.",NA,"1823","1",NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227175' target='other'> <mi>dwc_moreinfo</mi></a>","P00227175","P00227175_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2015-09-03 21:58:17-03","MNHN","RECOLNAT_MNHN_P","P00227176","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Glaziou, A.",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"donné en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227176' target='other'> <mi>dwc_moreinfo</mi></a>","P00227176","P00227176_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,"2834",NA
"134","2015-09-03 21:58:42-03","MNHN","RECOLNAT_MNHN_P","P00227177","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Glaziou, A.",NA,"1873","8","14","Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227177' target='other'> <mi>dwc_moreinfo</mi></a>","P00227177","P00227177_01","Corcovado",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,"6767",NA
"135","2015-09-03 21:58:42-03","MNHN","RECOLNAT_MNHN_P","P00227178","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Glaziou, A.",NA,"1887","8","16","Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227178' target='other'> <mi>dwc_moreinfo</mi></a>","P00227178","P00227178_01","Serra des Orgues",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,"17346",NA
"136","2015-09-04 08:16:35-03","MNHN","RECOLNAT_MNHN_P","P00227179","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Guillot, J.",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227179' target='other'> <mi>dwc_moreinfo</mi></a>","P00227179","P00227179_01","Bahia",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2015-09-03 21:58:42-03","MNHN","RECOLNAT_MNHN_P","P00227180","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Burchell, W.J.",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"donné en 1872 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227180' target='other'> <mi>dwc_moreinfo</mi></a>","P00227180","P00227180_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,"1171",NA
"138","2015-09-03 21:58:42-03","MNHN","RECOLNAT_MNHN_P","P00227181","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Gardner, G.",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227181' target='other'> <mi>dwc_moreinfo</mi></a>","P00227181","P00227181_01","Environs de Rio de Janeiro",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,"150",NA
"139","2015-09-03 21:58:42-03","MNHN","RECOLNAT_MNHN_P","P00227182","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Gardner, G.",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227182' target='other'> <mi>dwc_moreinfo</mi></a>","P00227182","P00227182_01","Environs de Rio de Janeiro",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,"150",NA
"140","2015-09-04 08:16:35-03","MNHN","RECOLNAT_MNHN_P","P00227183","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Guillemin, J.B.A.",NA,"1839",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227183' target='other'> <mi>dwc_moreinfo</mi></a>","P00227183","P00227183_01","Lago de Peytas",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2015-09-03 21:58:42-03","MNHN","RECOLNAT_MNHN_P","P00227184","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Guillemin, J.B.A.",NA,"1839","12",NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227184' target='other'> <mi>dwc_moreinfo</mi></a>","P00227184","P00227184_01","Nyctérohy",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,"182",NA
"142","2015-09-03 21:58:42-03","MNHN","RECOLNAT_MNHN_P","P00227185","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Weddell, H.A.",NA,"1843",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227185' target='other'> <mi>dwc_moreinfo</mi></a>","P00227185","P00227185_01","Environs de Rio de Janeiro",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,"529",NA
"143","2015-09-03 21:58:42-03","MNHN","RECOLNAT_MNHN_P","P00227187","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Raynal",NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227187' target='other'> <mi>dwc_moreinfo</mi></a>","P00227187","P00227187_01","Prov. Ste Catherine",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
