"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","typeStatus","relationshipType","individualCount","fieldNumber"
"368","2020-12-21 16:17:59-03","MBM","MBM","223799","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Kl.) A. DC.","Jacques, E.L.","Rodrigues, R.R.; et al.; et al.","1995","09","03","Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"MBM223799","MBM223799","165",NA,NA,NA,NA,"38804","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"369","2020-12-21 16:17:59-03","MBM","MBM","140662","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Kl.) A. DC.","Pastore, J.A.","Pastore, J.A.","1988","11","08","Brazil","São Paulo","Mairiporã","Serra da Cantareira","-46.5800018310547","-23.3099994659424",NA,NA,NA,NA,"MBM140662","MBM140662","235",NA,NA,NA,NA,"15840","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"370","2020-12-21 16:17:59-03","MBM","MBM","352096","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Kl.) A. DC.","Hoehne, W.","Hoehne, W.","1951","08","29","Brazil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"MBM352096","MBM352096","s.n.","Escandente na mata. Pouso de urubus",NA,NA,NA,"53584","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"371","2020-12-21 16:17:59-03","MBM","MBM","85565","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Kl.) A. DC.","Hoehne, W.","Hoehne, W.","1951","08","29","Brazil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"MBM085565","MBM085565","s.n.",NA,NA,NA,NA,"53584","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"372","2020-12-21 16:17:59-03","MBM","MBM","223800","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Kl.) A. DC.","Jacques, E.L.","Barreto, K.D.; et al.; et al.","1994","10","18","Brazil","São Paulo","Tapiraí","Cachoeira do Chá","-47.5","-23.9599990844727",NA,NA,NA,NA,"MBM223800","MBM223800","3046",NA,NA,NA,NA,"41034","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"373","2020-12-21 16:17:59-03","MBM","MBM","51981","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Kl.) A. DC.","Silva, S.J.G.","Davis, P.H.; et al.; et al.","1976","08","22","Brazil","São Paulo","Ubatuba","Serra do Mar","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"MBM051981","MBM051981","59913",NA,NA,NA,NA,"34265","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"374","2019-11-01 15:28:05-03","PUC-RIO","FCAB","0637","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.","Dr. Edmundo","P. Capell S.J.","1953","08","14","Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"000637",NA,"s.n.","e fundo torrentis Serrae.",NA,NA,NA,"33190","auto",NA,"Angiospermae",NA,NA,NA,NA,NA,NA,NA,NA
"375","2019-11-01 15:28:05-03","PUC-RIO","FCAB","4191","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.","J.C. Siqueira","J.C. Siqueira","1987","08","12","Brasil","Rio de Janeiro","Nova Friburgo","Cascatinha, estrada das Torres","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"004191",NA,"2266","Subarbusto encontrado sobre árvores.","1987","09",NA,"33190","auto",NA,"Angiospermae",NA,NA,NA,NA,NA,NA,NA,NA
"376","2019-11-01 15:28:05-03","PUC-RIO","FCAB","5322","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.",NA,"G. Martinelli","1986","11","26","Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima. Nasc","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"005322",NA,"11898","&nf;; Epífita, pendente, ciófila; folhas na face dorsal, face ventral verde; flores alvas; botões florais alvos.",NA,NA,NA,"33190","auto",NA,"Angiospermae",NA,NA,NA,NA,NA,NA,NA,NA
"377","2015-09-05 10:50:31-03","MNHN","RECOLNAT_MNHN_P","P05494600","PreservedSpecimen",NA,"Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.",NA,"Burchell",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P05494600","P05494600_01",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05494600' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"3685"
"378","2015-09-05 10:50:31-03","MNHN","RECOLNAT_MNHN_P","P05494601","PreservedSpecimen",NA,"Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.",NA,"Weddell, H.A.","1843","1","1","Brasil",NA,NA,"Environs de Rio-Janeiro.",NA,NA,NA,NA,NA,NA,"P05494601","P05494601_01",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05494601' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"125"
"379","2015-09-05 09:20:50-03","MNHN","RECOLNAT_MNHN_P","P05586585","PreservedSpecimen",NA,"Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.",NA,"Ule, E.",NA,NA,NA,"Brasil","Santa Catarina",NA,"Trepando nas arvores no matto do Ribeirão fresco perto de Blumenau Pr. St. Catharina.",NA,NA,NA,NA,NA,NA,"P05586585","P05586585_01",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05586585' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"942"
"380","2015-09-05 09:20:50-03","MNHN","RECOLNAT_MNHN_P","P05586586","PreservedSpecimen",NA,"Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.",NA,"Saint-Hilaire, A.","1816","1","1","Brasil","São Paulo",NA,"Brésil-Province de Saint-Paul.",NA,NA,NA,NA,NA,NA,"P05586586","P05586586_01",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05586586' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"C1 1619"
"381","2015-09-05 09:21:54-03","MNHN","RECOLNAT_MNHN_P","P05586587","PreservedSpecimen",NA,"Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.",NA,"Saint-Hilaire, A.","1816","1","1","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"P05586587","P05586587_01",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05586587' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"C2 1619"
"382","2015-09-05 09:21:54-03","MNHN","RECOLNAT_MNHN_P","P05586589","PreservedSpecimen",NA,"Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.",NA,"Dusén, P.","1908","12","30","Brasil","Paraná",NA,"Roça Nova.",NA,NA,NA,NA,NA,NA,"P05586589","P05586589_01",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05586589' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"7424"
"383","2015-09-05 09:21:54-03","MNHN","RECOLNAT_MNHN_P","P05586592","PreservedSpecimen",NA,"Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.",NA,"Miers, J.","1878","7","1","Brésil",NA,NA,"Brésil. Rio",NA,NA,NA,NA,NA,NA,"P05586592","P05586592_01 P05586592_02",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05586592' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA
"384","2015-09-05 09:21:54-03","MNHN","RECOLNAT_MNHN_P","P05586590","PreservedSpecimen",NA,"Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.",NA,"Glaziou, A.","1872","2","8","Brasil","Rio de Janeiro","Rio de Janeiro","Brésil. (Rio Janeiro). Corcovado.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"P05586590","P05586590_01",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05586590' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"57442","auto",NA,NA,NA,"hb",NA,NA,NA,NA,NA,"6094"
"385","2015-09-05 09:20:50-03","MNHN","RECOLNAT_MNHN_P","P05586584","PreservedSpecimen",NA,"Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.",NA,"Weddell, H.A.","1844","1","1","Brasil","Rio de Janeiro","Petrópolis","Brésil. Serra de Estrella.","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"P05586584","P05586584_01",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05586584' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"36524","auto",NA,NA,NA,"hb",NA,NA,NA,NA,NA,"764"
"386","2020-10-01 14:16:12-03","JBB","HEPH","32352","S","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.","Kollmann, L","Maruyama, A; Cicco, L","2016","08","26","Brasil","São Paulo","Cunha",NA,"-45.014722","-23.228611","-45.014722","-23.228611","1099","1099",NA,NA,"528",NA,"2016","08","29",NA,NA,"Dicotyledon","Cucurbitales","Southern America",NA,NA,NA,NA,NA,NA,NA
"387","2020-12-11 11:33:49-03","UFMG","BHCB","62094","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.",NA,"Salino, A; Dittrich, VAO; Morais, PO; Meinberg, AC","2001","08","09","Brasil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar, Núcleo de Santa Virgínia, trilha para a nascente do Rio Itamambuca.","-45.088667","-23.324222","-45.088667","-23.324222","800","900","BHCB003947",NA,"7425","Trepadeira, folhas cartáceas, flores creme, perfumadas; Trepadeira, folhas cartáceas, flores creme, perfumadas","2012","11","30",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"388","2020-12-11 11:33:49-03","UFMG","BHCB","134120","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.",NA,"Hattori, EKO; Rodrigues, IMC; Giacomin, LL; Thode, VA; Stehmann, JR","2009","10","13","Brasil","São Paulo","Santo André","Vila de Paranapiacaba - Trilha do Rio Mogi, nos li","-46.3075","-23.78","-46.3075","-23.78","802","802","BHCB003945",NA,"885","borda de trilha em floresta ombrófila densa; arvoreta, aproximadamente 3 m, frutos imaturos verdes","2012","11","30",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"389","2020-12-11 11:33:49-03","UFMG","BHCB","172906","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.",NA,"Schmitt, JL; Cristofolini, C; Caglioni, E","2009","10","27","Brasil","Santa Catarina","Presidente Nereu","Braço do Salão","-49.231406","-27.181397","-49.231406","-27.181397","533","533","BHCB017642",NA,"324","Epífita IFFSC e518a (Abaixo de 4m); Ecótono FOM/FOD; Estádio Suces.: Avançado; Altura; Hábito: epífita de Cyathea; Habitat: comum no fragmento; Cor/Flor: vermelha.","2010","01","21",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"390","2020-12-11 11:33:49-03","UFMG","BHCB","21044","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.",NA,"Lombardi, JA","1992","06","05","Brasil","São Paulo",NA,"Parque Estadual Carlos Botelho, São Miguel Arcanjo, Capão Bonito e Sete Barras",NA,NA,NA,NA,NA,NA,"BHCB003946",NA,"103","Erva epífita, folhas carnosas, botões brancos, grota","2012","11","30",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"391","2020-12-11 11:33:49-03","UFMG","BHCB","42033","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","2020-12-11 11:33:49-03","UFMG","BHCB","42098","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","2020-12-11 11:33:49-03","UFMG","BHCB","58253","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.",NA,"Brade, AC","1940","12","19","Brasil","Rio de Janeiro",NA,"Serra dos Órgães, Pedra do Frade",NA,NA,NA,NA,"1300","1300","BHCB047735",NA,"16448","Subarbusto escandente. Flor alva.","2008","12",NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"394","2020-12-11 11:33:49-03","UFMG","BHCB","75355","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.",NA,"Mota, RC da; Silva, CR; Viana, PL; Carvalho, A","2002","08","01","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo.","-43.547222","-19.103333","-43.547222","-19.103333",NA,NA,"BHCB047746",NA,"1623","Erva hemiepífita; face abaxial das folhas vináceas e flores cremes.","2008","12",NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"395","2020-12-11 11:33:49-03","UFMG","BHCB","75356","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.",NA,"Mota, RC da","2002","10","08","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo.","-43.547222","-19.103444","-43.547222","-19.103444",NA,NA,NA,NA,"1624","Planta coletada em mata de galeria; erva hemiepífita; face abaxial das folhas vináceas e flores cremes.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"396","2020-12-11 11:33:49-03","UFMG","BHCB","82737","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.",NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Temponi, LG","2003","08","23","Brasil","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras","-40.047361","-16.411306","-40.047361","-16.411306","774","940","BHCB047736",NA,"5440","Mata hidrófila, encosta. Escandente, folhas carnosas, botões verdes.","2008","12",NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"397","2020-12-11 11:33:49-03","UFMG","BHCB","76200","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.",NA,"Silva, JM","2002","09","29","Brasil","São Paulo","Barra do Turvo",NA,"-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,NA,NA,"3640",NA,NA,NA,NA,"38172","auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"398","2020-12-11 11:33:49-03","UFMG","BHCB","60784","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Caraguatatuba",NA,"-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"30093","auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"399","2020-12-11 11:33:49-03","UFMG","BHCB","76649","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.",NA,"Bortoleto, S","2002","04","21","Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,NA,"68",NA,NA,NA,NA,"34059","auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"400","2020-12-11 11:33:49-03","UFMG","BHCB","160396","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.",NA,"Delfini Feliciano, C; Paula-Souza, J","2008","03","23","Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, Trilha do Mucuri","-42.5208015441895","-20.6667003631592",NA,NA,"1300","1325",NA,NA,"44","Erva trepadeira, ca. 60cm do solo, folhas verdes em ambas as faces, indumento ferrugíneo no ramos jovens","2008","11",NA,"16385","auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"401","2020-12-11 11:33:49-03","UFMG","BHCB","162809","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.",NA,"Romão, GO; Dantas, APT","2006","07","13","Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, trilha para a pedra do sino , floresta úmida de altitude, próximo ao curso d#?#gua","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"BHCB006291",NA,"1388","Erva até 60cm, corola branca; Erva até 60cm, corola branca","2007","05","30","38539","auto","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"402","2021-02-11 17:18:14-03","UFPR","UPCB","85201","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.","Santos. E.P.","Santos. E.P. et al.","2001","12","18","Brasil","Paraná","Guaratuba","Serra de Araçatuba. Morro dos Perdidos","-49.05","-25.75","-49.050000","-25.750000","850","850","UPCB0034662","UPCB0034662","1091","Epífita. flor alva. Interior de floresta ombrófila densa montana..","2008","12","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","2021-02-11 17:18:15-03","UFPR","UPCB","63585","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.",NA,"Kollmann, L.","2008","02","13","Brasil","Espírito Santo","Castelo","BLOQUEADO",NA,NA,"9999","9999","1250","1250",NA,NA,"10587","Hemiepífita na meia sombra. Floresta ombrófila densa altomontana..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","2021-02-11 17:18:15-03","UFPR","UPCB","64261","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.",NA,"Kollmann, L.","2008","10","21","Brasil","Espírito Santo","Cariacica","BLOQUEADO",NA,NA,"9999","9999","619","619",NA,NA,"11241","Hemiepífita na meia sombra, flores branco-esverdeadas. Floresta ombrófila densa montana..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","2021-02-11 17:18:15-03","UFPR","UPCB","65523","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.","Meyer, F.S.","Meyer, F.S.","2008","12","20","Brasil","Santa Catarina","São Bento do Sul","Arredores do Cepa Rugendas-Univille, Rio Natal.","-49.378611","-26.250556","-49.378611","-26.250556",NA,NA,NA,NA,"869","Liana epífita, coletada em região de Floresta Ombrófila Densa Montana. Exemplar com flores pistiladas, de coloração branca..","2009","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","2021-02-11 17:18:14-03","UFPR","UPCB","87016","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.","Kollman, L.","Caglioni, E. et al.","2014","07","26","Brasil","Santa Catarina","Ilhota","Parque Botânico Morro do Baú.","-48.941667","-26.811389","-48.941667","-26.811389","425","425",NA,NA,"409","Epífito em subosque de floresta, no topo do Morro do Baú. Flores de coloração amarelo claro..","2016","05","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","2021-02-11 17:18:14-03","UFPR","UPCB","75750","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch)","Ariati, V.","Ariati, V.",NA,NA,NA,"Brasil","Paraná","Telêmaco Borba",NA,"-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,NA,NA,"544","Epífita.",NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","2021-02-11 17:18:15-03","UFPR","UPCB","19252","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.","Hatschbach, G.","Kummrow, R.","1987","12","29","Brasil","Paraná","Guaratuba","Alto da Serra","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,NA,"2967","Flor alva. Cresce ao longo do tronco de árvores da mata pluvial..","1988","01","01","41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","2021-02-11 17:18:15-03","UFPR","UPCB","4535","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.","Hatschbach, G.","Hatschbach, G.","1963","10","18","Brasil","Paraná","Morretes","Estrada da Graciosa, Grota Funda","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,"10269","Liana, flor alvescente. Mata pluvial..","1963","10",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","2021-02-11 17:18:15-03","UFPR","UPCB","5081","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.","Hatschbach, G.","Hatschbach, G.","1965","04","13","Brasil","Paraná","Guaraniaçu","Guaraniaçu","-52.878101348877","-25.1007995605469",NA,NA,NA,NA,NA,NA,"12560","Trepadeira, flor alva. Mata pluvial do oeste paranaense..","1965","08",NA,"38806","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","2021-02-11 17:18:15-03","UFPR","UPCB","47592","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.","Guimarães, O.A.","Goldenberg, R.",NA,NA,NA,"Brasil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,"603","Trepadeira, botões masculinos brancos..","2003","07",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","2021-02-11 17:18:15-03","UFPR","UPCB","50624","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.","Reginato, M.","Reginato, M.","2005","02",NA,"Brasil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,"215","Trepadeira, fruto alvo..","2005","01","01","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","2021-02-11 17:18:15-03","UFPR","UPCB","20986","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.","Silva, S.M.","Marques, M.C.M.","1993","02","25","Brasil","Paraná","Três Barras do Paraná","Margem do Rio Iguaçu","-53.1808013916016","-25.4188995361328",NA,NA,NA,NA,NA,NA,NA,"Erva epífita, flor branca. Floresta ciliar..","1993","05",NA,"20611","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","2021-02-11 17:18:15-03","UFPR","UPCB","5485","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.","Hatschbach, G.","Hatschbach, G.","1966","07","27","Brasil","Paraná","Paranaguá","Morro do Tabaquara","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"14541","Trepadeira, flor alva. Mata pluvial..","1966","10",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","2021-02-11 17:18:15-03","UFPR","UPCB","30575","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.","Kozera, C.","Kozera, C.","1997","04","24","Brasil","Paraná","Curitiba","Parque Barigüi","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,"552","ca. 8m, flor branca. Trepadeira radicante em árvore do subosque da floresta com Araucaria..","1997","04","30","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","2021-02-11 17:18:15-03","UFPR","UPCB","67906","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.","Mancinelli, W.S.","Meirelles, J.","2009","07","16","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá.","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,"363","Hemi-epífita com flores masculina, brancas..",NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","2021-02-11 17:18:15-03","UFPR","UPCB","34249","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.","Isernhagen, I.","Isernhagen, I.","1998","02","06","Brasil","Paraná","Três Barras do Paraná","Reserva Guarani","-53.1808013916016","-25.4188995361328",NA,NA,NA,NA,NA,NA,"180","Herbácea com flores alvas, sobre pedra em área brejosa de floresta estacional semidecidual..","1998","04",NA,"20611","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","2021-02-11 17:18:15-03","UFPR","UPCB","5205","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.","Hatschbach, G.","Hatschbach, G.","1965","09","17","Brasil","Paraná","Antonina","Rio Cotia","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,NA,"12805","Epífita, flor alva. Mata..","1965","01",NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
