"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","identifiedBy","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","coordinatePrecision","geoFlag"
"100","2009-11-23 18:40:00-02","MO","MOBOT","3083312","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Enrique Forero|Alwyn H. Gentry|Andrew M. Sugden|Douglas C. Daly","Forero 3356","1977","2","24","South America","Colombia","Chocó",NA,"Carretera San José del Palmar-Novita Adelante de Curundó.",NA,NA,"360.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2009-09-22 16:54:00-03","MO","MOBOT","2683066","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Bertil Ståhl|Jette T. Knudsen","Ståhl 1386","1995","5","20","South America","Ecuador","Pichincha",NA,"Valle Hermoso on Río Blanco, take-off at Km 24 on road Santo Domingo de los Colorados-Esmeraldas. Pastures with forest remanants.","-79.01666",NA,"350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,NA,NA,NA,NA
"102","2008-05-27 22:02:00-03","MO","MOBOT","3083532","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Calaway H. Dodson","Dodson 5438","1974","3","6","South America","Ecuador","Los Ríos",NA,"Rio Palenque Biological Station km 56 Quevedo-Santo Domingo.","-79.36666","-0.58333","150.00000000","220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"Alwyn H. Gentry",NA,NA,NA,NA,NA,NA,NA
"103","2011-03-06 14:53:00-03","MO","MOBOT","3084081","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Alberto García|Melchor Aguilar","García 11907","1997","10","1","South America","Peru","Loreto",NA,"Nueva Esperanza, Río Yaguasyacu, Pevas.","-71.98333","-3.33333","100.00000000","150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2013-03-12 14:59:00-03","MO","MOBOT","3431658","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Thomas B. Croat|Geneviève Ferry","Croat 99219","2007","9","26","South America","Ecuador","Morona-Santiago",NA,"Along road between Macas and Riobamba, Parque Nacional Sangay, 21.8 km W of Macas airport, 0.6 km east of 9 de Octubre.","-78.2458333","-2.2236111","1662.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (L)",NA,NA,NA,"4333","4",NA,NA
"105","2020-02-01 04:34:00-03","MO","MOBOT","3486963","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Rocío Rojas|Gregorio Ortiz|Gina Castillo|Erika Fernández","Rojas Gonzáles 4596","2007","8","30","South America","Peru","Pasco","Oxapampa","Distrito Palcazú. Camino desde alto Lagarto hacia alto Comuñiz. Bosque primario.","-75.55027","-10.10416","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,NA,"2",NA,NA
"106","2020-02-01 04:34:00-03","MO","MOBOT","3487112","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Rocío Rojas|Gregorio Ortiz|Gina Castillo|Erika Fernández","Rojas Gonzáles 4747","2007","10","5","South America","Peru","Pasco","Oxapampa","Distrito Palcazú. Comunidad Nativa Alto Lagarto. Bosque primario.","-75.55027","-10.10416","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"I. Villalba (HOXA)",NA,NA,NA,NA,"2",NA,NA
"107","2016-12-07 05:17:00-02","MO","MOBOT","3578404","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Jürgen Homeier|M.A. Chinchero|E. Jaramillo C.|D. Simba","Homeier 3423","2008","3","22","South America","Ecuador","Napo",NA,"Parque Nacional Sumaco-Galeras, southern slope of Sumaco volcano, wet lower montane forest","-77.58333","-0.61666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,NA,"5",NA,NA
"108","2012-08-16 05:10:00-03","MO","MOBOT","703860","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Galo A. Tipaz|Severo Espinoza|César Gualinga","Tipaz 458","1991","12","3","South America","Ecuador","Pastaza","Pastaza","Pozo Villano 2 de Arco. 2 km del pueblo de Villano. Bosque Húmedo Tropical. Bosque primario. Arboles cortados por las obras petroleras.","-77.33333","-1.41666","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"91-18","5",NA,NA
"109","2008-05-27 22:02:00-03","MO","MOBOT","703870","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Galo A. Tipaz|Castanel, Miguel|César Gualinga","Tipaz 392","1991","11","5","South America","Ecuador","Morona-Santiago",NA,"MACAS: Sinaí. Bosque muy húmedo Premontano. Bosque secundario. Vía Puyo-Macas. Bosque muy húmedo Premontano.","-78.05","-2.08333","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"91-14","10",NA,NA
"110","2008-05-27 22:02:00-03","MO","MOBOT","704055","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Walter A. Palacios","Palacios Cuenca 3796","1989","1","16","South America","Ecuador","Napo",NA,"Vía Hollín-Loreto, a 3 km después del Río Hollín. Bosque pluvial Pre-Montano. Bosque primario.","-77.71666","-0.86666","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C. C. Berg, 1990 (BG)",NA,NA,NA,"89-41","10",NA,NA
"111","2008-05-27 22:02:00-03","MO","MOBOT","704105","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Walter A. Palacios","Palacios Cuenca 5777","1990","9","16","South America","Ecuador","Napo",NA,"Cantón El Chaco. Codo Sinclair. Bosque muy húmedo Tropical. Bosque primario en el valle del Río Quijos. Suelo con enormes rocas superficiales.","-77.45","-0.13333","650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"90-47","5",NA,NA
"112","2008-05-27 22:02:00-03","MO","MOBOT","704111","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Walter A. Palacios","Palacios Cuenca 3811","1989","1","16","South America","Ecuador","Napo",NA,"Vía Hollín-Loreto, a 3 km después del Río Hollín. Bosque pluvial Pre-Montano. Bosque primario.","-77.71666","-0.86666","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"89-41","7",NA,NA
"113","2018-06-03 05:28:00-03","MO","MOBOT","704352","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","David A. Neill|Galo A. Tipaz|Alberto Dik","Neill 10302","1993","12","13","South America","Ecuador","Napo","Aguarico","Huaorani Ethnic Reserve. Maxus petroleum pipeline road, under construction. Kilometer 68, 10 km SW of Río Tivacuno. Primary forest on hills, red clay soil. Tropical Moist Forest.","-76.43333","-0.81666","240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C. C. Berg (BG)",NA,NA,NA,NA,NA,NA,NA
"114","2019-07-20 20:40:00-03","MO","MOBOT","704512","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Alberto Dik","Dik 245","1993","9","5","South America","Ecuador","Napo","Orellana","Parque Nacional Yasuní. Carretera y oleoducto de Maxus en construcción, Km 52.5 al Km 52.7. Bosque húmedo Tropical. Bosque primario.","-76.5","-0.75","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,NA,"1",NA,NA
"115","2014-01-23 10:20:00-02","MO","MOBOT","704685","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Milton Aulestia|Nestor Andi","Aulestia 671","1993","9","26","South America","Ecuador","Napo","Orellana","Parque Nacional Yasuní. Carretera y oleoducto de Maxus en construcción, Km 54-58. Bosque húmedo Tropical. Bosque primario. Colinas de suelos rojos.","-76.5","-0.8","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,NA,"1",NA,NA
"116","2008-05-27 22:02:00-03","MO","MOBOT","704693","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Walter A. Palacios","Palacios Cuenca 3123","1988","10","6","South America","Ecuador","Napo",NA,"Estación Biológica JATUN SACHA. Bosque muy húmedo Tropical. Bosque primario sobre suelos rojos de colinas.","-77.61666","-1.06666","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M. Vásquez Avila, 1991 (SI)",NA,NA,NA,"88-30","10",NA,NA
"117","2018-10-16 06:37:00-03","MO","MOBOT","704694","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Carlos E. Cerón","Cerón Martínez 664","1987","1","17","South America","Ecuador","Napo",NA,"Reserva Biológica Jatun Sacha. Río Napo, 8 km abajo de Misahuallí.","-77.6","-1.0666667","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"87-1","8",NA,NA
"118","2012-05-24 05:04:00-03","MO","MOBOT","712087","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Juan Revilla|et al.","Revilla Cardenas 2560","1977","5","14","South America","Peru","Loreto","Maynas","Distrito Iquitos. Rio Itaya, cerca a Palo Seco.","-73.37972","-4.04083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"84","3",NA,NA
"119","2013-08-26 03:45:00-03","MO","MOBOT","704730","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Walter A. Palacios","Palacios Cuenca 4120","1989","3","20","South America","Ecuador","Napo",NA,"Cantón Archidona. Faldas al sur del Volcán Sumaco. Carretera Hollín-Loreto, km 31. Comuna Challua Yacu. Bosque pluvial Pre Montano. Bosque primario. Suelos volcánicos.","-77.6666667","-0.7166667","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"89-54","9",NA,NA
"120","2014-01-23 10:21:00-02","MO","MOBOT","704754","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Milton Aulestia|Nestor Andi","Aulestia 691","1993","9","26","South America","Ecuador","Napo","Orellana","Parque Nacional Yasuní. Carretera y oleoducto de Maxus en construcción, Km 54-58. Bosque húmedo Tropical. Bosque primario. Colinas de suelos rojos.","-76.5","-0.8","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,NA,"1",NA,NA
"121","2018-06-03 05:28:00-03","MO","MOBOT","704773","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Alberto Dik","Dik 146","1993","8","8","South America","Ecuador","Napo","La Joya de los Sachas","Parque Nacional Yasuní. Carretera y oleoducto de Maxus en construcción, km 45. Bosque húmedo Tropical. Bosque primario sobre colinas, suelo rojo.","-76.46666","-0.75","230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,NA,NA,NA,NA
"122","2013-08-26 03:39:00-03","MO","MOBOT","704923","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Walter A. Palacios","Palacios Cuenca 3235","1988","10","23","South America","Ecuador","Napo",NA,"Canton Francisco de Orellana. Via de los Zorros; pozo petrolero Jaguar I. 40 km al SW de Coca. Bosque húmedo Tropical.","-77.0833333","-0.7333333","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C. C. Berg, 1990 (BG)",NA,NA,NA,"88-33","8",NA,NA
"123","2008-05-27 22:02:00-03","MO","MOBOT","705060","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Walter A. Palacios","Palacios Cuenca 4278","1989","5","17","South America","Ecuador","Napo",NA,"Cantón Tena. Estación Biológica Jatun Sacha. Río Napo, 8 km al este de Misahuallí. Bosque muy húmedo Tropical. Bosque primario. Colinas; suelos rojos Dystropept.","-77.6","-1.06666","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"89-59","6",NA,NA
"124","2015-01-23 05:49:00-02","MO","MOBOT","705394","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Rodolfo Vásquez|A. Tye|et al.","Vásquez Martínez 12670","1989","8","9","South America","Colombia","Amazonas","Puerto Nariño","Parque Nacional Amacayacu. Proyecto: Inventario y Ecología de las aves del parque Amacayacu. Bosque primario (tierra firme).","-70.25","-3.75","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"128","4",NA,NA
"125","2012-05-15 05:10:00-03","MO","MOBOT","705410","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Fernando Hurtado|Alberto Angel Alvarado","Hurtado 1125","1988","11","10","South America","Ecuador","Napo",NA,"Carretera Hollín-Loreto, km 25. Centro Challuayacu. En trocha hacia la zona del Guagua Sumaco. Bosque pluvial Premontano. Bosque primario.","-77.66666","-0.71666","1230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"88-12","6",NA,NA
"126","2016-10-13 05:57:00-03","MO","MOBOT","705442","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Fernando Hurtado|David A. Neill","Hurtado 1566","1989","1","26","South America","Ecuador","Pastaza",NA,"Vía Auca, 115 km al S de Coca, 10 km al S de la frontera Napo-Pastaza, cerca del Río Tigüino. Carretera de PETRO-CANADA en construcción. Bosque húmedo Tropical; primario. Lomas de suelo rojo, Oxisol.","-76.91666","-1.25","320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"89-5","10",NA,NA
"127","2012-05-15 05:10:00-03","MO","MOBOT","705602","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Fernando Hurtado|Alberto Angel Alvarado","Hurtado 489","1988","9","17","South America","Ecuador","Napo",NA,"3 km este del Caserío de Huamaní. Al norte de la carretera Hollín- Loreto, por una trocha. Bosque pluvial Premontano.","-77.6","-0.71666","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"88-9","9",NA,NA
"128","2014-01-23 10:34:00-02","MO","MOBOT","705603","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Milton Aulestia|J. Andi","Aulestia 486","1993","9","1","South America","Ecuador","Napo","Orellana","Parque Nacional Yasuní. Carretera y Oleoducto de Maxus en construcción, Km 46-52. Bosque húmedo Tropical. Bosque primario, colinas de suelo rojo.","-76.5","-0.7833333","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C. C. Berg (BG)",NA,NA,NA,NA,"1",NA,NA
"129","2008-05-27 22:02:00-03","MO","MOBOT","705669","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Walter A. Palacios","Palacios Cuenca 2474","1988","2","22","South America","Ecuador","Napo",NA,"Estación Biológica Jatun Sacha. Río Napo, 8 km al E de Misahuallí. Bosque muy húmedo Tropical. Bosque primario sobre suelo rojo de colinas.","-77.6","-1.06666","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M. Vázquez Avila, 1991 (SI)",NA,NA,NA,"88-2","10",NA,NA
"130","2014-01-23 10:37:00-02","MO","MOBOT","706006","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Milton Aulestia","Aulestia 11","1993","7","4","South America","Ecuador","Napo","Orellana","Parque Nacional Yasuní. Carretera y Olecoducto de Maxus en construcción, Km 27. Bosque húmedo Tropical. Bosque primario; suelo rojo inundable.","-76.5","-0.5833333","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C. C. Berg (BG)",NA,NA,NA,NA,"1",NA,NA
"131","2014-04-04 05:47:00-03","MO","MOBOT","706158","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 3734","1983","1","19","South America","Peru","Loreto","Maynas","Llachapa. (Explor Napo), Río Napo. Bosque inundable.","-72.91666","-3.3","130.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"83-2","4",NA,NA
"132","2018-09-25 15:48:00-03","MO","MOBOT","706207","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Walter A. Palacios|Carlos Iguago","Palacios Cuenca 4605","1989","10","6","South America","Ecuador","Napo","Archidona","Faldas al sur del Volcán Sumaco. Vía Hollín-Loreto, km 31. Comuna Challua Yacu.","-77.6666667","-0.7166667","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"89-82","5",NA,NA
"133","2014-04-04 05:47:00-03","MO","MOBOT","706817","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 14434","1990","10","9","South America","Peru","Loreto","Maynas","Dtto. Iquitos, Allpahuayo, Estación Experiø mental del Instituto de Investigaciones de la Amazonía Peruana (IIAP). Bosque primario (suelo arcillo-arenoso).","-73.4175","-3.9672223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vazquez Avila (SI)",NA,NA,NA,"216","5",NA,NA
"134","2014-04-04 05:47:00-03","MO","MOBOT","707171","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 6869","1985","11","3","South America","Peru","Loreto","Maynas","Puerto Almendras (Río Nanay). Bosque primario.","-73.35","-3.8","122.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"85-52","8",NA,NA
"135","2014-04-04 05:47:00-03","MO","MOBOT","707403","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 9798","1987","10","13","South America","Peru","Loreto","Mariscal Ramon Castilla","Pevas. Bosque primario.","-71.83333","-3.33333","106.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C. C. Berg (BG)",NA,NA,NA,"87-48","6",NA,NA
"136","2014-01-07 13:39:00-02","MO","MOBOT","707462","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Alberto Angel Alvarado","Alvarado 72","1988","11","15","South America","Ecuador","Napo",NA,"Cantón Archidona. Faldas al sur del Volcán Sumaco. Carretera Hollín-Loreto, km 31. Comuna Challua Yacu.","-77.6","-0.7166667","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M. Vázquez Avila, 1991 (SI)",NA,NA,NA,"89-2","10",NA,NA
"137","2016-10-13 05:57:00-03","MO","MOBOT","707548","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","David A. Neill|Marc A. Baker|Walter A. Palacios|Jorge Zaruma","Neill 6005","1985","3","6","South America","Ecuador","Pastaza",NA,"1 Km al Sur de Mera. Vega a la orilla del Rio Pastaza, cerca de la boca del Rio Aldayacu. Bosque pluvial premontano. Bosque perturbado, pero no inundado.","-78.11666","-1.46666","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,NA,NA,NA,NA
"138","2016-10-13 05:57:00-03","MO","MOBOT","707603","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","David A. Neill","Neill 6509","1985","5","25","South America","Ecuador","Napo","Tena","Jatun Sacha Biological Station.","-77.6","-1.06666","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,NA,NA,NA,NA
"139","2014-04-04 05:47:00-03","MO","MOBOT","707654","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Alwyn H. Gentry|Rodolfo Vásquez|Nestor Jaramillo","Gentry 55637","1987","2","12","South America","Peru","Loreto","Maynas","Exp. Inn, ca. 2 km W of Indiana on Río Amazonas. Well-drained forest on good soil. Transect 1","-73.03333","-3.5","130.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-4","2",NA,NA
"140","2014-04-04 05:47:00-03","MO","MOBOT","707934","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 1241","1981","1","25","South America","Peru","Loreto","Maynas","Buena Vista (Río Tahuayo). Bosque secundario inundable (tahuampa).","-73.16666","-4.25","140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M. Vazquez Avila",NA,NA,NA,"375","7",NA,NA
"141","2014-06-11 15:13:00-03","MO","MOBOT","707945","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","John James Pipoly, III","Pipoly 15719","1991","11","10","South America","Colombia","Amazonas","Leticia","Parque Nacional Natural Amacayacu. Quebrada de Agua Pudre, ca. 1.5 km NE de desemboca dura sobre el río Amacayacu; Muestreo Permanente Estratégica del MO. Bosque muy húmedo.","-70.25","-3.7833333","200.00000000","220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"48","4",NA,NA
"142","2011-04-11 13:39:00-03","MO","MOBOT","708010","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Walter H. Lewis|Memory Elvin-Lewis|M. C. Gnerre|Camilo Díaz S.","Lewis 10719","1986","6","4","South America","Peru","Loreto","Loreto","Pampa Hermosa and vicinity, Río Corrientes, 1 km S of jct. with Río Macusari. Low rainforest, mostly firma with scattered white sand. Mayna Jívaro","-75.8333333","-3.25","160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"O. Phillips",NA,NA,NA,"86-1","3",NA,NA
"143","2011-04-11 13:38:00-03","MO","MOBOT","708171","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Walter H. Lewis|Memory Elvin-Lewis|M. C. Gnerre|Camilo Díaz S.","Lewis 10869","1986","6","4","South America","Peru","Loreto","Loreto","Pampa Hermosa and vicinity, Río Corrientes, 1 km S of jct. with Río Macusari. Low rainforest, mostly firma with scattered white sand. Mayna Jívaro","-75.8333333","-3.25","160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg",NA,NA,NA,"86-1","3",NA,NA
"144","2008-05-27 22:02:00-03","MO","MOBOT","708243","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","P.M. Jørgensen|J. M. Olesen","Jørgensen 61230","1986","3","29","South America","Ecuador","Napo",NA,NA,NA,NA,"540.00000000","550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,NA,NA,NA,NA
"145","2011-06-09 17:11:00-03","MO","MOBOT","708815","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Calaway H. Dodson|et al.","Dodson 6130",NA,NA,NA,"South America","Ecuador","Los Ríos",NA,"Río Palenque Biological Station.","-79.36666","-0.58333","150.00000000","220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2014-04-04 05:47:00-03","MO","MOBOT","709074","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 13588","1990","3","22","South America","Peru","Loreto","Maynas","Indiana, Explorama Reserve. Bosque inundable.","-72.83333","-3.46666","106.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"173","6",NA,NA
"147","2019-06-13 04:36:00-03","MO","MOBOT","709109","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","J.E. Lawesson|T. Læssøe|P.M. Jørgensen","Lawesson 43467","1983","4","11","South America","Ecuador","Napo",NA,"Río Yasuní. River-banks around Garza Coche.","-75.78333","-1.08333","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg",NA,NA,NA,NA,NA,NA,NA
"148","2008-05-27 22:02:00-03","MO","MOBOT","709116","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","A.S. Barfod|et al.","Barfod 48424","1983","10","19","South America","Ecuador","Esmeraldas",NA,"Zapallo Grande, a mixed Afro-latin and Cayapa Amerindian community along Río Cayapa. Secondary vegetation and disturbed rain forests close to village.","-78.9","0.8","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,NA,NA,NA,NA
"149","2015-03-19 12:09:00-03","MO","MOBOT","709320","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Carlos E. Cerón","Cerón Martínez 2644","1987","11","8","South America","Ecuador","Napo",NA,"Reserva Biológica Jatun Sacha. 8 km de Puerto Misahuallí, margen derecha del Río Napo. b.m.h.T.","-77.6","-1.0666667","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M. Vazquez Avila (SI)",NA,NA,NA,"87-41","7",NA,NA
"150","2008-05-27 22:02:00-03","MO","MOBOT","709413","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Vlastimil Zak","Zak 4012","1989","2","22","South America","Ecuador","Pastaza",NA,"Carretera de PETRO-CANADA en construc- ción. Vía Auca, 115 km al sur de Coca, 4 km al sur del Río Tigüino. Bosque húmedo Tropical; lomas; suelo rojo Dystropept. Arboles del bosque primario cortados para la carretera.","-76.91666","-1.25","320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"89-1","2",NA,NA
