"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","month","locality","infraspecificEpithet","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","previousCatalogNumber","sex"
"435","2009-10-25 08:46:00-02","MO","MOBOT","3403815","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"L.C. Stutz","Stutz de Ortega 1715","1983","South America","Paraguay",NA,NA,NA,NA,NA,"L.C. Stutz","12","Forêt secondaire, C.F.A.P., Pto Stroessner, Km 12.",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","2020-03-02 04:32:00-03","MO","MOBOT","774011","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"R. M. Rueda|Hermes Cuadros V.","Rueda 337","1992","South America","Colombia","Bolívar",NA,NA,NA,NA,"J.M. Cardiel","5","Municipio San Juan Nepomuceno. Loma de los Colorados. Bosque húmedo, disturbado.",NA,"20",NA,"-75.1666667","9.9666667","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3",NA,NA
"437","2011-06-21 05:15:00-03","MO","MOBOT","796192","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Camilo Díaz S.|et al.","Díaz Santibáñez 6219","1993","South America","Peru","Tumbes",NA,NA,NA,NA,"C. Diaz (MO)","2","Matapalo, zona El Caucho-Campo Verde. Parcelas de evaluación permanente (Eval. florística) de 340 m a 420 m. Parcela 2 x 500 m. E-W. Colectado con H. Osores, M. Romero, M. Carero, R. Ocaña, A. Grandez, H. Díaz & D. Díaz.",NA,"9","Zarumilla","-80.25833","-3.84138","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"187","11",NA,NA
"438","2008-07-16 03:33:00-03","MO","MOBOT","959927","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Camilo Díaz S.","Díaz Santibáñez 7410","1995","South America","Peru","Tumbes",NA,NA,NA,NA,"C. Diaz (MO)","1","Matapalo. El Caucho-Campo Verde, parcela de evaluación permanente E.",NA,"16","Zarumilla",NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"223","6",NA,NA
"439","2013-08-31 11:03:00-03","MO","MOBOT","960464","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Camilo Díaz S.|Hulda Osores|R. Figari|D. Díaz|D. Castañeda|Antonio Peña","Díaz Santibáñez 7513","1995","South America","Peru","Tumbes",NA,NA,NA,NA,"C. Diaz (MO)","1","Matapalo. Carretera entre El Caucho y quebrada Naranjal.",NA,"25","Zarumilla","-80.3147222","-3.8441666","650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"230","6",NA,NA
"440","2012-03-18 05:12:00-03","MO","MOBOT","965142","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Fabiana Mamani M.","Mamani M. 437","1995","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,"G.L. Webster (DAV)","3","Area de estudio del proyecto BOLFOR, Las Trancas-95. Bosque chiquitano, hidrofilo.",NA,"20","Nuflo de Chavez","-61.84638","-16.52027","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA
"441","2012-03-18 05:12:00-03","MO","MOBOT","965166","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Fabiana Mamani M.","Mamani M. 461","1995","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,"F. Mamani (USZ)","2","Area de estudio del proyecto BOLFOR, Las Trancas-95. Bosque semideciduo chiquitano, vegetació saxícola y alredores de laja.",NA,"20","Nuflo de Chavez","-61.84638","-16.52027","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA
"442","2008-05-27 22:02:00-03","MO","MOBOT","978283","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Antony Jardim|G. Moscoso","Jardim 1720B","1995","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,"M. Toledo (USZ)","3","Las Trancas, Lomerio, las parcelas de Bolfor, Las Trancas '95. Bosque seco chiquitano de Anadenanthera. Suelos lateríticos.",NA,"14","Nuflo de Chavez","-61.84805","-16.52166","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","2017-09-20 18:05:00-03","MO","MOBOT","1792325","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Alwyn H. Gentry|Gilberto N. Morillo","Gentry 10342","1974","South America","Venezuela","Vargas",NA,NA,NA,NA,"G. Webster","3","Road to electricity plant behind Maiquetía, near sea level.",NA,"12",NA,"-66.9713889","10.5961111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3425","1",NA,NA
"444","2014-01-02 05:36:00-02","MO","MOBOT","100535465","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"D. Villarroel|Maribel Vargas C.|F. Seidel","Villarroel Segarra 322","2006","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,"D. Villarroel","5","Localidad de Bella Vista, camino entre la escuela y la entrada de el sendero ecologico Cola de Mono.",NA,"2","Florida","-64.6827778","-18.2819445",NA,"1320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"445","2017-02-09 16:23:00-02","MO","MOBOT","157069","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Wilson Devia A.","Devia Alvarez 950","1985","South America","Colombia","Valle del Cauca",NA,NA,NA,NA,"Ronald L. Liesner (MO)","2","quebrada El Rey, vía hacia El Dovio. Altura 1100 m.",NA,"25","Roldanillo","-77.013889","4.428056","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","1",NA,NA
"446","2015-07-06 16:47:00-03","MO","MOBOT","3400478","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa villosa",NA,NA,"L.C. Stutz","Stutz de Ortega 1227","1983","South America","Paraguay","Alto Paraná",NA,NA,NA,NA,NA,"3","Puerto Stroessner. Moyen. Arbuste 1, 2m.","villosa",NA,NA,"-54.75","-25.5833333","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"447","2020-08-31 09:02:07-03","INPA","INPA","180729","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Nee, MH","34540","1987","Southern America","Brasil","Rondônia",NA,NA,"INPA0180729","INPA0180729 INPA0180729_e INPA0180729_nd INPA0180729_num","Huft, MJ","03","Ca. 5 Km. NW of Costa Marques.",NA,"29","Costa Marques","-64.233333","-12.416667",NA,NA,NA,NA,"-64.233333","-12.416667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","2020-08-31 09:02:07-03","INPA","INPA","269630","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Cuadros V., H","4553","1989","Southern America","Colômbia","Bolivar",NA,NA,"INPA0269630",NA,"Cardiel, JM","09","Isla Baru, Loma Mahare.",NA,"22","Cartagena","-75.7","10.133333","20","20",NA,NA,"-75.7","10.133333",NA,NA,"1999",NA,NA,NA,NA,NA,NA
"449","2020-08-31 09:02:07-03","INPA","INPA","151188","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Thomas, WW","4669","1985","Southern America","Brasil","Mato Grosso",NA,NA,"INPA0151188","INPA0151188 INPA0151188_e INPA0151188_e1","Huft, MJ","10","45 km SE of Pontes e Lacerda to Caceres BR174., 45 km SE of Pontes e Lacerda on road to Cáceres (BR-174).",NA,"30","Cáceres","-59.033333","-15.466667",NA,NA,NA,NA,"-59.033333","-15.466667",NA,NA,"1987",NA,NA,NA,NA,NA,NA
"450","2020-08-31 09:02:07-03","INPA","INPA","10798","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Rodrigues, WA","4232","1962","Southern America","Brasil","Rondônia",NA,NA,"INPA0010798","INPA0010798 INPA0010798_e INPA0010798_nd","Cardiel, JM","01","Forte Príncipe da Beira. Estrada do igarapé da Viú, Estrada do igarapé da Viúva.",NA,"05",NA,"-64.4","-12.5",NA,NA,NA,NA,"-64.4","-12.5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","2020-08-31 09:02:07-03","INPA","INPA","138206","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Ferreira, CAC","6572","1985","Southern America","Brasil","Mato Grosso",NA,NA,"INPA0138206","INPA0138206 INPA0138206_e INPA0138206_e1","Ramos, JF","10","BR174, 45 km S da cidade Pontes e Lacerda., BR 174, a 45 km sul da Cidade de Pontes e Lacerda.",NA,"30","Cáceres","-60","-15.266667",NA,NA,NA,NA,"-60","-15.266667",NA,NA,"1990",NA,NA,NA,NA,NA,NA
"452","2021-03-04 11:05:10-03","UFRB","HURB","19747","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Silva, T.T.","268","2018",NA,"Brasil","Bahia",NA,NA,"HURB000019747",NA,"M.Martins","09","Fazenda Riacho Novo;",NA,"03","Jiquiriçá","-39.390042","-13.287186",NA,NA,NA,NA,"39º23'24,15W","13º17'13,87S",NA,NA,"2018","12",NA,NA,NA,NA,NA
"453","2021-03-04 11:05:10-03","UFRB","HURB","12800","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Cerqueira, T.S.; Martins, M.L.L.; Nascimento, F.S.; Conceição, S.F.; Costa,G.M.; Fonseca, W.O.; Sr. Domingos","56","2014",NA,"Brasil","Bahia",NA,NA,"HURB000012800",NA,"M.Martins","12","Fazenda do Senhor Carlos Figueira, Zona rural; Baixa de terra em frente a Fazenda São Lucas",NA,"12","Mutuípe","-39.510333","-13.317139","376","376",NA,NA,"39º30'37,2W","13º19'1,7S",NA,NA,"2018","12",NA,NA,NA,NA,NA
"454","2020-06-15 15:30:23-03","UNESP-RC","HRCB","39299","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Tomasetto, F.","220","2002",NA,"Brasil","São Paulo",NA,"Arbusto ca. 2m, flores creme",NA,NA,"Souza, A.A.","12","Estação Ecológica de Paulo de Faria",NA,"05","Paulo de Faria","-49.516667","-19.916667",NA,NA,NA,NA,"49º31'W","19º55'S",NA,NA,"2017","05","06",NA,NA,NA,NA
"455","2020-06-15 15:30:23-03","UNESP-RC","HRCB","72596","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Shima",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,"Sousa, A. A. C.",NA,"Parque Geológico de Assistência",NA,NA,"Rio Claro","-47.586222","-22.508111",NA,NA,NA,NA,"47°35'10.4''W","22°30'29.2''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","2021-01-26 13:54:04-03","IMA","MAC","30488","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"A.Bocage","394",NA,NA,"Brasil","Pernambuco",NA,"Caatinga.","MAC0030488","MAC0030488","M.F.A.Lucena",NA,NA,NA,NA,NA,"-36.954106","-8.813717",NA,NA,NA,NA,"-36.954106","-8.813717",NA,NA,"2008","03","13",NA,NA,NA,NA
"457","2021-01-26 13:54:04-03","IMA","MAC","33483","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Chagas-Mota","508","2008",NA,"Brasil","Alagoas",NA,"Erva ca. 1 m de altura. Inflorescência verde. Frutos verdes com ápice róseo.; Floresta Pluvial Atlântica.","MAC0033483","MAC0033483","E.C.O.Chagas","04","Serra Dois Irmãos, Margem do Rio Paraíba.",NA,"20","Viçosa","-36.241944","-9.374",NA,NA,NA,NA,"-36.241944","-9.374",NA,NA,"2008","10","29",NA,NA,NA,NA
"458","2021-01-26 13:54:04-03","IMA","MAC","37419","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Chagas-Mota","2268","2009",NA,"Brasil","Alagoas",NA,"Arbusto ca. 1,5 m de altura. Inflorescência verde.; Mata Pluvial Atlântica.","MAC0037419","MAC0037419","E.C.O.Chagas","02","Serra Dois Irmãos, Margem do Rio Paraíba.",NA,"28","Viçosa","-36.241944","-9.374",NA,NA,NA,NA,"-36.241944","-9.374",NA,NA,"2009","02","28",NA,NA,NA,NA
"459","2021-01-26 13:54:04-03","IMA","MAC","63854","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"R.P.Lyra-Lemos","10499","2007",NA,"Brasil","Alagoas",NA,"Arbusto ca. de 1 m de altura. Inflorescência marrom.; Brejo de Altitude.","MAC0063854","MAC0063854","E.C.O.Chagas","08","Subida para a Serra do Ouro, Trecho com córrego e lajeiro.",NA,"25","Mata Grande","-37.732506","-10.271111",NA,NA,NA,NA,"-37.732506","-10.271111",NA,NA,"2008","10","29",NA,NA,NA,NA
"460","2021-01-26 13:54:04-03","IMA","MAC","31105","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"R.P.Lyra-Lemos; et al.","10653","2007",NA,"Brasil","Alagoas",NA,"Erva ereta. Inflorescência verde.; Transição Brejo - Caatinga","MAC0031105","MAC0031105","E.C.O.Chagas","08",NA,NA,"27","Olho D#?#Água do Casado","-37.830003","-9.422914",NA,NA,NA,NA,"-37.830003","-9.422914",NA,NA,"2008","10","29",NA,NA,NA,NA
"461","2021-01-26 13:54:04-03","IMA","MAC","42475","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Chagas-Mota; A.I.L.Pinheiro","3995","2009",NA,"Brasil","Alagoas",NA,"Arbusto ca. 3 m de altura. Inflorescência avermelhada.; Mata Pluvial Atlântica.","MAC0042475","MAC0042475 MAC0042475_1","E.C.O.Chagas","06","Serra da Lagartixa.",NA,"05","Capela","-36.754506","-9.410622",NA,NA,NA,NA,"-36.754506","-9.410622",NA,NA,"2009","06","05",NA,NA,NA,NA
"462","2021-03-01 11:54:49-03","UFPE","UFP","43572","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Oliveira, M; Galileu, A","UFP43572","2006",NA,"Brasil","Ceará",NA,"Arbusto mais ou menos 0,80cm de altura; inflorescência esverdeada. Frequente.; Arbusto mais ou menos 0,80cm de altura; inflorescência esverdeada. Frequente.","UFP043572",NA,"Lucena, A","04",NA,NA,"29",NA,"-9.959961","-53.920833",NA,NA,NA,NA,"-9.959961","-53.920833",NA,NA,"2007","03","21",NA,NA,NA,NA
"463","2021-03-01 11:54:49-03","UFPE","UFP","57673","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Nunes, E; P.Martins","s.n.","1980",NA,"Brasil","Ceará",NA,"Arbusto, independente, pouco abundante, folha alterna, flor branca.; Arbusto, independente, pouco abundante, folha alterna, flor branca.","UFP057673",NA,"G.L.Webster","05",NA,NA,"13","Capistrano","-38.9014015197754","-4.46999979019165",NA,NA,"16641","auto",NA,NA,NA,NA,"1986","10","29",NA,NA,NA,NA
"464","2021-03-01 11:54:49-03","UFPE","UFP","57929","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"A.Fernandes","s.n.","1978",NA,"Brasil","Ceará",NA,NA,"UFP057929",NA,NA,"02",NA,NA,"08","Ubajara","-40.9211006164551","-3.85443997383118",NA,NA,"27385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","2020-09-25 10:42:27-03","UFPE","UFP","50388","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Nunes, E; E.L.Paula-Zárate; Andrade, IM de","s.n.","1999",NA,"Brasil","Ceará",NA,"Arbusto; Arbusto","UFP050388",NA,"Gomes, V","01",NA,NA,"21","Ubajara","-40.9211006164551","-3.85443997383118",NA,NA,"27385","auto",NA,NA,NA,NA,"2004","09",NA,NA,NA,NA,NA
"466","2021-03-01 11:54:49-03","UFPE","UFP","48134","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"S/C","UFP48134","1978",NA,"Brasil","Ceará",NA,NA,"UFP048134",NA,NA,"07",NA,NA,"05","Ubajara","-40.9211006164551","-3.85443997383118",NA,NA,"27385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","2020-09-12 05:00:02-03","US","US","1234650","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"-. Eggers","13376","1891","South America - Neotropics","Venezuela",NA,NA,NA,NA,NA,NA,"7","Los Mangos.",NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"468","2020-09-12 05:00:02-03","US","US","2407319","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Herbert H. Smith","1417","1898","South America - Neotropics","Colombia",NA,NA,NA,NA,NA,NA,NA,"Santa Marta.",NA,NA,NA,NA,NA,"76",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"469","2020-09-12 05:00:02-03","US","US","2428364","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"A. J. Gilmartin","580","1962","South America - Neotropics","Ecuador","Guayas",NA,NA,NA,NA,NA,"2","12 km from Guayaquil.",NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"470","2020-09-12 05:00:02-03","US","US","1852277","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"A. Dugand & R. Jaramillo M.","3315","1943","South America - Neotropics","Colombia","Bolívar",NA,NA,NA,NA,NA,"7","Region de Cartagena, alrededores de Turbaco y Arjona.",NA,"28",NA,NA,NA,"100",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"471","2020-09-12 05:00:02-03","US","US","2970337","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"C. D. Játiva & C. C. Epling","833","1964","South America - Neotropics","Ecuador","Esmeraldas",NA,NA,NA,NA,NA,"7","San Lorenzo.",NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"472","2020-09-12 05:00:02-03","US","US","1187096","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"H. F. Pittier","10356","1922","South America - Neotropics","Venezuela","Distrito Federal",NA,NA,NA,NA,NA,"6","Near Maiquetia.",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"473","2020-09-12 05:00:02-03","US","US","2325140","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"J. Cuatrecasas & R. R. Castañeda","24399","1959","South America - Neotropics","Colombia","Magdalena",NA,NA,NA,NA,NA,"9","Sierra Nevada de Santa Marta: Hoya del Rio Donachui.",NA,"24",NA,NA,NA,"1230","1350",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"474","2020-09-12 05:00:02-03","US","US","700764","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"ex Herb. O. Kuntze","1792","1874","South America - Neotropics","Venezuela",NA,NA,NA,NA,NA,NA,"5","Guaira.",NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"475","2020-09-12 05:00:02-03","US","US","1357562","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"E. P. Killip & A. C. Smith","22661","1929","South America - Neotropics","Peru","Ayacucho",NA,NA,NA,NA,NA,"5","Estrella, between Huanta and Rio Apurimac.",NA,"8",NA,NA,NA,"500",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"476","2020-09-12 05:00:02-03","US","US","600030","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"H. F. Pittier","1593","1906","South America - Neotropics","Colombia","Magdalena",NA,NA,NA,NA,NA,"6","Around Rio Frio, between the Clenaga de Santa Marta and the foothills.",NA,"22",NA,NA,NA,NA,"100",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"477","2020-09-12 05:00:02-03","US","US","1852283","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"A. Dugand & R. Jaramillo M.","3394","1943","South America - Neotropics","Colombia","Bolívar",NA,NA,NA,NA,NA,"7","Cartagena, Cerro de La Popa.",NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"478","2020-09-12 05:00:02-03","US","US","1067165","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"B. Heriberto","484","1920","South America - Neotropics","Colombia",NA,NA,NA,NA,NA,NA,"11","Vicinity of Turbaco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"479","2020-09-12 05:00:02-03","US","US","1672289","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"D. Potter","5148","1935","South America - Neotropics","Venezuela",NA,NA,NA,NA,NA,NA,"8","Guanta.",NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"480","2020-09-12 05:00:02-03","US","US","3215404","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"W. Hahn, L. J. Gillespie & H. Persaud","5713","1989","South America - Neotropics","Guyana","Potaro-Siparuni",NA,NA,NA,NA,"Gillespie, L. J.","3","Approximately 1 km N of Kato, along trail to Paramakatoi",NA,"14",NA,"-59.9167","4.66667","750",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"481","2020-09-12 05:00:02-03","US","US","2875593","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"V. Badillo","6393","1974","South America - Neotropics","Venezuela","Bolívar",NA,NA,NA,NA,NA,"7","Entre Barinitas y Sto Domingo, Edo Barinas.",NA,"9",NA,NA,NA,"450","600",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"482","2020-09-12 05:00:02-03","US","US","1708478","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"O. Haught","3607","1943","South America - Neotropics","Colombia","Magdalena",NA,NA,NA,NA,NA,"8","Roadside of Becerril.",NA,"1",NA,NA,NA,"100",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"483","2020-09-12 05:00:02-03","US","US","1186147","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"H. F. Pittier","11134","1923","South America - Neotropics","Venezuela",NA,NA,NA,NA,NA,NA,"9","Hills near Tucacas.",NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"484","2020-09-12 05:00:02-03","US","US","1350326","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"E. P. Killip & A. C. Smith","14332","1926","South America - Neotropics","Colombia","Bolívar",NA,NA,NA,NA,NA,"11","Vicinity of Turbaco.",NA,"6",NA,NA,NA,"200","300",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"485","2020-09-12 05:00:02-03","US","US","1707681","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"O. L. Haught","3030","1940","South America - Neotropics","Ecuador","Guayas",NA,NA,NA,NA,NA,"1","Pedro Carbo.",NA,"14",NA,NA,NA,"100",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"486","2020-09-12 05:00:02-03","US","US","1011093","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"H. M. Curran & M. Haman","1094","1917","South America - Neotropics","Venezuela",NA,NA,NA,NA,NA,NA,NA,"Santa Lucia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
