"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","typeStatus","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"94","2019-10-07 09:11:39-03","UEFS","HUEFS","29501","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Hind, D.J.N.","PCD4200","1996","11","11",NA,"Brasil","Bahia","Piatã","Estrada Piatã/Inúbia, a 2 km da estrada para Inúbia","-41.7925","-13.071944","1240","1240",NA,"Cerrado/campos gerais. Solo arenoso, vermelho com concreções ferruginosas.","HUEFS0029501","HUEFS0029501",NA,"Asteranae","41W47'33''","13S4'19''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-10-07 09:11:39-03","UEFS","HUEFS","43058","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Queiroz, L.P.de","5615","2000","01","23",NA,"Brasil","Bahia","Mucugê","Ca. 4 km N de Mucugê na Chapada para Andaraí, sede do Projeto Sempre-Viva. Caminho da mata acima do Tiburtino.","-41.341389","-12.991667","1049","1049",NA,"Campo rupestre.","HUEFS0043058","HUEFS0043058","N.Roque","Asteranae","41W20'29''","12S59'30''","2000","06",NA,NA,NA,NA,NA,NA,NA
"96","2019-10-07 09:11:39-03","UEFS","HUEFS","46484","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Giulietti, A.M.","1957","2000","03","25",NA,"Brasil","Bahia","Mucugê","Centro do Projeto de Sempre-Viva. Trilha para Tiburtino, próx. aos rios Piabinha e Cumbuca.","-41.341389","-12.993333",NA,NA,NA,NA,"HUEFS0046484","HUEFS0046484","E.C.Oliveira","Asteranae","41W20'29''","12S59'36''","2003","01",NA,NA,NA,NA,NA,NA,NA
"97","2019-10-07 09:11:39-03","UEFS","HUEFS","58281","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Bautista, H.P.","3320","2001","07","05",NA,"Brasil","Bahia","Érico Cardoso","Capão. Estrada Porteira em direção à Vereda.","-42.1425","-13.281111","1099","1099",NA,"Cerrado areno-pedregoso.","HUEFS0058281","HUEFS0058281",NA,"Asteranae","42W8'33''","13S16'52''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-10-07 09:11:39-03","UEFS","HUEFS","58765","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Stannard, B.","H51825","1992","03","09",NA,"Brasil","Bahia","Abaíra","Perto do Garimpo do Salão, estrada Piatã-Abaíra, 10 km de Piatã.","-41.75","-13.216667","1240","1240",NA,"Carrasco.","HUEFS0058765","HUEFS0058765 HUEFS0058765_01",NA,"Asteranae","41W45'","13S13'",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-10-07 09:11:39-03","UEFS","HUEFS","59326","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Stannard, B.","H51667","1992","02","28",NA,"Brasil","Bahia","Abaíra","Gerais do Pastinho, beira de estrada.","-41.75","-13.25","1100","1100",NA,NA,"HUEFS0059326","HUEFS0059326",NA,"Asteranae","41W45'","13S15'",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-10-07 09:11:39-03","UEFS","HUEFS","62218","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Salimena-Pires, F.R.","PCD2173","1996","03","08",NA,"Brasil","Bahia","Mucugê","Morro do Pina. Rodovia para Andaraí.","-41.376667","-13.006944","1024","1024",NA,"Campo rupestre.","HUEFS0062218","HUEFS0062218","E.C.Oliveira","Asteranae","41W22'36''","13S0'25''","2005","02",NA,NA,NA,NA,NA,NA,NA
"101","2019-10-07 09:11:39-03","UEFS","HUEFS","63663","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Saar, E.","PCD5698","1997","02","15",NA,"Brasil","Bahia","Mucugê","Caminho para Guiné.","-41.475278","-12.939722","1040","1040",NA,"Campo rupestre.","HUEFS0063663","HUEFS0063663","E.C.Oliveira","Asteranae","41W28'31''","12S56'23''","2005","02",NA,NA,NA,NA,NA,NA,NA
"102","2019-10-07 09:11:39-03","UEFS","HUEFS","63686","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Harley, R.M.","PCD4448","1996","11","18",NA,"Brasil","Bahia","Rio de Contas","Pé da Serra Marsalina.","-41.841111","-13.578889","1015","1015",NA,"Cerrado (campo gerais). Solo arenoso e pedregoso.","HUEFS0063686","HUEFS0063686","E.C.Oliveira","Asteranae","41W50'28''","13S34'44''","2005","02",NA,NA,NA,NA,NA,NA,NA
"103","2019-10-07 09:11:39-03","UEFS","HUEFS","66371","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Oliveira, E.C.","28","2002","02","14",NA,"Brasil","Bahia","Mucugê",NA,"-41.341111","-12.993056","961","961",NA,NA,"HUEFS0066371","HUEFS0066371","E.C.Oliveira","Asteranae","41W20'28''","12S59'35''","2006","01",NA,NA,NA,NA,NA,NA,NA
"104","2019-10-07 09:11:39-03","UEFS","HUEFS","66384","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Oliveira, E.C.","41","2002","02","16",NA,"Brasil","Bahia","Mucugê","Vegetação na margem do Rio Piabinha.","-41.383333","-13",NA,NA,NA,"Mata de encosta","HUEFS0066384","HUEFS0066384","E.C.Oliveira","Asteranae","41W23'","13S0'","2006","01",NA,NA,NA,NA,NA,NA,NA
"105","2019-10-07 09:11:39-03","UEFS","HUEFS","68082","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Oliveira, E.C.","14","2001","11","25",NA,"Brasil","Bahia","Mucugê","Trilha para o Projeto Sempre Viva.","-41.3","-13.05",NA,NA,NA,"Campo rupestre.","HUEFS0068082","HUEFS0068082",NA,"Asteranae","41W18'","13S3'",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-10-07 09:11:39-03","UEFS","HUEFS","9025","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Sarmento, A.C.","870","1986","04","04",NA,"Brasil","Bahia","Utinga",NA,"-41.083333","-12.016667","720","720",NA,NA,"HUEFS0009025","HUEFS0009025","D.J.N.Hind","Asteranae","41W5'","12S1'","1996","11",NA,NA,NA,NA,NA,NA,NA
"107","2019-10-07 09:11:39-03","UEFS","HUEFS","93797","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Ferreira-Silva, A.","14","2004","07","29",NA,"Brasil","Bahia","Mucugê","Paque Municipal de Mucugê (Projeto Sempre Viva).","-41.333333","-12.983333",NA,NA,NA,"Campo rupestre. Substrato rochoso.","HUEFS0093797","HUEFS0093797","E.C.Oliveira","Asteranae","41W20'","12S59'","2005","08",NA,NA,NA,NA,NA,NA,NA
"108","2019-10-07 09:11:39-03","UEFS","HUEFS","94603","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Conceição, A.A.","1341","2005","04","16",NA,"Brasil","Bahia","Mucugê","Bese da Serra do Esbarrancado.","-41.5","-12.75","1200","1200",NA,"Cerrado.","HUEFS0094603","HUEFS0094603","E.C.Oliveira","Asteranae","41W30'","12S45'","2005","08",NA,NA,NA,NA,NA,NA,NA
"109","2019-10-07 09:11:39-03","UEFS","HUEFS","250223","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Freitas, J.G.","666","2010","02","09",NA,"Brasil","Bahia","Rio de Contas","Área próximo do aeroporto.","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"HUEFS0250223","HUEFS0250223",NA,"Asteranae",NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA
"110","2019-10-07 09:11:39-03","UEFS","HUEFS","16854","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","França, F.","962","1994","04","16",NA,"Brasil","Bahia","Abaíra","Catolés Estrada Piatã-Abaíra.","-41.6636009216309","-13.2496995925903","1000","1120",NA,NA,"HUEFS0016854","HUEFS0016854","D.J.N.Hind","Asteranae",NA,NA,"1996","11","26531","auto",NA,NA,NA,NA,NA
"111","2019-10-07 09:11:39-03","UEFS","HUEFS","58766","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Stannard, B.","H51849","1992","03","10",NA,"Brasil","Bahia","Piatã","Gerais da Inúbia, 22-26 km de Catolés.","-41.7728004455566","-13.1519002914429","1400","1400",NA,"Carrasco.","HUEFS0058766","HUEFS0058766",NA,"Asteranae",NA,NA,NA,NA,"41184","auto",NA,NA,NA,NA,NA
"112","2020-07-23 11:59:14-03","CEPLAC","CEPEC","25594","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","jeffreyi","Lychnophora jeffreyi",NA,"R. M. Harley","20802","1984","12","23",NA,"Brasil","Bahia","BARRA DA ESTIVA","Serra do Sincorá. 3 -13Km ao W da cidade, Rod. Para Jussiape.","-41.416667","-13.666667",NA,NA,NA,NA,NA,NA,"D. J. N. Hind",NA,"41W25'","13S40'",NA,NA,NA,NA,"Holótipo",NA,NA,NA,"01/10/1991"
"113","2020-07-23 11:59:14-03","CEPLAC","CEPEC","47345","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia",NA,"R. M. Harley","27512","1988","12","16",NA,"Brasil","Bahia","ÁGUA QUENTE","Pico das Almas. Vertente oeste. Entre Paramirim das Crioulas e a NNW do Pico.","-42","-13.516667",NA,NA,NA,NA,NA,NA,"D. J. N. Hind",NA,"42W0'","13S31'",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1995"
"114","2020-07-23 11:59:14-03","CEPLAC","CEPEC","107233","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia",NA,"M. L. Guedes","11435","2004","09","18",NA,"Brasil","Bahia","PIATÃ","Chapada Diamantina. Três Morros.","-41.880278","-13.060833",NA,NA,NA,NA,NA,NA,"M. L. Guedes",NA,"41W52'49","13S3'39",NA,NA,NA,NA,NA,NA,NA,NA,"30/05/2005"
"115","2020-07-23 11:59:14-03","CEPLAC","CEPEC","41735","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia",NA,"J. Arouck","365","1986","08","22",NA,"Brasil","Bahia","MUCUGÊ","A 3Km da cidade em direção Igatu.","-41.033611","-12.316667",NA,NA,NA,NA,NA,NA,"D. J. N. Hind",NA,"41W2'1","12S19'",NA,NA,NA,NA,NA,NA,NA,NA,"16/12/1991"
"116","2020-07-23 11:59:14-03","CEPLAC","CEPEC","23296","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia",NA,"J. E. M. Brazão","176","1980","03","20",NA,"Brasil","Bahia",NA,"4Km após a lagoa da Boa Vista.","-41.805833","-12.231111",NA,NA,NA,NA,NA,NA,"D. J. N. Hind",NA,"41W48'21","12S13'52",NA,NA,NA,NA,NA,NA,NA,NA,"16/12/1991"
"117","2020-07-23 11:59:14-03","CEPLAC","CEPEC","25582","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia",NA,"R. M. Harley","20675","1980","01","25",NA,"Brasil","Bahia","ANDARAÍ","Próximo da Rod. Andaraí/BR-242.","-41.25","-12.583333",NA,NA,NA,NA,NA,NA,"D. J. N. Hind",NA,"41W15'","12S35'",NA,NA,NA,NA,NA,NA,NA,NA,"16/12/1991"
"118","2020-07-23 11:59:14-03","CEPLAC","CEPEC","62852","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia",NA,"S. Ginzbarg","890","1988","03","24",NA,"Brasil","Bahia","RIO DE CONTAS","3Km ao NE da cidade, na estrada para Jussiape. Margem da estrda c/ tabatinga.","-41.833333","-13.566667",NA,NA,NA,NA,NA,NA,"E. C. de Oliveira",NA,"41W50'","13S34'",NA,NA,NA,NA,NA,NA,NA,NA,"30/04/2005"
"119","2020-07-23 11:59:14-03","CEPLAC","CEPEC","71082","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia",NA,"F. R. S.- Pires","2173","1996","03","08",NA,"Brasil","Bahia","MUCUGÊ","Morro do Pina. Rodovia para Andaraí.","-41.376667","-13.006944",NA,NA,NA,NA,NA,NA,"E. C. de Oliveira",NA,"41W22'36","13S0'25",NA,NA,NA,NA,NA,NA,NA,NA,"30/04/2005"
"120","2020-07-23 11:59:14-03","CEPLAC","CEPEC","74286","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia",NA,"R. M. Harley","4448","1996","11","18",NA,"Brasil","Bahia","RIO DE CONTAS","Pé da Serra Marsalina.","-41.841111","-13.578889",NA,NA,NA,NA,NA,NA,"D. J. N. Hind",NA,"41W50'28","13S34'44",NA,NA,NA,NA,NA,NA,NA,NA,"30/10/2000"
"121","2020-07-23 11:59:14-03","CEPLAC","CEPEC","74447","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia",NA,"E. Saar","5698","1997","02","15",NA,"Brasil","Bahia","MUCUGÊ","Caminho para Guiné.","-41.475278","-12.939722",NA,NA,NA,NA,NA,NA,"E. C. de Oliveira",NA,"41W28'31","12S56'23",NA,NA,NA,NA,NA,NA,NA,NA,"30/04/2005"
"122","2020-07-23 11:59:14-03","CEPLAC","CEPEC","74935","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia",NA,"M. L. Guedes","4803","1997","02","01",NA,"Brasil","Bahia","RIO DE CONTAS","Caminho para a Cachoeira do Fraga.","-41.819722","-13.595556",NA,NA,NA,NA,NA,NA,"E. C. de Oliveira",NA,"41W49'11","13S35'44",NA,NA,NA,NA,NA,NA,NA,NA,"30/04/2005"
"123","2020-07-23 11:59:14-03","CEPLAC","CEPEC","76163","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia",NA,"D. J. N. Hind","4200","1996","11","11",NA,"Brasil","Bahia","PIATÃ","Estrada Piatã/Imbuia, a 2Km da entrada para Imbuia","-41.7925","-13.071944",NA,NA,NA,NA,NA,NA,"D. J. N. Hind",NA,"41W47'33","13S4'19",NA,NA,NA,NA,NA,NA,NA,NA,"30/11/1996"
"124","2020-07-23 11:59:14-03","CEPLAC","CEPEC","95720","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia",NA,"B. Stannard","51993","1992","03","18",NA,"Brasil","Bahia","ABAÍRA","Estrada Piatã/Abaíra. 14Km de Abaíra.","-41.75","13.2",NA,NA,NA,NA,NA,NA,"H. A. Ogasawara",NA,"41W45'","13N12'",NA,NA,NA,NA,NA,NA,NA,NA,"19/04/2012"
"125","2020-07-23 11:59:14-03","CEPLAC","CEPEC","96837","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia",NA,"B. Stannard",NA,"1999","02","28",NA,"Brasil","Bahia","ABAÍRA","Gerais do Pastinho. Beira da estrada.","-41.9","13.25",NA,NA,NA,NA,NA,NA,"D. J. N. Hind",NA,"41W54'","13N15'",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1999"
"126","2020-07-23 11:59:14-03","CEPLAC","CEPEC","86957","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia",NA,"F. do S. Juchum","79","2000","11","18",NA,"Brasil","Bahia","RIO DE CONTAS","Estrada Rio de Contas/Marcolino Moura. Ca. 2,8Km da cidade.","-41.788056","-13.594444",NA,NA,NA,NA,NA,NA,"H. P. Bautista",NA,"41W47'17","13S35'40",NA,NA,NA,NA,NA,NA,NA,NA,"30/05/2002"
"127","2020-07-23 11:59:14-03","CEPLAC","CEPEC","95869","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia",NA,"B. Stannard",NA,"1992","03","09",NA,"Brasil","Bahia","ABAÍRA","perto do Garimpo do Salão, estrada Piatã/Abaíra.","-41.9","13.216667",NA,NA,NA,NA,NA,NA,"D. J. N. Hind",NA,"41W54'","13N13'",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1999"
"128","2020-07-23 11:59:14-03","CEPLAC","CEPEC","98894","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia",NA,"H. P. Bautista","3320","1973","06","07",NA,"Brasil","Bahia","ÉRICO CARDOSO","Capãp. Estrada Porteira em direção a Vereda.","-42.1425","-13.281111",NA,NA,NA,NA,NA,NA,"N. Roque",NA,"42W8'33","13S16'52",NA,NA,NA,NA,NA,NA,NA,NA,"30/07/2001"
"129","2020-07-23 11:59:14-03","CEPLAC","CEPEC","80348","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia",NA,"M. L. Guedes","6108","1998","09","20",NA,"Brasil","Bahia","MUCUGÊ","Sem informação.","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,NA,NA,"D. J. N. Hind",NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA,"30/10/2000"
"130","2020-07-23 11:59:14-03","CEPLAC","CEPEC","95870","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia",NA,"B. Stannard",NA,"1992","03","10",NA,"Brasil","Bahia","PIATÃ","gerais da Inúbia.","-41.7728004455566","-13.1519002914429",NA,NA,NA,NA,NA,NA,"D. J. N. Hind",NA,NA,NA,NA,NA,"41184","auto",NA,NA,NA,NA,"30/12/1998"
"131","2020-07-23 11:59:14-03","CEPLAC","CEPEC","85385","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia",NA,"A. M. Amorim","2789","1999","04","12",NA,"Brasil","Bahia","RIO DE CONTAS","Trilha para o Pico do Itobira.","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,NA,"H. P. Bautista",NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,"30/05/2002"
"132","2020-08-11 15:54:03-03","CEPLAC","CEPEC","20687","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia",NA,"S. A. Mori","13374","1980","03","03",NA,"Brasil","Bahia","PIATÃ","10Km ao N de Piata.","-41.7728004455566","-13.1519002914429",NA,NA,NA,NA,NA,NA,"H. Robinson",NA,"0W0'0","0S0'0",NA,NA,"41184","auto",NA,NA,NA,NA,"30/12/1981"
"133","2020-07-23 11:59:14-03","CEPLAC","CEPEC","69121","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia",NA,"S. Mayo","1169","1996","03","26",NA,"Brasil","Bahia","RIO DE CONTAS","3-4Km da cidade, ao longo estr. p/ torre de TV em cima da Serra Marsalina, primeria ente a esq. após a barrgem.","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,NA,"S. Mayo",NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,"30/12/1996"
"134","2020-07-23 11:59:14-03","CEPLAC","CEPEC","18653","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia",NA,"R. M. King","8054","1979","07","20",NA,"Brasil","Bahia","RIO DE CONTAS","9Km ao N da cidade, entre Rio de Contas/Mato Grosso.","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,NA,"R. M. King",NA,"0W0'0","0S0'0",NA,NA,"49773","auto",NA,NA,NA,NA,"30/12/1979"
"135","2020-07-23 11:59:14-03","CEPLAC","CEPEC","34281","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia",NA,"G. Hatschbach","46422","1983","05","15",NA,"Brasil","Bahia","RIO DE CONTAS","Arredores da cidade.","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,NA,"H. Robinson",NA,"0w0'0","0S0'0",NA,NA,"49773","auto",NA,NA,NA,NA,"30/12/1984"
"136","2020-07-23 11:59:14-03","CEPLAC","CEPEC","25412","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia",NA,"R. M. Harley","20749","1980","03","22",NA,"Brasil","Bahia","BARRA DA ESTIVA","15-19Km ao W da cidade, Rod. Para Jussiape. Serra do Sincorá.","-41.45","-13.583333",NA,NA,NA,NA,NA,NA,"D. J. N. Hind",NA,"41W27'","13S35'",NA,NA,NA,NA,NA,NA,NA,NA,"16/12/1991"
"137","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat prov. Bahia in altis ad Sincora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Martius, C","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat prov. Bahia in altis ad Sincora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2014-09-23 11:01:06-03","G","G-DC","G00464273","S","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Martius, C. F. P.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil","Bahia",NA,NA,"-41.99722222","-12.18305556",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00464273",NA,"CAT.HERB.PRODR.",NA,"-41.99722222","-12.18305556","2013","01",NA,NA,"ISOTYPUS of Lychnophora phylicifolia DC.","01",NA,NA,NA
"140","2019-11-21 10:00:55-03","IBt","SP","454152","S","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Munhoz, CBR; Emmert, P; Mello, TRB","7258A","2010","05","03",NA,"Brasil","Minas Gerais","Diamantina","Fazenda do Seu Geraldão, acesso por Inhaí","-43.885556","-17.9275",NA,NA,NA,NA,NA,NA,"Simão Bianchini, R",NA,"-43.885556","-17.9275","2014","04",NA,NA,NA,"04",NA,NA,NA
"141","2019-11-21 10:00:55-03","IBt","SP","349738","S","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Harley, RM; Giulietti, AM; Stannard, BL; Hind, DJN; Kameyama, C; Prado, J; Rudall, P; Simão","25068","1988","10","15",NA,"Brasil","Minas Gerais","Grão Mogol","Ca. 7 km em direçao sul da cidade, na estrada para Francisco Sá","-42.933333","-16.616667","700","850",NA,NA,NA,NA,"Hind, DJN",NA,"-42.933333","-16.616667","1989","05",NA,NA,NA,NA,NA,NA,NA
"142","2019-11-21 10:00:55-03","IBt","SP","391882","S","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Oliveira, EC; Roque, N","14","2001","11","25",NA,"Brasil","Bahia","Mucugê","Trilha para o Projeto Sempre Viva","-41.3","-13.05",NA,NA,NA,NA,NA,NA,NA,NA,"-41.3","-13.05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-11-21 10:00:55-03","IBt","SP","405398","S","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Souza, VC; Souza, JP; Elias, SI; Forster, W; Oliveira, ACP","22764","1999","05","18",NA,"Brasil","Bahia","Jussiapê","Estrada para Capão da Volta, ca. 8 km de Jussiapê","-41.511667","-13.449444","1100","1100",NA,NA,NA,NA,"Hind, DJN",NA,"-41.511667","-13.449444","2007","02",NA,NA,NA,"26",NA,NA,NA
"144","2020-10-22 10:12:33-03","IBt","SP","356808","S","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Stannard, B; Ganev, W; Queiroz, RF","H51849","1992","03","10",NA,"Brasil","Bahia","Piatã","Gerais da Inúbia, 22 - 26 km de Catolés","-41.7728004455566","-13.1519002914429","1400","1400",NA,NA,NA,NA,"Hind, DJN",NA,NA,NA,"1999",NA,"41184","auto",NA,NA,NA,NA,NA
