"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","county","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"179","2008-05-27 22:02:00-03","MO","MOBOT","3397649","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.",NA,"N. Marshall","Marshall 132","1987","8","5","South America","French Guiana","Saül. In vicinity of village and airport.","-53.2","3.61666",NA,NA,NA,NA,NA,NA,"200.00000000","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2008-05-27 22:02:00-03","MO","MOBOT","1338135","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","Alan R. Smith (UC)","John L. Clark|C. Pallis","Clark 4906","1998","3","20","South America","Ecuador","Reserva Ecologica Mache-Chindul. Bilsa Biological Station, 35 km W of Quinindé. Permanent Plot #3. Premontane Wet Forest.","-79.73333","0.35",NA,NA,NA,NA,"Esmeraldas","Quinindé","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","8"
"181","2008-05-27 22:02:00-03","MO","MOBOT","1438397","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","J.E. Watkins (ISC)","Enrique Forero|et al.","Forero 6621","1980","3","4","South America","Colombia","Hoya del Río Torito (afluente del Rio Hábita), declive occidental. Finca Los Guaduales.","-76.282103","4.889107",NA,NA,NA,NA,"Chocó","San José del Palmar","730.00000000","830.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2011-10-22 04:57:00-02","MO","MOBOT","1438402","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","J.E. Watkins (ISC)","Álvaro Cogollo P.|et al.","Cogollo Pacheco 3570","1988","7","28","South America","Colombia","Sector Venados arriba, margen izquierda del río Venados.","-76.31666","6.56666",NA,NA,NA,NA,"Antioquia",NA,"1090.00000000","1215.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2008-05-27 22:02:00-03","MO","MOBOT","14451","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","A.R. Smith","Ronald L. Liesner","Liesner 17003","1984","3","29","South America","Venezuela","Río Negro. Caño Baria. Swampy area between Río Mawarinuma and headwaters of Río Baria.","-66.25","0.88333",NA,NA,NA,NA,"Amazonas",NA,"130.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-66","3"
"184","2014-07-08 11:40:00-03","MO","MOBOT","1543331","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","J.E. Watkins","Alwyn H. Gentry","Gentry 38137","1982","8","5","South America","Peru","Río Samiria, Flor de Yarina.","-74.5","-5.0333333",NA,NA,NA,NA,"Loreto",NA,"160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2385","1"
"185","2008-05-27 22:02:00-03","MO","MOBOT","1723050","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","R.Stolze, 87","Stephan G. Beck","Beck 13357","1990","3","31","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"La Paz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2016-06-06 14:27:00-03","MO","MOBOT","1750630","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","I. Jimenez (LPB), 2002","D. De la Quintana|Alfredo F. Fuentes|Vicente Lipa","De la Quintana 304","2002","2","3","South America","Bolivia","Región Madidi, orilla izquierda del Río Quendeque, meseta alta.","-67.7996944","-14.9611111",NA,NA,NA,NA,"La Paz","Franz Tamayo","600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-08","5"
"187","2012-04-12 05:10:00-03","MO","MOBOT","1750881","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","A. Smith & M. Kessler","Alfredo F. Fuentes","Fuentes Claros 3923","2002","3","21","South America","Bolivia","Parque Nacional Madidi, río Hondo, arroyo Negro. Bosque amazónico estacional húmedo con Pentaplaris davidsmithii, Annonaceae, Moraceae y Lauraceae; en planicie ondulada","-67.79444","-14.6475",NA,NA,NA,NA,"La Paz","Franz Tamayo","227.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-11","5"
"188","2016-04-29 08:28:00-03","MO","MOBOT","1770672","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","Smith A.R. & Kessler M.","Alfredo F. Fuentes|Narel Paniagua Zambrana|Héctor Cabrera|Fabiola Torrico","Fuentes Claros 5267","2002","9","26","South America","Bolivia","Área Natural de Manejo Integrado Madidi, río Tuichi, arroyo Rudidi.","-67.9708334","-14.3491666",NA,NA,NA,NA,"La Paz","Abel Iturralde","367.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-37","6"
"189","2008-05-27 22:02:00-03","MO","MOBOT","17759","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","J.E. Watkins, Jr. (ISC), January","Alwyn H. Gentry","Gentry 18014","1976","10","6","South America","Ecuador","Río Palenque Biological Center. Halfway between Quevedo and Santo Domingo, wet forest.","-79.3666667","-0.5833333",NA,NA,NA,NA,"Los Ríos",NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4155",NA
"190","2010-07-12 21:19:00-03","MO","MOBOT","1828186","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","W. D. Rodriguez","Alba L. Arbeláez|et al.","Arbeláez Álvarez 211","1987","11","8","South America","Colombia","Troncal del Caribe, 1 km al sur de Taraza",NA,NA,NA,NA,NA,NA,"Antioquia","Tarazá","110.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2008-05-27 22:02:00-03","MO","MOBOT","1855401","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.",NA,"Robert S. Williams","Williams 1297","1902","8","2","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"La Paz",NA,"470.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2014-04-04 05:40:00-03","MO","MOBOT","18563","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","R.C. Moran","Rodolfo Vásquez|et al.","Vásquez Martínez 11347","1988","12","4","South America","Peru","Indiana, Yanamono. Explorama lodge. Bosque inundable estacional.","-72.83333","-3.46666",NA,NA,NA,NA,"Loreto","Maynas","106.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","6"
"193","2012-03-01 05:10:00-03","MO","MOBOT","1857289","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","Krömer T. & Acebey A.","Thorsten Krömer","Krömer 1059","2000","4","21","South America","Bolivia",NA,"-67.93333","-14.45",NA,NA,NA,NA,"La Paz","Franz Tamayo","350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2012-03-01 05:10:00-03","MO","MOBOT","1857317","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","Smith A.R.","Thorsten Krömer","Krömer 1148","2000","1","5","South America","Bolivia",NA,"-67.91666","-14.41666",NA,NA,NA,NA,"La Paz","Franz Tamayo","350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2012-03-01 05:10:00-03","MO","MOBOT","1859964","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.",NA,"Thorsten Krömer","Krömer 1059","2000","4","21","South America","Bolivia","Parque Nacional Madidi, refugio Chalalßn, campamento Eslabon y alrededores. Al otro lado del rio cerca del Campamento.","-67.93333","-14.45",NA,NA,NA,NA,"La Paz","Franz Tamayo","350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2012-03-01 05:10:00-03","MO","MOBOT","1859989","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.",NA,"Thorsten Krömer","Krömer 1148","2000","1","5","South America","Bolivia","Parque Nacional Madidi, refugio Chalalßn, campamento Eslabon y alrededores. Al otro lado del rio cerca del Campamento.","-67.91666","-14.41666",NA,NA,NA,NA,"La Paz","Franz Tamayo","350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2008-05-27 22:02:00-03","MO","MOBOT","1861398","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","Smith A.R.","M. Kessler","Kessler 11182","1997","8","15","South America","Bolivia",NA,"-68.43333","-13.63333",NA,NA,NA,NA,"La Paz",NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2008-05-27 22:02:00-03","MO","MOBOT","1861417","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","Smith A.R.","M. Kessler","Kessler 11194","1997","8","15","South America","Bolivia",NA,"-68.43333","-13.63333",NA,NA,NA,NA,"La Paz",NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2008-05-27 22:02:00-03","MO","MOBOT","1867564","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","R.C. Moran","N. Helme","Helme 776","1995","7","25","South America","Bolivia","Puerto Moscoso, donde llega la pampa mas cerca del río Heath. Bosque amazónico ribereño, sabanas húmedas estacionalmente inundadas al E del río Heath. Sin influencia humana","-68.83333","-13.01666",NA,NA,NA,NA,"La Paz","Abel Iturralde","190.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2014-04-04 05:40:00-03","MO","MOBOT","19031","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","R.C. Moran (MO)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 16004","1991","4","14","South America","Peru","Dtto. Amazonas, Quebrada Sucusari; Explor Napo Camp. Bosque primario, suelo arcilloso, con buen drenaje.","-72.91666","-3.33333",NA,NA,NA,NA,"Loreto","Maynas","140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"285","2"
"201","2014-04-04 05:52:00-03","MO","MOBOT","1916828","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","A. Smith (MO)","H. van der Werff|Rodolfo Vásquez|Bruce Gray|Rosa Ortiz|Nállarett Dávila","van der Werff 18334","2003","7","11","South America","Peru","Along road Chatarra-Cacazu, forest on steep, rocky slopes.","-75.06666","-10.53333",NA,NA,NA,NA,"Pasco","Oxapampa","890.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"338","3"
"202","2010-01-03 05:53:00-02","MO","MOBOT","2080098","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","A. Smith","Ronald L. Liesner|Vilealdo Medina","Liesner 13743","1982","4","15","South America","Venezuela","Ca. 18 km to 20 km S of Puerto Cabello. Ca. 9 to 14 km S of San Estaban on old trail to Valencia 0 to ca. 4 km S of colonial bridge.","-68.06666","10.38333",NA,NA,NA,NA,"Carabobo",NA,"350.00000000","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44",NA
"203","2008-05-27 22:02:00-03","MO","MOBOT","23973","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","R. C. Moran (MO), 1988","Walter A. Palacios","Palacios Cuenca 431A","1985","5","22","South America","Ecuador","Jatun Sacha Biological Station. Río Napo, 8 km east of Misahualli.","-77.6","-1.06666",NA,NA,NA,NA,"Napo","Tena","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2011-05-21 06:16:00-03","MO","MOBOT","2632103","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.",NA,"H. Ankersen|Christina Kragelund","Ankersen 199","1995","5","7","South America","Ecuador","Forest reserve ENDESA, NE of Vicente Maldonado, km 113 road Quito - Puerto Quito.","-79.03333","0.08333",NA,NA,NA,NA,"Pichincha",NA,"650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2011-03-22 21:15:00-03","MO","MOBOT","2683818","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.",NA,"Benjamin Øllgaard|Hugo Navarrete","Øllgaard 1357","1995","11","3","South America","Ecuador","Chapeton on Río Bobonaza, trail E of village to Río Aulapi. Tall rain forest.","-77.68333","-1.63333",NA,NA,NA,NA,"Pastaza",NA,"430.00000000","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2011-03-22 21:15:00-03","MO","MOBOT","2685033","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.",NA,"Benjamin Øllgaard|Hugo Navarrete","Øllgaard 1815","1996","10","21","South America","Ecuador","Cerro Lumbaqui (Umahuallacta) just E of Lumbaqui. Disturbed rocky forest.","-77.31666","0.03333",NA,NA,NA,NA,"Sucumbíos",NA,"750.00000000","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2011-03-22 21:15:00-03","MO","MOBOT","2685094","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.",NA,"Benjamin Øllgaard|Hugo Navarrete","Øllgaard 1838","1996","10","22","South America","Ecuador","Sinangue, upstream from Lumbaqui on Río Aguarico, ca 1 km W of village. Tall mature forest in flat terrain.","-77.43333","-0.11666",NA,NA,NA,NA,"Sucumbíos",NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2011-03-22 21:15:00-03","MO","MOBOT","2685096","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.",NA,"Benjamin Øllgaard|Hugo Navarrete","Øllgaard 1839","1996","10","22","South America","Ecuador","Sinangue, upstream from Lumbaqui on Río Aguarico, ca 1 km W of village. Tall mature forest in flat terrain.","-77.43333","-0.11666",NA,NA,NA,NA,"Sucumbíos",NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2010-01-12 21:28:00-02","MO","MOBOT","2742556","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.",NA,"L. Franco Mellado N.","Mellado 0737","2004","2","25","South America","Peru","Dist. Palcazú. Sector San Pedro de Pichanaz-Azulis. Reserva Comunal Yanesha. Bosque primario.","-75.10277","-10.47777",NA,NA,NA,NA,"Pasco","Oxapampa","670.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4"
"210","2010-01-12 21:28:00-02","MO","MOBOT","2744158","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","A.R. Smith (UC)","L. Franco Mellado N.","Mellado 2844","2005","2","26","South America","Peru","Dist. Palcazú. Sector Paujil-cerca de la colpa. Bosque primario.","-75.26361","-10.32333",NA,NA,NA,NA,"Pasco","Oxapampa","380.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"211","2019-01-25 04:35:00-02","MO","MOBOT","2745419","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","A.R. Smith (UC)","Luis Valenzuela G.","Valenzuela Gamarra 2255","2003","11","19","South America","Peru","Dist. Las Piedras, Reserva Amazónica, Trocha G. Bosque Primario.","-69.05222","-12.53361",NA,NA,NA,NA,"Madre de Dios","Tambopata","184.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4"
"212","2020-06-05 04:39:00-03","MO","MOBOT","3281197","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","J.E. Watkins, Jr.","Léon Croizat","Croizat 882",NA,NA,NA,"South America","Venezuela","Upper Orinoco region.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2009-10-21 21:48:00-02","MO","MOBOT","3281244","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","J.E. Watkins, Jr.","Julian A. Steyermark|Ronald L. Liesner|Franciso Delascio C.","Steyermark 114798","1977","10","17","South America","Venezuela","Depto. Antonio Díaz: riverine forest along Caño Araguao, between mouth of Caño Jajene and Isla Mono Burojo.","-61.10333","9.08611",NA,NA,NA,NA,"Delta Amacuro",NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2010-12-19 21:52:00-02","MO","MOBOT","3281508","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","M. Boudrie","J.J. de Granville|Cheryl S. Roesel|L.E. Brothers","Granville 11457","1991","4","23","South America","French Guiana","Rhizome grimpant á racines adventives brunes. Spores le long des nervures de la face inférieure. Limbe membraneux á nervure médiane légerement sallante en dessus. Sur un tronc d'abre á 1.7 m du sol.","-53.16194","4.0675",NA,NA,NA,NA,"Cayenne",NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2009-08-25 05:53:00-03","MO","MOBOT","3281569","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","J.E. Watkins, Jr.","Calaway H. Dodson|James A. Duke","Dodson 7707","1979","2","5","South America","Ecuador","15 hectare patch of mature forest in Cooperativa Santa Marta #2 along Rio Verde 2 km southeast of Sto Domingo de Los Colorados.","-79.15","-0.26666",NA,NA,NA,NA,"Pichincha",NA,"530.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2008-05-27 22:02:00-03","MO","MOBOT","3281669","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","J.E. Watkins, Jr.","Calaway H. Dodson","Dodson 5796","1975","2","27","South America","Ecuador","Rio Palenque Biological Station Km 56 Quevedo - Santo Domingo.","-79.36666","-0.58333",NA,NA,NA,NA,"Los Ríos",NA,"150.00000000","220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2011-12-29 14:59:00-02","MO","MOBOT","3281709","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","J.E. Watkins, Jr.","Albano Schmalz","Schmalz 98","1901","9","15","South America","Brazil","Joinville.","-48.833333","-26.3",NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2009-12-11 12:42:00-02","MO","MOBOT","3281755","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","J.E. Watkins, Jr.","Howard S. Irwin|Ghillean T. Prance|Thomas R. Soderstrom|Noel H. Holmgren","Irwin 54573","1963","8","7","South America","Suriname","Lower slopes of Frederik Top, 2 km s.e. of Juliana Top.",NA,NA,NA,NA,NA,NA,NA,NA,"325.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2014-07-30 05:50:00-03","MO","MOBOT","3281790","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","J.E. Watkins, Jr.","Bureau v.h. Boschwezen","Bureau v.h. Boschwezen 6341","1923","8","17","South America","Suriname","Copperame r Raleighfalls.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2009-07-20 21:23:00-03","MO","MOBOT","3281846","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","J.E. Watkins, Jr.","Bassett Maguire","Maguire 39293","1955","1","22","South America","Guyana","Frequent in Matthew's Ridge Barima R. Drinage, N.W. District British Guiana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2011-02-22 16:53:00-03","MO","MOBOT","3281874","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","J.E. Watkins, Jr.","Brian M. Boom|Scott A. Mori","Boom 2030","1982","10","13","South America","French Guiana","Saül: Tropical Moist Forest. Monts La Fumée.","-53.2","3.61666",NA,NA,NA,NA,NA,NA,"200.00000000","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2009-11-17 07:50:00-02","MO","MOBOT","3281984","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","J.E. Watkins, Jr.","Julian A. Steyermark|Ronald L. Liesner|Franciso Delascio C.","Steyermark 115025","1977","10","20","South America","Venezuela","Depto. Antonio Díaz: wet savanna and open scattered swampy woodland, vicinity of Caño Jotajana (=tierra alta). tributary of Caño Guiniquiana, northwest of Epaña near boundary with Depto. Tucupita.","-61.16666","9.25",NA,NA,NA,NA,"Delta Amacuro",NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2008-05-27 22:02:00-03","MO","MOBOT","3282028","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","J.E. Watkins, Jr.","Georges Cremers","Cremers 12308","1991","4","19","South America","French Guiana","Savane Roche du Quatorza Juillet - Bassin du Bas-Oyapock. Végátation ripicole forestiére.","-51.86666","3.96666",NA,NA,NA,NA,"Cayenne",NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2011-12-29 14:59:00-02","MO","MOBOT","3282142","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","J.E. Watkins, Jr.","Albano Schmalz","Schmalz 188","1906","7","10","South America","Brazil","Joinville.","-48.833333","-26.3",NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2019-02-19 04:30:00-03","MO","MOBOT","3282183","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","J.E Watkins, Jr.","C.F.P. Martius","Martius 309","1817",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"226","2009-09-24 10:54:00-03","MO","MOBOT","3282571","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","J.E. Watkins, Jr.","Julian A. Steyermark","Steyermark 87515","1960","11","12","South America","Venezuela","Swampy Manicaria forest along lower section of river, upstream from Casa Cuyubini.",NA,NA,NA,NA,NA,NA,"Delta Amacuro",NA,"90.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2013-10-05 06:36:00-03","MO","MOBOT","3282623","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","A. Smith","Julian A. Steyermark|Ronald L. Liesner|Ángel C. González","Steyermark 119391","1979","11","6","South America","Venezuela","Primary forest, southeast - facing slopes of Cerro of Cuchilla La Pabellana, west of San Joaquina de Navay.",NA,NA,NA,NA,NA,NA,"Táchira",NA,"250.00000000","350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2008-05-27 22:02:00-03","MO","MOBOT","3300162","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.",NA,"W. Rodriguez","Rodríguez Duque 4235","2003","11","10","South America","Colombia",NA,"-75.06055","7.26444",NA,NA,NA,NA,"Antioquia","Anorí","720.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2008-05-27 22:02:00-03","MO","MOBOT","3366431","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.",NA,"Mariana Alem","Alem Zabalaga 127","2003","9","12","South America","Bolivia","Los Guacharos. Ladera de exposicion oeste con pendiente entre 13-24 % de inclinacion. Bosque amazonico de pie de monte carcaterizado por Eschweilera coriaceae, Talauma boliviana, Dypteryx sp, Pseudolmedia laevis, y Ormosia nobilis.","-65.47111","-17.06138",NA,NA,NA,NA,"Cochabamba","Chapare","510.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2008-05-27 22:02:00-03","MO","MOBOT","3375796","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","J.T. Mickel","Douglas C. Daly","Daly 8269","1994","9","20","South America","Brazil","Tarauacá: Rio Tarauacá, river at low water. Seringal Universo, Colocação Praia do Carapaná, proposed Kaxinawá Indian reserve. Recent sediments, relatively level terrain, low-lying areas flooded for several months in winter (Nov-Mar). Primary forest.","-71.35","-8.45",NA,NA,NA,NA,"Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2014-04-04 05:53:00-03","MO","MOBOT","3490780","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","Alan R. Smith (UC)","Rodolfo Vásquez","Vásquez Martínez 32477","2007","6","25","South America","Peru","Distrito Villa Rica. Bosque de Protección San Matías-San Carlos, Sector Yulculmas. Bosque primario.","-75.0697223","-10.5891666",NA,NA,NA,NA,"Pasco","Oxapampa","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
