"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","day","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount"
"99","2020-12-21 16:19:56-03","MBM","MBM","32624","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08","15","Hatschbach, G.","1948","11","Brazil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Flor branca.; Campo.","MBM032624","MBM032624","1089","07",NA,"Southern America",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"100","2020-12-21 16:19:56-03","MBM","MBM","367906","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Dombrowski, L.T.","1980","01","Brazil","Paraná","Curitiba","Umbará","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Banhado.","MBM367906","MBM367906","17760",NA,NA,"Southern America",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"101","2020-12-21 16:19:56-03","MBM","MBM","32622","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08","15","Hatschbach, G.","1966","01","Brazil","Paraná","Palmeira","Serra das Almas","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"Lacticífera. Flor alva. Reptante, radicante.; Campo.","MBM032622","MBM032622","13507","12",NA,"Southern America",NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA
"102","2020-12-21 16:19:56-03","MBM","MBM","32631","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Hatschbach, G.","1962","03","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, Rio Vermelho","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Flor alva, rasteira.; Terrenos úmidos próximos ao rio.","MBM032631","MBM032631","8880","02",NA,"Southern America",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"103","2020-12-21 16:19:56-03","MBM","MBM","32621","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Pereira, E.; Hatschbach, G.; Hatschbach, G.","1963","11","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Radicante de fl. alva.; Campo úmido.","MBM032621","MBM032621","8139","23",NA,"Southern America",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"104","2020-12-21 16:19:56-03","MBM","MBM","120747","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Silva, S.M.; et al.; et al.","1986","04","Brazil","Paraná","Sao Mateus do Sul","Fazenda do Durgo","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"Erva reptante com flores brancas.; Em roça abandonada.","MBM120747","MBM120747","s.n.","24",NA,"Southern America",NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA
"105","2020-12-21 16:19:56-03","MBM","MBM","1465","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08","15","Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","1966","02","Brazil","Paraná","São Mateus do Sul","10km para oeste","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"Flor alvecente.; Brejo.","MBM001465","MBM001465","13798","09",NA,"Southern America",NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA
"106","2020-12-21 16:19:56-03","MBM","MBM","254710","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Garcia, E.N.; Jarenkow, J.A.; Jarenkow, J.A.","1997","10","Brazil","Rio Grande do Sul","Arroio Grande","Ponta Alegre, Margens da Lagoa do Jacaré","-53.0868988037109","-32.2374992370605",NA,NA,NA,NA,"Erva estolonífera. Cálice verde; corola branco-vinosa com mancha amarela na fauce, anteras lilás-acinzentado.; Campo úmido pastejado. Solo arenoso.","MBM254710","MBM254710","189","04",NA,"Southern America",NA,NA,NA,NA,"65487","auto",NA,NA,NA,NA,NA
"107","2020-12-21 16:19:56-03","MBM","MBM","178231","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08","15","Jarenkow, J.A.; Bueno, R.M.; Bueno, R.M.","1988","12","Brazil","Rio Grande do Sul","Cambará do Sul","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Erva prostrada. Flores brancas.; Campo seco.","MBM178231","MBM178231","1185","27",NA,"Southern America",NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA
"108","2020-12-21 16:19:56-03","MBM","MBM","255020","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08","13","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","2000","12","Brazil","Santa Catarina","Bom Jardim da Serra","Rio Pelotas","-49.624698638916","-28.3369007110596",NA,NA,"1350","1350","Flor alvacenta.; Depressões brejosas do campo.","MBM255020","MBM255020","71900","11",NA,"Southern America",NA,NA,NA,NA,"32577","auto",NA,NA,NA,NA,NA
"109","2020-12-21 16:19:56-03","MBM","MBM","360616","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08","13","Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","2007","02","Brazil","Santa Catarina","Bom Retiro","Rod. BR-262, perto do trevo para Umbará","-49.489200592041","-27.7971992492676",NA,NA,NA,NA,"Flor alva.; Brejo.","MBM360616","MBM360616","79694","07",NA,"Southern America",NA,NA,NA,NA,"35974","auto",NA,NA,NA,NA,NA
"110","2020-12-21 16:19:56-03","MBM","MBM","77896","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Hatschbach, G.","1982","05","Brazil","Santa Catarina","Laguna","Farol Santa Marta","-48.7807998657227","-28.4825000762939",NA,NA,"3","5","Reptante, flor alva.; Depressões úmidas entre dunas.","MBM077896","MBM077896","44888","09",NA,"Southern America",NA,NA,NA,NA,"21199","auto",NA,NA,NA,NA,NA
"111","2020-12-21 16:19:56-03","MBM","MBM","128618","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Silva, J.M.","1987","10","Brazil","Paraná","Curitiba","Boqueirão","-49.416944","-25.825","-49.416944","-25.825",NA,NA,"Reptante radicante, flores alvescentes.; Campo.","MBM128618","MBM128618","396","12",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-12-21 16:19:56-03","MBM","MBM","162204","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08","15","Andrade, B.O.","2009","04","Brazil","Paraná","Ponta Grossa","Nascente do rio Tibagi","-50.173611","-25.4375","-50.173611","-25.4375","1096","1096","Campos hidrófilos sobre Organossolo; Campos hidromórficos sobre Organossolo.","MBM162204","MBM162204","306","08",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-12-21 16:19:56-03","MBM","MBM","184151","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Tressens, S.G.; Medina, R.; Schinini, A.; Soler Llinas, J.; Medina, R.; Schinini, A.; Soler Llinas, J.","1995","08","Argentina","Corrientes","San Martín","Ruta 41, 2km NE de Cnia. C. Pellegrini",NA,NA,NA,NA,NA,NA,"Rastrera. Flores blancas.; En bosque degradado de quebracho blanco y algarrobo, con espartillo.","MBM184151","MBM184151","5329","17",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-12-21 16:19:56-03","MBM","MBM","18955","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Hatschbach, G.","1970","10","Brazil","Mato Grosso","Rio Brilhante","Rio das Araras",NA,NA,NA,NA,NA,NA,"Reptante, flor alva.; Orla brejo.","MBM018955","MBM018955","25236","26",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-12-21 16:19:56-03","MBM","MBM","249449","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Pedersen, T.M.","1980","08","Argentina","Corrientes","Concepción","Carambola",NA,NA,NA,NA,NA,NA,"Flowers white.; Sandy, medium dry soil at the edge of a patch of woodland.","MBM249449","MBM249449","12932","21",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-12-21 16:19:56-03","MBM","MBM","357223","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08","15","Caxambu, M.G.; et al.; et al.","2009","05","Brazil","Paraná","Turvo","Propriedade da Família Rickli","51.565917","-25.04175","51.565917","-25.04175","1090","1090","Erva reptante, diminuta, com látex alvo. Flores com cálice verde e corola alva.; Floresta Ombrófila Mista Montana, relevo suave-ondulado.","MBM357223","MBM357223","2642","15",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-12-21 16:19:56-03","MBM","MBM","388548","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Gonzatti, F.","2011","11","Brazil","Rio Grande do Sul","Palmares do Sul","Lagoa do Cipó","-50.298569","-30.336017","-50.298569","-30.336017","10","10","Herbácea.; Em área úmida entre as dunas.","MBM388548","MBM388548","272","27",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-12-21 16:19:56-03","MBM","MBM","407984","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.",NA,NA,NA,NA,"Gonzatti, F.","2015","06","Brazil","Rio Grande do Sul","Monte Belo do Sul","Linha 80 da Leopoldina","-51.625833","-29.169444","-51.625833","-29.169444","470","470","Erva prostrada entre ciperáceas.","MBM407984","MBM407984","1921","12",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-12-21 16:19:56-03","MBM","MBM","411719","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08","15","Barboza, E.","2016","10","Brazil","Paraná","Curitiba","Parque Peladeiro","-49.191389","-25.482222","-49.191389","-25.482222","900","900","Erva prostrada; flores alvas.; Estepe (Campos de Curitiba).","MBM411719","MBM411719","4516","12",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:19:56-03","MBM","MBM","414428","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08","15","Silva, J.M.; Noguchi, G.; Cine, F.; Noguchi, G.; Cine, F.","2017","05","Brazil","Paraná","Castro","PCH Rio Iapó, Fazenda do Pulo","-50.142222","-24.716111","-50.142222","-24.716111","975","975","Herbácea; flor alva.; Estepe Gramíneo-lenhosa sobre solo hidromórfico (brejo).","MBM414428","MBM414428","9814","02",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:19:56-03","MBM","MBM","48530","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Schinini, A.; Ahumada, O.; Ahumada, O.","1976","03","Argentina","Corrientes","San Roque","Orillas de la ciudad",NA,NA,NA,NA,NA,NA,"Rastrera, flores blancas.; En terreno inundable. En bajos del río Sta. Lucía","MBM048530","MBM048530","12623","11",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:19:56-03","MBM","MBM","85369","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Landrum, L.R.","1981","12","Brazil","Paraná","Palmeira","Fazenda Santa Rita, Ca. 65km of Curitiba on rd to Ponta Grossa","-49.833333","-25.416667","-49.833333","-25.416667",NA,NA,"Creeping herb; flowers white.; Mixed evergreen forest dominated by Araucaria and surrounding campos. In campo.","MBM085369","MBM085369","3944","02",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:19:56-03","MBM","MBM","326983","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08","13","Silva, J.M.","2006","02","Brazil","Paraná","Campo Largo","Guajuvira, Rio Iguaçu","-49.5283012390137","-25.4585990905762",NA,NA,NA,NA,"Reptante, flor alva.; Margem de cavas antigas. Beira de rio.","MBM326983","MBM326983","4692","16",NA,"Southern America",NA,NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA
"124","2020-12-21 16:19:56-03","MBM","MBM","8583","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.",NA,"2019","08",NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","1968","12","Brazil","Paraná","Laranjeiras do Sul","Rio Iguaçu, Próximo a Barra do Perdido","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,"Reptante radicante, lacticífera. Flor alva.; Terreno arenoso, junto a mata de galeria do rio.","MBM008583","MBM008583","20588","09",NA,"Southern America",NA,NA,NA,NA,"28404","auto",NA,NA,NA,NA,NA
"125","2020-12-21 16:19:56-03","MBM","MBM","5275","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Lindeman, J.; Haas, H.; Haas, H.","1976","03","Brazil","Paraná","Laranjeiras do Sul","Rio Reserva","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,NA,"MBM005275","MBM005275","4831","13",NA,"Southern America",NA,NA,NA,NA,"28404","auto",NA,NA,NA,NA,NA
"126","2020-12-21 16:19:56-03","MBM","MBM","51928","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Hatschbach, G.","1972","11","Brazil","Paraná","Paula Freitas",NA,"-50.9380989074707","-26.2082996368408",NA,NA,NA,NA,"Reptante, flor alva.; Brejo.","MBM051928","MBM051928","30667","17",NA,"Southern America",NA,NA,NA,NA,"23054","auto",NA,NA,NA,NA,NA
"127","2020-12-21 16:19:56-03","MBM","MBM","29360","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Hatschbach, G.","1973","12","Brazil","Paraná","Pinhais","Autódromo de Pinhais","-49.1925010681152","-25.4447002410889",NA,NA,NA,NA,"Reptante, flor alva.; Campo, solo preto.","MBM029360","MBM029360","33534","26",NA,"Southern America",NA,NA,NA,NA,"10418","auto",NA,NA,NA,NA,NA
"128","2020-12-21 16:19:56-03","MBM","MBM","102501","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Oliveira, P.I.; Hatschbach, G.; Hatschbach, G.","1985","04","Brazil","Paraná","São José dos Pinhais","Colônia Guatupê","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"Reptante, radicante, flor alvescente.; Campo.","MBM102501","MBM102501","902","02",NA,"Southern America",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"129","2020-12-21 16:19:56-03","MBM","MBM","32620","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Hatschbach, G.","1956","10","Brazil","Paraná","São Mateus do Sul","Foz do Rio Taquaral","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"Flor alvecente, erva rasteira.; Locais limpos da vargem.","MBM032620","MBM032620","3422","26",NA,"Southern America",NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA
"130","2020-12-21 16:19:56-03","MBM","MBM","164954","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Falkenberg, D.B.","1984","11","Brazil","Rio Grande do Sul","Torres","Faxinal, Propriedade do Seu Clemente","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Erva rastejante, com látex. Corola branca.; Restinga, na beira de banhado.","MBM164954","MBM164954","1893","17",NA,"Southern America",NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA
"131","2020-12-21 16:19:56-03","MBM","MBM","203018","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Falkenberg, D.B.","1993","02","Brazil","Santa Catarina","Florianópolis","Dunas da Praia da Joaquina, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Erva parcialmente rastejante, 5cm altura. corola esbranquiçada.; Restinga, próximo de baixada úmida. Dunas da Praia da Joaquina.","MBM203018","MBM203018","6114","25",NA,"Southern America",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"132","2020-12-21 16:19:56-03","MBM","MBM","203033","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08","15","F.A. Silva F.; Leonor Souza, M.; Falkenberg, D.; Leonor Souza, M.; Falkenberg, D.","1985","02","Brazil","Santa Catarina","Florianópolis","Rio Vermelho, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,"5","5","Erva com látex. Flor branca.; Dunas (beira de riacho).","MBM203033","MBM203033","373","27",NA,"Southern America",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"133","2020-12-21 16:19:56-03","MBM","MBM","305635","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08","15","Hatschbach, G.; Barboza, E.; Costa, E.F.; Barboza, E.; Costa, E.F.","2005","03","Brazil","Santa Catarina","Imbituba","Ibiraquera","-48.6702995300293","-28.2399997711182",NA,NA,NA,NA,"Escandente, flor alva.; Entre dunas; solo arenoso e úmido.","MBM305635",NA,"79256","17",NA,"Southern America",NA,NA,NA,NA,"18719","auto",NA,NA,NA,NA,NA
"134","2020-12-21 16:19:56-03","MBM","MBM","284487","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08","14","Kozera, C.","2002","11","Brazil","Mato Grosso do Sul","Itaquiraí","Próximo do Rio Maracaí","-54.185001373291","-23.4743995666504",NA,NA,NA,NA,"Herbácea rasteira, flores branco-lilases.; Em capoeira de Tapirira guianensis.","MBM284487","MBM284487","s.n.","06",NA,"Southern America",NA,NA,NA,NA,"44527","auto",NA,NA,NA,NA,NA
"135","2020-12-21 16:19:56-03","MBM","MBM","8575","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Hatschbach, G.","1968","12","Brazil","Paraná","Balsa Nova","Tamanduá","-49.6356010437012","-25.5839004516602",NA,NA,"1000","1000","Reptante, radicante, flor alvecente.; Campo limpo, margens de estrada.","MBM008575","MBM008575","20662","27",NA,"Southern America",NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"136","2020-12-21 16:19:56-03","MBM","MBM","32623","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08","15","Hatschbach, G.","1965","10","Brazil","Paraná","Campo Mourão",NA,"-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,"Reptante, radicante, flor alva.; Campo.","MBM032623","MBM032623","12989","14",NA,"Southern America",NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA
"137","2020-12-21 16:19:56-03","MBM","MBM","367907","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","09",NA,"Dombrowski, L.T.; Kuniyoshi, Y.S.; Kuniyoshi, Y.S.","1967","10","Brazil","Paraná","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Campo. Banhado.","MBM367907","MBM367907","2606","09",NA,"Southern America",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"138","2020-12-21 16:19:56-03","MBM","MBM","29366","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Dombrowski, L.T.","1964","10","Brazil","Paraná","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Reptante, flor alva.","MBM029366","MBM029366","429","01",NA,"Southern America",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"139","2020-12-21 16:19:56-03","MBM","MBM","24097","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08","15","Pereira, E.","1960","02","Brazil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,"Erva com flores alvas, planta com látex.; Lugar úmido.","MBM024097","MBM024097","5178","09",NA,"Southern America",NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA
"140","2020-12-21 16:19:56-03","MBM","MBM","18952","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Hatschbach, G.","1972","02","Brazil","Paraná","Marmeleiro","Estrada Marmeleiro - Campo Erê","-53.0261001586914","-26.1494007110596",NA,NA,NA,NA,"Reptante, radicante, flor alvecente. Lacticífera.; Campo.","MBM018952","MBM018952","26437","21",NA,"Southern America",NA,NA,NA,NA,"27396","auto",NA,NA,NA,NA,NA
"141","2020-12-21 16:19:56-03","MBM","MBM","14581","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Hatschbach, G.","1969","11","Brazil","Paraná","Pinhais",NA,"-49.1925010681152","-25.4447002410889",NA,NA,NA,NA,"Reptante, radicante, flor alva, lacticífera.; Orla do brejo.","MBM014581","MBM014581","23013","21",NA,"Southern America",NA,NA,NA,NA,"10418","auto",NA,NA,NA,NA,NA
"142","2020-12-21 16:19:56-03","MBM","MBM","32630","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Hatschbach, G.","1961","12","Brazil","Paraná","Piraquara","Rio Bracajuvava","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Rasteira, flor alva.; Campo.","MBM032630","MBM032630","8713","15",NA,"Southern America",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"143","2020-12-21 16:19:56-03","MBM","MBM","135469","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Cervi, A.C.; et al.; et al.","1989","05","Brazil","Paraná","Ponta Grossa","Furnas","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Planta reptante, lacticífera. Látex branco. Flores brancas, zigomorfas com uma fenda no tubo da corola.","MBM135469","MBM135469","2706","31",NA,"Southern America",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"144","2020-12-21 16:19:56-03","MBM","MBM","15390","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08","15","Santos, E.; Sacco, J.; Sacco, J.","1964","04","Brazil","Rio Grande do Sul","Caxias do Sul","Arredores da cidade","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Erva formando tapete. Flores brancas.; Sobre solo úmido.","MBM015390","MBM015390","1854","22",NA,"Southern America",NA,NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA
"145","2020-12-21 16:19:56-03","MBM","MBM","158995","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Graziotin, G.; et al.; et al.","1993","02","Brazil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Rastejante junto ao solo.","MBM158995","MBM158995","8955","18",NA,"Southern America",NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA
"146","2020-12-21 16:19:56-03","MBM","MBM","32618","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08","15","Rambo, B.","1953","02","Brazil","Rio Grande do Sul","São Francisco de Paula","Itaimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Em local graminoso úmido.","MBM032618","MBM032618","54027","20",NA,"Southern America",NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA
"147","2020-12-21 16:19:56-03","MBM","MBM","154415","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Klein, R.M.; Bresolin, A.; Bresolin, A.","1973","03","Brazil","Santa Catarina","Imaruí","Águas Mornas","-48.8199996948242","-28.3414001464844",NA,NA,NA,NA,"Flor branco-roxeada.; Banhado.","MBM154415","MBM154415","10958","27",NA,"Southern America",NA,NA,NA,NA,"29971","auto",NA,NA,NA,NA,NA
"148","2020-12-21 16:19:56-03","MBM","MBM","22448","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","1972","04","Brazil","Santa Catarina","Laguna","Estrada para Farol Santa Marta","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,"Reptante, radicante, flor alva. Do brejo; Reptante, radicante, flor alva.; Brejo.","MBM022448",NA,"29392","01",NA,"Southern America",NA,NA,NA,NA,"21199","auto",NA,NA,NA,NA,NA
