"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"92","2020-09-02 16:30:31-03","Cenargen","CEN","32602","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","João Aguiar Nogueira Batista","864","1999","01","16",NA,"Brasil",NA,NA,"Campo na margem da GO-118, aproximadamente 5 km S de São Gabriel de Goiás.",NA,NA,NA,NA,"Exsicatas","Erva em pequeno curso d'água mais ao fundo. Área aparentemente anteriormente não queimada, mas relativamente aberta possivelmente em função de pastoreio. Observado somente estes dois exemplares.&nf;Doação da Flora do Brasil - Estado do Goiás.","CEN00032602","F. Rivadavia-Lopes","CEN00032602","2001","01",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"93","2019-11-13 11:23:26-03","USP","SPF","180118","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","2621","2007","06","23",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros","-47.396444","-13.884333","1180","1180",NA,NA,"SPF00180118","Rivadavia, F","SPF00180118","2007",NA,"-47.396444","-13.884333",NA,NA,NA,NA,NA,NA,NA
"94","2019-11-13 11:23:26-03","USP","SPF","183565","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Gonella, PM","50","2007","11","12",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.560972","-19.29225","1220","1220",NA,NA,"SPF00183565","Gonella, PM","SPF00183565","2007",NA,"-43.560972","-19.29225",NA,NA,NA,NA,NA,NA,NA
"95","2019-11-13 11:23:26-03","USP","SPF","157190","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","1303","2001","10","28",NA,"Brasil","Mato Grosso do Sul","Costa Rica",NA,"-52.56948","-18.25653","800","800",NA,NA,"SPF00157190","Rivadavia, F","SPF00157190","2001",NA,"-52.56948","-18.25653",NA,NA,NA,NA,NA,NA,NA
"96","2019-11-13 11:23:26-03","USP","SPF","157191","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","1312","2001","10","30",NA,"Brasil","Goiás","Caiapônia",NA,"-51.49965","-16.56971","700","700",NA,NA,"SPF00157191","Rivadavia, F","SPF00157191","2001",NA,"-51.49965","-16.56971",NA,NA,NA,NA,NA,NA,NA
"97","2019-11-13 11:23:26-03","USP","SPF","135487","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","789","1999","01","19","Southern America","Venezuela","Bolívar","Gran Sabana","Santa Elena de Uairén","-61.56244","4.54438","1000","1000",NA,NA,"SPF00135487","Rivadavia, F","SPF00135487","1999",NA,"-61.56244","4.54438",NA,NA,NA,NA,NA,NA,NA
"98","2019-11-13 11:23:26-03","USP","SPF","135489","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","888","1999","04","03",NA,"Brasil","Minas Gerais","São Roque de Minas","Serra da Canastra","-46.33625","-20.10637","1300","1300",NA,NA,"SPF00135489","Rivadavia, F","SPF00135489","1999",NA,"-46.33625","-20.10637",NA,NA,NA,NA,NA,NA,NA
"99","2019-11-13 11:23:26-03","USP","SPF","136776","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","963","1999","04","28",NA,"Brasil","Minas Gerais","Chapada Gaúcha","Parque Nacional Grande Sertão Veredas","-45.652639","-15.192417","800","800",NA,NA,"SPF00136776","Rivadavia, F","SPF00136776","1999",NA,"-45.652639","-15.192417",NA,NA,NA,NA,NA,NA,NA
"100","2019-11-13 11:23:26-03","USP","SPF","136777","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","1065","1999","05","04",NA,"Brasil","Goiás","Mineiros","Parque Nacional das Emas","-52.53323","-18.15677","800","800",NA,NA,"SPF00136777","Rivadavia, F","SPF00136777","1999",NA,"-52.53323","-18.15677",NA,NA,NA,NA,NA,NA,NA
"101","2019-11-13 11:23:26-03","USP","SPF","158980","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","1643","2003","07","03",NA,"Brasil","Minas Gerais","Buenópolis","Serra do Cabral","-44.14548","-17.51466","1070","1070",NA,NA,"SPF00158980","Rivadavia, F","SPF00158980","2003",NA,"-44.14548","-17.51466",NA,NA,NA,NA,NA,NA,NA
"102","2019-11-13 11:23:26-03","USP","SPF","137660","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","1153","1999","06","17",NA,"Brasil","Minas Gerais","Serranópolis de Minas",NA,"-42.47753","-15.49084","900","900",NA,NA,"SPF00137660","Rivadavia, F","SPF00137660","1999",NA,"-42.47753","-15.49084",NA,NA,NA,NA,NA,NA,NA
"103","2019-11-13 11:23:26-03","USP","SPF","139234","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","600","1997","03","05",NA,"Brasil","Minas Gerais","Itacambira",NA,"-43.19477","-17.04808","1330","1330",NA,NA,"SPF00139234","Rivadavia, F","SPF00139234","1997",NA,"-43.19477","-17.04808",NA,NA,NA,NA,NA,NA,NA
"104","2019-11-13 11:23:26-03","USP","SPF","135488","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","848","1999","03","20",NA,"Brasil","São Paulo","Botucatu",NA,"-48.19428","-22.41273","800","800",NA,NA,"SPF00135488","Rivadavia, F","SPF00135488","1999",NA,"-48.19428","-22.41273",NA,NA,NA,NA,NA,NA,NA
"105","2019-11-13 11:23:26-03","USP","SPF","157189","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","1289","2001","10","13",NA,"Brasil","Minas Gerais","Itacambira",NA,"-43.19477","-17.04808","1300","1300",NA,NA,"SPF00157189","Rivadavia, F","SPF00157189","2001",NA,"-43.19477","-17.04808",NA,NA,NA,NA,NA,NA,NA
"106","2019-11-13 11:23:26-03","USP","SPF","165483","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","1779","2003","08","27","Southern America","Venezuela","Bolívar","Gran Sabana","Parque Nacional Canaima",NA,NA,"1100","1100",NA,NA,"SPF00165483","Fleischmann, A","SPF00165483","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-11-13 11:23:26-03","USP","SPF","169896","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","1896","2004","11","10","Southern America","Venezuela","Amazonas",NA,"Extremidade norte do Cerro Avispa.","-65.50962","1.18927","1330","1330",NA,NA,"SPF00169896","Rivadavia, F","SPF00169896","2004",NA,"-65.50962","1.18927",NA,NA,NA,NA,NA,NA,NA
"108","2019-11-13 11:23:26-03","USP","SPF","169897","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","1903","2004","11","11","Southern America","Venezuela","Amazonas",NA,"Platô no alto do Cerro Aracamuni.","-65.49993","1.28188","1390","1390",NA,NA,"SPF00169897","Rivadavia, F","SPF00169897","2004",NA,"-65.49993","1.28188",NA,NA,NA,NA,NA,NA,NA
"109","2019-11-13 11:23:26-03","USP","SPF","169898","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","1925","2004","11","15","Southern America","Venezuela","Bolívar",NA,"Platô central da Messeta de Jaua.","-64.33486","4.43806","2000","2000",NA,NA,"SPF00169898","Rivadavia, F","SPF00169898","2004",NA,"-64.33486","4.43806",NA,NA,NA,NA,NA,NA,NA
"110","2019-11-13 11:23:26-03","USP","SPF","169899","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","1933","2004","11","16","Southern America","Venezuela","Bolívar",NA,"Extremidade sul do Cerro Adaua, ao nordeste da Messeta de Jaua.","-64.21712","4.50916","1780","1780",NA,NA,"SPF00169899","Rivadavia, F","SPF00169899","2004",NA,"-64.21712","4.50916",NA,NA,NA,NA,NA,NA,NA
"111","2019-11-13 11:23:26-03","USP","SPF","180737","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Gonella, PM","10","2007","07","27",NA,"Brasil","Minas Gerais","Uberaba",NA,"-47.68925","-19.465767","955","955",NA,NA,"SPF00180737","Gonella, PM","SPF00180737","2007",NA,"-47.68925","-19.465767",NA,NA,NA,NA,NA,NA,NA
"112","2019-11-13 11:23:26-03","USP","SPF","180113","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","2214","2006","06","14",NA,"Brasil","Tocantins","Mateiros",NA,"-46.881333","-10.270139","320","320",NA,NA,"SPF00180113","Rivadavia, F","SPF00180113","2006",NA,"-46.881333","-10.270139",NA,NA,NA,NA,NA,NA,NA
"113","2019-11-13 11:23:26-03","USP","SPF","180114","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","2225","2006","06","16",NA,"Brasil","Bahia","São Desidério",NA,"-45.991417","-12.979333","800","800",NA,NA,"SPF00180114","Rivadavia, F","SPF00180114","2006",NA,"-45.991417","-12.979333",NA,NA,NA,NA,NA,NA,NA
"114","2019-11-13 11:23:26-03","USP","SPF","180115","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","2246","2006","06","17",NA,"Brasil","Tocantins","Rio da Conceição",NA,"-46.859472","-11.405417","510","510",NA,NA,"SPF00180115","Rivadavia, F","SPF00180115","2006",NA,"-46.859472","-11.405417",NA,NA,NA,NA,NA,NA,NA
"115","2019-11-13 11:23:26-03","USP","SPF","180116","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","2255","2006","06","17",NA,"Brasil","Tocantins","Ponte Alta do Tocantins",NA,"-47.010611","-11.155694","470","470",NA,NA,"SPF00180116","Rivadavia, F","SPF00180116","2006",NA,"-47.010611","-11.155694",NA,NA,NA,NA,NA,NA,NA
"116","2019-11-13 11:23:26-03","USP","SPF","180117","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","2554","2007","05","13",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.579778","-18.368194","1260","1260",NA,NA,"SPF00180117","Rivadavia, F","SPF00180117","2007",NA,"-43.579778","-18.368194",NA,NA,NA,NA,NA,NA,NA
"117","2019-11-13 11:23:26-03","USP","SPF","180119","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","2646","2007","06","30",NA,"Brasil","Goiás","Cristalina",NA,"-47.645861","-16.687583","1050","1050",NA,NA,"SPF00180119","Rivadavia, F","SPF00180119","2007",NA,"-47.645861","-16.687583",NA,NA,NA,NA,NA,NA,NA
"118","2019-11-13 11:23:26-03","USP","SPF","180120","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","2653","2007","06","30",NA,"Brasil","Goiás","Cristalina",NA,"-47.714028","-16.885806","1060","1060",NA,NA,"SPF00180120","Rivadavia, F","SPF00180120","2007",NA,"-47.714028","-16.885806",NA,NA,NA,NA,NA,NA,NA
"119","2019-11-13 11:23:26-03","USP","SPF","180736","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Gonella, PM","7","2007","07","27",NA,"Brasil","Minas Gerais","Uberaba",NA,"-47.743333","-19.553117","929","929",NA,NA,"SPF00180736","Gonella, PM","SPF00180736","2007",NA,"-47.743333","-19.553117",NA,NA,NA,NA,NA,NA,NA
"120","2021-03-15 18:28:02-03","USP","SPF","213540","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Gonella, PM","445","2011","09","04",NA,"Brasil","Minas Gerais","Buenópolis","Parque Nacional das Sempre-Vivas, Em vale logo atrás do alojamento de guarda-parques.","-43.785472","-17.916694","1280","1280",NA,"Ervas verdes com corola amarelo pálido. Simpátrica com Drosera spp., Utricularia spp., e outras Genlisea spp.; Campo rupestre, solo arenoso úmido.","SPF00213540","Gonella, PM","SPF00213540","2011",NA,"-43.785472","-17.916694",NA,NA,NA,NA,NA,NA,NA
"121","2021-03-15 18:28:02-03","USP","SPF","213546","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Gonella, PM","429","2011","09","04",NA,"Brasil","Minas Gerais","Diamantina","São João da Chapada, Estrada entre São João da Chapada e Macacos, a 12,5 km de São João da Chapada, à esquerda da estrada.","-43.795069","-18.03425","1300","1300",NA,"Ervas verdes com corola amarelo-pálido. Simpátrica com G. aurea, Utricularia spp. e Drosera spp.; Campo rupestre, solo arenoso-brejoso.","SPF00213546","Gonella, PM","SPF00213546","2011",NA,"-43.795069","-18.03425",NA,NA,NA,NA,NA,NA,NA
"122","2021-03-15 18:28:02-03","USP","SPF","213552","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Gonella, PM","471","2011","09","06",NA,"Brasil","Minas Gerais","Botumirim","Na margem direita do Rio do Peixe.","-43.008028","-16.919056","790","790",NA,"Ervas verdes com corola amarelo pálido. Crescendo emersas ou submersas em poças d'água. Simpátrica com Drosera spp., Utricularia spp., e outras Genlisea spp.; Campo rupestre, solo arenoso úmido, ilhas de vegetação na margem do rio.","SPF00213552","Gonella, PM","SPF00213552","2011",NA,"-43.008028","-16.919056",NA,NA,NA,NA,NA,NA,NA
"123","2021-03-15 18:28:02-03","USP","SPF","213556","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Gonella, PM","311","2010","04","24",NA,"Brasil","Goiás","Cristalina","Fazenda Mont Serrat, em vereda ca. 600 m a oeste da casa-sede. Fazenda acessível pela BR-50, ca. 2,8 km ao sul do entroncamento com a BR-352.","-47.706583","-16.885306","1088","1088",NA,"Ervas com folhas verdes, corola amarela.; Vereda, solo arenoso-brejoso.","SPF00213556","Gonella, PM","SPF00213556","2010",NA,"-47.706583","-16.885306",NA,NA,NA,NA,NA,NA,NA
"124","2020-01-15 17:59:19-03","USP","SPF","232503","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Alves, A","43","2013","11","24",NA,"Brasil","Paraná","Balsa Nova",NA,"-49.714644","-25.538583","950","950",NA,NA,"SPF00232503","Alves, A",NA,"2013",NA,"-49.714644","-25.538583",NA,NA,NA,NA,NA,NA,NA
"125","2020-01-15 17:59:19-03","USP","SPF","232504","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Alves, A","40","2013","10","06",NA,"Brasil","Paraná","Balsa Nova",NA,"-49.769361","-25.469944","960","960",NA,NA,"SPF00232504","Alves, A",NA,"2013",NA,"-49.769361","-25.469944",NA,NA,NA,NA,NA,NA,NA
"126","2019-11-13 11:23:26-03","USP","SPF","72560","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Harley, RM","24927","1988","10","13",NA,"Brasil","Minas Gerais","Buenópolis","Serra do Cabral","-44.25","-17.883333","1100","1200",NA,NA,"SPF00072560","Rivadavia, F","SPF00072560",NA,NA,"-44.25","-17.883333",NA,NA,NA,NA,NA,NA,NA
"127","2019-11-13 11:23:26-03","USP","SPF","72563","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Harley, RM","25644","1988","10","26",NA,"Brasil","Bahia","Rio de Contas",NA,"-41.833333","-13.5","1250","1250",NA,NA,"SPF00072563","Cheek, M","SPF00072563","1991",NA,"-41.833333","-13.5",NA,NA,NA,NA,NA,NA,NA
"128","2019-11-13 11:23:26-03","USP","SPF","36382","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Giulietti, AM","CFCR6782","1984","12","13",NA,"Brasil","Bahia","Rio de Contas",NA,"-41.8114013671875","-13.5789003372192",NA,NA,NA,"Existem 2 espécies na mesma coleta. Genlisea repens corresponde a identificação B, enquanto Utricularia nana A.St-Hil. & Girard corresponde a identificação A. Determinada também por G.L. Campos em 07.1999","SPF00036382","Campos, GL","SPF00036382","1999","07",NA,NA,NA,NA,NA,"49773","auto",NA,NA
"129","2019-11-13 11:23:26-03","USP","SPF","136992","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","939","1999","04","24",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358","1000","1000",NA,NA,"SPF00136992","Rivadavia, F","SPF00136992","1999",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA
"130","2019-11-13 11:23:26-03","USP","SPF","93274","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","191","1993","11","01",NA,"Brasil","Goiás","Alto Paraíso de Goiás",NA,"-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,"SPF00093274","Rivadavia, F","SPF00093274","1993",NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA
"131","2019-11-13 11:23:26-03","USP","SPF","103717","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","389","1995","04","15",NA,"Brasil","Goiás","Alto Paraíso de Goiás",NA,"-47.5099983215332","-14.1324996948242","1200","1200",NA,NA,"SPF00103717","Rivadavia, F","SPF00103717","1995",NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA
"132","2019-11-13 11:23:26-03","USP","SPF","157192","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","1406","2001","11","02",NA,"Brasil","Goiás","Caiapônia",NA,"-51.8102989196777","-16.9566993713379",NA,NA,NA,NA,"SPF00157192","Rivadavia, F","SPF00157192","2001",NA,NA,NA,NA,NA,NA,"77016","auto",NA,NA
"133","2019-11-13 11:23:26-03","USP","SPF","157193","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","1425","2002","11","02",NA,"Brasil","Goiás","São Domingos",NA,"-46.3182983398438","-13.3983001708984","700","700",NA,NA,"SPF00157193","Rivadavia, F","SPF00157193","2002",NA,NA,NA,NA,NA,NA,"73215","auto",NA,NA
"134","2019-11-13 11:23:26-03","USP","SPF","157194","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","1430","2002","11","03",NA,"Brasil","Goiás","São Domingos","Parque Estadual de Terra Ronca","-46.3182983398438","-13.3983001708984","650","650",NA,NA,"SPF00157194","Rivadavia, F","SPF00157194","2002",NA,NA,NA,NA,NA,NA,"73215","auto",NA,NA
"135","2019-11-13 11:23:26-03","USP","SPF","93240","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","258","1994","02","23",NA,"Brasil","Mato Grosso","Chapada dos Guimarães",NA,"-55.749698638916","-15.460599899292",NA,NA,NA,NA,"SPF00093240","Corrêa, MA","SPF00093240","1997","10",NA,NA,NA,NA,NA,"107042","auto",NA,NA
"136","2019-11-13 11:23:26-03","USP","SPF","73338","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Cardoso, MRF","s.n.","1991","08","09",NA,"Brasil","Mato Grosso","Chapada dos Guimarães",NA,"-55.749698638916","-15.460599899292",NA,NA,NA,NA,"SPF00073338","Rivadavia, F","SPF00073338",NA,NA,NA,NA,NA,NA,NA,"107042","auto",NA,NA
"137","2019-11-13 11:23:26-03","USP","SPF","73337","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","30","1991","12","19",NA,"Brasil","Minas Gerais","Capitólio","Furnas: em cachoeira no km 278 entre Furnas e Piumhi.","-46.0499992370605","-20.6152992248535",NA,NA,NA,NA,"SPF00073337","Rivadavia, F","SPF00073337","1991",NA,NA,NA,NA,NA,NA,"29474","auto",NA,NA
"138","2019-11-13 11:23:26-03","USP","SPF","139233","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","587","1997","03","01",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807","1000","1000",NA,NA,"SPF00139233","Rivadavia, F","SPF00139233","1997",NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA
"139","2019-11-13 11:23:26-03","USP","SPF","157188","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","1259","2001","10","12",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717","700","700",NA,NA,"SPF00157188","Rivadavia, F","SPF00157188","2001",NA,NA,NA,NA,NA,NA,"67219","auto",NA,NA
"140","2019-11-13 11:23:26-03","USP","SPF","103726","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","329","1994","12","18",NA,"Brasil","Minas Gerais","Itacambira",NA,"-43.3088989257812","-17.0646991729736","1200","1200",NA,NA,"SPF00103726","Rivadavia, F","SPF00103726","1994",NA,NA,NA,NA,NA,NA,"48089","auto",NA,NA
"141","2019-11-13 11:23:26-03","USP","SPF","138698","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","106","1992","02","27",NA,"Brasil","Minas Gerais","Jaboticatubas",NA,"-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"SPF00138698","Rivadavia, F","SPF00138698","1992",NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA
"142","2019-11-13 11:23:26-03","USP","SPF","169901","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","1941","2005","01","30",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328","1150","1150",NA,NA,"SPF00169901","Rivadavia, F","SPF00169901","2005",NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA
"143","2019-11-13 11:23:26-03","USP","SPF","158979","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","1604","2003","06","28",NA,"Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto","-43.3908004760742","-18.0041999816895","950","950",NA,NA,"SPF00158979","Rivadavia, F","SPF00158979","2003",NA,NA,NA,NA,NA,NA,"26697","auto",NA,NA
"144","2019-11-13 11:23:26-03","USP","SPF","73333","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","31","1991","12","20",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"SPF00073333","Rivadavia, F","SPF00073333",NA,NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA
"145","2019-11-13 11:23:26-03","USP","SPF","76780","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Rivadavia, F","165","1993","01","23",NA,"Brasil","Paraná","Sengés",NA,"-49.4636001586914","-24.1128005981445",NA,NA,NA,NA,"SPF00076780","Corrêa, MA","SPF00076780","1997","10",NA,NA,NA,NA,NA,"55682","auto",NA,NA
"146","2019-11-13 11:23:26-03","USP","SPF","143387","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Pinheiro, F","56","2000","11",NA,NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"SPF00143387","Rivadavia, F","SPF00143387","2003","05",NA,NA,NA,NA,NA,"27729","auto",NA,NA
"147","2019-10-07 09:16:38-03","UEFS","HUEFS","44848","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Oliveira, R.P.","554","2000","05","05",NA,"Brasil","Bahia","Ituberá","Jatimane, estrada para Prati Gi.","-39.021389","-13.71","20","20",NA,"Restinga brejosa.","HUEFS0044848","N.Silva","HUEFS0044848","2011","11","39W1'17''","13S42'36''","Asteranae",NA,NA,NA,NA,NA,NA
"148","2020-03-15 16:24:30-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens",NA,"J. A. Steyermark & J. J. Wurdack","392","1955","2","4","South America","Venezuela",NA,NA,NA,"-65.9119","7.0758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"149","2019-08-06 14:51:39-03","F","FMNH-SEEDPLANTS","V0469908F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens",NA,"F. C. Hoehne","571","1917","9",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0469908F",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"150","2020-03-15 16:29:46-03","F","FMNH-SEEDPLANTS","V0469909F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens",NA,"J. A. Steyermark & J. J. Wurdack","392","1955","2","4","South America","Venezuela","Bolívar",NA,NA,"-63.5","6.3333",NA,NA,NA,NA,"V0469909F","RRC ID Flag","V0469909F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"392",NA
