"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","county","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","maximumElevationInMeters","fieldNumber","individualCount"
"107","2015-05-20 10:33:44-03","UFERSA","MOSS","1861","S","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Oliveira, O.F. de","117","1980","02","29","América do Sul","Brasil","Rio Grande do Norte","Km 5 da RN 23, trecho Cerro Corá/Currais Novos.","650",NA,"Arbusto; coletado na caatinga; solo bem drenado; frequente; flor amarela.",NA,NA,"-36.366667","-6.077778","Cerro Corá","Oliveira, O.F. de","1981","08","04","36W22'00","6S04'40",NA,NA,NA,NA,NA,"650",NA,NA
"108","2015-05-20 10:33:44-03","UFERSA","MOSS","1864","S","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Oliveira, O.F. de","37","1980","02","08","América do Sul","Brasil","Rio Grande do Norte","Serra de Martins","500",NA,"Arbusto; coletado na margem de estrada; solo bem drenado; frequente; flor amarelo-ouro.",NA,NA,"-37.933333","-6.058333","Martins","Oliveira, O.F. de","1981","08","04","37W56'00","6S03'30",NA,NA,NA,NA,NA,"500",NA,NA
"109","2015-05-20 10:33:44-03","UFERSA","MOSS","9985","S","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Vodicka, M.R.","47","1979","05","21","América do Sul","Brasil","Rio Grande do Norte","Serra do Carmo.","200",NA,"Arbusto; coletada em plantação de caju; solo arenoso; independente; frequente; flor amarela",NA,NA,"-37.1","-5.233333","Mossoró","Oliveira, O.F. de","1981","08","04","37W06'00","5S14'00",NA,NA,NA,NA,NA,"200",NA,NA
"110","2015-05-20 10:33:44-03","UFERSA","MOSS","3139","S","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Figueiredo, M.A.","296","1991","07","20","América do Sul","Brasil","Rio Grande do Norte","Sítio Cotovelo","180",NA,"Arbusto; coletado na caatinga; flor amarela.",NA,NA,"-38.2972","-6.20917","Água Nova","Fernandes, A.G.",NA,NA,NA,NA,NA,"7280","auto",NA,NA,NA,"180",NA,NA
"111","2020-08-31 08:53:13-03","INPA","INPA","287437","S","Plantae","Dicotyledon Asterids","Asterales","Asteraceae","Wedelia","scaberrima","Wedelia scaberrima","Benth.","Demarchi, LO","766","2016","11","07","Southern America","Brasil","Amazonas","RDS Uatumã, Rio Uatumã, proximo a comunidade Bela Vista",NA,NA,NA,"INPA0287437",NA,"-59.011111","-2.255556","São Sebastião do Uatumã","Ramos, JF","2019",NA,NA,"-59.011111","-2.255556",NA,NA,NA,NA,NA,NA,NA,NA
"112","2014-11-27 10:45:34-02","UFPB","EAN","492","S","Plantae",NA,NA,"Asteraceae","Wedelia","scaberrima","Wedelia scaberrima","Bth.",NA,NA,"1945","10","15",NA,"Brasil","Paraíba","Em nossas capoeiras comuns",NA,NA,"Flores radiais amarelo - ouro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-02-04 10:26:35-03","UFRPE","HST","18215","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","M.I.B.Loiola; G.B.C.Paterno","1185","2007","05","14",NA,"Brasil","Rio Grande do Norte","Novo Horizonte",NA,NA,"Subarbusto; flores amarelas.","HST018215",NA,"-35.741111","-5.2825","São Miguel do Gostoso",NA,NA,NA,NA,"35°44'28''W","5°16'57''S",NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-09-12 05:00:02-03","US","US","1069483","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","H. F. Pittier","9601","1921","7","10","South America - Neotropics","Venezuela",NA,"Federal District, Gamboa around Caracas","800",NA,NA,"US01764421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1000",NA,"1"
"115","2020-09-12 05:00:02-03","US","US","3112732","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","M. J. Jansen-Jacobs, B. Welle, A. .R. A. Görts-van Rijn & R. C. Ek","1073","1987","11","20","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Kanuku Mts., Maipaima, Camp 3 on Tsikoma Creek","160",NA,NA,"US00619309",NA,"-59.5","3.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"116","2020-09-12 05:00:02-03","US","US","2584160","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","J. A. Steyermark","97536","1966","10","10","South America - Neotropics","Venezuela",NA,"Entre Naiguata y Hacienda Cocuizal, Distrito Federal, Cerro Naiguata, laderas pendientes del lado del mar que miran hacia el Norte, arriba del pueblo de Naiguata","400",NA,NA,"US01764408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"117","2020-09-12 05:00:02-03","US","US","1879590","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","T. Lasser","724","1943","6","10","South America - Neotropics","Venezuela",NA,"Dist. Fed,: Colinas de El Paraiso, Caracas;","930",NA,NA,"US01764282","US01764282_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"118","2020-09-12 05:00:02-03","US","US","2641073","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","L. Aristeguieta","130",NA,NA,NA,"South America - Neotropics","Venezuela",NA,NA,NA,NA,NA,"US01764402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"119","2020-09-12 05:00:02-03","US","US","2518256","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","A. Weberbauer","7658","1927","2","19","South America - Neotropics","Peru","Tumbes","Mts. E. of Hacienda Chicama, Prov, Tumbez, Dept. Tumbez, Peru","700",NA,NA,"US01764374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"800",NA,"1"
"120","2020-09-12 05:00:02-03","US","US","2103416","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","E. de Kattáh, J. A. Molina & F. A. Barkley","19At021","1949","1","1","South America - Neotropics","Colombia","Atlántico","Orillas del mar a un lado de Salgar, cerca a Puerto Colombia","10",NA,NA,"US01764453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"121","2020-09-12 05:00:02-03","US","US","1355936","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","E. P. Killip & A. C. Smith","20992","1927","3","22","South America - Neotropics","Colombia","Norte de Santander","Eastern Cordillera, Dept. Norte de Santander, Vicinity of Cucuta","215",NA,NA,"US01764458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"122","2020-09-12 05:00:02-03","US","US","1189342","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","H. F. Pittier","11231","1923","11","11","South America - Neotropics","Venezuela","Miranda","La Cortada, road to Guatire, near Petare",NA,NA,NA,"US01764438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"123","2020-09-12 05:00:02-03","US","US","2059233","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","A. López M.","0059","1948","4",NA,"South America - Neotropics","Peru","La Libertad","Dep. La Libertad, Prov, Trujillo, alrededores, Trujillo","80",NA,NA,"US01764378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"124","2020-09-12 05:00:02-03","US","US","2325153","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","J. Cuatrecasas & R. R. Castañeda","24413","1959","9","24","South America - Neotropics","Colombia","Magdalena","Magdalena: Soierra Nevada de Santa Marta, southeastern slopes: Hoya del Rio Donachui: below the village Donachui near the river",NA,NA,NA,"US01764351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"125","2020-09-12 05:00:02-03","US","US","2703112","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","R. R. Castañeda","2059","1950","2","25","South America - Neotropics","Colombia","Magdalena","Cienaga",NA,NA,NA,"US01764449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"126","2020-09-12 05:00:02-03","US","US","1140143","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","E. P. Killip","5389","1922","5","11","South America - Neotropics","Colombia","Valle del Cauca","Dagua, Dagua Valley","700",NA,NA,"US01764450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"900",NA,"1"
"127","2020-09-12 05:00:02-03","US","US","2560933","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","L. S. Espinal","2038","1966","8","19","South America - Neotropics","Colombia",NA,"Cerca a Buga","1050",NA,NA,"US01764346","US01764346_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"128","2020-09-12 05:00:02-03","US","US","531806","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","M. Lyon Jr.","s.n.","1900","7","6","South America - Neotropics","Venezuela",NA,"La Guaira",NA,NA,NA,"US01764411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"129","2020-09-12 05:00:02-03","US","US","3212105","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","J. F. Pruski","1358","1979","12","12","South America - Neotropics","Venezuela","Yaracuy","Yaracuy: Roadsides along forest 5.9-7 km N of the salom Plaza on the road to Candelaria","1380",NA,NA,"US01764364","US01764364_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1420",NA,"1"
"130","2020-09-12 05:00:02-03","US","US","2045954","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","O. L. Haught","6352","1949","3","10","South America - Neotropics","Colombia","Tolima","Chicoral, Dept. of Tolima, Slender suffrutescent","450",NA,NA,"US01764342","US01764342_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"131","2020-09-12 05:00:02-03","US","US","987975","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","H. F. Pittier","7877","1918","6",NA,"South America - Neotropics","Venezuela",NA,"Lower Cotiza, near Caracas","800",NA,NA,"US01764401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1200",NA,"1"
"132","2020-09-12 05:00:02-03","US","US","2198981","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Bro. Gines","4281",NA,NA,NA,"South America - Neotropics","Venezuela",NA,"Camuri [interpreted], Estado D. F.",NA,NA,NA,"US01764429","US01764429_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"133","2020-09-12 05:00:02-03","US","US","987328","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","H. F. Pittier","7202","1917","6","16","South America - Neotropics","Venezuela",NA,"Lower Cotiza, near Caracas","800",NA,NA,"US01764446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1200",NA,"1"
"134","2020-09-12 05:00:02-03","US","US","3104943","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","H. Cuadros & A. H. Gentry","3444","1987","4","26","South America - Neotropics","Colombia","Cesar","Cesar, Via La Pa a Manaure","80",NA,NA,"US01764350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"135","2020-09-12 05:00:02-03","US","US","3325942","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","M. J. Jansen-Jacobs, B. Welle, C. Simmons, A. Jacobs-Brouwer, V. James & R. Andrew","4475","1995","7","15","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Moco Moco River, Kanuku Mts.","140",NA,NA,"US00619305",NA,"-59.65","3.3",NA,"Pruski, J. F.; Funk, V. A.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"180",NA,"1"
"136","2020-09-12 05:00:02-03","US","US","2222230","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","A. H. Alston","5502",NA,NA,NA,"South America - Neotropics","Venezuela",NA,"Federal District, old road from Caracas to La Guayra","700",NA,NA,"US01764427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"137","2020-09-12 05:00:02-03","US","US","1482359","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","A. Lawrance","4","1932","5","7","South America - Neotropics","Colombia","Boyacá","Regio of Mt. Chapon, extreme western part of Dept. Boyaca, northwest of Bogota","1219",NA,NA,"US01764347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"138","2020-09-12 05:00:02-03","US","US","2565681","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Macguerys","s.n.","1893",NA,NA,"South America - Neotropics","Venezuela",NA,"Venezuela, Duaca",NA,NA,NA,"US02943337","US02943337_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"139","2020-09-12 05:00:02-03","US","US","2814148","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","J. A. Steyermark, G. C. K. Dunsterville & E. Dunsterville","105719","1972","3","22","South America - Neotropics","Venezuela","Zulia","Estado Zulia: Sierra de Perija: Bosque humedo a lo largo de la quebrada del Rio Omira-kuna (Tumuriasa), cerca de la frontera Colombo-Venezolana suroeste de Pishikakao e Iria","1440",NA,NA,"US01764370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1460",NA,"1"
"140","2020-09-12 05:00:02-03","US","US","1987058","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","H. García Barriga, J. Hawkes & M. Villarreal","12998","1948","7","24","South America - Neotropics","Colombia",NA,"Cauca y Narino, Carretera Popayan a Pasto, entre El Bordo (Cauca) y La Union (Narino), (rio-Patria)","1100",NA,NA,"US01764448","US01764448_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1800",NA,"1"
"141","2020-09-12 05:00:02-03","US","US","2370294","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","L. Uribe","3771","1961","7","1","South America - Neotropics","Colombia","Casanare","4 kms al norte de Tauramena, en Canoseco","500",NA,NA,"US01764457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"142","2020-09-12 05:00:02-03","US","US","2046810","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","J. A. Steyermark","62397","1945","4","28","South America - Neotropics","Venezuela","Sucre","Along headwaters of Rio Manzanares (Rio de la Cuesta), along highway between Cumanacoa and Cocollar","780",NA,NA,"US01764413","US01764413_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"810",NA,"1"
"143","2020-09-12 05:00:02-03","US","US","1472491","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","H. F. Pittier","13007","1928","6","17","South America - Neotropics","Venezuela",NA,"Valle del rio S. Pedro, between Adjuntas & Los Teques",NA,NA,NA,"US01764404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"144","2020-09-12 05:00:02-03","US","US","2918363","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","T. Stuessy & V. A. Funk","5753","1979","8","2","South America - Neotropics","Colombia","Nariño","6 km N of Chachaquil on rd from Popayan to Pasto","1700",NA,NA,"US01764451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"145","2020-09-12 05:00:02-03","US","US","3341703","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","A. Valera","422",NA,NA,NA,"South America - Neotropics","Venezuela","Bolívar","Mun. Piar, Bajo Caroní; Río Caroní, Campamento Caruachi","125",NA,NA,"US00768422",NA,"-62.08","7.06",NA,"Licata, A.; Niño, S. M.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"146","2020-09-12 05:00:02-03","US","US","2969972","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","L. Berti, J. Veillon & I. Pena","304-979",NA,NA,NA,"South America - Neotropics","Venezuela","Lara","Bosque Espinoso premontano, Carreter Carora Baragua, Municipio Chiquinquira, Distrito Torres","1200",NA,NA,"US01764416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"147","2020-09-12 05:00:02-03","US","US","1802994","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Hermanos Christianos","197","1927","11",NA,"South America - Neotropics","Venezuela","Miranda","Miranda: El Encanto",NA,NA,NA,"US01764249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"148","2020-09-12 05:00:02-03","US","US","3546591","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","W. Meier, L. Cortéz & D. Elsner","5858","1999","11","22","South America - Neotropics","Venezuela",NA,"Estado Yaracuy, Distrito Bolivar, Sierra de Aroa, a lo largo de la carretera aroa-Cumaragua-Cocorote","500",NA,NA,"US01764447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1000",NA,"1"
"149","2020-09-12 05:00:02-03","US","US","1797180","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","J. Cuatrecasas","1022","1938","9","6","South America - Neotropics","Colombia","Boyacá","Cordillera oriental, Soata","2130",NA,NA,"US01764444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"150","2020-09-12 05:00:02-03","US","US","3036637","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","H. Cuadros V.","1989","1984","10","10","South America - Neotropics","Colombia","La Guajira","Mun. Nazareth, Serrania de La Macuira","200",NA,NA,"US01764452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"151","2020-09-12 05:00:02-03","US","US","3112749","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","M. J. Jansen-Jacobs, B. Welle, A. .R. A. Görts-van Rijn & R. C. Ek","1120","1987","11","21","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Rupununi Savanna, Mora Savanna, near Toroebaroe Creek","145",NA,NA,"US00619308","US00619308_01","-59.48","3.38",NA,"Robinson, H. E., (US)",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"152","2020-09-12 05:00:02-03","US","US","600088","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","H. F. Pittier","1693","1906","7",NA,"South America - Neotropics","Colombia","Magdalena","Between Q. del Bollo a El Platanal, on the trail from Rio Frio to San Andres [interpreted] de la Sierra","1000",NA,NA,"US01764352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"153","2020-09-12 05:00:02-03","US","US","1855629","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","E. P. Killip","37653","1943","4","27","South America - Neotropics","Venezuela","Bolívar","Ciudad Bolívar to El Cristo, along Río Orocopicha","100",NA,NA,"US00768419",NA,"-63.65","8.11",NA,"Pruski, J. F.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"300",NA,"1"
"154","2020-09-12 05:00:02-03","US","US","1950526","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Bro. Gines","132","1947","12",NA,"South America - Neotropics","Venezuela","Zulia","Zulia: Ayapa Perija, west of Machiques","1320",NA,NA,"US01764373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"155","2020-09-12 05:00:02-03","US","US","2932803","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","G. Davidse","5004","1973","12","15","South America - Neotropics","Venezuela","Sucre","5 km SW of Santa Fe along Hwy. 9 between Puerto La Cruz and Cumana","150",NA,NA,"US01764415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"156","2020-09-12 05:00:02-03","US","US","532095","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","J. Johnston","349","1903","7","2","South America - Neotropics","Venezuela",NA,"Juan Griego Trail.",NA,NA,NA,"US00998322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"157","2020-09-12 05:00:02-03","US","US","2925852","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","J. A. Steyermark & V. Espinoza","107654","1973","7","28","South America - Neotropics","Venezuela","Lara","Distrito Jimenez, Paso de Angostura, Sitio de represa de Yacambu, en la confluencia de la Quebrada Honda con el Rio Yacambu, 33 km Sureste de Sanare","500",NA,NA,"US01764403",NA,"-69.52","9.68",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"158","2020-09-12 05:00:02-03","US","US","1069488","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","H. F. Pittier","9660","1921","8","7","South America - Neotropics","Venezuela",NA,"Lower Catuche wood above Caracas","1000",NA,NA,"US01764420","US01764420_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1200",NA,"1"
"159","2020-09-12 05:00:02-03","US","US","1420633","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","A. Weberbauer","7658","1927","2","19","South America - Neotropics","Peru","Tumbes","Mts. E. of Hacienda Chicama, Prov. Tumbez, Dept. Tumbez","700",NA,NA,"US01764376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"800",NA,"1"
"160","2020-09-12 05:00:02-03","US","US","1043989","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","H. M. Curran & M. Haman","979","1917",NA,NA,"South America - Neotropics","Venezuela",NA,"Between La Guaira and Rio Grande",NA,NA,NA,"US01764365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"161","2020-09-12 05:00:02-03","US","US","2046712","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","J. A. Steyermark","56827","1944","5","28","South America - Neotropics","Venezuela","Lara","Desert between Carora and Barquisimeto","500",NA,NA,"US01764423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"162","2020-09-12 05:00:02-03","US","US","601890","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","H. F. Pittier","6160","1913","5","14","South America - Neotropics","Venezuela",NA,"Federal District, Around Caracas","800",NA,NA,"US01764406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1200",NA,"1"
"163","2020-09-12 05:00:02-03","US","US","602132","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","H. F. Pittier","6394","1913","6","29","South America - Neotropics","Venezuela","Lara","State of Lara, Around Barquisimeto, in the cacytus formation","600",NA,NA,"US01764363","US01764363_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"164","2020-09-12 05:00:02-03","US","US","1594486","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","E. Reed","570",NA,NA,NA,"South America - Neotropics","Venezuela","Merida","State of Merida, Brecenio Hacienda, desert","1158",NA,NA,"US01764361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
