"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","infraspecificEpithet","dayIdentified","relatedCatalogItem","fieldNumber","individualCount","sex"
"1119","2018-10-09 16:32:02-03","UFLA","ESAL","13273","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","S. D'Angelo Neto(494); Ricardo",NA,NA,NA,NA,"Brasil",NA,NA,"erva; 0.60; ;",NA,NA,NA,"P.Beauv.",NA,"18","Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120","2018-10-09 16:32:02-03","UFLA","ESAL","14460","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Lourenço, RA",NA,NA,NA,NA,"Brasil",NA,NA,"erva; 0.50; ;",NA,NA,NA,"P.Beauv.",NA,"290","Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121","2018-10-09 16:32:02-03","UFLA","ESAL","1628","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Pereira, SC",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;",NA,NA,NA,"P.Beauv.","S. C. Pereira","199","Minas Gerais","Lavras","ESAL","-44.999444","-21.245278",NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1122","2018-10-09 16:32:02-03","UFLA","ESAL","1777","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Leitão Filho, HF; et al.",NA,NA,NA,NA,"Brasil",NA,NA,"erva; ; ;; campo rupestre",NA,NA,NA,"P.Beauv.",NA,"s.n.","Minas Gerais","Lavras",NA,"-44.999444","-21.245278",NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123","2018-10-09 16:32:02-03","UFLA","ESAL","28628","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Franchi, JV","2017","03","06",NA,"Brasil",NA,NA,"Material da di; Erva, 60cm; Campo Rupestre",NA,NA,NA,"P.Beauv.","Massensini Jr.; A.","s.n.","Minas Gerais","Lavras","De frente para o Parque Ecológico Quedas do Rio Bo","-44.999444","-21.245278",NA,NA,NA,NA,"-44.999444","-21.245278","2017","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124","2018-10-09 16:32:02-03","UFLA","ESAL","28629","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Pessoa, TVS","2017","03","06",NA,"Brasil",NA,NA,"Material da di; Erva, 60cm; Campo Rupestre",NA,NA,NA,"P.Beauv.","Massensini Jr.; A.","s.n.","Minas Gerais","Lavras","De frente para o Parque Ecológico Quedas do Rio Bo","-44.999444","-21.245278",NA,NA,NA,NA,"-44.999444","-21.245278","2017","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125","2019-05-09 11:05:31-03","UFLA","ESAL","29080","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Domingos, DQ; Furtado, CC","2008","05","25",NA,"Brasil",NA,NA,"Erva.; Campo Rupestre",NA,NA,NA,"P.Beauv.","Domingos, DQ","1347","Minas Gerais","Lavras","Parque Quedas do Rio Bonito, Transição de cerrado e campo rupestre.","-44.974167","-21.331944",NA,NA,NA,NA,"-44.974167","-21.331944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126","2019-05-09 11:05:31-03","UFLA","ESAL","29081","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Domingos, DQ; Furtado, CC","2008","09","11",NA,"Brasil",NA,NA,"Erva.; Campo Rupestre",NA,NA,NA,"P.Beauv.","Domingos, DQ","1348","Minas Gerais","Lavras","Parque Quedas do Rio Bonito, Transição de cerrado e campo rupestre.","-44.974167","-21.331944",NA,NA,NA,NA,"-44.974167","-21.331944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127","2019-05-09 11:05:31-03","UFLA","ESAL","29082","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Domingos, DQ; Furtado, CC","2007",NA,NA,NA,"Brasil",NA,NA,"Erva.; Campo Rupestre",NA,NA,NA,"P.Beauv.","Domingos, DQ","1349","Minas Gerais","Lavras","Parque Quedas do Rio Bonito, Transição de cerrado e campo rupestre.","-44.974167","-21.331944",NA,NA,NA,NA,"-44.974167","-21.331944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1128","2018-10-09 16:32:02-03","UFLA","ESAL","296","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Black",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;",NA,NA,NA,"P.Beauv.","A. Chase","1.481-B","Minas Gerais","Lavras",NA,"-44.999444","-21.245278",NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129","2019-08-20 12:04:51-03","UFLA","ESAL","31417","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Arruda, I A C; Rosa, R M; Mansanares, M E","2015","07","15",NA,"Brasil",NA,NA,"Erva, 15cm, espiga plumosa.; Campo Rupestre, campo geral arenoso.",NA,NA,NA,"P.Beauv.","Massensini Jr.; A.","43","Minas Gerais","Itutinga","Serra do Ouro Grosso","-44.64","-21.308056",NA,"1000","1000",NA,"-44.64","-21.308056","2017","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130","2019-08-20 12:04:51-03","UFLA","ESAL","31560","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Arruda, I A C; Martins, C P V","2016","02","27",NA,"Brasil",NA,NA,"Erva, 50cm, brácteas acastanhadas c indumentos brancos e inflorescência c/ indumentos ferrugíneos.; Campo Rupestre, campo geral arenoso.",NA,NA,NA,"P.Beauv.","Massensini Jr.; A.","467","Minas Gerais","Itutinga","Serra do Pombeiro porção Sul","-44.720306","-21.389778",NA,"1016","1016",NA,"-44.720306","-21.389778","2017","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1131","2018-10-09 16:32:02-03","UFLA","ESAL","5108","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Pereira, SC",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;",NA,NA,NA,"P.Beauv.","S. C. Pereira","s.n.","Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1132","2018-10-09 16:32:02-03","UFLA","ESAL","6380","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Carvalho, DA",NA,NA,NA,NA,"Brasil",NA,NA,"erva; 0.40; ;; campo rupestre",NA,NA,NA,"P.Beauv.","S. C. Pereira","s.n.","Minas Gerais","Lavras","Serra da Bocaina/Poço Bonito, Poço Bonito","-44.999444","-21.245278",NA,"10","10",NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133","2017-11-24 14:12:01-02","UFLA","ESAL","7182","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","S. C. Pereira; M. H. Lagoa",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;; campo rupestre",NA,NA,NA,"P.Beauv.","S. C. Pereira","s.n.","Minas Gerais","Furnas","Km 285 da Rod. para Passos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134","2018-10-09 16:32:02-03","UFLA","ESAL","8672","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Carvalho, DA",NA,NA,NA,NA,"Brasil",NA,NA,"erva; 0.60; ;; campo rupestre",NA,NA,NA,"P.Beauv.","S. C. Pereira","s.n.","Minas Gerais","Lavras","Serra da Bocaina/Poço Bonito, Poço Bonito","-44.999444","-21.245278",NA,"11","11",NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135","2017-11-24 14:12:01-02","UFLA","ESAL","3619","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Guimarães, JAP; et al.",NA,NA,NA,NA,"Brasil",NA,NA,"erva; 0.50; ;; cerrado",NA,NA,NA,"P.Beauv.","S. C. Pereira","s.n.","Minas Gerais","Alpinópolis",NA,"-46.3880996704102","-20.8635997772217",NA,NA,NA,NA,NA,NA,NA,NA,"22010","auto",NA,NA,NA,NA,NA,NA,NA
"1136","2017-11-24 14:12:01-02","UFLA","ESAL","3426","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Pereira, SC",NA,NA,NA,NA,"Brasil",NA,NA,"erva; ; ;; cerrado",NA,NA,NA,"P.Beauv.","S. C. Pereira","s.n.","Minas Gerais","Alpinópolis",NA,"-46.3880996704102","-20.8635997772217",NA,NA,NA,NA,NA,NA,NA,NA,"22010","auto",NA,NA,NA,NA,NA,NA,NA
"1137","2017-11-24 14:12:01-02","UFLA","ESAL","4657","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Fernanda F.",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;",NA,NA,NA,"P.Beauv.","S. C. Pereira","s.n.","Minas Gerais","Itumirim","Br 265, Km 118 -Rosário","-44.8711013793945","-21.3169002532959",NA,NA,NA,NA,NA,NA,NA,NA,"16596","auto",NA,NA,NA,NA,NA,NA,NA
"1138","2017-11-24 14:12:01-02","UFLA","ESAL","2472","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Guimarães, JAP; et al.",NA,NA,NA,NA,"Brasil",NA,NA,"erva; 0.50; ;; cerrado",NA,NA,NA,"P.Beauv.",NA,"s.n.","Minas Gerais","Itumirim","Rosário","-44.8711013793945","-21.3169002532959",NA,NA,NA,NA,NA,NA,NA,NA,"16596","auto",NA,NA,NA,NA,NA,NA,NA
"1139","2017-11-24 14:12:01-02","UFLA","ESAL","6494","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Carvalho, DA",NA,NA,NA,NA,"Brasil",NA,NA,"erva; 0.30; ;; campo rupestre",NA,NA,NA,"P.Beauv.","S. C. Pereira","s.n.","Minas Gerais","Itumirim","Serra da Bocaina, Morro da Janela","-44.8711013793945","-21.3169002532959",NA,"11","11",NA,NA,NA,NA,NA,"16596","auto",NA,NA,NA,NA,NA,NA,NA
"1140","2017-11-24 14:12:01-02","UFLA","ESAL","7244","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Pereira, SC",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;; campo rupestre",NA,NA,NA,"P.Beauv.","S. C. Pereira","s.n.","Minas Gerais","Itutinga","Área da Usina","-44.6577987670898","-21.2980995178223",NA,NA,NA,NA,NA,NA,NA,NA,"24458","auto",NA,NA,NA,NA,NA,NA,NA
"1141","2017-11-24 14:12:01-02","UFLA","ESAL","5239","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Pereira, SC",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;; campo rupestre",NA,NA,NA,"P.Beauv.","S. C. Pereira","s.n.","Minas Gerais","Itutinga","Próximo ao Iate Clube de Camargos","-44.6577987670898","-21.2980995178223",NA,NA,NA,NA,NA,NA,NA,NA,"24458","auto",NA,NA,NA,NA,NA,NA,NA
"1142","2017-11-24 14:12:01-02","UFLA","ESAL","2649","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Carvalho, DA",NA,NA,NA,NA,"Brasil",NA,NA,"erva; 0.4; ;; cerrado",NA,NA,NA,"P.Beauv.","S. C. Pereira","s.n.","Minas Gerais","Pimenta",NA,"-45.798900604248","-20.4839000701904",NA,NA,NA,NA,NA,NA,NA,NA,"21095","auto",NA,NA,NA,NA,NA,NA,NA
"1143","2017-11-24 14:12:01-02","UFLA","ESAL","9220","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Krieger, L",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;; formação antrópica",NA,NA,NA,"P.Beauv.","Clero C. Ferreira","s.n.","Minas Gerais","São João Del Rei","Sâo João Del Rei/São Sebastião da Vitória","-44.2616996765137","-21.1355991363525",NA,NA,NA,NA,NA,NA,NA,NA,"39093","auto",NA,NA,NA,NA,NA,NA,NA
"1144","2017-11-24 14:12:01-02","UFLA","ESAL","9301","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","UFJF; EMBRAPA",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;",NA,NA,NA,"P.Beauv.","Clero C. Ferreira","s.n.","Minas Gerais","São João Del Rei","Sâo João Del Rei/São Sebastião da Vitória","-44.2616996765137","-21.1355991363525",NA,NA,NA,NA,NA,NA,NA,NA,"39093","auto",NA,NA,NA,NA,NA,NA,NA
"1145","2017-11-24 14:12:01-02","UFLA","ESAL","9229","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","UFJF; EMBRAPA",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;",NA,NA,NA,"P.Beauv.",NA,"s.n.","Minas Gerais","São João Del Rey","Sâo João Del Rei/São Sebastião da Vitória","-44.2616996765137","-21.1355991363525",NA,NA,NA,NA,NA,NA,NA,NA,"39093","auto",NA,NA,NA,NA,NA,NA,NA
"1146","2017-11-24 14:12:01-02","UFLA","ESAL","5191","S","Plantae","Poaceae","Axonopus","canescens","Axonopus canescens","Pereira, SC",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;; cerrado",NA,NA,NA,"(Nees ex Trin.) Pilg.","T. S. Filgueiras","s.n.","Minas Gerais","Boa Esperança","Boa Esperança/ Ilicínea","-45.5657997131348","-21.0900001525879",NA,NA,NA,NA,NA,NA,NA,NA,"37175","auto",NA,NA,NA,NA,NA,NA,NA
"1147","2017-11-24 14:12:01-02","UFLA","ESAL","4629","S","Plantae","Poaceae","Axonopus","canescens","Axonopus canescens","Fernando Frieuri",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;; cerrado",NA,NA,NA,"(Nees ex Trin.) Pilg.","S. C. Pereira","s.n.","Minas Gerais","Boa Esperança","Próximo a Usina Boa Vista","-45.5657997131348","-21.0900001525879",NA,NA,NA,NA,NA,NA,NA,NA,"37175","auto",NA,NA,NA,NA,NA,NA,NA
"1148","2020-06-25 16:06:22-03","FUVATES","HVAT","3094","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysostachyus","Axonopus chrysostachyus","M. Sobral; L. A. Mattos Silva","1988","08","01",NA,"Brasil",NA,NA,"Doação do Herbário ICN, registro ICN 084500; Inflorescências acastanhadas.; Campo alterado.","HVAT00003094",NA,NA,"(Schrad.) Pilg.","T. S. Santos","6035","Bahia","Ilhéus","Fazenda Theobroma.","-39.049444","-14.788889",NA,NA,NA,NA,"-39º2'58''W","-14º47'20''S","1988","08",NA,NA,NA,NA,"01",NA,NA,NA,NA
"1149","2019-12-19 11:20:02-03","UFG","UFG","42958","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Rodrigues-da-Silva, R.","2002","03","22",NA,"Brasil",NA,NA,NA,"UFG0042958",NA,NA,"P.Beauv.","Rodrigues-da-Silva, R.","568","Minas Gerais",NA,"Chapada dos Gaúchos","-46.577778","-15.291111","UFG0042958",NA,NA,NA,"-46.577778","-15.291111","2002","09",NA,NA,NA,NA,"16",NA,NA,NA,NA
"1150","2019-12-19 11:20:02-03","UFG","UFG","26761","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Sampaio, A.B.; Proença, C.E.B.; Simpson, P.L.; et al.","2001","05","09",NA,"Brasil",NA,NA,"Erva ereta; inflorescência verde/amarelo.","UFG026761",NA,NA,"P.Beauv.","Silva, R.R.","538","Tocantins","Mateiros","Estrada entre a ponte do Rio Novo e Dianópolis; relevo levemente ondulado.","-46.783333","-10.716667",NA,NA,NA,NA,"-46.783333","-10.716667","2001","12",NA,NA,NA,NA,"04",NA,NA,NA,NA
"1151","2019-12-19 11:20:02-03","UFG","UFG","42937","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Amaral, A.G.; et al.","2008","07","03",NA,"Brasil",NA,NA,NA,"UFG0042937",NA,NA,"P.Beauv.","Chacon, R.G.","2084","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358","UFG0042937",NA,NA,NA,NA,NA,"2008","07","70570","auto",NA,NA,NA,NA,NA,NA,NA
"1152","2019-12-19 11:20:02-03","UFG","UFG","43049","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Aparecida da Silva, M.; et al.","2008","11","22",NA,"Brasil",NA,NA,NA,"UFG0043049",NA,NA,"P.Beauv.","Aparecida da Silva, M.","6806","Goiás","Cocalzinho de Goiás",NA,"-48.7757987976074","-15.7944002151489","UFG0043049",NA,NA,NA,NA,NA,"2008","11","56114","auto",NA,NA,"22",NA,NA,NA,NA
"1153","2019-12-19 11:20:02-03","UFG","UFG","4935","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Rizzo, J.A.; Barbosa, A.","1970","03","21",NA,"Brasil",NA,NA,"Herbácea; corola roxa.","UFG004935",NA,NA,"P.Beauv.","Filgueiras, T.S.","4782","Goiás","Goianira","A 2 km da margem esquerda do Rio Meia Ponte, na fazenda Louzandira; mata.","-49.426399230957","-16.4960994720459",NA,NA,NA,NA,NA,NA,"1995",NA,"19902","auto",NA,NA,NA,NA,NA,NA,NA
"1154","2019-12-19 11:20:02-03","UFG","UFG","4001","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Rizzo, J.A.","1969","05","04",NA,"Brasil",NA,NA,NA,"UFG004001",NA,NA,"P.Beauv.","Filgueiras, T.S.","4172","Goiás","Mossâmedes","Reserva Biológica da Serra Dourada, Divisa dos Municípios de Mossâmedes ao sul e Goiás ao norte.","-50.2150001525879","-16.1266994476318",NA,NA,NA,NA,NA,NA,"1995",NA,"30139","auto",NA,NA,NA,NA,NA,NA,NA
"1155","2019-12-19 11:20:02-03","UFG","UFG","4008","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Rizzo, J.A.","1969","04","05",NA,"Brasil",NA,NA,NA,"UFG004008",NA,NA,"P.Beauv.","Filgueiras, T.S.","4119","Goiás","Mossâmedes","Reserva Biológica da Serra Dourada, Divisa dos Municípios de Mossâmedes ao sul e Goiás ao norte.","-50.2150001525879","-16.1266994476318",NA,NA,NA,NA,NA,NA,"1995",NA,"30139","auto",NA,NA,NA,NA,NA,NA,NA
"1156","2019-12-19 11:20:02-03","UFG","UFG","3979","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Rizzo, J.A.","1969","07","02",NA,"Brasil",NA,NA,NA,"UFG003979",NA,NA,"P.Beauv.","Filgueiras, T.S.","4349","Goiás","Mossâmedes","Reserva Biológica da Serra Dourada, Divisa dos Municipios de Mossâmedes ao sul e Goiás ao norte; campo rupestre.","-50.2150001525879","-16.1266994476318",NA,NA,NA,NA,NA,NA,"1995",NA,"30139","auto",NA,NA,NA,NA,NA,NA,NA
"1157","2019-12-19 11:20:02-03","UFG","UFG","6047","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Rizzo, J.A.; Barbosa, A.","1971","02","04",NA,"Brasil",NA,NA,"60cm.","UFG006047",NA,NA,"P.Beauv.","Filgueiras, T.S.","5947","Goiás","Caldas Novas","Serra de Caldas Novas, Cerrado, campo rupestre.","-48.625","-17.74169921875",NA,NA,NA,NA,NA,NA,"1995",NA,"36612","auto",NA,NA,NA,NA,NA,NA,NA
"1158","2019-12-19 11:20:02-03","UFG","UFG","5059","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Rizzo, J.A.; Barbosa, A.","1970","02","28",NA,"Brasil",NA,NA,NA,"UFG005059",NA,NA,"P.Beauv.","Filgueiras, T.S.","4823","Goiás","Caldas Novas","Serra de Caldas Novas, Cerrado, campo rupestre.","-48.625","-17.74169921875",NA,NA,NA,NA,NA,NA,"1995",NA,"36612","auto",NA,NA,NA,NA,NA,NA,NA
"1159","2019-12-19 11:20:02-03","UFG","UFG","6322","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Rizzo, J.A.; Barbosa, A.","1971","04","17",NA,"Brasil",NA,NA,"80cm.","UFG006322",NA,NA,"P.Beauv.","Filgueiras, T.S.","6222","Goiás","Amorinópolis","Serra dos Caiapós, A 40 km de Amorinópolis para Rio Verde. Cerrado e campo cerrado.","-51.0936012268066","-16.6191997528076",NA,NA,NA,NA,NA,NA,"1995",NA,"22710","auto",NA,NA,NA,NA,NA,NA,NA
"1160","2019-12-19 11:20:02-03","UFG","UFG","7126","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Rizzo, J.A.; Barbosa, A.","1971","10","16",NA,"Brasil",NA,NA,"80cm.","UFG007126",NA,NA,"P.Beauv.","Filgueiras, T.S.","7126","Goiás","Amorinópolis","Serra dos Caiapós, A 40 km de Amorinópolis para Rio Verde. Cerrado e Campo Cerrado.","-51.0936012268066","-16.6191997528076",NA,NA,NA,NA,NA,NA,"1995",NA,"22710","auto",NA,NA,NA,NA,NA,NA,NA
"1161","2019-12-19 11:20:02-03","UFG","UFG","6188","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Rizzo, J.A.; Barbosa, A.","1971","03","20",NA,"Brasil",NA,NA,"Inflorescência amarela.","UFG006188",NA,NA,"P.Beauv.","Filgueiras, T.S.","6088","Goiás","Amorinópolis","Serra dos Caiapós, A 40 km de Amorinópolis para Rio Verde. Cerrado e Campo Cerrado.","-51.0936012268066","-16.6191997528076",NA,NA,NA,NA,NA,NA,"1995",NA,"22710","auto",NA,NA,NA,NA,NA,NA,NA
"1162","2019-06-10 10:11:27-03","FZB-BH","BHZB","1421","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Rezende, S.G. & Werneck, M.","2003","12","01",NA,"Brasil",NA,NA,"Doação Sete Soluções.",NA,NA,NA,NA,NA,NA,"MG","Nova Lima","Vale Cristais","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA
"1163","2019-06-10 10:11:27-03","FZB-BH","BHZB","5119","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Mendes, M.","2004","07","28",NA,"Brasil",NA,NA,"Doação Sete Soluções.",NA,NA,NA,NA,"Pedro Viana",NA,"MG","Nova Lima","Vale dos Cristais","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,"2012","09","29211","auto",NA,NA,NA,NA,NA,NA,NA
"1164","2019-06-10 10:11:27-03","FZB-BH","BHZB","731","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Grandi, T.S.M.","1990","02","20",NA,"Brasil",NA,NA,"Coletada na 2ª estação.",NA,NA,NA,NA,"P.L.Viana",NA,"MG","Moeda","Serra da Moeda","-44.0527992248535","-20.3330993652344",NA,NA,NA,NA,NA,NA,"2004","11","14750","auto",NA,NA,NA,NA,NA,NA,NA
"1165","2019-06-10 10:11:27-03","FZB-BH","BHZB","10160","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Ordones, J. et al.","2013","01","31",NA,"Brasil",NA,NA,"com duplicata",NA,NA,NA,NA,"P.L.Viana","2183","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo do Gerais, Brumas","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"2013","11","26557","auto",NA,NA,NA,NA,NA,NA,NA
"1166","2019-06-10 10:11:27-03","FZB-BH","BHZB","663","S","Plantae","Poaceae","Axonopus","cf. aureus","Axonopus cf. aureus","Pôrto de Paula, L.M. et al.","1990","04","11",NA,"Brasil",NA,NA,"Outros coletores: Grandi, T.S.M. Com duplicata.",NA,NA,NA,NA,"P.L.Viana",NA,"MG","Moeda","Serra da Moeda","-44.0527992248535","-20.3330993652344",NA,NA,NA,NA,NA,NA,"2004","11","14750","auto",NA,NA,NA,NA,NA,NA,NA
"1167","2021-01-26 13:57:29-03","IMA","MAC","43897","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Chagas-Mota","2009","09","11",NA,"Brasil",NA,NA,"Erva ca. 30 cm de altura. Inflorescência castanha.; Restinga.","MAC0043897",NA,NA,"P.Beauv.","R.P.Oliveira","5401","Alagoas","Marechal Deodoro","Dunas do Cavalo Russo.","-35.896731","-9.709714",NA,NA,NA,NA,"-35.896731","-9.709714","2019","01",NA,NA,NA,NA,"16",NA,NA,NA,NA
"1168","2021-01-26 13:57:29-03","IMA","MAC","6053","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","T.S.Filgueiros","1980","03","27",NA,"Brasil",NA,NA,"Capim de folhas tenras. Inflorescências amarelo-ouro.","MAC0006053",NA,NA,"P.Beauv.",NA,"706","Goiás","Santo Antônio do Desc","Campo rupestre, ca. 5 km da cidade.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169","2021-02-04 10:29:46-03","UFRPE","HST","23156","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","M.L. Fonseca; B.T.P.M.Goes; R. Marquete; A.Danieli-Silva; L.L.Bergamini; L.L.Guimarães; B.S.Barros","2018","05","11",NA,"Brasil",NA,NA,"Erva com até 0,90 m de altura. Heliófila. Caule arroxeado. Folhas levemente pilosas. Inflorescência. com aristas douradas. Comum.","HST023156",NA,NA,"P.Beauv.","M.L.Fonseca","6926","Goiás","Alto Paraíso de Goiás","Cerca de 6 km de São Jorge. Entre a margem da rodovia e vereda.","-47.744722","-14.314167",NA,"1116","1116",NA,"47W44'41''","14S18'51''","2018","08",NA,NA,NA,NA,"20",NA,NA,NA,NA
"1170","2021-02-04 10:29:46-03","UFRPE","HST","11286","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","L.P. de Queiroz; et al.","2002","09","18",NA,"Brasil",NA,NA,"Erva cespitosa até 80 cm alt., crescendo em área aberta do campo rupestre.","HST011286",NA,NA,"P.Beauv.",NA,"7446","Bahia","Lençóis",NA,"-41.418333","-12.463333",NA,"786","786",NA,"41W25'06''","12S27'48''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1171","2021-02-04 10:29:46-03","UFRPE","HST","12364","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","A.M.Miranda; et al.","2004","11","14",NA,"Brasil",NA,NA,"Erva formando touceira, segmentos vegetativos verdes; inflorescência amarronzada.","HST012364",NA,NA,"P.Beauv.","M.B.Costa e Silva","4531","Bahia","Maraú",NA,"-39.0147018432617","-14.103099822998",NA,NA,NA,NA,NA,NA,"2004","12","47076","auto",NA,NA,"09",NA,NA,NA,NA
