"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","individualCount"
"92","2020-09-12 05:00:02-03","US","US","2016304","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R. Sm.","J. M. Idrobo & R. E. Schultes","1141","1951","1","6","South America - Neotropics","Colombia","Meta",NA,"Cordillera La Macarena (extremo nordeste), macizo Renjifo, cumbre y alrededores",NA,NA,"1300",NA,NA,"US01607554",NA,"1900",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1"
"93","2020-09-12 05:00:02-03","US","US","1831151","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R. Sm.","R. E. Schultes & E. Smith","12549","1941","10","18","South America - Neotropics","Colombia","Norte de Santander",NA,"Cordillera Oriental, Departamento Norte de Santander; región del Sarare: entre el Alto del Loro y el Alto de Santa Inés",NA,NA,"1800",NA,NA,"US01607557",NA,"2200",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1"
"94","2020-09-12 05:00:02-03","US","US","2290421","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R. Sm.","F. R. Fosberg","19961","1943","2","6","South America - Neotropics","Colombia","Huila",NA,"Cordillera Oriental, ridge between drainage of Río Guarapas and Río Guachicas, jus below main ridge of Cordillera Oriental, above PALESTINA, s.w. pf Pitalito, Dept. del Huila","-76.27","1.58","2000",NA,NA,"US01607551","US01607551_01","2300",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1"
"95","2020-09-12 05:00:02-03","US","US","3628899","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R. Sm.","J. Mostacero, R. Castillo & S. Ploeger","358","1999","9","26","South America - Neotropics","Venezuela","Vargas",NA,"Cordillera de la Costa, Serrania del Litoral, Monumento Natural Pico Codazi: carretera Arco de la Colonia Tovar--Pto. Cruz, 1 km dsde el Arco, Urb. Residencial Jengbrillar, Sector La Neblina, cercanias de la propiedad de la Familia Nieves, sendero que conduce a las faldas y","67.2417","10.43","2200",NA,NA,"US01607548",NA,"2280",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1"
"96","2020-09-12 05:00:02-03","US","US","3252601","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R. Sm.","J. M. Beitel","85094","1985","1","31","South America - Neotropics","Venezuela","Amazonas","Río Negro","Cerro de la Neblina, Camp VII, 5.1 km NE Pico Phelps (=Neblina), 21.5 km E Neblina Base Camp, E side of Caño Gardner","-65.96","0.84","1730",NA,NA,"US00808910",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1"
"97","2020-09-12 05:00:02-03","US","US","833550","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R. Sm.","H. H. Rusby","376","1885",NA,NA,"South America - Neotropics","Bolivia",NA,NA,"Near Yungas",NA,NA,"1219",NA,NA,"US01607564",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1"
"98","2020-09-12 05:00:02-03","US","US","2203684","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R. Sm.","M. L. Grant","10767","1945","2","2","South America - Neotropics","Colombia","Magdalena",NA,"Cordillera Oriental, Dep: Magdalena, Sierra de Perijá, 8 km. east-me. of Manaure, 44 km. east of Valledupar, 5 km. from the Venezuelan border",NA,NA,"2375",NA,NA,"US01607552","US01607552_01",NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1"
"99","2020-09-12 05:00:02-03","US","US","700282","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R. Sm.","R. S. Williams","1136","1902","7","29","South America - Neotropics","Bolivia",NA,NA,"Santa Anna",NA,NA,"1676",NA,NA,"US01607561",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1"
"100","2020-09-12 05:00:02-03","US","US","1067575","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R. Sm.","Moritz, --","254b",NA,NA,NA,"South America - Neotropics","Colombia",NA,NA,"Tovar reg oeizaba ad truni [illegible text] humidis umbros [interpreted]",NA,NA,NA,NA,NA,"US01607549","US01607549_01",NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1"
"101","2020-09-12 05:00:02-03","US","US","1832072","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R. Sm.","R. S. Williams","1136","1902","7","29","South America - Neotropics","Bolivia",NA,NA,"Santa Anna",NA,NA,"1524",NA,NA,"US01607562","US01607562_01",NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1"
"102","2020-09-12 05:00:02-03","US","US","3628862","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R. Sm.","J. Mostacero & R. Castillo","408","1999","11","14","South America - Neotropics","Venezuela","Vargas",NA,"Cordilleras de la Costa, Serrania de; Litoral, Monumento Natural Pico Codazzi: carretera Arco de la Colonia Tovar-Pto. Cruz, 2.5 km desde el Arco, al sur del Centro Turistico Villa Bahareque, bosque de galerias en los márgenes de la Quebrada La Fuente, netre Alto Lagunazo y","-67.225","10.43","1950",NA,NA,"US01927549",NA,NA,"Mostacero, J.",NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1"
"103","2020-09-12 05:00:02-03","US","US","2203888","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R. Sm.","F. R. Fosberg","19961","1943","2","6","South America - Neotropics","Colombia","Huila",NA,"Cordillera Oriental, ridge between drainage of Río Guarapas and Río Guachicas, jus below main ridge of Cordillera Oriental, above PALESTINA, s.w. pf Pitalito, Dept. del Huila","-76.27","1.58","2000",NA,NA,"US01607550",NA,"2300",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1"
"104","2020-09-12 05:00:02-03","US","US","2690502","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R. Sm.","O. Handro","763","1958","4","29","South America - Neotropics","Brazil","São Paulo",NA,"Municpio de Salespolis",NA,NA,NA,NA,NA,"US01607559","US01607559_01",NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1"
"105","2020-09-12 05:00:02-03","US","US","1830219","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R. Sm.","A. Fendler","213","1854",NA,NA,"South America - Neotropics","Venezuela",NA,NA,"Prope coloniam Tovar",NA,NA,NA,NA,NA,"US01607556",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1"
"106","2020-09-12 05:00:02-03","US","US","1098987","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R. Sm.","O. Buchtien","5252","1920",NA,NA,"South America - Neotropics","Bolivia",NA,NA,"Hacienda Simaco sobre el camino a Tipuani",NA,NA,"1400",NA,NA,"US01607563",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1"
"107","2019-12-19 16:20:56-03","UFMG","BHCB-SL","64942","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","Salino, A; Dittrich, VAO; Morais, PO; Carvalho, A; Teixeira, LCRS; Oliveira, AM","7691","2001","10","29","América","Brasil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar, Núcleo Santa Vigínia, Trilha da Pirapitinga. Floresta Ombrófila Densa Montana.","-45.15","-23.337722","900",NA,"Epífita a 1,80m de altura, interior de mata.","BHCB002377","BHCB002377","950","Salino, A",NA,NA,NA,"2001","11","-45.15","-23.337722",NA,NA,NA
"108","2021-01-12 15:24:38-03","UFMG","BHCB-SL","57489","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","Salino, A; Dittrich, VAO; Meinberg, AC; Morais, PO","6091","2001","03","04","América","Brasil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar, Núcleo Santa Virgínia, trilha da Pirapitinga. Floresta Ombrófila Densa Montana.","-45.146667","-23.341389","900",NA,"Epífita em Cyathea ,a 2m de altura",NA,NA,"950","Salino, A",NA,NA,NA,"2001","06","-45.146667","-23.341389",NA,NA,NA
"109","2019-11-07 11:19:14-03","UFMG","BHCB-SL","80993","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","Salino, A; et al.","8466","2003","04","15","América","Brasil","São Paulo","Ribeirão Grande","Parque Estadual Intervales, Trilha da Caçadinha, com ínicio na estrada do Carmo. Vegetação Secundária de Floresta Ombrófila Densa Montana.","-48.419167","-24.2775","780",NA,"Epífita em caule de Alsophila à 1,5m de altura, no interior de mata.",NA,NA,"780","Salino, A",NA,NA,NA,"2003","04","-48.419167","-24.2775",NA,NA,NA
"110","2019-11-07 11:19:14-03","UFMG","BHCB-SL","99288","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","11145","2006","05","21","América","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.","-42.073861","-20.065361","1150",NA,"Epífita em samambaiaçu (Alsophilla setosa), no interior de mata, margem de riacho. Prensado em álcool.",NA,NA,"1600","Salino, A",NA,NA,NA,"2006","05","-42.073861","-20.065361",NA,NA,NA
"111","2019-11-07 11:19:14-03","UFMG","BHCB-SL","81032","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","Salino, A; et al.","8506","2003","04","16","América","Brasil","São Paulo","Eldorado","Parque Estadual Intervales, Núcleo Barra Grande. Trilha da Cachoeira das Pedrinhas, Estrada de São Pedro, Rio Carmo.","-48.374444","-24.3075","790",NA,"Epífita em caule de Alsophila à 2,0m de altura, no interior de mata.",NA,NA,"790","Salino, A",NA,NA,NA,"2003","04","-48.374444","-24.3075",NA,NA,NA
"112","2021-01-12 15:24:38-03","UFMG","BHCB-SL","136064","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","Heringer, G; Machado, TM; Reis, SB","402","2010","03","08","América","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó;, Parque Nacional do Caparaó, Pedra Roxa.","-41.735556","-20.395","1174",NA,"Epífita em Cyatheaceae próximo a curso de água.",NA,NA,"1174",NA,NA,NA,NA,NA,NA,"-41.735556","-20.395",NA,NA,NA
"113","2019-11-07 11:19:14-03","UFMG","BHCB-SL","62083","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","Salino, A; Dittrich, VAO; Morais, PO; Meinberg, AC","7414","2001","08","09","América","Brasil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar, Núcleo de Santa Virgínia, trilha para a nascente do Rio Itamambuca.","-45.088667","-23.324222","800",NA,"Epífita em Alsophila, interior da mata.",NA,NA,"900","Salino, A",NA,NA,NA,"2001","08","-45.088667","-23.324222",NA,NA,NA
"114","2021-01-12 15:24:38-03","UFMG","BHCB-SL","90354","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","Salino, A; Mota, RC; Almeida, TE; Viana, PL; Santos, FMG","9925","2004","10","30","América","Brasil","Minas Gerais","Felício dos Santos","APA Águas Vertentes, Região da mata de Isidoro. Entorno no Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.","-43.287139","-18.196694","1150",NA,"Epífita pendente em Alsophila setosa, a margem de riacho de fundo de vale, na mata.",NA,NA,"1350","Salino, A",NA,NA,NA,"2004","11","-43.287139","-18.196694",NA,NA,NA
"115","2019-11-07 11:19:14-03","UFMG","BHCB-SL","124406","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","Salino, A; Heringer, G; Megale, ME","13852","2008","09","12","América","Brasil","Espírito Santo","Divino de São Lourenço","Parque Nacional do Caparaó, /RPPN Águas do Caparaó - Cachoeira Alta. Floresta Ombrófila Densa Montana ao longo do Córrego do Veadinho.","-41.78125","-20.597","1000",NA,"Epífita em Alsophila setosa (feto Arborescente), no interior de floresta",NA,NA,"1050","Salino, A",NA,NA,NA,"2008","09","-41.78125","-20.597",NA,NA,NA
"116","2019-11-07 11:19:14-03","UFMG","BHCB-SL","87149","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","Salino, A; Lombardi, JA; Mota, RC; Almeida, TE; Viana, PL","9442","2004","03","07","América","Brasil","Minas Gerais","Santa Maria do Salto","Distrito de Talismã, Fazenda Duas Barras. Floresta Ombrófila Densa Montana.","-40.049278","-16.413889","820",NA,"Epífita em Cyathea, interior de mata.",NA,NA,"820","Salino, A",NA,NA,NA,"2004","03","-40.049278","-16.413889",NA,NA,NA
"117","2019-11-07 11:19:14-03","UFMG","BHCB-SL","148376","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","Souza, FS; Giacomin, LL; Machado, TM","1470","2011","02","10","América","Brasil","Espírito Santo","Divino de São Lourenço","Parque Nacional do Caparaó, Rio do Veado. Pedra Escorada. DATUM WGS 84","-41.762222","-20.551944","1190",NA,"Epífita na floresta ombrofila. PRENSADO EM ÁLCOOL",NA,NA,"1190","Souza, FS",NA,NA,NA,"2011","09","-41.762222","-20.551944","20",NA,NA
"118","2021-01-12 15:24:38-03","UFMG","BHCB-SL","79971","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","Mota, RC; Viana, PL","1797","2002","11","08","América","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.615167","-19.073806",NA,NA,"Planta coletada em mata de galeria; epífita.",NA,NA,NA,"Antunes, F; Salino, A",NA,NA,NA,NA,NA,"-43.615167","-19.073806",NA,NA,NA
"119","2019-11-07 11:19:14-03","UFMG","BHCB-SL","87232","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","Salino, A; Lombardi, JA; Mota, RC; Almeida, TE; Viana, PL","9525","2004","03","09","América","Brasil","Minas Gerais","Santa Maria do Salto","Distrito de Talismã, Fazenda Duas Barras. Floresta Ombrófila Densa Montana.","-40.038806","-16.401528","755",NA,"Epífita em Alsophila setosa; interior de mata.",NA,NA,"755","Salino, A",NA,NA,NA,"2004","03","-40.038806","-16.401528",NA,NA,NA
"120","2019-11-07 11:19:14-03","UFMG","BHCB-SL","62039","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","Salino, A; Dittrich, VAO; Morais, PO; Meinberg, AC","7370","2001","08","08","América","Brasil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar, Núcleo de Santa Virgínia, trilha para a nascente do Rio Itamambuca.","-45.088667","-23.324222","800",NA,"Epífita em caule de Cyathea degaldi, interior de mata.",NA,NA,"900","Salino, A",NA,NA,NA,"2001","08","-45.088667","-23.324222",NA,NA,NA
"121","2019-11-07 11:19:14-03","UFMG","BHCB-SL","82663","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","Lombardi, JA; Stehmann, JR; Mota, RC; Temponi, LG","5366","2003","08","22","América","Brasil","Minas Gerais","Santa Maria do Salto","Distrito de Talismã, Fazenda Duas Barras. Próximo a sede.","-40.056139","-16.405194","776",NA,"Mata hidrófila, baixa e encosta. Epífita em 'Cyathea delgadii'. Prensado em álcool.",NA,NA,"776","Salino, A",NA,NA,NA,"2003","09","-40.056139","-16.405194",NA,NA,NA
"122","2019-11-07 11:19:14-03","UFMG","BHCB-SL","148358","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","Souza, FS; Giacomin, LL; Machado, TM","1452","2011","02","10","América","Brasil","Espírito Santo","Divino de São Lourenço","Parque Nacional do Caparaó, Rio do Veado. Pedra Escorada. DATUM WGS 84","-41.762222","-20.551944","1190",NA,"Epífita na nano floresta ombrofila. PRENSADO EM ÁLCOOL",NA,NA,"1190","Salino, A; Souza, FS",NA,NA,NA,"2011","09","-41.762222","-20.551944","20",NA,NA
"123","2019-11-07 11:19:14-03","UFMG","BHCB-SL","105203","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","Mota, RC","3181","2006","10","18","América","Brasil","Minas Gerais","Mariana","Serra do Caraça","-43.4160995483398","-20.377799987793",NA,NA,"Planta coletada em mata ombrófila; erva epífita.",NA,NA,NA,"Salino, A","33524","auto",NA,"2006","12",NA,NA,NA,NA,NA
"124","2019-11-07 11:19:14-03","UFMG","BHCB-SL","64510","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","Dittrich, VAO","713","2000","01","12","América","Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas, Floresta Ombrófila Densa Submontana-Montana.","-48.9911003112793","-24.6571998596191","500",NA,"Rupícola pedente em matacão ao lado de rio.",NA,NA,"800","Salino, A","49901","auto",NA,"2002","12",NA,NA,NA,NA,NA
"125","2021-03-04 15:47:01-03","IF","SPSF","31975","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Grammitidaceae","Terpsichore","chrysleri","Terpsichore chrysleri",NA,"A.Salino","7414","2001","08","09","América do Sul","Brasil","SP","São Luis do Paraitinga","Parque Estadual da Serra do Mar, Núcleo Santa Virgínia","-45.310001373291","-23.2199993133545",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Santa Virginia&nf;;",NA,NA,NA,NA,"27362","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA,NA
"126","2021-03-04 15:47:01-03","IF","SPSF","31492","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Grammitidaceae","Terpsichore","chrysleri","Terpsichore chrysleri",NA,"R.G.Udulutsch","578","2002","04","21","América do Sul","Brasil","SP","Sete Barras","Parque Estadual Carlos Botelho - Núcleo Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: entorno do Rio Bonito&nf;;",NA,NA,NA,NA,"34059","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA,NA
"127","2020-04-30 16:08:06-03","UFMT","CNMT","4715","S","Plantae","Monilophyta",NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(ProctorexCopel)A.R.Sm.","Gasper, A. L.; Korte, A.; Cadorin, T.J.,Schmitt, J.","2214","2009","07","29",NA,"Brasil","Santa Catarina","Blumenau","Parque Nacional daSerra do Itajaí - Trilha da Chuva.","-49.139167","-27.096944",NA,NA,"Coleta Extra IFFSC (Epífita); Floresta Ombrófila Densa; EstádioSuces.: Avançado; Habitat: mata ciliarDoação Herbário Dr. Roberto Miguel Klein - FURB 13781","CNMT004715",NA,NA,"Gasper, A.L.",NA,NA,NA,"2009","07","49°08'21W","27°05'49S","29",NA,NA
