"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"1023","2009-10-18 08:13:00-02","MO","MOBOT","3094473","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor","J.J. de Granville","Granville 7425","1985","8","11","French Guiana","Cayenne",NA,"Fleuve Grand Inini, en aal de Degrad Fourmi; foret au bord d'ue petite crique coulant dans les rochers.",NA,NA,NA,NA,"350.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024","2012-04-11 13:35:00-03","MO","MOBOT","3094605","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Aline Raynal-Roques","Raynal-Roques 19998","1978",NA,NA,"Guyana",NA,NA,"Saul, env. 180 km au SW de Cayenne. Sentier menant au lieu-dit Rohce-Bateau sur la Crique Nouvelle-France, au SSE du village.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025","2013-05-31 10:28:00-03","MO","MOBOT","3094722","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Jan C. Lindeman|A.R.A. Görts-van Rijn|Marion J. Jansen-Jacobs|A.M.C. Hetterscheid-Hollats","Lindeman 519","1980",NA,NA,"Suriname",NA,NA,"High forest on low hill top E of road km 109.8. 4-5 NB, 57:30'-58WL",NA,NA,NA,NA,"30.00000000","130.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"1026","2015-01-31 16:01:00-02","MO","MOBOT","3094785","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor","L. de Lima|R.S. Saraiva","Lima 293","1992","2","21","Brazil","Acre",NA,"Brasiléia: Reserva Extrativista Chico Mendes, Seringal Porongaba, transecto 1, M494. Foresta primária de terra firme. N.V. : cedro bravo","-72.7","-9.11666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1027","2015-01-31 16:01:00-02","MO","MOBOT","3094786","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor","L. de Lima|R.S. Saraiva","Lima 232","1992","1","15","Brazil","Acre",NA,"Brasiléia; Reserva Extrativista Chico Mendes, Seringal Porongaba, transecto 2, M155. Floresta primária de terra firme","-72.7","-9.11666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1028","2015-01-31 16:01:00-02","MO","MOBOT","3094787","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M.Taylor","L. de Lima|R.S. Saraiva","Lima 234","1992","1","15","Brazil","Acre",NA,"Brasiléia: Reserva Extrativista Chico Mendes, Seringal Porongaba, transecto 2, M214. Floresta primária de terra firme","-72.7","-9.11666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1029","2012-04-12 05:10:00-03","MO","MOBOT","3143525","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","M. Cornejo|Alfredo F. Fuentes|E. Ticona|Saul Sompero|C. Cuqui","Cornejo Mejia 275","2006","10","17","Bolivia","La Paz","Franz Tamayo","Santo Domingo, sector Tintaya, parcela temporal 5. Bosque de yungas subandino superior pluvial con Dictyocaryum lamarckianum en ladera.","-68.5841666","-14.7897222",NA,NA,"1463.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06-05","4"
"1030","2015-04-21 05:44:00-03","MO","MOBOT","3194716","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","Oscar Colque|Ivan Linneo|F. Hilarion","Colque 592","2006","4","28","Bolivia","Cochabamba","Carrasco","Entre Rios. Parque Nacional Carrasco, Campamento Colomelin, Sector Cañadon sobre rio Ayopaya. Bosque Amazonico de piedemonte. Intervenido por colonizadores.","-64.5","-17.41527",NA,NA,"425.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1031","2010-12-20 15:12:00-02","MO","MOBOT","3194746","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","Oscar Colque|E. Cruz","Colque 706","2006","5","8","Bolivia","Cochabamba","Carrasco","Bulo Bulo. Parque Nacional Carrasco, Sector Campamento Tigre sobre la cima sobre la cima de cerro. Bosque Amazonico de piedemonte. Eventualmente intervenido por colonizadores.","-64.27805","-17.3925",NA,NA,"838.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1032","2010-12-20 15:12:00-02","MO","MOBOT","3194750","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","Oscar Colque|E. Cruz","Colque 694","2006","5","8","Bolivia","Cochabamba","Carrasco","Bulo Bulo. Parque Nacional Carrasco, Sector Campamento Tigre sobre la cima sobre la cima de cerro. Bosque Amazonico de piedemonte. Eventualmente intervenido por colonizadores.","-64.27805","-17.3925",NA,NA,"838.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1033","2013-12-25 06:56:00-02","MO","MOBOT","3240128","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","Camilo Kajekai","Kajekai 1005","2006","12","13","Ecuador","Morona-Santiago","Tiwintza","Región de la Cordillera del Cóndor. Cantón Tiwintza. Centro Shuar Kaputna, Río Santiago. Cerro Kaputna, Cordillera Kampa Naint. Substrato de roca arenisca; suelo con raíces y hojarasca que parece como esponja. Bosque húmdo con dosel de 30 m.","-77.9277778","-3.0330556",NA,NA,"540.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","10"
"1034","2008-05-27 22:02:00-03","MO","MOBOT","3094301","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Campos, M.T.V. do A.","Ramos","Ramos 1879","1988","4","27","Brazil","Amazonas",NA,"Igarape do Acara.","-59.96666","-2.88333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1035","2008-07-02 03:32:00-03","MO","MOBOT","3458625","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor","Karen M. Redden","Redden 4828","2006","10","26","Guyana",NA,NA,"Mining camp along Isseneru Creek. Forest between road and creek. Mora dominant.","-60.35388","6.51944",NA,NA,"96.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1036","2014-04-04 05:53:00-03","MO","MOBOT","3489841","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C. M. Taylor (MO)","Rodolfo Vásquez|Abel Monteagudo|Antonio Peña|J.L. Mateo|Valerio Flores","Vásquez Martínez 32209","2007","3","14","Peru","Pasco","Oxapampa","Distrito Palcazú. Parque Nacional Yanachaga-Chemillén, estación biológica Paujil trocha al mirador. Bosque primario, suelo arenoso sobre rocas.","-75.2613889","-10.3388889",NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"1037","2011-06-09 17:46:00-03","MO","MOBOT","509381","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","Israel G. Vargas C.","Vargas Caballero 620","1990","6","13","Bolivia","Santa Cruz","Nuflo de Chavez","Perseverancia, Río Negro 4 km al S, orillas del río arriba.","-62.61666","-14.63333",NA,NA,"257.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","4"
"1038","2014-04-04 05:46:00-03","MO","MOBOT","509628","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C. M. Taylor (MO)","Alwyn H. Gentry|Rodolfo Vásquez|Nestor Jaramillo","Gentry 45917","1984","2","22","Peru","Madre de Dios","Tambopata","Tropical moist forest on sandy Tierra firme soil. Upland Tree Plot","-69.3","-12.81666",NA,NA,"280.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-232","2"
"1039","2014-04-04 05:46:00-03","MO","MOBOT","509650","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C. M. Taylor (MO)","Alwyn H. Gentry|Rodolfo Vásquez|Nestor Jaramillo","Gentry 46018","1984","2","22","Peru","Madre de Dios","Tambopata","Tropical moist forest on sandy tierra firme soil. Upland Tree Plot","-69.3","-12.81666",NA,NA,"280.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-234","2"
"1040","2008-05-27 22:02:00-03","MO","MOBOT","510580","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Robin B. Foster|Magda Chanco E.|Joaquina Albán C.","Foster 7896","1984","1","12","Peru","Pasco","Oxapampa","Palcazu Valley, Iscozacin. Trail to Villa America, 4 km from airstrip; low forested hills.","-75.25","-10.2",NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-9","4"
"1041","2008-05-27 22:02:00-03","MO","MOBOT","512020","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","Kenneth Young","Young 167","1981","3","23","Peru","Madre de Dios","Tambopata","Dist. Tambopata; Tambopata Reserve, jct. of Río La Torre and Río Tambopata. Trail to Cocococha Lake.",NA,NA,NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81-20","5"
"1042","2008-05-27 22:02:00-03","MO","MOBOT","512492","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","Ramiro Fonnegra G.|Francisco J. Roldán","Fonnegra G. 2589","1989","1","13","Colombia","Antioquia","Zaragoza","Carretera a Zaragoza entre Carralao y Angostura","-74.85","7.45",NA,NA,"70.00000000","100.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1043","2013-09-01 08:34:00-03","MO","MOBOT","514817","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","José Schunke V.","Schunke Vigo 9265","1976","6","11","Peru","Ucayali",NA,"Coronel Portillo. Dtto. Padre Abod. La Divisaria, cerca a Río Chino.","-75.7922222","-9.1663889",NA,NA,"1400.00000000","1600.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","7"
"1044","2011-06-08 12:01:00-03","MO","MOBOT","515629","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","CM Taylor","José Schunke V.","Schunke Vigo 10826","1979","2","9","Peru","San Martín","Mariscal Cáceres","Dtto. Tocache Nuevo; Quebrada de Culebra, cerca a Limón.","-76.5447222","-8.2561111",NA,NA,"500.00000000","530.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","5"
"1045","2008-05-27 22:02:00-03","MO","MOBOT","519633","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Timothy J. Killeen","Killeen 3892","1992","5","21","Bolivia","Pando","Madre de Dios","Concesión de Mobil Oil, 30 km al Sur del Río Madre de Dios. Bosque amazonico de tierra firme. Sobre suelos rojos y arcillosos. Muestras preservadas en alcohol.","-67.41666","-11.66666",NA,NA,"165.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","10"
"1046","2008-05-27 22:02:00-03","MO","MOBOT","521816","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C. M. Taylor (MO)","Alwyn H. Gentry|Nestor Jaramillo","Gentry 57763","1987","5","27","Peru","Madre de Dios","Tambopata","Tambopata Nature Reserve; junction of Río La Torre and Río Tambopata. Swamp Trail Tree Plot","-69.28333","-12.83333",NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-102","3"
"1047","2008-05-27 22:02:00-03","MO","MOBOT","522028","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","J. Dwyer","Alwyn H. Gentry|James C. Solomon","Gentry 44574","1984","1","24","Bolivia","La Paz","Nor Yungas","4 km NE (above) Incahuara, 13.5 km above San Pedro, trail to 12 de Octubre; steep cloud forest with distinct dry season. (bp-ST sensu Holdridge) Transect # 5","-67.58333","-15.91666",NA,NA,"1530.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-21","7"
"1048","2008-05-27 22:02:00-03","MO","MOBOT","522161","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C. M. Taylor (MO)","Alwyn H. Gentry|Nestor Jaramillo","Gentry 57812","1987","5","29","Peru","Madre de Dios","Tambopata","Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Swamp Trail Tree Plot","-69.28333","-12.83333",NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-107","3"
"1049","2013-05-21 17:54:00-03","MO","MOBOT","522539","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor","Alwyn H. Gentry|Camilo Díaz S.|Nestor Jaramillo","Gentry 51265","1985","7","24","Peru","Madre de Dios","Tambopata","Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.","-69.7166667","-12.8166667",NA,NA,"280.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-269","3"
"1050","2008-05-27 22:02:00-03","MO","MOBOT","522713","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","Alwyn H. Gentry","Gentry 49095","1984","11","16","Brazil","Pará",NA,"MOCAMBO: Embrapa grounds, 10 km from Belem, alt. near sea level. Transect 9","-47.98333","-1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-337","2"
"1051","2008-05-27 22:02:00-03","MO","MOBOT","522764","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C. reynel","Alwyn H. Gentry|Camilo Díaz S.|Nestor Jaramillo","Gentry 51315","1985","7","25","Peru","Madre de Dios","Tambopata","Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.","-69.71666","-12.81666",NA,NA,"280.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-271","3"
"1052","2014-04-04 05:46:00-03","MO","MOBOT","523531","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","Alwyn H. Gentry|Rodolfo Vásquez|Nestor Jaramillo","Gentry 55856","1987","2","14","Peru","Loreto","Maynas","Explorama Inn, ca. 2 km W of Indiana on Río Amazonas. Well-drained forest on good soil. Transect 9","-73.03333","-3.5",NA,NA,"130.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-16","2"
"1053","2008-05-27 22:02:00-03","MO","MOBOT","523552","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C. Reynel","Alwyn H. Gentry|Camilo Díaz S.|Nestor Jaramillo","Gentry 51454","1985","7","27","Peru","Madre de Dios","Tambopata","Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Terra Firme, Transect 8.","-69.71666","-12.81666",NA,NA,"280.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-282","3"
"1054","2008-05-27 22:02:00-03","MO","MOBOT","523799","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","A.H. Gentry","Alwyn H. Gentry|Camilo Díaz S.|Nestor Jaramillo","Gentry 51509","1985","7","28","Peru","Madre de Dios","Tambopata","Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.","-69.71666","-12.81666",NA,NA,"270.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-286","2"
"1055","2014-04-24 11:25:00-03","MO","MOBOT","524629","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C. M. Taylor","Ronald L. Liesner","Liesner 25678","1988","11","2","Venezuela","Amazonas","Atabapo","Cerro Huachamacarí, E slope.","-65.7","3.8166667",NA,NA,"600.00000000","700.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-67","5"
"1056","2008-05-27 22:02:00-03","MO","MOBOT","525216","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C. M. Taylor (MO)","Alwyn H. Gentry|Bonifacio Mostacedo C.|Marielos Peña","Gentry 73827","1991","5","14","Bolivia","Santa Cruz",NA,"Perseverancia, NW of Santa Cruz on Río NEgro, forest before coffee plantation ca. 2 km from camp. Transect 3.","-62.66666","-15.61666",NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"614","4"
"1057","2020-02-22 08:27:00-03","MO","MOBOT","532420","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","Alan E. Brant|Omar D. Escobar","Brant 1175","1987","10","9","Colombia","Antioquia","Caucasia","along road to Nechí ca. 19 km E from Caucasia- Planeta Rica road; secondary forest and wetland N of road.","-75.1666667","8.0333333",NA,NA,"70.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-8","7"
"1058","2014-04-04 05:46:00-03","MO","MOBOT","538311","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","A.H. Gentry","Alwyn H. Gentry|Rodolfo Vásquez|Nestor Jaramillo","Gentry 39191","1983","1","6","Peru","Loreto","Maynas","Mishana. Rio Nanay halfway between Iquitos and Santa Maria de Nanay. Tree plot ca. 1 km N of Campamento Uno. Upland forest on white sand.","-73.21388","-3.64277",NA,NA,"140.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-7","3"
"1059","2014-04-04 05:46:00-03","MO","MOBOT","539426","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C. M. Taylor (MO)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 16583","1991","5","27","Peru","Loreto","Maynas","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana (IIAP). Bosque primario, con suelos de arena blanca varillal. Muestreo de 1000 m2, en subparcelas de 50 m X 2 m. individuos >|_ de 2.5 cm de diámetro. TRANSECTO No. 2","-73.5","-4.16666",NA,NA,"150.00000000","180.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"313","4"
"1060","2014-04-04 05:46:00-03","MO","MOBOT","539997","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C. M. Taylor (MO)","Rodolfo Vásquez","Vásquez Martínez 13768","1990","5","29","Peru","Loreto","Maynas","Dtto. Iquitos, Allpahuayo, Estación Experiø mental del Instituto de Investigaciones de la Amazonía Peruana (IIAP). Bosque primario, suelos arcilloñ arenosos.","-73.4175","-3.9672223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"184","8"
"1061","2014-04-04 05:46:00-03","MO","MOBOT","540096","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","Alwyn H. Gentry|Rodolfo Vásquez|Nestor Jaramillo","Gentry 46046","1984","2","23","Peru","Madre de Dios","Tambopata","Tropical moist forest on sandy Tierra firme soil. Upland Tree Plot","-69.3","-12.81666",NA,NA,"280.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-235","6"
"1062","2014-04-04 05:46:00-03","MO","MOBOT","541863","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Rodolfo Vásquez|et al.","Vásquez Martínez 17711","1992","3","19","Peru","Loreto","Maynas","Dtto. Iquitos, Allpahuayo: Inventario Permanente. Levantamiento de individuos >|_ 2.5 cm de diámetro, 2 x 500 m en la linea F de la parcela de 25 has, subparcela 2 x 50 m subparcela 2.","-73.5","-4.16666",NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"475","10"
"1063","2008-05-27 22:02:00-03","MO","MOBOT","933980","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","R.C. Quevedo|T. Ruiz de Centurión|E. Gutiérrez|Timothy J. Killeen","Quevedo Sopepí 2430","1993","11","3","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Campamento Los Fierros.","-60.82","-14.55833",NA,NA,"155.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064","2013-01-28 05:13:00-02","MO","MOBOT","938334","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","René Guillén V.|G. Roca","Guillén Villarroel 2483","1994","10","22","Bolivia","Santa Cruz","Velasco","Campamento LA TOLEDO, a 1000 m al E de la casa, yendo hacia Florida. Bosque de altura. Suelos areno arcillosos.","-61.15","-14.7",NA,NA,"160.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1065","2012-03-18 05:12:00-03","MO","MOBOT","938714","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","E. Gutiérrez|R.C. Quevedo|Fabiana Mamani M.","Gutiérrez Crespo 946","1994","5","14","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Serranía La Torre.","-60.83111","-13.65388",NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1066","2013-02-13 05:33:00-02","MO","MOBOT","939176","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","Luzmila Arroyo P.|Mario Saldias P.|T. Ruiz de Centurión|René Guillén V.","Arroyo Padilla 335","1993","11","13","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado.; campamento Las Gamas, bosque de galería, bosque húmedo de 15 hasta 25 m de altura con emergentes de hasta 32 m; dominantes Erisma uncinatum y Aspidosperma cf. marcgravianum, con abundante Pseudolmedia; parcela permanente de estudio. Muestra alcoholizada","-60.40305","-14.8075",NA,NA,"850.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1067","2013-02-13 05:33:00-02","MO","MOBOT","940504","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor","Mario Saldias P.|Bonifacio Mostacedo C.|René Guillén V.|E. Ramos|L. Peña|Durán","Saldias Paz 3037","1993","8","18","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Area Permanente de Estudio Los Fierros; 0,5 km N del puente Los Cepes sobre el camino a la meseta; Bosque alto en pie de monte.","-60.81666","-14.56666",NA,NA,"225.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068","2013-01-28 05:13:00-02","MO","MOBOT","940554","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","René Guillén V.|V. Choré","Guillén Villarroel 1731","1994","5","7","Bolivia","Santa Cruz","Velasco","Campamento TOLEDO, a 250 m al SE de la casa. En Bosque húmedo anegado. Suelos arcillo arenosos pobremente drenados.","-61.15","-14.7",NA,NA,"160.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
