"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount","typeStatus"
"99","2021-03-15 18:30:16-03","USP","SPF","107675","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Souza, VC","9083","1995","09","04","Brasil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo. Trilha para o mirante mais alto. Mata Atlântica com transição para campo de altitude.","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"Arbusto, ca. 1,5 m alt.; flores alvas. Transição mata/ campo de altitude.","SPF00107675",NA,"2010","06",NA,NA,NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA,NA,NA
"100","2021-03-15 18:30:16-03","USP","SPF","174160","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Matsumura, RJ","s.n.","2005","10","08","Brasil","São Paulo","Santo André","Paranapiacaba, Beira da estrada para o Parque Estadual Nascentes de Paranapiacaba.","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,"Arbusto com flores verde-escuras, inflorescência branca.","SPF00174160",NA,"2010","06","29",NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA
"101","2021-03-25 13:53:46-03","UNIVILLE","JOI","9902","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Meyer, F.S.","Meyer, F.S.","131","2005","10","29","Brasil","Santa Catarina","São Bento do Sul","Arredores do Centro de Estudos e Pesquisas Ambientais - CEPA Rugendas - Rio Natal.","-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,"coletada sob foliço, próximo a um riacho. Local bastante úmido.; HABITO: herbácea; TIPO VEGETACIONAL: FOD montana","JOI009902",NA,"2010","11","29",NA,NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA,NA,NA
"102","2021-03-25 13:53:46-03","UNIVILLE","JOI","10468","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Meyer, F.S.","Meyer, F.S.","236","2006","11","25","Brasil","Santa Catarina","São Bento do Sul","Arredores do Centro de Estudos e Pesquisas Ambientais - CEPA Rugendas - Rio Natal.","-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,"Coletada sob barranco. Floresta ciliar.; HABITAT: local sombreado e úmido; HABITO: herbácea; TIPO VEGETACIONAL: FOD montana","JOI010468",NA,"2010","01","01",NA,NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA,NA,NA
"103","2021-03-25 13:53:46-03","UNIVILLE","JOI","8927","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Meyer, F.S.","Meyer, F.S.","830","2008","11","22","Brasil","Santa Catarina","São Bento do Sul","Arredores do CEPA Rugendas - Univille, Rio Natal.","-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,"próximo a riacho; HABITAT: Barranco úmido e sombreado; HABITO: herbácea; TIPO VEGETACIONAL: Floresta Ombrófila Densa Montana","JOI008927",NA,"2010","11","22",NA,NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA,NA,NA
"104","2019-10-07 09:36:38-03","UEFS","HUEFS","127303","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","A.L.Gaglioti","Amorim, A.","6653","2007","01","19","Brasil","Bahia","Arataca","Serra do Peito-de-Moça. Estrada que liga Aratac à Una, ramal ca. 22,4 Km de Arataca com entrada no Assentamento Santo Antônio. RPPN Caminho das Pedras.","-39.341667","-15.173611","39W20'30''","15S10'25''","1000","1000","Floresta ombrófila densa montana.","HUEFS0127303","HUEFS0127303","2014","10",NA,"Angiospermae","Rosales",NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"105","2019-09-04 19:52:39-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola",NA,NA,"C. F. P. von Martius",NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Type [status unknown]"
"106","2019-01-25 15:47:25-02","IAC","IAC","53634","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","A.L. Gaglioti","K.D. Barretto; G.D. Fernandes & R.D. Fernandes","3052","1994","10","18","Brasil","São Paulo","Tapiraí","Cachoeira do Chá","-47.5072","-23.9636","-47.5072","-23.9636",NA,NA,"coord: 24°01#?#46,6S , 47°34#?#29,7W",NA,NA,"2011","08","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-07-23 12:24:05-03","CEPLAC","CEPEC","104696","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola",NA,"M. Lopes","Amorim, A. M.","4826","2005","02","07","Brasil","Bahia","Barro Preto","Serra da Pedra Lascada. 13,7 Km de Barro Preto, na estrada que passa pela fazenda São Miguel e sobe até o acesso à serra.","-39.202778","-14.770278","39W12'10","14S46'13","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-07-23 12:24:05-03","CEPLAC","CEPEC","81887","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola",NA,"A. M. Amorim","O. P. Harvei","20","1994","02","06","Brasil","Bahia","JUSSARÍ","Km 8 na estrada Jussari/Palmira. Faz. Teimoso. RPPN Serra do Teimoso.","-39.583333","-15.166667","39W35'","15S10'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003",NA,NA,NA,NA
"109","2020-07-23 12:24:05-03","CEPLAC","CEPEC","79529","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola",NA,"A. M. Amorim","W. W. Thomas","11796","1998","02","10","Brasil","Bahia","JUSSARÍ","Serra do Teimoso, 7,5Km ao N Jussari Rod. P/ Palmira, depois 2Km ao W p/ Faz. Teimoso, depois 45min. Ao W p/ Faz. Teimoso.","-39.583333","-15.166667","39W35'","15S10'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003",NA,NA,NA,NA
"110","2020-07-23 12:24:05-03","CEPLAC","CEPEC","115715","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola",NA,"Sem Informação","Amorim, A. M.","6653","2007","01","19","Brasil","Bahia","arataca","Serra do Peito-de-Moça. Estrada que liga Arataca à Una, ramal ca. 22,4km de Arataca com entrada no Assentamento Santo Antônio. RPPN Caminho das Pedras.","-39.341667","-15.173611","39W20'30","15S10'25","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-07-23 12:24:05-03","CEPLAC","CEPEC","81451","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola",NA,"A. M. Amorim","A. M. Amorim","2314","1998","02","23","Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Entrada ca. 7,5Km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso. RPPN Serra do Teimoso.","-39.528611","-15.158056","39W31'43","15S9'29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003",NA,NA,NA,NA
"112","2020-07-23 12:24:05-03","CEPLAC","CEPEC","86921","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola",NA,"A. M. Amorim","S. C. de Sant'Ana","1003","2000","11","11","Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Entrada a 7,5Km de Jussarí. Faz. Teimoso. RPPN Serra do Teimoso.","-39.528611","-15.158056","39W31'43","15S9'29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003",NA,NA,NA,NA
"113","2020-07-23 12:24:05-03","CEPLAC","CEPEC","91654","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola",NA,"M. M. M. Lopes","L. A. Mattos-Silva","4464","2001","07","26","Brasil","Bahia","WENCESLAU GUIMARÃES","Estação Ecológica Estadual Nova Esperança. Sede4 a 7Km ao W do povoado de Nova Esperança. Área aprox. 2.700ha. Mata no morro da Água Vermelha.","-39.721667","-13.595278","39W43'18","13S35'43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/04/2007",NA,NA,NA,NA
"114","2020-07-23 12:24:05-03","CEPLAC","CEPEC","98399","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola",NA,"A. M. Amorim","W. W. Thomas","13355","2003","03","15","Brasil","Bahia","JUSSARÍ","Faz. Serra do Teimoso. Reserva Serra do Teimoso. Perto topo da montanha, área próx. Nascente Ribeirão da Bica.","-39.5425","-15.095556","39W32'33","15S5'44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2004",NA,NA,NA,NA
"115","2020-07-23 12:24:05-03","CEPLAC","CEPEC","6432","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola",NA,"V. C. Lima","T. S. dos Santos","1435","1971","01","27","Brasil","Bahia","CAMACAN","Estr. p/ Rio Branco.","-39.4958000183105","-15.4191999435425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22686","auto",NA,NA,"04/07/1986",NA,NA,NA,NA
"116","2020-07-23 12:24:05-03","CEPLAC","CEPEC","38712","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola",NA,"M. Lopes","T. S. dos Santos","3981","1986","01","10","Brasil","Bahia","ILHÉUS","Área do CEPEC. Quadra D.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,"30/04/2007",NA,NA,NA,NA
"117","2020-07-23 12:24:05-03","CEPLAC","CEPEC","28043","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola",NA,"M. Lopes","T. S. dos Santos","3720","1982","01","27","Brasil","Bahia","ITACARÉ","Fazenda das Almas, Km 18 da Rod. Ubiataba/Itacaré.","-38.9967002868652","-14.2775001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41230","auto",NA,NA,"30/04/2007",NA,NA,NA,NA
"118","2020-07-23 12:24:05-03","CEPLAC","CEPEC","1295","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola",NA,"S. G. da Vinha","R. P. Belém","1007","1965","05","18","Brasil","Bahia","UNA","Faz. Sao Bento.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,"30/12/1981",NA,NA,NA,NA
"119","2016-08-23 11:00:27-03","NHMLondon","NHM-LONDON-BOT","BM000593502","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.",NA,"Maximilian Alexander Philipp zu Wied-Neuwied; b.1782; d.1867; Wied-Nuew.","s.n.","1815",NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109","-53.08982","-10.773109",NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/92db8fab965b38f74c708d3be95af30be3857234/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4981744",NA,NA,"Isotype"
"120","2020-08-20 20:42:00-03","UFSC","FLOR","27197","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Ribas, O.S.","Ribas, O.S.; Cordeiro, J.","857","1995","10","23","Brasil","Paraná","Morretes","Serra Marumbi, picada ao Rochedinho.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"subarbusto, 0,75m altura, flor creme. Duplicata de MBM Habitat: mata pluvial atlântica da serra do mar","FLOR0027197",NA,"1996",NA,NA,NA,"Rosales",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"121","2020-08-20 15:00:21-03","UFSC","FLOR","23122","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Cabral, F.S.","Falkenberg, D.B.","6214","1993","09","17","Brasil","Santa Catarina","Blumenau","Vale do rio Júlio, Fazenda Faxinal.","-49.0661010742188","-26.9193992614746",NA,NA,"600","600","erva terrícola, 0,5 a 0,7m altura Habitat: interior de mata atlântica primária de encosta","FLOR0023122",NA,"2015","05","27",NA,"Rosales",NA,NA,"34291","auto",NA,NA,NA,NA,NA,NA,NA
"122","2020-08-20 15:00:21-03","UFSC","FLOR","17510","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Cabral, F.S.","Falkenberg, D.B.","4470","1987","10","17","Brasil","Santa Catarina","Joinville","Reserva da CELESC, usina Piraí.","-48.8456001281738","-26.3043994903564",NA,NA,"300","300","erva suculenta, quebradiça. Estames lançam uma nuvem de pólen na antese da flor, ao se libertarem do perianto","FLOR0017510",NA,"2015","05","27",NA,"Rosales",NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA
"123","2020-08-20 15:00:21-03","UFSC","FLOR","17495","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Cabral, F.S.","Falkenberg, D.B.","4455","1987","10","17","Brasil","Santa Catarina","Joinville","Reserva da CELESC, usina Piraí.","-48.8456001281738","-26.3043994903564",NA,NA,"500","500","erva, 1m altura. Ao serem libertados do perianto, na antese, os estames liberam uma pequena #?#nuvem#?# de grãos de polen. Habitat: Interior de mata atlântica de encosta","FLOR0017495",NA,"2015","05","27",NA,"Rosales",NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA
"124","2021-03-04 15:45:58-03","IF","SPSF","36035","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola",NA,"A.Oriani","A.Oriani","497","2005","03","22","Brasil","SP","Eldorado","Parque Estadual Jacupiranga, trilha do mirante do angico","-48.400278","-24.639444",NA,NA,"400","400","COLETA: XLS: SPSFNovo&nf;Floresta Ombrófila Densa Baixo Montana.&nf;Herbácea.; GEOGRAFIA: Núcleo Caverna do Diabo, trilha do Araçá&nf;Vegetação degradada com afloramento de calcáreo.;",NA,NA,NA,NA,NA,"Magnoliophyta","Rosales","América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"125","2021-03-04 15:45:58-03","IF","SPSF","24715","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","A.L.Gaglioti","J.R.L.Godoy & P.H.M.Carneiro & C.R.Silva","115","1999","01","12","Brasil","SP","Sete Barras","Fazenda Intervales","-48.2","-24.216667",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Floresta Ombrófila Densa&nf;Herbácea 1m altura.; GEOGRAFIA: Núcleo Saibadela; trilha da encosta.;",NA,NA,"2010","06","28","Magnoliophyta","Rosales","América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"126","2017-09-11 17:14:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.",NA,"Martius, CFP","s.n.",NA,NA,NA,"Brazil",NA,NA,"Crescit prope Ilheos in silvis",NA,NA,NA,NA,NA,NA,NA,NA,"P04P1N0070",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2017-09-11 17:14:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.",NA,"Wied-Neuwied, MAP Prince","s.n.",NA,NA,NA,"Brazil",NA,NA,"Crescit prope Ilheos in silvis",NA,NA,NA,NA,NA,NA,NA,NA,"P04P1N0070",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-02-08 12:46:07-03","UFRGS","ICN","066245","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Brack, P","Santos, TS","s.n.","1971","01","27","Brasil","BA","Camacã","Estrada a Rio Branco.",NA,NA,NA,NA,NA,NA,"Planta 20cm altura, flores brancas.",NA,NA,"1987","11",NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-02-08 12:46:07-03","UFRGS","ICN","067332","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Cabral, FS","Reitz; Klein","3869","1956","10","11","Brasil","SC","Ibirama","Horto Florestal do I.N.P.","-49.5177993774414","-27.0569000244141",NA,NA,"500","500","arbusto, 1 m, flor branca; mata",NA,NA,"2017","05","17","Dicotyledon",NA,"América do Sul",NA,"18533","auto",NA,NA,NA,NA,NA,NA,NA
"130","2021-02-08 12:46:07-03","UFRGS","ICN","066263","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Brack, P","Santos, TS; Mattos-Silva, LA; Hollowell, V","3720","1982","01","27","Brasil","BA","Itacaré","Fazenda das Almas, km 18 da rodovia Ubaitaba/Itacaré","-38.9967002868652","-14.2775001525879",NA,NA,NA,NA,"Planta herbácea, aquosa, 40cm altura, flores róseas.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,"41230","auto",NA,NA,NA,NA,NA,NA,NA
"131","2021-02-08 12:46:07-03","UFRGS","ICN","162678","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Cabral, FS","Cordeiro, J; Silva, JM","113","1985","08","21","Brasil","PR","Morretes","Véu de Noiva","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"erva 90 cm; interior da mata",NA,NA,"2017","05","17","Dicotyledon",NA,"América do Sul",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"132","2021-02-08 12:46:07-03","UFRGS","ICN","067331","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Cabral, FS","Reitz; Klein","2595","1986","02","03","Brasil","SC","Ibirama","Horto Florestal Dona Francisca","-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,"erva; mata",NA,NA,"2017","05","17","Dicotyledon",NA,"América do Sul",NA,"18533","auto",NA,NA,NA,NA,NA,NA,NA
"133","2020-08-26 10:51:02-03","MCN-FZBRS","HAS","96346","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Soares, J. F.","Barreto, K.D.","3052","1994","10",NA,"Brasil","São Paulo","Tapiraí","Cachoeira do Chá, Mata Atlântica","-47.5","-23.9599990844727","47°34'29,7''","24°01'46,6''",NA,NA,"Erva, 50cm alt, flores creme, subosque","HAS0096346",NA,"2019","08","29","Magnoliophyta",NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA,NA,NA
"134","2019-11-21 10:19:45-03","IBt","SP","384560","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Barreto, KD; et al.","3052","1994","10","18","Brasil","São Paulo","Tapiraí","Cachoeira do Chá","-47.574722","-24.029444","-47.574722","-24.029444",NA,NA,NA,NA,NA,"2010","06","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-11-21 10:19:45-03","IBt","SP","415869","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Barreto, KD; et al.","1855","1994","01","25","Brasil","São Paulo","Iporanga","Núcleo Caboclo","-48.585","-24.434444","-48.585","-24.434444",NA,NA,NA,NA,NA,"2010","06","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-11-21 10:19:45-03","IBt","SP","420057","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Zipparro, VB; Allmen, C","2003","2000","09","14","Brasil","São Paulo","Sete Barras","Fazenda Intervales, Base Saibadela, trilha do Rio","-48.080556","-24.235556","-48.080556","-24.235556",NA,NA,NA,NA,NA,"2010","06","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-11-21 10:19:45-03","IBt","SP","420058","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Assis, MA; Guilherme, FAG","1475","2001","09","13","Brasil","São Paulo","Sete Barras","Fazenda Intervales, Base Saibadela. Próxima ao rio","-48.083333","-24.233333","-48.083333","-24.233333",NA,NA,NA,NA,NA,"2010","06","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-11-21 10:19:45-03","IBt","SP","420213","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Fraga, CN; et al.","2253","2008","10","15","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande, Localidade do Rio Manso","-41.121111","-20.532778","-41.121111","-20.532778","1200","1250",NA,NA,NA,"2009","12","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-11-21 10:19:45-03","IBt","SP","441595","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Korte, A; Kniess, A","4896","2010","11","09","Brasil","Santa Catarina","Camboriú","Cobra Fria","-48.780556","-27.09","-48.780556","-27.09","341","341",NA,NA,NA,"2011","09","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-11-21 10:19:45-03","IBt","SP","441600","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Gasper, AL; et al.","2331","2009","09","14","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí","-49.118056","-27.006944","-49.118056","-27.006944","249","249",NA,NA,NA,"2011","09","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-11-21 10:19:45-03","IBt","SP","441605","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Cadorin, TJ; et al.","752","2009","11","23","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí","-49.139167","-27.096944","-49.139167","-27.096944","660","660",NA,NA,NA,"2011","09","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-11-21 10:19:45-03","IBt","SP","441606","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Stival-Santos, A; et al.","1338","2009","11","23","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí","-49.139167","-27.096944","-49.139167","-27.096944","660","660",NA,NA,NA,"2011","09","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-11-21 10:19:45-03","IBt","SP","441610","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Verdi, M; et al.","5482","2010","08","24","Brasil","Paraná","Morretes","Parque Estadual Pico Marumbi, Olimpo","-48.923333","-25.442222","-48.923333","-25.442222","600","600",NA,NA,NA,"2011","09","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-11-21 10:19:45-03","IBt","SP","50401","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Handro, O","Hatschbach, G","46","1943","11",NA,"Brasil","Paraná","Marumbi","Margens do rio Taquaral","-51.6394004821777","-23.7061004638672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19566","auto",NA,NA,NA,NA,NA,NA,NA
"145","2019-11-21 10:19:45-03","IBt","SP","426884","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Vianna Filho, MDM; Mota, AC","2008","2009","09",NA,"Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,"2011","03","03",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"146","2019-11-21 10:19:45-03","IBt","SP","246712","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Barros, F; Ribeiro, JELS","2085","1990","12","06","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Morro do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,"700","700",NA,NA,NA,"2010","06","30",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"147","2019-11-21 10:19:45-03","IBt","SP","247747","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Romaniuc Neto, S","1032","1988","11","08","Brasil","São Paulo","Capão Bonito","Fazenda Intervales","-48.3400001525879","-24",NA,NA,NA,NA,NA,NA,NA,"2010","06","26",NA,NA,NA,NA,"39505","auto",NA,NA,NA,NA,NA,NA,NA
"148","2019-11-21 10:19:45-03","IBt","SP","420066","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Romero, R; et al.","436","1991","12","02","Brasil","São Paulo","Capão Bonito","Fazenda Intervales, Trilha da Caçadinha","-48.3400001525879","-24",NA,NA,NA,NA,NA,NA,NA,"2010","06","19",NA,NA,NA,NA,"39505","auto",NA,NA,NA,NA,NA,NA,NA
"149","2019-11-21 10:19:45-03","IBt","SP","363387","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Souza, VC; et al.","9020","1995","09","03","Brasil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo Caverna do Diabo. Trilha entre a Cachoeira do Araça e a área conhecida como descampado. Área de rochas calcáreas","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,NA,NA,"2010","06","29",NA,NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA,NA,NA
"150","2019-11-21 10:19:45-03","IBt","SP","363385","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Souza, VC; et al.","9083","1995","09","04","Brasil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo. Trilha para o mirante mais alto","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,NA,NA,"2010","06","29",NA,NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA,NA,NA
