"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","decimalLongitude","decimalLatitude","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"99","2020-09-12 05:00:02-03","US","US","533870","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","Herbert H. Smith","2282","1898","2",NA,"South America - Neotropics","Colombia","Magdalena",NA,NA,"763","763",NA,NA,"US00046614",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"100","2020-09-12 05:00:02-03","US","US","2325597","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","J. Cuatrecasas & R. R. Castañeda","24832","1959","10","13","South America - Neotropics","Colombia","Magdalena",NA,"Sierra Nevada de Santa Marta, from Cancurua to Sogrome","2280","2100",NA,NA,"US00046615",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"101","2020-09-12 05:00:02-03","US","US","3114490","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.",NA,"J. Santisteban C. & J. Guevara B.","25","1987","5","6","South America - Neotropics","Peru","Cajamarca","Santa Cruz","ca. 3 km ENE Monte Seco","1800","1800",NA,NA,"US00053468",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"102","2020-09-12 05:00:02-03","US","US","3520742","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","W. Meier & J. L. Hernandez-Breton","10011","2004","2","29","South America - Neotropics","Venezuela","Miranda","Zamora","Cordillera de la Costa: Macizo del Avila: vertiente sur: al noreste de Guatire: al noreste de El Bautismo: entre El Bautismo y El Oso: bosque","1100","1300",NA,NA,"US00762430","-66.47","10.5",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"103","2020-09-12 05:00:02-03","US","US","3708837","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","Pellegrini, M. O. de Oliveira","M. O. O. Pellegrini & P. Schwirkowski","426","2014","9","28","South America","Brazil","Santa Catarina",NA,"São Bento do Sul. Parque Natural das Aves. Rio Natal, Parque Natural das Aves, trilha ao lado da estrada.",NA,NA,NA,NA,"US01926166","-49.2747","-26.3636",NA,NA,NA,NA,NA,"Monocotyledonae",NA,"49 16 29 W","26 21 49 S",NA,"1"
"104","2020-09-12 05:00:02-03","US","US","3145258","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Tradescantia","monandra","Tradescantia monandra",NA,NA,"P. Nuñez V. & G. Valencia","9122","1988","5","14","South America - Neotropics","Peru","Cusco","Urubamba","115 km of Cuzco, Proyecto Arqueológico Mandor-Puturusi Road, Machupicchu","2100","2100",NA,NA,"US00074354",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"105","2020-01-14 12:01:23-03","USP","SPF","231992","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult.f.","Pellegrini, MOO","Pellegrini, MOO","426","2014","09","28",NA,"Brasil","Santa Catarina","São Bento do Sul","Parque Natural das Aves",NA,NA,NA,NA,"SPF00231992","-49.274722","-26.363611",NA,NA,NA,"2014","09",NA,NA,"-49.274722","-26.363611",NA,NA
"106","2020-01-14 12:01:23-03","USP","SPF","231993","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult.f.","Pellegrini, MOO","Pellegrini, MOO","430","2014","10","02",NA,"Brasil","Santa Catarina","Ascurra",NA,NA,NA,NA,NA,"SPF00231993","-49.3755989074707","-26.9552993774414",NA,"11742","auto","2014","10",NA,NA,NA,NA,NA,NA
"107","2018-05-14 16:38:33-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Commelinaceae","Callisia","monandra","Callisia monandra",NA,"RRC ID Flag","J. Santisteban & J. L. Guevara B.","25","1987","5","6","South America","Peru","Cajamarca","Santa Cruz","ca. 3 km (por aire) ENE Monteseco","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,"25",NA
"108","2020-07-23 12:03:31-03","CEPLAC","CEPEC","135418","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra",NA,"Sem Informação","M.M. Coelho","701","2012","06","07",NA,"Brasil","Bahia","ALMADINA","Serra do Corcovado, acesso pela Estação da EMBASA. Nova trilha próximo ao sítio do seu Domingos. Entrada à esquerda da primeira cachoeira.",NA,NA,NA,"Material prensado com álcool.",NA,"-39.603889","-14.7025",NA,NA,NA,NA,NA,NA,NA,"39W36'14","14S42'9",NA,NA
"109","2021-03-04 15:42:00-03","IF","SPSF","04208","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra",NA,NA,"O.Zagatto",NA,"1943","03","02","América do Sul","Brasil","SP","Campinas","colegio Progresso Campineiro",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"-47.060001373291","-22.8999996185303",NA,"23900","auto",NA,NA,"Liliopsida",NA,NA,NA,NA,NA
"110","2021-03-04 15:42:00-03","IF","SPSF","03192","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra",NA,NA,"A.Tomassini",NA,"1948","03","08","América do Sul","Brasil","SP","Santos",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"-46.3300018310547","-23.9599990844727",NA,"26836","auto",NA,NA,"Liliopsida",NA,NA,NA,NA,NA
"111","2021-03-04 15:42:00-03","IF","SPSF","38454","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","Kurz","G.A.D.C. Franco","R.C.Sousa",NA,"2007","06","21","América do Sul","Brasil","SP","São Paulo","bairro de Vila Nova Cachoeirinha",NA,NA,NA,"COLETA: Nome popular: pata de vaca&nf;Árvore 2,5m altura, flores cor branca e rosa.; GEOGRAFIA: Avenida Dep. Emílio Carlos, em frente ao cemitério.;",NA,"-46.6300010681152","-23.5400009155273",NA,"53584","auto","2007","06","Liliopsida","21",NA,NA,NA,NA
"112","2021-03-04 15:42:00-03","IF","SPSF","02305","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Commelinaceae","Callisia","umbellulata","Callisia umbellulata",NA,NA,"J.M. Vasconcelos","512","1945","10","10","América do Sul","Brasil","PB","Areia",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"-35.6916999816895","-6.96332979202271",NA,"15425","auto",NA,NA,"Liliopsida",NA,NA,NA,NA,NA
"113","2021-02-08 12:50:49-03","UFRGS","ICN","051617","S","Plantae","Monocotyledon",NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & S","Barreto, R","Brack, P; et alii","s.n.","1982","10",NA,"América do Sul","Brasil","RS","Tenente Portela","Parque Estadual do Turvo",NA,NA,NA,"Frutos maduros; Erva sobre pedras, a beira do Arroio Mairoza",NA,"-53.75830078125","-27.3710994720459",NA,"14404","auto","1995","07",NA,"28",NA,NA,NA,NA
"114","2021-02-08 12:50:49-03","UFRGS","ICN","027601","S","Plantae","Monocotyledon",NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & S","Barreto, R","Batista, L; Batista, ML; Porto, ML; et alli","s.n.","1973","12","10","América do Sul","Brasil","RS","Tenente Portela","Reserva do Turvo",NA,NA,NA,NA,NA,"-53.75830078125","-27.3710994720459",NA,"14404","auto","1995","07",NA,"28",NA,NA,NA,NA
"115","2020-08-26 10:48:30-03","MCN-FZBRS","HAS","67840","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(S.) Schult.f","Pellegrini, M.O.O.","Mattos, J.","29600","1985","11",NA,NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Estrada Barra do Ouro, 10 km de B. do Ouro, no início da subida da serra",NA,NA,NA,"Em capoeira, botão floral, carnosa.","HAS0067840","-50.5835990905762","-29.4480991363525",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-11-21 10:03:15-03","IBt","SP","9032","S","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult.f.","Hoehne, FC","Loefgren, A; Edwall, G","CGG3285","1895","11","14",NA,"Brasil","São Paulo","São Paulo","Serra da Cantareira, ao pé da Cachoeira.",NA,NA,NA,"Herb. repens, fl. alba, minuta.","SP009176","-46.6300010681152","-23.5400009155273","SP009176","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
