"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","locality","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","typeStatus"
"94","2020-10-14 09:58:01-03","FURB","FURB","18914","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Sobral, M","2010","01","25","Dreveck, S.; Carneiro, F.E.","1570","2009","12","15","Brasil","Santa Catarina","Joinville","-49.0477777","-26.1925","-49.0477777","-26.1925000","27","27","Florística IFFSC 1048 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: herbácea; Fruto verde;","FURB14037","FURB14037","Serra Dona Francisca - SC-301.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-10-14 09:58:01-03","FURB","FURB","19551","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Funez, L.A.","2018","06","07","Korte, A.; Kniess, A.","487","2009","10","15","Brasil","Santa Catarina","Presidente Nereu","-49.3208334","-27.2716667","-49.3208334","-27.2716667","458","458","Florística IFFSC 465 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva;","FURB13735","FURB13735","Braço Thieme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-10-14 09:58:01-03","FURB","FURB","19813","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Gasper, AL de","2010","09","24","Cadorin, T.J.; Schimitt, J.L. & Gasper, A.L. de","1212","2010","02","16","Brasil","Santa Catarina","Blumenau","-49.1180556","-27.0069444","-49.1180556","-27.0069444","249","249","Florística IFFSC e8001b (Rupícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; beira do rio Habito: rupícola;","FURB14036","FURB14036","Parque Nacional da Serra do Itajaí - Morro do Spitzkopf.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-10-14 09:58:01-03","FURB","FURB","20129","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Oliveira, AA de","2011","03","24","Stival-Santos, A.; Legal, E. & Silveira, S.","1581","2010","01","27","Brasil","Santa Catarina","Angelina","-49.0497222","-27.54","-49.0497222","-27.5400000","835","835","Florística IFFSC 348 (Erva Terrícola) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; interior do fragmento Habito: terrícola; flor botão floral esverdeado","FURB14010","FURB14010","Coqueiral.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-10-14 09:58:01-03","FURB","FURB","20540","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Gasper, AL de","2010","06","01","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","1006","2010","01","26","Brasil","Santa Catarina","Doutor Pedrinho","-49.5852777","-26.7275","-49.5852777","-26.7275000","785","785","Florística IFFSC e801a (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: erva terrícola; Fruto verde claro;","FURB14035","FURB14035","Forcação.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-10-14 09:58:01-03","FURB","FURB","20564","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Gasper, AL de","2010","09","24","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1181","2010","01","28","Brasil","Santa Catarina","Imaruí","-48.8697223","-28.1647222","-48.8697223","-28.1647222","666","666","Florística IFFSC e148a (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: herbácea; Fruto verde;","FURB14034","FURB14034","Forquilinha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-10-14 09:58:01-03","FURB","FURB","20822","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Gasper, AL de","2010","09","24","Korte, A.; Kniess, A.","2010","2010","02","22","Brasil","Santa Catarina","Rio do Campo","-50.2202778","-26.91","-50.2202778","-26.9100000","786","786","Florística IFFSC 681 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: erva terrícola;","FURB14033","FURB14033","Anta Branca (Antigo Alto Rio do Oeste).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-10-14 09:58:01-03","FURB","FURB","2159","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Cordeiro, J","2006",NA,NA,"Sevegnani, L.; Sobral, M.",NA,"2000","06","16","Brasil","Santa Catarina","Blumenau","-49.0719445","-26.9213889","-49.0719445","-26.9213889",NA,NA,NA,"FURB14041","FURB14041","Parque Natural Municipal São Francisco de Assis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-10-14 09:58:01-03","FURB","FURB","23189","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Korte, A","2010","04","19","Korte, A.; Kniess, A.","2368","2010","03","30","Brasil","Santa Catarina","Rodeio","-49.4113889","-26.9102778","-49.4113889","-26.9102778","611","611","Florística IFFSC 690 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: herbácea;","FURB14032","FURB14032","São Pedro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-11-08 08:48:43-03","FURB","FURB","2337","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.",NA,NA,NA,NA,"Sobral, M.",NA,"2000","11","26","Brasil","Santa Catarina","Blumenau","-49.0877777","-27.0566667","-49.0877777","-27.0566667",NA,NA,NA,"FURB14040","FURB14040","Parque Natural Municipal Nascentes do Garcia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-10-14 09:58:01-03","FURB","FURB","23669","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Korte, A","2010","04","26","Korte, A.; Kniess, A.","2752","2010","04","14","Brasil","Santa Catarina","José Boiteux","-49.5886111","-26.9119444","-49.5886111","-26.9119444","823","823","Florística IFFSC 688 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: erva terrícola;","FURB14031","FURB14031","Rio Laeisz.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-10-14 09:58:01-03","FURB","FURB","24482","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Korte, A","2010","04","07","Korte, A.; Kniess, A.","2494","2010","04","07","Brasil","Santa Catarina","Ibirama","-49.5894444","-26.9980555","-49.5894444","-26.9980555","503","503","Florística IFFSC 631 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: erva terrícola;","FURB14030","FURB14030","Caminho Moema.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-10-14 09:58:01-03","FURB","FURB","24565","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Korte, A","2010","01","27","Korte, A.; Kniess, A.","2900","2010","01","27","Brasil","Santa Catarina","Mirim Doce","-50.1308334","-27.1802778","-50.1308334","-27.1802778","596","596","Florística IFFSC 508 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: erva terrícola;","FURB14029","FURB14029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-10-14 09:58:01-03","FURB","FURB","24623","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Korte, A","2010","04","13","Korte, A.; Kniess, A.","2700","2010","04","13","Brasil","Santa Catarina","Witmarsum","-49.7705556","-26.9102778","-49.7705556","-26.9102778","439","439","Florística IFFSC 686 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: erva terrícola;","FURB14028","FURB14028","Krauer Central.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-11-08 08:48:43-03","FURB","FURB","39086","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Funez, L.A.","2012","09","26","Funez, L.A.","910","2012","09","20","Brasil","Santa Catarina","Blumenau","-49.0711111","-27.0030556","-49.0711111","-27.0030556","223","223",NA,"FURB14006","FURB14006","RPPN Bugerkopf.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-10-14 09:58:01-03","FURB","FURB","25513","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Korte, A","2010","05","28","Korte, A.; Kniess, A.","3266","2010","05","14","Brasil","Santa Catarina","Indaial","-49.2308334","-27","-49.2308334","-27.0000000","357","357","Florística IFFSC 635 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: erva terrícola; Fruto verde;","FURB14027","FURB14027","Warnow Alto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-10-14 09:58:01-03","FURB","FURB","26164","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Gasper, AL de","2010","06","17","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2366","2010","05","25","Brasil","Santa Catarina","Doutor Pedrinho","-49.585","-26.7275","-49.5850000","-26.7275000","785","785","Florística IFFSC e801b (Erva Terrícola) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Avançado Habito: erva terrícola; Fruto verde;","FURB14026","FURB14026","Forcação.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-10-14 09:58:01-03","FURB","FURB","26188","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Gasper, AL de","2010","06","17","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2510","2010","05","29","Brasil","Santa Catarina","Joinville","-49.14","-26.28","-49.1400000","-26.2800000","770","770","Florística IFFSC e1025b (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Primário; beira do rio Habito: erva terrícola;","FURB14025","FURB14025","Rio Manso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-10-14 09:58:01-03","FURB","FURB","26432","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Korte, A","2010","05","21","Korte, A.; Kniess, A.","3423","2010","05","21","Brasil","Santa Catarina","Indaial","-49.2308334","-27.09","-49.2308334","-27.0900000","601","601","Florística IFFSC 577 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: erva terrícola;","FURB14024","FURB14024","Parque Nacional da Serra do Itajaí.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-10-14 09:58:01-03","FURB","FURB","27826","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Gasper, AL de","2010","08","25","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2853","2010","06","24","Brasil","Santa Catarina","Florianópolis","-48.535","-27.7241667","-48.5350000","-27.7241667","317","317","Florística IFFSC e8003b (Rupícola). Em local úmido. Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: rupícola;","FURB14023","FURB14023","Parque Municipal da Lagoa do Peri.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-10-14 09:58:01-03","FURB","FURB","29310","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Gasper, AL de","2010","09","30","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2799","2010","06","22","Brasil","Santa Catarina","Florianópolis","-48.4925","-27.7752778","-48.4925000","-27.7752778","46","46","Florística IFFSC e8006b (Rupícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: rupícola; flor botão floral amarelo claro e avermelhado","FURB14022","FURB14022","Pântano do Sul (Parque Municipal da Lagoinha do Leste).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-10-14 09:58:01-03","FURB","FURB","29605","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Korte, A","2010","09","30","Korte, A.; Kniess, A.","3903","2010","06","24","Brasil","Santa Catarina","Vitor Meireles","-49.77","-26.8216667","-49.7700000","-26.8216667","701","701","Florística IFFSC 742 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: erva terrícola; flor botão floral","FURB14021","FURB14021","Jacú-Paca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-10-14 09:58:01-03","FURB","FURB","29625","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Sobral, M","2010","08","15","Korte, A.; Kniess, A.","2299","2010","03","19","Brasil","Santa Catarina","Apiúna","-49.32","-27.09","-49.3200000","-27.0900000","358","358","Florística IFFSC 576 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: erva terrícola;","FURB14020","FURB14020","Jundiá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-10-14 09:58:01-03","FURB","FURB","29722","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Korte, A","2010","05","27","Korte, A.; Kniess, A.","3491","2010","05","27","Brasil","Santa Catarina","Blumenau","-49.14","-27.09","-49.1400000","-27.0900000","803","803","Florística IFFSC 578 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: erva terrícola;","FURB14019","FURB14019","Parque Nacional da Serra do Itajaí - Área Virgem.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-10-14 09:58:01-03","FURB","FURB","29972","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Sobral, M","2010","08","15","Korte, A.; Kniess, A.","1733","2010","02","25","Brasil","Santa Catarina","Rio do Campo","-50.1291667","-26.9086111","-50.1291667","-26.9086111","733","733","Florística IFFSC 682 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: erva terrícola;","FURB14018","FURB14018","Tamanduá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-10-14 09:58:01-03","FURB","FURB","30095","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Sobral, M","2010","08","15","Stival-Santos, A.; Silveira, S.","2319","2010","04","03","Brasil","Santa Catarina","Doutor Pedrinho","-49.4825","-26.7058333","-49.4825000","-26.7058333","651","651","Florística IFFSC as09 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; próximo a cachoeira Habito: erva terrícola; flor botões florais","FURB14014","FURB14014","Benedito Alto - Cachoeira Véu da Noiva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-10-14 09:58:01-03","FURB","FURB","32177","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Korte, A","2010","11","09","Korte, A.; Kniess, A.","4774","2010","10","27","Brasil","Santa Catarina","Major Vieira","-50.4","-26.64","-50.4000000","-26.6400000","1009","1009","Florística IFFSC 847 (Erva Terrícola) Habitat: Floresta Ombrófila Mista; Estágio Avançado - explorado; interior do fragmento Habito: erva terrícola;","FURB14017","FURB14017","Rio da Serra.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-10-14 09:58:01-03","FURB","FURB","33326","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Korte, A","2010","11","24","Korte, A.","5068","2010","11","24","Brasil","Santa Catarina","Garuva","-48.9605556","-26.1002778","-48.9605556","-26.1002778","800","800","Florística IFFSC 1066b (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: erva terrícola;","FURB14016","FURB14016","Estrada Bonita (Serra do Quiriri).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-10-14 09:58:01-03","FURB","FURB","34308","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Korte, A","2011","03","22","Korte, A.","6152","2011","03","07","Brasil","Santa Catarina","Massaranduba","-48.96","-26.6344444","-48.9600000","-26.6344444","335","335","Florística IFFSC 863 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: erva terrícola;","FURB14011","FURB14011","Guarani.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-10-14 09:58:01-03","FURB","FURB","35333","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Gasper, AL de","2011","07","18","Korte, A.","6593","2011","04","14","Brasil","Santa Catarina","Concórdia","-52.02","-27.36","-52.0200000","-27.3600000","380","380","Florística IFFSC 393 (Arbusto) Habitat: Floresta Estacional Decidual; Habito: arbusto; flor branca","FURB14009","FURB14009 FURB14009_1","Próximo a ponte da Divisa (Tamanduá).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-11-08 08:48:43-03","FURB","FURB","37248","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Gasper, AL de","2012","01","26","Klemz, G.; Doerner, W.","85","2012","01","18","Brasil","Santa Catarina","Blumenau","-49.1258334","-26.8180556","-49.1258334","-26.8180556","276","276",NA,"FURB14008","FURB14008","Vale do Selke.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-10-14 09:58:01-03","FURB","FURB","47527","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Funez, L.A.","2015","10","15","Pastório, F.F.","84","2015","04","02","Brasil","Santa Catarina","Blumenau","-49.0719445","-26.9213889","-49.0719445","-26.9213889","60","60",NA,"FURB47527","FURB47527","Parque Municipal São Francisco de Assis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-10-14 09:58:01-03","FURB","FURB","5089","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Jarenkow, JA","2007","05","01","Stival-Santos, A.; Verdi, M.","87","2006","11","14","Brasil","Santa Catarina","Blumenau","-49.0719445","-26.9213889","-49.0719445","-26.9213889",NA,NA,"Projeto de pesquisa. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: herbácea;","FURB14039","FURB14039","Parque Natural Municipal São Francisco de Assis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-10-14 09:58:01-03","FURB","FURB","5346","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Jarenkow, JA","2007","05","01","Stival-Santos, A.; Verdi, M.","86","2007","02","13","Brasil","Santa Catarina","Blumenau","-49.0719445","-26.9213889","-49.0719445","-26.9213889",NA,NA,"Projeto de pesquisa.","FURB14038","FURB14038","Parque Natural Municipal São Francisco de Assis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-11-08 08:48:43-03","FURB","FURB","54171","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Lichtenfelz, F.A.","2017","04","14","Lichtenfelz, F.A.","39","2017","01","26","Brasil","Santa Catarina","Blumenau","-49.0916666","-26.9208334","-49.0916666","-26.9208334",NA,NA,"Erva.","FURB54171","FURB54171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-11-08 08:48:43-03","FURB","FURB","54735","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Funez, L.A.","2017","09","05","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","666","2017","07","06","Brasil","Santa Catarina","Joinville","-48.96","-26.19","-48.9600000","-26.1900000","240","240",NA,"FURB54735","FURB54735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-10-14 09:58:01-03","FURB","FURB","56142","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Funez, L.A.","2018","06","07","Kassner-Filho, A.","1547","2017","11","23","Brasil","Santa Catarina","Guaramirim","-49.0416666","-26.5336111","-49.0416666","-26.5336111",NA,NA,"flor creme Habitat: interior do fragmento Habito: erva","FURB56142","FURB56142","Jaqua-açu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-08 08:48:43-03","FURB","FURB","56354","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Farias, D.M.","2018","02","07","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1770","2018","01","28","Brasil","Santa Catarina","Presidente Nereu","-49.41","-27.27","-49.4100000","-27.2700000",NA,NA,NA,"FURB56354","FURB56354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-11-08 08:48:43-03","FURB","FURB","56583","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.",NA,NA,NA,NA,"Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1639","2018","01","16","Brasil","Santa Catarina","Trombudo Central","-49.7702778","-27.27","-49.7702778","-27.2700000",NA,NA,NA,"FURB56583","FURB56583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-10-14 09:58:01-03","FURB","FURB","610","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Oliveira, AA de","2010","02","02","Sevegnani, L.",NA,"2000","03","09","Brasil","Santa Catarina","Blumenau","-49.0719445","-26.9213889","-49.0719445","-26.9213889",NA,NA,NA,"FURB14015","FURB14015","Parque Natural Municipal São Francisco de Assis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-10-14 09:58:01-03","FURB","FURB","6112","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Oliveira, AA de","2011","03","10","Stival-Santos, A.; Verdi, M.","108","2007","06","01","Brasil","Santa Catarina","Blumenau","-49.0719445","-26.9213889","-49.0719445","-26.9213889",NA,NA,"Projeto de pesquisa.","FURB14012","FURB14012","Parque Natural Municipal São Francisco de Assis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-11-08 08:48:43-03","FURB","FURB","62131","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Farias, D.M","2018","12","13","Farias, D.M.; Daltrini, C.","135","2018","12","13","Brasil","Santa Catarina","Blumenau","-49.1036111","-26.8341666","-49.1036111","-26.8341666","76","76",NA,"FURB62131","FURB62131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-10-14 09:58:01-03","FURB","FURB","7341","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Funez, L.A.","2016","09","22","Grippa, C.R.","122","2008","04","05","Brasil","Santa Catarina","Indaial","-49.2258334","-26.8925","-49.2258334","-26.8925000",NA,NA,NA,"FURB26838","FURB26838","Trilha ecológica Fundação Indaialense de Cultura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-11-08 08:48:43-03","FURB","FURB","6277","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Oliveira, AA de","2011","03","10","Vieira, F.C.S.","1635","2006","02","01","Brasil","Santa Catarina","Garuva","-48.8549995422363","-26.0266990661621",NA,NA,"70","70",NA,"FURB14013","FURB14013","Rio do Cristo.",NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA,NA
"138","2019-11-08 08:48:43-03","FURB","FURB","38458","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Berger, JZ","2006",NA,NA,"Berger, J.Z.","255","2005","12","09","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,NA,"FURB14007","FURB14007","Bosque da UNIVILLE.",NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA
"139","2020-10-14 09:58:01-03","FURB","FURB","1240","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Sobral, M","2005","03","30","Vieira, F.C.S.","925","2005","03","26","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,"900","900","Registro anterior excluido por Gasper, A.L. de. Motivo: não encontrada e sem data. Se vier a aparecer recadastrar com outro código. Habitat: Floresta Ombrófila Densa; matinha nebular Habito: herbácea; flor branca","FURB14042","FURB14042","Castelo dos Bugres.",NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA
"140","2021-03-16 17:51:28-03","UCS","HUCS","48177","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Funez, L.A.","2018","06","07","Kassner-Filho, A.","1547","2017","11","23","Brasil","Santa Catarina","Guaramirim","-49.041667","-26.533611","-49.041667","-26.533611","820","820","FURB 56142; Interior do fragmento. Erva, flor creme","HUCS006838",NA,"Jaqua-açu","Angiospermae","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-16 17:51:28-03","UCS","HUCS","39515","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Korte, A.","2010","01","27","Korte, A.","2900","2010","01","27","Brasil","Santa Catarina","Mirim Doce","-50.0766983032227","-27.1963996887207",NA,NA,NA,NA,"Floresta Ombrófila Densa&nf;Herbário FURB 24565; interior do fragmento","HUCS006851",NA,NA,"Angiospermae","Caryophyllales",NA,NA,"28064","auto",NA,NA,NA,NA,NA,NA
"142","2021-03-16 17:51:28-03","UCS","HUCS","39514","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Korte, A.","2010","04","19","Korte, A.","2368","2010","03","30","Brasil","Santa Catarina","Rodeio","-49.3664016723633","-26.9228000640869",NA,NA,NA,NA,"Floresta Ombrófila Densa&nf;Herbário FURB 23189; interior do fragmento","HUCS006852",NA,"São Pedro","Angiospermae","Caryophyllales",NA,NA,"13874","auto",NA,NA,NA,NA,NA,NA
