"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount","sex"
"897","2013-06-14 15:43:00-03","MO","MOBOT","2998319","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata americana","Jacques S. Blanchet","Blanchet 3053",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"(L. f.) Gürke","Bahia",NA,"prope Ilheos.",NA,NA,NA,"americana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"898","2008-05-27 22:02:00-03","MO","MOBOT","1735168","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata lobata","Mónica Moraes","Moraes R. 559",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lobata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"899","2015-11-05 22:10:00-02","MO","MOBOT","3466837","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata lobata","P.I. Oliveira","Oliveira 36","1979","9","11","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Mato Grosso do Sul",NA,"Rio Verde, 5 km ao N",NA,NA,NA,"lobata",NA,NA,"A. Karpovickas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900","2013-07-28 05:59:00-03","MO","MOBOT","3460289","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata tomentosa","Gunnar Wilhelm Harling|Lennart Andersson","Harling 18892","1980","5","7","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Blume) Walp.","Manabí",NA,"Chone-Santo Domingo Road, c. 20 km NNE of Flavio Alfaro (Montañas de Convento), seasonal rain forest.",NA,NA,NA,"tomentosa","300.00000000",NA,"P. Fryxell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901","2017-05-17 05:14:00-03","MO","MOBOT","2998323","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata trilobata","W.R. Hostmann","Hostmann 679a","1846",NA,NA,"South America","Suriname",NA,NA,NA,NA,NA,NA,"(Vell.) Gürke",NA,NA,NA,NA,NA,NA,"trilobata",NA,NA,"R.F. Hohenacker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"902","2012-06-26 15:50:00-03","MO","MOBOT","100482826","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","E.M. Pessoa|et al.","Pessoa 122","2009","11","24","South America","Brazil",NA,NA,NA,NA,NA,NA,"L.","Pernambuco","Igarassu","Usina São José, Fragmento Chave.","-34.9063987731934","-7.83416986465454",NA,NA,NA,NA,"E.M. Pessoa","24709","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"903","2008-05-27 22:02:00-03","MO","MOBOT","1781251","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Elsa M. Zardini|Leongino Guerrero","Zardini 59027","2002","6","28","South America","Paraguay",NA,NA,NA,NA,NA,NA,"L.","Concepción",NA,"Estancia Primavera. Cerrado forest on sandstone.","-57.51055","-26.44138",NA,NA,NA,NA,"A. Krapovickas (CTES)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1264",NA,"4",NA
"904","2020-03-19 04:37:00-03","MO","MOBOT","3051390","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Calaway H. Dodson|Pete Morgan|Mary E. Fallen","Dodson 8583","1979","7","28","South America","Ecuador",NA,NA,NA,NA,NA,NA,"L.","Los Ríos",NA,"Collections from path following ridge line at El Centinela at crest of Montanas de IIa on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at Km 45 on road from Sto Domingo to Quevedo. Prov. Pichincha.","-79.3","-0.61666",NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","2016-10-13 05:56:00-03","MO","MOBOT","187192","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Jorge Zaruma|David A. Neill|Marc A. Baker|Walter A. Palacios","Zaruma 39","1985","4","4","South America","Ecuador",NA,NA,NA,NA,NA,NA,"L.","Napo",NA,"Estación Experimental de INIAP, San Carlos; 6 km al SE de Los Sachas. Elev. 250 m. Bosque húmedo y tropical. Bosque primario y márgenes. Suelo aluvial fértil.","-76.8333","0.3333",NA,NA,"250.00000000",NA,"P. Fryxell",NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-7",NA,"5",NA
"906","2008-05-27 22:02:00-03","MO","MOBOT","184353","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Thomas B. Croat","Croat 55637","1983","4","2","South America","Ecuador",NA,NA,NA,NA,NA,NA,"L.","Pichincha",NA,"Road from La Indepen- dencia to Rio Caoni; E of road between Esmeraldas & La Concordia ( Santo Domingo de los Colorados); 9.4 km E of jct. of main road; (N of La Concordia); disturbed forest.","-79.35","0.15",NA,NA,"210.00000000",NA,"P. Fryxell",NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-32",NA,"3",NA
"907","2013-07-28 05:59:00-03","MO","MOBOT","3048812","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Gunnar Wilhelm Harling|G.T. Storm|Bertil Ström","Harling 9291","1968",NA,NA,"South America","Ecuador",NA,NA,NA,NA,NA,NA,"L.","Pichincha",NA,"Road Sto Domingo-Rosa Zárate (Quinindé), Río Blanco.","-79.4666667","0.3333333",NA,NA,"180.00000000",NA,"P. Fryxell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"908","2012-04-24 05:05:00-03","MO","MOBOT","3048104","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Marion J. Jansen-Jacobs|Christian P.G.-A. Feuillet|Paul Hiepko|Laurence E. Skog|Ben J.H. ter Welle","Jansen-Jacobs 317","1985","2","20","South America","Guyana",NA,NA,NA,NA,NA,NA,"L.","Rupununi",NA,"Kanuku Mts., Rupununi R., Puwib R., near the farm of the Captain of Sandcreek. Shaded forest.","-59.43333","3.11666",NA,NA,"80.00000000","100.00000000","M.J. Jansen-Jacobs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","2012-02-05 05:07:00-02","MO","MOBOT","3049098","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Marion J. Jansen-Jacobs|Ben J.H. ter Welle|A.R.A. Görts-van Rijn|Renske C. Ek","Jansen-Jacobs 1337","1987","11","30","South America","Guyana",NA,NA,NA,NA,NA,NA,"L.","Rupununi",NA,"Rupununi Savanna, Nappi Village. Savanna.","-59.58333","3.41666",NA,NA,"110.00000000",NA,"M.J. Jansen-Jacobs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","2017-01-27 12:41:00-02","MO","MOBOT","2981855","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Bolívar Freire|Diego Naranjo","Freire 947","2005","2","17","South America","Ecuador",NA,NA,NA,NA,NA,NA,"L.","Orellana","Aguarico","Reserva Etnica Huaorani, comunidad Guiyero. Bloque 16 petrolero de Repsol, Km 32; al lado del Río Tiputini. Bosque húmedo tropical. Suelo arcilloso amarillento. Informantes: Armando Nenquimo, Raquel Ima, Ramon Ahua, Humberto Ahua y Raquel Nenquimo. Proyecto Etnobotánico de las comunidades indígenas del área de influencia de PetroEcuador.","-76.4652778","-0.6075",NA,NA,"240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"4",NA
"911","2012-02-29 14:03:00-03","MO","MOBOT","2381633","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Gabriela Moya|Diego Reyes","Moya 257","2004","2","9","South America","Ecuador",NA,NA,NA,NA,NA,NA,"L.","Orellana","Loreto","Alejandro Labaca, comunidad Kichwa de Pompeya, Km 5 vía Tiputini. Bosque muy húmedro Tropical. Bosque intervenido. suelo arcilloso rojizo. Proyecto Etnobotánico del Herbario Nacional, co-financiado por PetroEcuador.","-76.55","-0.3666667",NA,NA,"280.00000000",NA,"P. Fryxell (RSA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA
"912","2010-11-22 14:39:00-02","MO","MOBOT","2382311","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Diego Naranjo|Bolívar Freire","Naranjo 210","2004","2","3","South America","Ecuador",NA,NA,NA,NA,NA,NA,"L.","Orellana","Loreto","Reserva Étnica Huaorani. Comunidad Ñoneno a 165 km al sur del Coca por la vía Auca. Río Shiripuno, 2 horas en canoa aguas abajo. Bosque muy húmedo tropical. Bosque intervenido. Suelo arcilloso amarillento. Proyecto Etnobotánico del Herbario Nacional, co-financiado por PetroEcuador.","-76.8863889","-1.0425",NA,NA,"245.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"913","2017-01-26 19:15:00-02","MO","MOBOT","2384421","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Bolívar Freire|Diego Naranjo","Freire 529","2004","2","3","South America","Ecuador",NA,NA,NA,NA,NA,NA,"L.","Orellana","Loreto","Reserva Étnica Huaorani. Comunidad Ñoneno a 165 km al sur del Coca por la vía Auca. Río Shiripuno, 2 horas en canoa aguas abajo. Bosque muy húmedo tropical. Bosque intervenido. Suelo arcilloso amarillento. Proyecto Etnobotánico del Herbario Nacional, co-financiado por PetroEcuador.","-76.8863889","-1.0425",NA,NA,"245.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"914","2013-03-25 17:41:00-03","MO","MOBOT","183657","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","James C. Solomon","Solomon 16854","1987","6","2","South America","Bolivia",NA,NA,NA,NA,NA,NA,"L.","Pando","Madre de Dios","Bolivar, Río Manupare. Bosque siempre verde sobre tierra firme.","-67.45","-12.2",NA,NA,"170.00000000",NA,"P. A. Fryxell (TEX)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-73",NA,"4",NA
"915","2008-05-27 22:02:00-03","MO","MOBOT","187959","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata lobata","James C. Solomon","Solomon 7950","1982","6","6","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"Beni","Vaca Diez","Riberalta. Weedy fields and low, secondary forest along SE edge of the airfield.","-66.08333","-11",NA,"lobata","230.00000000",NA,"A. Kraopvickas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"154",NA,"6",NA
"916","2008-05-27 22:02:00-03","MO","MOBOT","184286","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Alwyn H. Gentry|Alan Perry|Lourdes Vargas","Gentry 77533","1992","6","29","South America","Bolivia",NA,NA,NA,NA,NA,NA,"L.","Beni","Vaca Diez","Riberalto, disturbed second growth forest near town.","-66.13333","-11",NA,NA,"160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"958",NA,"5",NA
"917","2014-04-04 05:43:00-03","MO","MOBOT","184908","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata americana","Alwyn H. Gentry|Rodolfo Vásquez|E. Andrade C.","Gentry 28910","1980","7","22","South America","Peru",NA,NA,NA,NA,NA,NA,"(L. f.) Gürke","Loreto","Maynas","Mishana, Río Nanay, halfway between Iquitos and Santa Maria de Nanay. Weedy area around village.","-73.5","-3.83333",NA,"americana","140.00000000",NA,"P. Fryxell",NA,NA,NA,NA,NA,NA,NA,NA,NA,"80-5",NA,"6",NA
"918","2013-06-14 15:43:00-03","MO","MOBOT","2998319","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata americana","Jacques S. Blanchet","Blanchet 3053",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"(L. f.) Gürke","Bahia",NA,"prope Ilheos.",NA,NA,NA,"americana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"919","2017-05-17 05:14:00-03","MO","MOBOT","2998323","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata trilobata","W.R. Hostmann","Hostmann 679a","1846",NA,NA,"South America","Suriname",NA,NA,NA,NA,NA,NA,"(Vell.) Gürke",NA,NA,NA,NA,NA,NA,"trilobata",NA,NA,"R.F. Hohenacker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"920","2020-06-22 14:18:45-03","UNESP-IBILCE","SJRP","05873","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","B. Ollgaard et Windisch",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Arbustiva, flores roxas;",NA,"Tracheophyta","Malvales","L.","Mato Grosso","Ricardo Franco","Serra Ricardo Franco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"921","2020-06-22 14:18:45-03","UNESP-IBILCE","SJRP","08287","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Silva, M.R.",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Com 80 cm altura;",NA,"Tracheophyta","Malvales","L.","Goiás","Aporé","rio cachoeira do corrente","-51.92583333","-18.965",NA,NA,NA,NA,"Antonio Krapovickas",NA,NA,"-51.92583333","-18.96500000",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"922","2020-09-09 13:31:29-03","UNESP-IBILCE","SJRP","29134","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Fernandes, A.C.",NA,"2006","05",NA,"América do Sul","Brasil",NA,NA,NA,NA,"Tracheophyta","Malvales","L.","São Paulo","Colina","Área da empresa Colitex","-48.5400009155273","-20.7099990844727",NA,NA,NA,NA,NA,"21359","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"923","2020-07-08 18:55:04-03","UNESP-IBILCE","SJRP","13692","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","P.G. Windisch",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Arbustiva, 80 cm, flores rosa;",NA,"Tracheophyta","Malvales","L.","Mato Grosso","Nova Xavantina","ca. 1,5 km da BR 158, sentido Campinápolis","-52.353099822998","-14.6732997894287",NA,NA,NA,NA,"C. Takeuchi","79739","auto",NA,NA,"2012","02","15","Magnoliopsida",NA,NA,NA,NA,NA
"924","2020-06-22 14:18:45-03","UNESP-IBILCE","SJRP","07753","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Silva, M.R.",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Herbácea, flor amarela, 40 cm de altura;",NA,"Tracheophyta","Malvales","L.","Mato Grosso do Sul","Selvíria","ca. 5 km de Selvíria","-51.4188995361328","-20.3672008514404",NA,NA,NA,NA,"I.A. Rodrigues","74358","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"925","2020-06-22 14:18:45-03","UNESP-IBILCE","SJRP","08467","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Andrade, R.M.C.",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Margem da mata, próximo ao canavial;",NA,"Tracheophyta","Malvales","L.","São Paulo","Brotas","Cachoeira Santo Cristo","-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,"Antonio Krapovickas","26585","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"926","2020-06-22 14:18:45-03","UNESP-IBILCE","SJRP","00564","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","P.N. Camargo",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Lenhosa até 60 cm, flores róseas;",NA,"Tracheophyta","Malvales","L.","São Paulo","São José do Rio Preto","cidade","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,"J. Mattos","20305","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"927","2020-06-22 14:18:45-03","UNESP-IBILCE","SJRP","07395","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Lauri Amorim et. all.",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Arbustiva, folhas alternas;",NA,"Tracheophyta","Malvales","L.","São Paulo","Nova Granada","rio turvo, próximo da ponte","-49.310001373291","-20.5300006866455",NA,NA,NA,NA,"N.Taroda Ranga","25306","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"928","2015-10-22 10:03:00-02","UNIOESTE","UNOP","1514","S","Plantae","Malvaceae","Urena","lobata","Urena lobata","Cervi, A.C.","8256","2002","05","05",NA,"Brasil",NA,NA,"Arbusto com flores róseas. Terreno baldio.",NA,NA,NA,"L.","Santa Catarina","Itapema",NA,"-48.611400604248","-27.0902996063232",NA,NA,NA,NA,"Cervi, A.C.","9090","auto",NA,NA,"2002","05","13",NA,NA,NA,NA,NA,NA
"929","2015-05-20 10:36:03-03","UFERSA","MOSS","11226","S","Plantae","Malvaceae","Urena","lobata","Urena lobata","Loiola, M.I.B.","980","2007","05","19","América do Sul","Brasil",NA,NA,"arbusto com cerca de 1,5 m.; coletada na margem de estrada; flor rósea.",NA,NA,NA,"L.","Rio Grande do Norte","Touros","distrito de Zé de Almeida, Praia de Carnaubinha, estrada para Santa Luzia.","-35.4975","-5.211389",NA,NA,NA,NA,"Loiola, M.I.B.",NA,NA,"35W29'51","5S12'41","2008","05","25",NA,NA,NA,NA,NA,NA
"930","2015-05-20 10:36:03-03","UFERSA","MOSS","1463","S","Plantae","Malvaceae","Urena","lobata","Urena lobata","Oliveira, O.F. de","1387","1980","10","01","América do Sul","Brasil",NA,NA,"arbusto; coletado em ambiente perturbado; solo areno-argiloso; frequente; flor violácea; fruto pardo.",NA,NA,NA,"L.","Rio Grande do Norte","Natal","Guarapes.","-35.275","-5.091667",NA,NA,"15","15","Oliveira, O.F. de",NA,NA,"35W16'30","5S05'30","1981","02","17",NA,NA,NA,NA,NA,NA
"931","2015-05-20 10:36:03-03","UFERSA","MOSS","11671","S","Plantae","Malvaceae","Urena","lobata","Urena lobata","Loiola, M.I.B.","807","2003","07","15","América do Sul","Brasil",NA,NA,"subarbusto; com cerca de 1,2 metros de altura; coletado em passeagem de areia; margem de rio; flor rosa.",NA,NA,NA,"L.","Rio Grande do Norte","Parnamirim","rio Pitimbu.","-35.2628","-5.91556",NA,NA,NA,NA,"Loiola, M.I.B.","17237","auto",NA,NA,"2003","07","01",NA,NA,NA,NA,NA,NA
"932","2015-05-20 10:36:03-03","UFERSA","MOSS","11212","S","Plantae","Malvaceae","Urena","lobata","Urena lobata","Queiroz, R.T.","66","2004","04","06","América do Sul","Brasil",NA,NA,"arbusto; com cerca de 1,20 metros de altura; coletado em mata rudeiral; solo argiloso; flor roxa, axilares; fruto ausente; n.v.: guaxima.",NA,NA,NA,"L.","Rio Grande do Norte","Nísia Floresta","Sítio Currais.","-35.2086","-6.09111",NA,NA,NA,NA,"Queiroz, R.T.","17449","auto",NA,NA,"2004","04","20",NA,NA,NA,NA,NA,NA
"933","2015-05-20 10:36:03-03","UFERSA","MOSS","1462","S","Plantae","Malvaceae","Urena","lobata","Urena lobata","Oliveira, O.F. de","1350","1980","09","30","América do Sul","Brasil",NA,NA,"arbusto; coletado em ambiente perturbado; solo areno-argiloso; frequente; interesse econ. corda; flor violácea; fruto pardo; n.v carrapicho.",NA,NA,NA,"L.","Rio Grande do Norte","Natal","localidade Pium.","-35.161111","-5.958333",NA,NA,"20","20","Oliveira, O.F. de",NA,NA,"35W09'40","5S57'30","1981","02","17",NA,NA,NA,NA,NA,NA
"934","2015-05-20 10:36:03-03","UFERSA","MOSS","11676","S","Plantae","Malvaceae","Urena","lobata","Urena lobata","Loiola, M.I.B.","980","2007","05","19","América do Sul","Brasil",NA,NA,"arbusto; com cerca de 1,5 metros de altura; coletado em margem de estrada; flores róseas.",NA,NA,NA,"L.","Rio Grande do Norte","Touros","distrito de Zé de Almeida, Praia de Carnaubinha, estrada para Santa Luzia.","-35.4975","-5.211389",NA,NA,NA,NA,"Loiola, M.I.B.",NA,NA,"35W29'51","5S12'41","2007","05","19",NA,NA,NA,NA,NA,NA
"935","2015-05-20 10:36:03-03","UFERSA","MOSS","5427","S","Plantae","Malvaceae","Urena","lobata","Urena lobata","Oliveira, O.F. de","1387","1980","10","01","América do Sul","Brasil",NA,NA,"arbusto; coletado em ambiente perturbado; solo areno-argiloso; frequente; flor violácea; fruto pardo.",NA,NA,NA,"L.","Rio Grande do Norte","Natal","Guarapes.","-35.275","-5.091667",NA,NA,"15","15","Oliveira, O.F. de",NA,NA,"35W16'30","5S05'30","1981","02","17",NA,NA,NA,NA,NA,NA
"936","2015-05-20 10:36:03-03","UFERSA","MOSS","11751","S","Plantae","Malvaceae","Urena","lobata","Urena lobata","Queiroz, R.T.","66","2004","04","06","América do Sul","Brasil",NA,NA,"arbusto; com cerca de 1,20 metros de altura; coletado em mata rudeiral; solo argiloso; flor roxa, axilares; fruto ausente; n.v.: guaxima.",NA,NA,NA,"L.","Rio Grande do Norte","Nísia Floresta","Sítio Currais.","-35.2086","-6.09111",NA,NA,NA,NA,"Queiroz, R.T.","17449","auto",NA,NA,"2004","04","20",NA,NA,NA,NA,NA,NA
"937","2015-05-20 10:36:03-03","UFERSA","MOSS","11670","S","Plantae","Malvaceae","Urena","lobata","Urena lobata","Ribeiro, A.","142","2005","06","28","América do Sul","Brasil",NA,NA,"erva; com cerca de 1,5 metros de altura; coletada em mata ciliar; flor rosa; frutos marrons.",NA,NA,NA,"L.","Rio Grande do Norte","Parnamirim","Hidrominas Santa Maria, ao longo dos trilhos da ferrovia.","-35.2628","-5.91556",NA,NA,NA,NA,"Queiroz, R.T.","17237","auto",NA,NA,"2005","08","25",NA,NA,NA,NA,NA,NA
"938","2020-08-31 09:05:51-03","INPA","INPA","201218","S","Plantae","Malvaceae","Urena","lobata","Urena lobata","Salvador, GJ do L.","23","1998","06","18","Southern America","Brasil",NA,NA,NA,"INPA0201218","Dicotyledon Com-Clade","Malvales","L.","Mato Grosso do Sul","Anaurilândia","Córrego Três Barras","-52.7178001403809","-22.1875","INPA0201218 INPA0201218_e",NA,NA,NA,NA,"52338","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"939","2020-08-31 09:05:53-03","INPA","INPA","148118","S","Plantae","Malvaceae","Urena","lobata","Urena lobata trilobata","Pires, MJ","1105","1986","05","29","Southern America","Brasil",NA,NA,NA,"INPA0148118","Dicotyledon Com-Clade","Malvales","L.","Pará","Almeirim","UHE de Samuel, Monte Dourado, Bloco Bananal.","-64.75","-9.25","INPA0148118 INPA0148118_e","trilobata",NA,NA,"Silva, NT da",NA,NA,"-64.75","-9.25","1986","11",NA,NA,NA,NA,NA,NA,NA
"940","2020-08-31 09:05:53-03","INPA","INPA","83903","S","Plantae","Malvaceae","Urena","lobata","Urena lobata","Santos, JUM dos","67","1978","02","21","Southern America","Brasil",NA,NA,NA,"INPA0083903","Dicotyledon Com-Clade","Malvales","L.","Acre","Rio Branco","Rio Branco - Xapuri km 2, Km 1 ao km 23 da Rodovia Rio Branco-Porto Velho.","-67.45","-10.1","INPA0083903 INPA0083903_e INPA0083903_e1",NA,NA,NA,"Krapovickas, A",NA,NA,"-67.45","-10.1","1981","01",NA,NA,NA,NA,NA,NA,NA
"941","2020-08-31 09:05:51-03","INPA","INPA","128367","S","Plantae","Malvaceae","Urena","lobata","Urena lobata","Hill, SR","12915","1983","07","01","Southern America","Brasil",NA,NA,NA,"INPA0128367","Dicotyledon Com-Clade","Malvales","L.","Amazonas","Nova Olinda do Norte","Laranjal, rio Mari-Mari, Rio Paca, FUNAI village of Laranjal, rio Mari-Mari just below rio Paca.","-58.95","-4.083333","INPA0128367 INPA0128367_e",NA,NA,NA,"Hill, SR",NA,NA,"-58.95","-4.083333","1983",NA,NA,NA,NA,NA,NA,NA,NA
"942","2020-08-31 09:05:53-03","INPA","INPA","6287","S","Plantae","Malvaceae","Urena","lobata","Urena lobata reticulata","Pessoal do C.P.F.","INPA6287","1958","03","28","Southern America","Brasil",NA,NA,NA,"INPA0006287","Dicotyledon Com-Clade","Malvales","Gürke","Amazonas","Manaus","Igarapé do Matrinchã, Estrada antiga de Sao Raimundo","-60.05","-3.166667","INPA0006287 INPA0006287_e","reticulata",NA,NA,"Rodrigues, WA",NA,NA,"-60.05","-3.166667","1959",NA,NA,NA,NA,NA,NA,NA,NA
"943","2020-08-31 09:05:51-03","INPA","INPA","225937","S","Plantae","Malvaceae","Urena","lobata","Urena lobata","Zartman, CE","5947","2006","08","11","Southern America","Brasil",NA,NA,NA,"INPA0225937","Dicotyledon Com-Clade","Malvales","L.","Amazonas","Presidente Figueiredo","Rebio Uatumã, Entorno. Estrada Ramal da Morena, km 12.","-59","-1","INPA0225937 INPA0225937_e",NA,NA,NA,"Carvalho-Sobrinho, JG de",NA,NA,"-59","-1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"944","2020-08-31 09:05:52-03","INPA","INPA","55459","S","Plantae","Malvaceae","Urena","lobata","Urena lobata","Absy, ML","72","1976","03","13","Southern America","Brasil",NA,NA,NA,"INPA0055459","Dicotyledon Com-Clade","Malvales","L.","Amazonas","Manaus","Igarapé Preto, Igarape Preto","-63.3281","0.83694","INPA0055459 INPA0055459_e",NA,NA,NA,NA,NA,NA,"-63.3281","0.83694",NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","2020-08-31 09:05:51-03","INPA","INPA","174784","S","Plantae","Malvaceae","Urena","lobata","Urena lobata","Absy, ML","184","1994","06","29","Southern America","Brasil",NA,NA,NA,"INPA0174784","Dicotyledon Com-Clade","Malvales","L.","Roraima","Boa Vista","Lago da Fazenda de São Joaquim, Lago da Fazenda de Sao Joaquim, area ao redor do Lago.","-60","3.1","INPA0174784 INPA0174784_e",NA,NA,NA,"Esteves, GL",NA,NA,"-60","3.1","1997","08",NA,NA,NA,NA,NA,NA,NA
"946","2020-08-31 09:05:52-03","INPA","INPA","56835","S","Plantae","Malvaceae","Urena","lobata","Urena lobata","Estrela, MR","109-7476","1976","04","07","Southern America","Brasil",NA,NA,NA,"INPA0056835","Dicotyledon Com-Clade","Malvales","L.","Amazonas","Humaitá","Beira do Rio Madeira","-63","-7.516667","INPA0056835 INPA0056835_e",NA,NA,NA,NA,NA,NA,"-63","-7.516667",NA,NA,NA,NA,NA,NA,NA,NA,NA
