"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","county","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"282","2014-02-19 06:40:00-03","MO","MOBOT","3228660","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","A. Gentry","Enrique Forero|Roberto Jaramillo M.|Josefina Espina Z.|Pablo A. Palacios H.","Forero 5289","1979","4","14","South America","Colombia","Chocó","Hoya del Rio San Juan. Carretera Andagoya OCndoto, cerca de Andagoya.","-76.66666","5.1",NA,NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2009-11-10 06:22:00-02","MO","MOBOT","3228661","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","J. Wurdack","Bruce K. Holst|Julian A. Steyermark|Bruno J. Manara","Holst 131185","1985","9","2","South America","Venezuela","Bolívar","Dry Savanna and forest at base of igneous mountain, Cero Medano 22,5 km, SW of Caicara del Orinoco.","-66.25","7.6","60.00000000","65.00000000",NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2012-01-04 14:33:00-02","MO","MOBOT","3228696","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"José Bono","Bono 5143","1985",NA,NA,"South America","Venezuela","Táchira","Pericos, a unos 7 kms. oeste de San Cristobal.","-72.2472222","7.7555556",NA,NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"285","2014-02-19 06:40:00-03","MO","MOBOT","3228773","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","A. Gentry","Enrique Forero|Roberto Jaramillo M.|Josefina Espina Z.|Pablo A. Palacios H.","Forero 4576","1979","4","4","South America","Colombia","Chocó","Hoya del Rio san Juan, Alrededores d eNoamama.","-76.91666","4.7",NA,NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2010-02-09 21:19:00-02","MO","MOBOT","3228851","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Enrique Forero|Roberto Jaramillo M.|Henry Y. Bernal|Henry León|M.M. Pulido","Forero 5824","1979",NA,NA,"South America","Colombia","Chocó","Cahparraido. cerca de Tutunendo.","-76.5669445","5.7394444","100.00000000",NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"287","2014-02-19 06:40:00-03","MO","MOBOT","3229029","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","A. gentry","Enrique Forero|Jaime L. Jaramillo|Josefina Espina Z.|Pablo A. Palacios H.","Forero 5286","1979","4","14","South America","Colombia","Chocó","Hoya del Rio SanJuan. Carretera Andagoya-Conduto, cerca de Andagoya.","-76.66666","5.1",NA,NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2010-01-28 15:34:00-02","MO","MOBOT","3229342","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Ghillean T. Prance|A.S. Silva|Cornelis C. Berg|Andrew J. Henderson|Bruce W. Nelson|Michael J. Balick|R.P. Bahia|M.R. dos Santos","Prance 25287","1977","11","12","South America","Brazil","Pará","BR 163, km 771, Rocky slopes.","-55.0127778","-8.7025","400.00000000",NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"289","2012-01-24 20:49:00-02","MO","MOBOT","3229363","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","R.L. Liesner","Christopher F. Uhl","Uhl 8","1978","11","20","South America","Venezuela","Amazonas","Experimental succession site (oxisol) two kilomerters east of San Carlos.[San Carlos de Rio Negro]","-67.0358333","1.9211111",NA,NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"290","2020-04-20 16:00:00-03","MO","MOBOT","3229599","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","J. Wurdack","Basil Stergios|Gerardo Aymard|Olivia Palacios","Stergios 3685","1982","5","19","South America","Venezuela","Bolívar","Tumeremo, selva pluvial alrededores del cano Botanamo, camino Tumeremo-Bochinche.","-61.1","7.4741667",NA,NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"291","2012-01-04 14:33:00-02","MO","MOBOT","3230786","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"José Bono","Bono 4257","1984",NA,NA,"South America","Venezuela","Táchira","Bellavista, arriba de San Cristobal, hacia el Salto Del Indio. Carretera hacia lA FLorida. Bosque enano.","-72.2694445","7.7130556","1300.00000000","1400.00000000",NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"292","2008-08-29 11:16:00-03","MO","MOBOT","3230885","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","J. Wurdack","MURILLO","MURILLO 11","1988","11","5","South America","Colombia","Chocó","Municipio de Quibdo, carretera Yuto-Lloro.","-76.6333333","5.5333333",NA,NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"293","2008-08-29 11:34:00-03","MO","MOBOT","3230940","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","J. Wurdack","N. Pino","Pino 06","1985","5","25","South America","Colombia","Chocó","Municipio de Quibdo, carretera Quibdo-Guayabal.","-76.6525","5.7111111",NA,NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"294","2013-08-23 04:12:00-03","MO","MOBOT","3231186","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Gustavo A. Romero G.","Romero-González 1885","1989","4","19","South America","Venezuela","Amazonas","Atures. Santa Rosa de Ucata, transecta entre conuco indigena ( a un lado d eun bosque medio intervenido) pasando por bosque medio hasta arbsutal de arena blanca.","-67.8","4.4","80.00000000","85.00000000",NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2008-08-29 11:35:00-03","MO","MOBOT","3231245","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","J.J. Wurdack","Josefina Espina Z.","Espina Z. 1506","1985","2","23","South America","Colombia","Chocó","Mpio. DE Quibdo. carretera Quibdo-Guayabal.","-76.6525","5.7111111",NA,NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"296","2008-05-27 22:02:00-03","MO","MOBOT","323881","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","J.J. Wurdack","Adrian Juncosa","Juncosa 1577","1983","12","9","South America","Colombia","Chocó","Plants by Bagado-Certegui trail. 5º25'N, 76º27'W. Alt. 100-130 m.","-76.45","5.41666","100.00000000","130.00000000",NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-39","4",NA,NA
"297","2008-05-27 22:02:00-03","MO","MOBOT","324021","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","J.J. Wurdack (US)","Adrian Juncosa","Juncosa 949","1983","4","15","South America","Colombia","Chocó","Hwy. between Quibdo and Istmina, 1 km N of Las Animas but S of jct. with hwy. toward coast. Alt. 50-100 m. 5.20'N, 76.40'W.","-76.66666","5.33333","50.00000000","100.00000000",NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"82-49","5",NA,NA
"298","2008-05-27 22:02:00-03","MO","MOBOT","328140","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","J. Wurdack (US)","Alwyn H. Gentry|Miryam Monsalve B.|Elsa M. Zardini","Gentry 53425","1985","12","18","South America","Colombia","Valle del Cauca","Bajo Calima, near Pulpapel Headquarters, ca 15 km N of Buenaventura.","-77.03333","3.98333","50.00000000",NA,NA,NA,NA,NA,"D. Don","Buenaventura",NA,NA,NA,NA,NA,NA,NA,NA,"85-447","1",NA,NA
"299","2008-05-27 22:02:00-03","MO","MOBOT","328694","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","B.K.Holst (FVG)","Alwyn H. Gentry|Bruce A. Stein","Gentry 46988","1984","4","26","South America","Venezuela","Amazonas","Cerro Neblina, Between base camp and Puerto Chimo along Rio Mawarinuma.","-66.13333","0.83333","150.00000000","180.00000000",NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-95","4",NA,NA
"300","2008-09-03 10:27:00-03","MO","MOBOT","329014","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","RL","James C. Solomon","Solomon 3292","1977","6","25","South America","Peru","Junín","San Francisco de Satipo. Hillsides along Rio Satipo.","-74.6755556","-11.2769445","700.00000000",NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"240","5",NA,NA
"301","2008-05-27 22:02:00-03","MO","MOBOT","329020","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","B.K.Holst (FVG)","Ronald L. Liesner|Germán Carnevali","Liesner 22995","1987","11","12","South America","Venezuela","Amazonas","RIO NEGRO: San Carlos de Río Negro. East end of runway. Vouchers of plants in study of night jars (night hawks) by Miguel Lentino, Depto. Biologia de Organismos, Universidad Simón Bolivar, Aptdo 80659, Caracas, Venezuela 1080.A","-67.05","1.85","120.00000000",NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-73","1",NA,NA
"302","2014-07-29 09:58:00-03","MO","MOBOT","329451","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","B.K.Holst (FVG)","Ronald L. Liesner","Liesner 24467","1988","5","10","South America","Venezuela","Bolívar","San Ignacio de Yuruaní.","-61.1666667","5","850.00000000",NA,NA,NA,NA,NA,"D. Don","Gran Sabana",NA,NA,NA,NA,NA,NA,NA,NA,"88-37","3",NA,NA
"303","2008-05-27 22:02:00-03","MO","MOBOT","329508","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","J.J. Wurdack (US)","Ronald L. Liesner","Liesner 24533","1988","10","8","South America","Venezuela","Amazonas","ATABAPO Cerro Duida, base on N side opposite Culebra. Forest.","-65.73333","3.73333","210.00000000","300.00000000",NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-41","5",NA,NA
"304","2018-02-14 17:37:00-02","MO","MOBOT","330502","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","J. Bradford","Alwyn H. Gentry|Percy Núñez V.","Gentry 69582","1990","2","26","South America","Peru","Madre de Dios","Pampas del Heath. Open savannah with small patches of trees.","-68.9","-12.7666667","200.00000000",NA,NA,NA,NA,NA,"D. Don","Tambopata",NA,NA,NA,NA,NA,NA,NA,NA,"422","4",NA,NA
"305","2008-09-04 10:50:00-03","MO","MOBOT","3310334","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","J.J. Wurdack","Claudia Sobrevila","Sobrevila 416","1980","7","18","South America","Venezuela","Miranda","Bosque de Sartenejas. USB","-66.8875","10.4072222","1380.00000000",NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"306","2008-05-27 22:02:00-03","MO","MOBOT","334639","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","J.J. Wurdack (US)","James L. Zarucchi|M.P. Velásquez S.|et al.","Zarucchi 6697","1988","5","19","South America","Colombia","Antioquia","LA MAGDALENA: (Puerto Nare); Km 6 of road Narices-Puerto Nare. Disturbed tropical lowland vegetation.","-74.78333","6.18333","300.00000000",NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-36","5",NA,NA
"307","2014-04-05 12:15:00-03","MO","MOBOT","3480518","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Byron Medina","Medina 279","2007","11","19","South America","Ecuador","Zamora-Chinchipe","Parroquia Valladolid. Reserva Tapichalaca, al lado oriental de la carretera Loja-Palanda. Parcela permanente de una hectárea de inventario de bosque, con árboles > 5 cm DAP censados. Al sureste de la entrada a Quebrada Honda, Sendero de Las Pavas. Bosque muy húmedo montano.","-79.13638","-4.48888","2615.00000000",NA,NA,NA,NA,NA,"D. Don","Palanda",NA,NA,NA,NA,NA,NA,NA,NA,"2","5",NA,NA
"308","2008-08-15 03:32:00-03","MO","MOBOT","3480627","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Byron Medina","Medina 325","2007","11","19","South America","Ecuador","Zamora-Chinchipe","Parroquia Valladolid. Reserva Tapichalaca, al lado oriental de la carretera Loja-Palanda. Parcela permanente de una hectárea de inventario de bosque, con árboles > 5 cm DAP censados. Al sureste de la entrada a Quebrada Honda, Sendero de Las Pavas. Bosque muy húmedo montano.","-79.13638","-4.48888","2615.00000000",NA,NA,NA,NA,NA,"D. Don","Palanda",NA,NA,NA,NA,NA,NA,NA,NA,"2","8",NA,NA
"309","2008-08-16 03:32:00-03","MO","MOBOT","3480756","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Byron Medina","Medina 402","2007","12","11","South America","Ecuador","Zamora-Chinchipe","Parroquia Valladolid. Reserva Tapichalaca, al lado oriental de la carretera Loja-Palanda. Parcela permanente de una hectárea de inventario de bosque, con árboles > 5 cm DAP censados. Al sureste de la entrada a Quebrada Honda, Sendero de Las Pavas. Bosque muy húmedo montano.","-79.13638","-4.48888","2615.00000000",NA,NA,NA,NA,NA,"D. Don","Nangaritza",NA,NA,NA,NA,NA,NA,NA,NA,"3","1",NA,NA
"310","2008-08-19 03:32:00-03","MO","MOBOT","3480917","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Byron Medina","Medina 471","2007","12","11","South America","Ecuador","Zamora-Chinchipe","Parroquia Valladolid. Reserva Tapichalaca, al lado oriental de la carretera Loja-Palanda. Parcela permanente de una hectárea de inventario de bosque, con árboles > 5 cm DAP censados. Al sureste de la entrada a Quebrada Honda, Sendero de Las Pavas. Bosque muy húmedo montano.","-79.13638","-4.48888","2615.00000000",NA,NA,NA,NA,NA,"D. Don","Nangaritza",NA,NA,NA,NA,NA,NA,NA,NA,"3","2",NA,NA
"311","2008-08-19 03:32:00-03","MO","MOBOT","3480989","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Byron Medina","Medina 497","2007","12","11","South America","Ecuador","Zamora-Chinchipe","Parroquia Valladolid. Reserva Tapichalaca, al lado oriental de la carretera Loja-Palanda. Parcela permanente de una hectárea de inventario de bosque, con árboles > 5 cm DAP censados. Al sureste de la entrada a Quebrada Honda, Sendero de Las Pavas. Bosque muy húmedo montano.","-79.13638","-4.48888","2615.00000000",NA,NA,NA,NA,NA,"D. Don","Nangaritza",NA,NA,NA,NA,NA,NA,NA,NA,"3","8",NA,NA
"312","2015-03-19 20:26:00-03","MO","MOBOT","3394139","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","J.J. Wurdack","J.A. Silva","Silva 551","1986","7","31","South America","Brazil","Roraima","Boa Vista. Estrada do Canta. Beira de estrada. Solo argilo-arenoso.","-60.66666","2.83333",NA,NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2014-06-13 19:17:00-03","MO","MOBOT","3490919","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Byron Medina","Medina 622","2008","1","22","South America","Ecuador","Zamora-Chinchipe","Parroquia Valladolid. Reserva Tapichalaca, al lado oriental de la carretera Loja-Palanda. Parcela permanente de una hectárea de inventario de bosque, con árboles > 5 cm DAP censados. Al sureste de la entrada a Quebrada Honda, Sendero de Las Pavas. Bosque muy húmedo montano.","-79.13638","-4.48888","2615.00000000",NA,NA,NA,NA,NA,"D. Don","Nangaritza",NA,NA,NA,NA,NA,NA,NA,NA,"4","2",NA,NA
"314","2008-08-22 03:32:00-03","MO","MOBOT","3491055","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Byron Medina","Medina 642","2008","1","22","South America","Ecuador","Zamora-Chinchipe","Parroquia Valladolid. Reserva Tapichalaca, al lado oriental de la carretera Loja-Palanda. Parcela permanente de una hectárea de inventario de bosque, con árboles > 5 cm DAP censados. Al sureste de la entrada a Quebrada Honda, Sendero de Las Pavas. Bosque muy húmedo montano.","-79.13638","-4.48888","2615.00000000",NA,NA,NA,NA,NA,"D. Don","Nangaritza",NA,NA,NA,NA,NA,NA,NA,NA,"4","2",NA,NA
"315","2008-08-22 03:32:00-03","MO","MOBOT","3491108","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Byron Medina","Medina 670","2008","1","22","South America","Ecuador","Zamora-Chinchipe","Parroquia Valladolid. Reserva Tapichalaca, al lado oriental de la carretera Loja-Palanda. Parcela permanente de una hectárea de inventario de bosque, con árboles > 5 cm DAP censados. Al sureste de la entrada a Quebrada Honda, Sendero de Las Pavas. Bosque muy húmedo montano.","-79.13638","-4.48888","2615.00000000",NA,NA,NA,NA,NA,"D. Don","Nangaritza",NA,NA,NA,NA,NA,NA,NA,NA,"4","2",NA,NA
"316","2014-04-05 16:19:00-03","MO","MOBOT","3491179","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Byron Medina","Medina 728","2008","1","22","South America","Ecuador","Zamora-Chinchipe","Parroquia Valladolid. Reserva Tapichalaca, al lado oriental de la carretera Loja-Palanda. Parcela permanente de una hectárea de inventario de bosque, con árboles > 5 cm DAP censados. Al sureste de la entrada a Quebrada Honda, Sendero de Las Pavas. Bosque muy húmedo montano.","-79.13638","-4.48888","2615.00000000",NA,NA,NA,NA,NA,"D. Don","Nangaritza",NA,NA,NA,NA,NA,NA,NA,NA,"4","4",NA,NA
"317","2014-04-05 06:38:00-03","MO","MOBOT","3492872","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Byron Medina","Medina 1010","2008","3","19","South America","Ecuador","Zamora-Chinchipe","Parroquia Valladolid. Reserva Tapichalaca, al lado oriental de la carretera Loja-Palanda. Parcela permanente de una hectárea de inventario de bosque, con árboles > 5 cm DAP censados. Al sureste de la entrada a Quebrada Honda, Sendero de Las Pavas. Bosque muy húmedo montano.","-79.13638","-4.48888","2615.00000000",NA,NA,NA,NA,NA,"D. Don","Palanda",NA,NA,NA,NA,NA,NA,NA,NA,"6","5",NA,NA
"318","2009-12-04 16:13:00-02","MO","MOBOT","3228175","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","J. Wurdack","Carol A. Todzia|James L. Zarucchi|Steven R. Hill|Bruce W. Nelson|C.A. Cid Ferreira|José Guedes|J. Lima dos Santos","Todzia 2248","1983","6","25","South America","Brazil","Amazonas","Borba onthe RIo Madeira. Campinarana 5 km easto f town.","-59.58333","4.38333",NA,NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2020-03-29 20:20:00-03","MO","MOBOT","3227583","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","J. Wurdack","Basil Stergios|Gerardo Aymard","Stergios 7734","1984","11","25","South America","Brazil","Amazonas","Selva pluvial, alrededores de San Carlos del rio Negro, Dpto Rio NEgro,","-66.9166667","1.8333333",NA,NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"320","2009-07-17 13:02:00-03","MO","MOBOT","3229820","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","J.Wurdack","Franciso Delascio C.|Rubén A. Montes|Gerrit Davidse","Delascio Chitty 11623","1981","12",NA,"South America","Venezuela","Guárico","Infante; parque Nacional Aguaro-Guariquito. Morichal Lamedero.","-67.86666","9.86666","100.00000000",NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2009-07-17 07:41:00-03","MO","MOBOT","3227814","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Basil Stergios","Stergios 10480","1987","5","13","South America","Venezuela","Portuguesa","Bosques lomerios conpendientes rocosas de Sabanas abiertas. Alrededores del Campamento Auraima, Rio Paragua.","-63.55","6.36666","330.00000000",NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2010-11-24 06:33:00-02","MO","MOBOT","1557244","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","J.J. Wurdack","Marion J. Jansen-Jacobs|Ben J.H. ter Welle|V. James|R. Andrew","Jansen-Jacobs 4794","1995","8","23","South America","Guyana","Rupununi","Shea Village. Savanna","-59.1","2.85","170.00000000",NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","2011-10-12 09:18:00-03","MO","MOBOT","1804470","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Quinones, Bibl. J.J.Triana 15:38","José Delgadillo","Delgadillo 7",NA,NA,NA,"South America","Colombia","Meta","Cerro del Cristo Rey.","-76.5666667","3.4333333",NA,NA,NA,NA,NA,NA,"D. Don","Villavicencio",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"324","2019-08-01 13:44:00-03","MO","MOBOT","101146908","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","sericea","Miconia sericea","fide Michelangeli et al.","José A. Pavón","Pavón s.n.",NA,NA,NA,"South America","Peru",NA,"without locality",NA,NA,NA,NA,NA,NA,NA,NA,"(D. Don) Michelang.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Isotype",NA
"325","2020-08-31 09:06:23-03","INPA","INPA","174433","S","Plantae","Dicotyledon Com-Clade","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Sanaiotti, TM","Bridgewater, S","38","1993","07","31","Southern America","Brasil","Amapá","BR 156, km 80, Gleba Pedreira de Amcel. Highway BR 156 at Km 80","-51.75","0.666667",NA,NA,NA,NA,"INPA0174433","INPA0174433 INPA0174433_e","D.Don","Ferreira Gomes",NA,NA,NA,"-51.75","0.666667",NA,NA,NA,NA,NA,NA,NA
"326","2020-08-31 09:06:23-03","INPA","INPA","124515","S","Plantae","Dicotyledon Com-Clade","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Wurdack, JJ","Todzia, CA","2248","1983","06","25","Southern America","Brasil","Amazonas","Borba on rio Madeira. Campianarana 5 Km east of town.","-59.583333","-4.383333",NA,NA,NA,NA,"INPA0124515","INPA0124515 INPA0124515_e INPA0124515_e1","D.Don","Borba",NA,NA,"1984","-59.583333","-4.383333",NA,NA,NA,NA,NA,NA,NA
"327","2020-08-31 09:06:23-03","INPA","INPA","139647","S","Plantae","Dicotyledon Com-Clade","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Gentry, AH","Forero, E","4576","1979","04","04","Southern America","Colômbia","Chocó","Hoya del Rio San Juan. Alredores de Noanamá, Hoya del Río San Juan. Alrededores de Noanamá","-46.916667","4.7","20","20",NA,NA,"INPA0139647","INPA0139647_e","D.Don",NA,NA,NA,"1980","-46.916667","4.7",NA,NA,NA,NA,NA,NA,NA
"328","2021-01-10 20:46:40-03","INPA","INPA","150987","S","Plantae","Dicotyledon Com-Clade","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Wurdack, JJ","Sanaiotti, TM","INPA150987","1988","12","20","Southern America","Brasil","Pará","Alter do Chão, Península em frente a Alter-do-Chão.","-54.95","-2.483333",NA,NA,NA,NA,"INPA0150987","INPA0150987 INPA0150987_e INPA0150987_e1","D.Don","Santarém",NA,NA,"1985","-54.95","-2.483333",NA,NA,NA,NA,NA,NA,NA
"329","2020-08-31 09:06:23-03","INPA","INPA","160661","S","Plantae","Dicotyledon Com-Clade","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Wurdack, JJ","Silva, JAC da","551","1986","07","31","Southern America","Brasil","Roraima","Estrada do Cantá. Beira de estrada, solo argilo-arenoso.","-60.666667","2.833333",NA,NA,NA,NA,"INPA0160661","INPA0160661 INPA0160661_e","D.Don","Boa Vista",NA,NA,"1996","-60.666667","2.833333",NA,NA,NA,NA,NA,NA,NA
"330","2020-08-31 09:06:23-03","INPA","INPA","220679","S","Plantae","Dicotyledon Com-Clade","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Almeida, FC de; Penneys, DS","Henkel, TW","3015","1993","09","17","Southern America","Guyana",NA,"U. Takutu - U. Essequibo Region. Kuyuwini watershed; Bat Mtn; lower slopes of inselberg, east face. Rocky, precipitous slopes with scrub islands and low xerophytic forests.","-59.183333","2.183333","300","400",NA,NA,"INPA0220679","INPA0220679 INPA0220679_e","D.Don",NA,NA,NA,"2005","-59.183333","2.183333","05",NA,NA,NA,NA,NA,NA
"331","2020-08-31 09:06:23-03","INPA","INPA","220831","S","Plantae","Dicotyledon Com-Clade","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Almeda, F; Penneys, DS","Redden, KM","2613","2004","02","08","Southern America","Guyana",NA,"Cuyuni - Mazaruni Region. Pakaraima Mts., Mazaruni River. Kamarang, Base Camp 5. Slash and burn cleared forest area dominated by grasses & ferns. White sand. Some cultivation at recently cleared forest edge.","-60.591222","5.866167","475","475",NA,NA,"INPA0220831","INPA0220831 INPA0220831_e","D.Don",NA,NA,NA,"2005","-60.591222","5.866167","05",NA,NA,NA,NA,NA,NA
