"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","dayIdentified","typeStatus","fieldNumber","individualCount"
"101","2008-05-27 22:02:00-03","MO","MOBOT","2970923","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","O. Morrone","D. Alvarenga","Alvarenga 1177","1998",NA,NA,"South America","Brazil","Goiás",NA,"Município de Niquelândia, Estrada para Colinas do Sul; ca. 41km de Niquelândia . Solo pedregoso; relevo ondulado. FOLHA SD-22-Z-B (Uraçú).","-48.07694","-14.39805","485.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2009-06-24 18:35:00-03","MO","MOBOT","2971474","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","A. Chase","Agnes Chase","Chase 9274","1925","3","28","South America","Brazil","Minas Gerais",NA,"Serra do Cipó ( 110 km northeast of Bello Horizonte), Minas Gerias. Brushy red clay campo.",NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2012-04-25 16:47:00-03","MO","MOBOT","2971524","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.",NA,"Agnes Chase","Chase 11453","1930","3","20","South America","Brazil","Goiás",NA,"Vicinity of Goyaz Capital, Goyaz.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"104","2010-10-07 15:27:00-03","MO","MOBOT","2971718","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","G. Davidse","Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 16121","1966","5","27","South America","Brazil","Mato Grosso",NA,"Serra o Roncador. Disturbed cerrado and gallery margin, Rio Turvo, ca. 210 km N. of Xavantina, Mato Grossa.",NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2010-10-07 15:18:00-03","MO","MOBOT","2971861","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","G. Davidse","Howard S. Irwin|R. Souza|J.W. Grear, Jr.|R. Reis dos Santos","Irwin 17394","1966","6","18","South America","Brazil","Mato Grosso",NA,"Gallery forest, ca. 96km S. of Xavantina, Mato Grosso.",NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2009-07-31 17:15:00-03","MO","MOBOT","2971966","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.",NA,"Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","Irwin 21372","1968","3","18","South America","Brazil","Goiás",NA,"Gallery forest and adjacent cerrado, 10km S. of Guará, Goiás.",NA,NA,"550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2008-05-27 22:02:00-03","MO","MOBOT","2973030","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","O. Morrone","Timothy J. Killeen","Killeen 2451","1987","4","14","South America","Bolivia","Santa Cruz","Nuflo de Chavez","Esr, Salta, 10km S of Concepción. Eroded tertiary planation surface overlying precambrian shield; mosiac of semideciduous forest, wooded savanna and savanna wetland.","-62","-16.21666","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2008-05-27 22:02:00-03","MO","MOBOT","2973120","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","T. Killeen","Timothy J. Killeen","Killeen 715","1985","1","3","South America","Bolivia","Santa Cruz","Nuflo de Chavez","10 km Se of Concepción, Est. Salta. Eroded tertiary planation surface overlying precambrian shield; mosaic of semi-deciduous forest, wooded savanna and savanna wetland.","-62","-16.16666","490.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2008-05-27 22:02:00-03","MO","MOBOT","2973199","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","T. Killeen","Timothy J. Killeen","Killeen 867A","1985","2","14","South America","Bolivia","Santa Cruz","Nuflo de Chavez","8km S of Concepción on road to Lomerio. Eroded tertiary planation surface overlying precambrian shield; mosaic of semideciduous forest, wooded savanna and wetland savanna.","-62","-16.16666","480.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2012-03-30 18:07:00-03","MO","MOBOT","2973308","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","G. Davidse","William R. Anderson|Steven R. Hill|R. Reis dos Santos|R. Souza","Anderson 9418","1973","4","29","South America","Brazil","Goiás",NA,"Serra do Caiapó, Ca. 30 km (straight line) S of Caiapônia; cerrado on steep rocky hillsode and at top and base of hill. Rocky hillside.",NA,NA,"950.00000000","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2012-03-30 18:07:00-03","MO","MOBOT","2973365","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","G. Davidse","William R. Anderson|Steven R. Hill|R. Reis dos Santos|R. Souza","Anderson 9809","1973","5","6","South America","Brazil","Mato Grosso",NA,"Top and eastern slope of mountain ca. 9km NE of Barra do Garças; sandstone and sandy soil with cerrado. Among rocks.",NA,NA,"500.00000000","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2012-03-30 18:07:00-03","MO","MOBOT","2973433","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","G. Davidse","William R. Anderson|Steven R. Hill|R. Reis dos Santos|R. Souza","Anderson 9697","1973","5","4","South America","Brazil","Mato Grosso",NA,"Ca. 35km (straight line) ENE of Barra de Garças; hillside cerrado.",NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2013-02-13 05:33:00-02","MO","MOBOT","935981","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.",NA,"Bonifacio Mostacedo C.|Mario Saldias P.|E. Gutiérrez|Luzmila Arroyo P.","Mostacedo C. 770","1993","6","30","South America","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Catarata El Encanto. Bosque alto, húmedo. Relieves con pendientes pronunciadas. Sabana arbolada 10 km camino Los Fierros-El Encanto y 2 - 3 Km que sube a la serranía.","-61.71666","-14.63333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"114","2008-05-27 22:02:00-03","MO","MOBOT","936122","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","T. Killeen (USZ)","E. Gutiérrez|Quevedo|Gonzáles","Gutiérrez Crespo 853","1994","5","6","South America","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Campamento Los Fierros, camino al Tarbo, desvio a las parcelas del cerrado.","-60.85944","-14.60472","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2008-05-27 22:02:00-03","MO","MOBOT","937537","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","T. Killeen (USZ)","Antony Jardim|G. Chamos","Jardim 133","1993","11","15","South America","Bolivia","Santa Cruz","Velasco","Cerrado cerca Los Fierros con Hancornia speciosa, Himatanthus sp., Ouratea sp., Vochysia sp.","-60.84138","-14.57916","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2008-05-27 22:02:00-03","MO","MOBOT","939217","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","Gerrit Davidse (MO)","Bonifacio Mostacedo C.|R.C. Quevedo|E. Gutiérrez|S. Cabrera|H. Gonzáles","Mostacedo C. 1421","1994","4","30","South America","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Campamento Los Fierros, 10 km y 1 km S. Vegetacion cerrado, presencia de arboles, Curatella americana, Kielmeyera, Salvertia, Byrsonima. En el estrato herbaceo predominancia de gramineas.","-60.85","-14.6","240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2008-05-27 22:02:00-03","MO","MOBOT","939354","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","Gerrit Davidse (MO)","Bonifacio Mostacedo C.|R.C. Quevedo|E. Gutiérrez|S. Cabrera|H. Gonzáles","Mostacedo C. 1445","1994","4","30","South America","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Campamento Los Fierros, 10 km E y 1 km S. Vegetacion cerrado, prescencia de arboles; Curatella americana, Kielmeyera, Salvertia, Byrsonima. En el estrato herbaceo, predominancia de graminea.","-60.85","-14.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2008-05-27 22:02:00-03","MO","MOBOT","940765","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","Gerrit Davidse (MO)","Timothy J. Killeen|H. Gonzáles","Killeen 6465","1994","6","12","South America","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Parcela Permanente Los fierros. Cerrado nro.1. Sabana con muchos arboles hasta 2 m. raramente hasta 5 m. campo cerrado","-60.85694","-14.60555","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2014-04-13 05:22:00-03","MO","MOBOT","1876749","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.",NA,"Gerrit Davidse|Fany Llanos","Davidse 5376","1973","12","30","South America","Colombia","Vichada",NA,"31 km W of Las Gaviotas along road to Puerto Gaitán. Open treeless Trachypogon vestitus savanna.","-71.202","4.595","210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"915",NA
"120","2018-09-12 14:48:28-03","UNIOESTE","UNOP","768","S","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","Viana, P.L.","Rocha, M.J.R.; Pereira, A.F.S.; Lautert, M.; Lombardi, J.A.; Pereira, A.F.S.; Lautert, M.; Lombardi, J.A.","542","2012","03","25",NA,"Brasil","Minas Gerais","Rio Pardo de Minas","Parque Estadual de Serra Nova, início da Trilha para Ribeirão São Gonçalo.","-42.734722","-15.395556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-42.734722","-15.395556",NA,NA,NA,NA
"121","2015-05-20 10:36:42-03","UFERSA","MOSS","7677","S","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","Oliveira, R.C.","Martins, C.R.","740","2005","04","06","América do Sul","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília, próximo ao Córrego do Bananal.","-47.941111","-15.660278",NA,NA,NA,"erva; coletada em vegetação de campo rupestre, área com rocha aflorante e presença de arnica.",NA,NA,"2005","08",NA,NA,NA,"47W56'28","15S39'37","01",NA,NA,NA
"122","2020-08-31 09:21:36-03","INPA","INPA","120229","S","Plantae","Monocotyledon","Poales","Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","Prance, GT","Plowman, T","8985","1980","02","21","Southern America","Brasil","Pará","Conceição do Araguaia","Redenção. Área of cerrado vegetation about 4 Km west of town center along highway PA-150.","-50.066667","-8.033333","200","200",NA,NA,"INPA0120229","INPA0120229 INPA0120229_e INPA0120229_e1","2014","06",NA,NA,NA,"-50.066667","-8.033333",NA,NA,NA,NA
"123","2020-08-31 09:21:36-03","INPA","INPA","83058","S","Plantae","Monocotyledon","Poales","Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.",NA,"Anderson, WR","9809","1973","05","06","Southern America","Brasil","Mato Grosso",NA,"Barra do Garças, 9 km NE, Top and eastern slope of mountain ca. 9 Km NE of Barra do Garças; sandstone and sandy soil with cerrado; among rocks.","-52.19058","-15.82579","500","700",NA,NA,"INPA0083058","INPA0083058 INPA0083058_e","2013","01",NA,NA,NA,"-52.19058","-15.82579",NA,NA,NA,NA
"124","2019-12-19 11:20:07-03","UFG","UFG","25681","S","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","et al.; Oliveira, R.C.","Faria, J.G.; et al.","126","1999","05","12",NA,"Brasil","Distrito Federal","Brasília",NA,"-48.016667","-15.916667","1070","1070",NA,"Erva, fruto creme.","UFG0025681","UFG0025681","1999","05",NA,NA,NA,"-48.016667","-15.916667","12",NA,NA,NA
"125","2020-09-12 05:00:02-03","US","US","2630353","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.",NA,"P. Claussen","1021","1838",NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Fragmentary material of type specimen ex herb. CAEN (?); original annotations on sheet unclear and confusing.","US00140756","US00140756_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"Type collection; Isosyntype",NA,"1"
"126","2020-09-12 05:00:02-03","US","US","2855777","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.",NA,"P. Claussen","1021","1838",NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Fragmentary material of type (?) specimen ex Paris. Apparently split and re-mounted from another sheet; original annotations confusing and dubious with regard to identity and type status of element mounted on this sheet. As annotated, P. plicatulum Michx. Not P. plicatulum var. oligostachyum Doell nor P. giminiflora Steud. (T. Killeen, 1988)","US00140757","US00140757_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"Possible type; Possible type",NA,"1"
"127","2020-09-02 16:37:19-03","Cenargen","CEN","37869","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","R. C. Oliveira","Andrade-Lima","4649","1966","06","25",NA,"Brasil","AM","HUMAITA","Campos ao sul do Km 8 da estrada Humaitá-Lábrea, acompanhando a picada para Porto- Velho. Pontal da Cruz.","-63.0208015441895","-7.50611019134521",NA,NA,"Exsicatas","Campo baixo, um pouco úmido. Número de coleta: 66-4649.&nf;Doação - IPA Herbarium (15814).","CEN00037869","CEN00037869","2001","07","202650","auto",NA,NA,NA,NA,NA,NA,"1"
"128","2020-09-02 16:37:19-03","Cenargen","CEN","44490","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","G. H. Rua","Luciano de Bem Bianchetti","750","1989","05","17",NA,"Brasil","DF","BRASILIA",NA,"-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas",NA,"CEN00044490","CEN00044490","2006","09","70570","auto",NA,NA,NA,NA,NA,NA,"3"
"129","2020-09-02 16:37:19-03","Cenargen","CEN","37390","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","G. H. Rua","Lídio Coradin","4246","1981","07","03",NA,"Brasil","DF","BRASILIA","Cerrado próximo ao CPAC, sentido Sobradinho - Planaltina - DF.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas",NA,"CEN00037390","CEN00037390","2006","09","70570","auto",NA,NA,NA,NA,NA,NA,"3"
"130","2020-09-02 16:37:19-03","Cenargen","CEN","38375","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","R. C. Oliveira","Juliana Guimarães Faria","126","1999","05","12",NA,"Brasil","DF","BRASILIA","Fazenda Sucupira. Perto da lagoa e entorno da mata de galeria.","-47.9296989440918","-15.7797002792358","1070","1070","Exsicatas",NA,"CEN00038375","CEN00038375","2000","09","70570","auto",NA,"-4801667.0","-1591667.0",NA,NA,NA,"2"
"131","2020-09-02 16:37:19-03","Cenargen","CEN","22027","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","J. F. M. Valls","Terezinha Aparecida Borges Dias","55","1992","05","05",NA,"Brasil","DF","BRASILIA","Na DF-100 a 99,7 km do CENARGEN/EMBRAPA à esquerda da estrada.","-47.9296989440918","-15.7797002792358","1085","1085","Exsicatas","Inflorescências castanha. Exsicata com mistura de material: 1- Paspalum geminiflorum Steud. e 2- Paspalum gardnerianum Nees - det. por José F. M. Valls em 04/06/99.","CEN00022027","CEN00022027","1999","06","70570","auto",NA,"-4738333.0","-1588333.0",NA,NA,NA,"3"
"132","2020-09-02 16:37:19-03","Cenargen","CEN","102154","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","J. F. M. Valls","Desirée Marques Ramos","128","2013","03","28",NA,"Brasil","DF","BRASILIA","Parque Nacional de Brasília.","-47.9296989440918","-15.7797002792358","1148","1148","Exsicatas",NA,"CEN00102154","CEN00102154","2018","01","70570","auto",NA,NA,NA,NA,NA,NA,"3"
"133","2020-09-02 16:37:19-03","Cenargen","CEN","13944","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","R. C. Oliveira","José Antônio da Silva","324","1981","04","22",NA,"Brasil","DF","BRASILIA","Planaltina. CPAC-EMBRAPA - Área da Chapada.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Doação da Embrapa CPAC.","CEN00013944","CEN00013944","2000","06","70570","auto",NA,NA,NA,NA,NA,NA,"1"
"134","2020-09-02 16:37:19-03","Cenargen","CEN","13943","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","R. C. Oliveira","José Antônio da Silva","325","1981","04","22",NA,"Brasil","DF","BRASILIA","Planaltina. CPAC-EMBRAPA - Área da Chapada.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Doação da Embrapa CPAC.","CEN00013943","CEN00013943","2000","06","70570","auto",NA,NA,NA,NA,NA,NA,"1"
"135","2020-09-02 16:37:19-03","Cenargen","CEN","44804","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","G. H. Rua","Glocimar Pereira-Silva","6248","2002","03","26",NA,"Brasil","GO","FORMOSA","Margem esquerda da lagoa do Perta Pé (área do Exército).","-47.334400177002","-15.5371999740601",NA,NA,"Exsicatas","Área de Influência da AHE Queimado.","CEN00044804","CEN00044804","2007","04","113054","auto",NA,"-4719722.0","-1598333.0",NA,NA,NA,"3"
"136","2020-09-02 16:37:19-03","Cenargen","CEN","16949","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","R. C. Oliveira","Bruno Machado Teles Walter","1126","1992","04","12",NA,"Brasil","GO","NIQUELANDIA","Ponte sobre o Rio Bagagem; distante 32,5 Km da cidade de Niquelândia. Estrada Niquelândia/Colinas do Sul.","-48.4597015380859","-14.4738998413086","440","440","Exsicatas","Inflorescências verdes. Bacia de Inundação da UHE Serra da Mesa.","CEN00016949","CEN00016949","2000","06","74171","auto",NA,"-4820000.0","-1436667.0",NA,NA,NA,"2"
"137","2020-09-02 16:37:19-03","Cenargen","CEN","107384","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","J. F. M. Valls","José Francisco Montenegro Valls","8948","1985","05","30",NA,"Brasil","MT","CACERES","15,5 km SW do restaurante Oásis, ao longo da BR - 070, a leste de Cáceres.","-57.508055","-16.245555","450","450","Exsicatas","Topo de serra. Colmos eretos na base.","CEN00107384","CEN00107384","2004",NA,NA,NA,NA,"-57.508055","-16.245555",NA,NA,NA,"8"
"138","2020-09-02 16:37:19-03","Cenargen","CEN","99732","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","J. F. M. Valls","Glocimar Pereira-Silva","14304","2009","04","27",NA,"Brasil","TO","GOIATINS","Estrada aldeia indígena Krahó Santa Cruz - Itacajá, km 10. Margem direita do Riozinho, próximo à Kapey. Área indígena Krahó.","-47.665277","-8.4458333","220","220","Exsicatas","Área de influência indireta.","CEN00099732","CEN00099732","2017","10",NA,NA,NA,"-47.665277","-8.4458333",NA,NA,NA,"4"
"139","2020-09-02 16:37:19-03","Cenargen","CEN","101975","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","D. M. Ramos","Desirée Marques Ramos","18","2009","04","20",NA,"Brasil","DF","BRASILIA","Reserva do CPAC.","-47.723888","-15.659722",NA,NA,"Exsicatas",NA,"CEN00101975","CEN00101975","2009","06",NA,NA,NA,"-47.723888","-15.659722",NA,NA,NA,"2"
"140","2020-09-02 16:37:19-03","Cenargen","CEN","107294","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","J. F. M. Valls","José Francisco Montenegro Valls","8825","1985","05","21",NA,"Brasil","MT","COMODORO","Posto indígena Mamaindê.","59.9983333","-13.379722","480","480","Exsicatas","Coordenadas aproximadas. Planta muito pilosa, aspecto raro na espécie. Colmos eretos.","CEN00107294","CEN00107294","1985","05",NA,NA,NA,"59.9983333","-13.379722",NA,NA,NA,"5"
"141","2020-09-02 16:37:19-03","Cenargen","CEN","29170","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","R. C. Oliveira","Regina Célia Oliveira","874","1997","07","07",NA,"Brasil","GO","MINACU","Estrada Minaçu - Serra da Mesa, cerca de 8 Km da entrada Norte.",NA,NA,"600","600","Exsicatas","Única touceira em final de floração. Área de influência da UHE Serra da Mesa (Canteiro de Obras). Doação Sistema Herbário HEPH 13273-0. Goiás.","CEN00029170","CEN00029170","2000","06",NA,NA,NA,"-4829944.0","-1371889.0",NA,NA,NA,"1"
"142","2020-09-02 16:37:19-03","Cenargen","CEN","56994","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","R. C. Oliveira","Regina Célia Oliveira","1451","2003","04","24",NA,"Brasil","DF","BRASILIA","Parque Nacional de Brasília, próximo ao depósito de madeira.","-47.926388","-15.731388","1071","1071","Exsicatas","Erva com rizomas curtos. Anteras amarelas, estigmas alvos.","CEN00056994","CEN00056994","2003","04",NA,NA,NA,"-47.926388","-15.731388",NA,NA,NA,"5"
"143","2020-09-02 16:37:19-03","Cenargen","CEN","58794","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","G. H. Rua","Bruno Machado Teles Walter","4849","2001","05","10",NA,"Brasil","DF","BRASILIA","Fazenda Sucupira. Região do alto Córrego Riacho Fundo.","-48.016666","-15.866666","1080","1080","Exsicatas",NA,"CEN00058794","CEN00058794","2007","04",NA,NA,NA,"-48.016666","-15.866666",NA,NA,NA,"4"
"144","2020-09-02 16:37:19-03","Cenargen","CEN","61137","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","G. H. Rua","Anderson Cássio Sevilha","3990","2004","03","29",NA,"Brasil","TO","PARANA",".","-47.528333","-12.954722","347","347","Exsicatas",NA,"CEN00061137","CEN00061137","2007","04",NA,NA,NA,"-47.528333","-12.954722",NA,NA,NA,"3"
"145","2020-09-02 16:37:19-03","Cenargen","CEN","62170","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","R. C. Oliveira","Gabriel Hugo Rua","637","2005","07","11",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","Chapada dos Veadeiros, ca. de 5 km SE de S. Jorge, estrada de acesso para o Vale da Lua, ca. 100 m da estrada GO - 239 Alto Paraíso - S. Jorge.","-47.770833","-14.161111","1075","1075","Exsicatas",NA,"CEN00062170","CEN00062170","2005","07",NA,NA,NA,"-47.770833","-14.161111",NA,NA,NA,"3"
"146","2020-09-02 16:37:19-03","Cenargen","CEN","64059","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","R. C. Oliveira","Roberta Gomes Chacon","40","2003","05","16",NA,"Brasil","DF","BRASILIA","Beira da estrada.","-47.870277","-15.879722",NA,NA,"Exsicatas",NA,"CEN00064059","CEN00064059","2003","05",NA,NA,NA,"-47.870277","-15.879722",NA,NA,NA,"3"
"147","2020-09-02 16:37:19-03","Cenargen","CEN","67730","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","G. H. Rua","Glocimar Pereira-Silva","11495","2007","03","24",NA,"Brasil","TO","PARANA","Acesso ao eixo da barragem pela estrada da Vila Rosário.","-48.217777","-12.8225","290","290","Exsicatas","Área de influência indireta.","CEN00067730","CEN00067730","2007","03",NA,NA,NA,"-48.217777","-12.8225",NA,NA,NA,"4"
"148","2020-09-02 16:37:19-03","Cenargen","CEN","70514","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","J. F. M. Valls","José Francisco Montenegro Valls","12904","1991","05","12",NA,"Brasil","GO","MONTE ALEGRE DE GOIAS","18,8 Km ao Norte do rio Paranã ao longo da rodovia Teresina- Campos Belos.","-47","-13.3","470","470","Exsicatas","Colmos eretos de base fina.A vegetação campestre ocupa os locais mais baixos enquanto a vegetação arbustivo-arbórica cresce sobre pequenas áreas mais elevadas (murunduns).","CEN00070514","CEN00070514","2010","03",NA,NA,NA,"-47.0","-13.3",NA,NA,NA,"5"
"149","2020-09-02 16:37:19-03","Cenargen","CEN","70824","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.",NA,"Gabriel Hugo Rua","833","2006","04","24",NA,"Brasil","GO","CAVALCANTE","Estrada Cavalcante - Colinas, 8 km de Cavalcante.","-47.488333","-13.847222","860","860","Exsicatas","Encosta de morro a direita da estrada.","CEN00070824","CEN00070824",NA,NA,NA,NA,NA,"-47.488333","-13.847222",NA,NA,NA,"2"
