"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","recordNumber","continentOcean","preparationType","barcode","imagecode","infraspecificEpithet","class","fieldNumber","typeStatus","relatedCatalogItem","sex"
"98","2019-06-24 08:12:32-03","IAC","IAC","39137","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","M.G.L. Wanderley & G.M. Sosisa","2003","02","R.B. Torres et al.","2000","03","01","Brasil","Minas Gerais","Camanducaia","Mata do Brás","-46.1447","-22.7553",NA,NA,NA,"01","-46.1447","-22.7553",NA,NA,NA,"1122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-07-23 12:01:04-03","CEPLAC","CEPEC","82722","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa",NA,"M. das G. L. Wanderley",NA,NA,"R. C. Forzza","1999","04","12","Brasil","Bahia","RIO DE CONTAS","Pico do Itobira.","-41.8114013671875","-13.5789003372192","49773",NA,"auto",NA,NA,NA,NA,NA,NA,"1201",NA,NA,NA,NA,NA,NA,NA,NA,"20/04/2004",NA
"100","2019-11-13 16:04:34-03","UNISANTA","HUSC","10592","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Martins, S.E.","2015","09","Sampaio, P.S.P.; Castro, J.C.","2015","07","28","Brasil","Minas Gerais","São Thomé das Letras","Pico do Gavião.","-44.9852981567383","-21.7222003936768","16076","Epífita com frutos passados castanhos.; Mata nebular, subosque.","auto",NA,NA,NA,NA,NA,NA,"1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-02-12 15:01:57-03","UFSCar","SPSC","8515","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","F.A. Botoylin",NA,NA,"F.A. Botoylin","2011","09","13","Brasil","São Paulo",NA,"BH-5MT.",NA,NA,NA,"Flor branca; n3755;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-05-06 11:54:38-03","UFU","HUFU","8217","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Forzza, R.C.","2007",NA,"Romero, R.; Nakajima, J.N.; Zanini, E. & Cesar, R.","1995","03","17","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro próximo a sede administrativa.","-46.3657989501953","-20.2453002929688","57119","Rupícola, heliófila, ca. 0,8m. Escapo floral esverdeado-claro e cálice esverdeado.; Campo rupestre.","auto",NA,NA,NA,NA,NA,NA,"1947",NA,NA,"HUFU00051648","HUFU00051648",NA,NA,NA,NA,NA,NA
"103","2017-09-11 17:09:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra",NA,NA,NA,"Wawra, H",NA,NA,NA,"Brazil","Bahia","Ilhéus","ad Ilheos","-39.0494","-14.7889","61245",NA,"auto",NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2017-09-11 17:09:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra",NA,NA,NA,"Maly, FP",NA,NA,NA,"Brazil","Bahia","Ilhéus","ad Ilheos","-39.0494","-14.7889","61245",NA,"auto",NA,NA,NA,NA,NA,NA,"257","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2017-09-11 17:09:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra",NA,NA,NA,"Wawra, H",NA,NA,NA,"Brazil",NA,NA,"nec non ad Petropolin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ll25","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2017-09-11 17:09:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra",NA,NA,NA,"Glaziou, AFM",NA,NA,NA,"Brazil",NA,NA,"nec non ad Petropolin",NA,NA,NA,"Floret Aprili. (V. s. in herb. Berol., Vindob., Warming.)",NA,NA,NA,NA,NA,NA,NA,"15466","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2017-09-11 17:09:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra",NA,NA,NA,"Burchell, WJ","1826","02","15","Brazil","Rio de Janeiro","Teresópolis","IBB/Fazenda Mr. March, Teresópolis, RJ, 1 1/2 miles south of Mr. March's house","-42.983333","-22.433333",NA,NA,NA,NA,"-42.983333","-22.433333",NA,NA,NA,"2321","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-11-21 10:02:50-03","IBt","SP","195325","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Mollo, L","1990","09","Custodio Filho, A","1983","11","11","Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333",NA,"Epífita, bracteas bordo",NA,"04","-45.866667","-23.633333","890","950",NA,"1780",NA,NA,"SP053341","SP053341",NA,NA,NA,NA,NA,NA
"109","2019-11-21 10:02:50-03","IBt","SP","195325a","Extra","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Mollo, L","1990","09","Custodio Filho, A","1983","11","11","Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333",NA,"Epífita, bracteas bordo",NA,"04","-45.866667","-23.633333","890","950",NA,"1780",NA,NA,"SP053342","SP053342",NA,NA,NA,NA,NA,NA
"110","2019-11-21 10:02:50-03","IBt","SP","195325b","Extra","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Mollo, L","1990","09","Custodio Filho, A","1983","11","11","Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333",NA,"Epífita, bracteas bordo",NA,"04","-45.866667","-23.633333","890","950",NA,"1780",NA,NA,"SP053343","SP053343",NA,NA,NA,NA,NA,NA
"111","2019-11-21 10:02:50-03","IBt","SP","195516","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Wanderley, MGL",NA,NA,"Custodio Filho, A","1983","11","24","Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333",NA,"Epífita, cálice base bordo ápice esverdeado, corola marrom azulado",NA,NA,"-45.866667","-23.633333","890","950",NA,"1892",NA,NA,"SP053325","SP053325",NA,NA,NA,NA,NA,NA
"112","2019-11-21 10:02:50-03","IBt","SP","195516a","Extra","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Wanderley, MGL",NA,NA,"Custodio Filho, A","1983","11","24","Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333",NA,"Epífita, cálice base bordo ápice esverdeado, corola marrom azulado",NA,NA,"-45.866667","-23.633333","890","950",NA,"1892",NA,NA,"SP053327","SP053327",NA,NA,NA,NA,NA,NA
"113","2019-11-21 10:02:50-03","IBt","SP","195516b","Extra","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Wanderley, MGL",NA,NA,"Custodio Filho, A","1983","11","24","Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333",NA,"Epífita, cálice base bordo ápice esverdeado, corola marrom azulado",NA,NA,"-45.866667","-23.633333","890","950",NA,"1892",NA,NA,"SP053326","SP053326",NA,NA,NA,NA,NA,NA
"114","2019-11-21 10:02:50-03","IBt","SP","388279","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Versieux, LM","2006","07","Versieux, LM; Calvente, AM","2006","07","20","Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, Trilha para a Pedra do Sino.","-43.021722","-22.461",NA,NA,NA,NA,"-43.021722","-22.461","1800","2000",NA,"283",NA,NA,"SP053323","SP053323",NA,NA,NA,NA,NA,NA
"115","2019-11-21 10:02:50-03","IBt","SP","388279a","Extra","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Versieux, LM","2006","07","Versieux, LM; Calvente, AM","2006","07","20","Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, Trilha para a Pedra do Sino.","-43.021722","-22.461",NA,NA,NA,NA,"-43.021722","-22.461","1800","2000",NA,"283",NA,NA,"SP053324","SP053324",NA,NA,NA,NA,NA,NA
"116","2019-11-21 10:02:50-03","IBt","SP","412783","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Monteiro, RF","2006","08","Forzza, RC; et al.","2004","03","10","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Epífita. Mata Grande.","-43.9","-21.703056",NA,NA,NA,"08","-43.9","-21.703056","1400","1400",NA,"3171",NA,NA,"SP053328","SP053328",NA,NA,NA,NA,NA,NA
"117","2019-11-21 10:02:50-03","IBt","SP","412783a","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Monteiro, RF","2006","08","Forzza, RC; et al.","2004","03","10","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Epífita. Mata Grande.","-43.9","-21.703056",NA,NA,NA,"08","-43.9","-21.703056","1400","1400",NA,"3171",NA,NA,"SP053329","SP053329",NA,NA,NA,NA,NA,NA
"118","2019-11-21 10:02:50-03","IBt","SP","413000","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Wanderley, MGL",NA,NA,"Wanderley, MGL; Abondanza, BF; Louzada, RB","2009","03","20","Brasil","São Paulo","Campos do Jordão","Trilha dos Campos.","-45.47875","-22.695",NA,NA,NA,NA,"-45.47875","-22.695",NA,NA,NA,"2785",NA,NA,"SP053335","SP053335",NA,NA,NA,NA,NA,NA
"119","2019-11-21 10:02:50-03","IBt","SP","413000a","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Wanderley, MGL",NA,NA,"Wanderley, MGL; Abondanza, BF; Louzada, RB","2009","03","20","Brasil","São Paulo","Campos do Jordão","Trilha dos Campos.","-45.47875","-22.695",NA,NA,NA,NA,"-45.47875","-22.695",NA,NA,NA,"2785",NA,NA,"SP053336","SP053336",NA,NA,NA,NA,NA,NA
"120","2019-11-21 10:02:50-03","IBt","SP","382058","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa bituminosa","Wawra","Versieux, LM","2007","09","Versieux, LM; Calvente, AM","2005","11","20","Brasil","Rio de Janeiro","Nova Friburgo","Macaé de Cima. Sítio Baccus, trilha nº 7.","-42.498806","-22.374",NA,NA,NA,NA,"-42.498806","-22.374","1300","1480",NA,"220",NA,NA,"SP053337","SP053337","bituminosa",NA,NA,NA,NA,NA
"121","2019-11-21 10:02:50-03","IBt","SP","382058a","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa bituminosa","Wawra","Versieux, LM","2007","09","Versieux, LM; Calvente, AM","2005","11","20","Brasil","Rio de Janeiro","Nova Friburgo","Macaé de Cima. Sítio Baccus, trilha nº 7.","-42.498806","-22.374",NA,NA,NA,NA,"-42.498806","-22.374","1300","1480",NA,"220",NA,NA,"SP053338","SP053338","bituminosa",NA,NA,NA,NA,NA
"122","2019-11-21 10:02:50-03","IBt","SP","49669","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Smith, LB","1952","02","Kuhlmann, M","1943","03","27","Brasil","São Paulo","Amparo","Monte Alegre. Imediações da cachoeira, sobre árvores e pedras","-46.7599983215332","-22.7000007629395","18036",NA,"auto",NA,NA,NA,NA,NA,NA,"409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-11-21 10:02:50-03","IBt","SP","169369","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Wanderley, MGL","1981",NA,"Wanderley, MGL","1981","02","13","Brasil","São Paulo","Cunha","Reserva Florestal","-44.9599990844727","-23.0699996948242","38855","Epífita, com frutos","auto",NA,NA,NA,NA,NA,NA,"279",NA,NA,"SP053330","SP053330",NA,NA,NA,NA,NA,NA
"124","2019-11-21 10:02:50-03","IBt","SP","169369a","Extra","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Wanderley, MGL","1981",NA,"Wanderley, MGL","1981","02","13","Brasil","São Paulo","Cunha","Reserva Florestal","-44.9599990844727","-23.0699996948242","38855","Epífita, com frutos","auto",NA,NA,NA,NA,NA,NA,"279",NA,NA,"SP053331","SP053331",NA,NA,NA,NA,NA,NA
"125","2019-11-21 10:02:50-03","IBt","SP","169369b","Extra","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Wanderley, MGL","1981",NA,"Wanderley, MGL","1981","02","13","Brasil","São Paulo","Cunha","Reserva Florestal","-44.9599990844727","-23.0699996948242","38855","Epífita, com frutos","auto",NA,NA,NA,NA,NA,NA,"279",NA,NA,"SP053332","SP053332",NA,NA,NA,NA,NA,NA
"126","2019-11-21 10:02:50-03","IBt","SP","169369c","Extra","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Wanderley, MGL","1981",NA,"Wanderley, MGL","1981","02","13","Brasil","São Paulo","Cunha","Reserva Florestal","-44.9599990844727","-23.0699996948242","38855","Epífita, com frutos","auto",NA,NA,NA,NA,NA,NA,"279",NA,NA,"SP053333","SP053333",NA,NA,NA,NA,NA,NA
"127","2019-11-21 10:02:50-03","IBt","SP","426111","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Wanderley, MGL","2008","11","Shirasuna, RT; et al.","2007","09","20","Brasil","São Paulo","Embu","Lote 5 Rodoanel Mário Covas, Trecho Sul","-46.8499984741211","-23.6399993896484","6851",NA,"auto","06",NA,NA,NA,NA,NA,"341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-11-21 10:02:50-03","IBt","SP","41434","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Smith, LB","1947","08","Doering, R","1939","09","02","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273","53584","Planta com folhas arroxeadas por baixo e ponta roxa","auto",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"SP053339","SP053339",NA,NA,NA,NA,NA,NA
"129","2019-11-21 10:02:50-03","IBt","SP","41434a","Extra","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Smith, LB","1947","08","Doering, R","1939","09","02","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273","53584","Planta com folhas arroxeadas por baixo e ponta roxa","auto",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"SP053340","SP053340",NA,NA,NA,NA,NA,NA
"130","2019-11-21 10:02:50-03","IBt","SP","12365","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra",NA,NA,NA,"Loefgren, A","1894","11","30","Brasil","São Paulo","São Paulo","Em cultivo na commissão.","-46.6300010681152","-23.5400009155273","53584",NA,"auto",NA,NA,NA,NA,NA,NA,"CGG2950",NA,NA,"SP008975","SP008975",NA,NA,NA,NA,NA,NA
"131","2019-11-21 10:02:50-03","IBt","SP","26677","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Smith, LB",NA,NA,"Hoehne, FC","1930","11","05","Brasil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273","53584",NA,"auto",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"SP053334","SP053334",NA,NA,NA,NA,NA,NA
"132","2010-08-16 16:37:16-03","GH","HU-HERB","GH 00255296","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","L. B. Smith",NA,NA,"Lyman B. Smith","1929","1",NA,"Brazil","Rio de Janeiro",NA,"Road between Monte Serrat and Pont Maromba, Mt. Itatiaya, Estaçâo Biologica.","-44.63333333","-22.46666667",NA,NA,NA,NA,NA,NA,"800","1200",NA,"1625","South America","Sheet",NA,NA,NA,NA,"1625",NA,NA,"undetermined"
"133","2010-08-16 16:37:16-03","GH","HU-HERB","GH 00255297","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra",NA,NA,NA,"Lyman B. Smith","1928","12","17","Brazil","Rio de Janeiro",NA,"Organ Mountains, vicinity of Therezopolis. Alt. ca. 1100 m.","-42.96666667","-22.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1519","South America","Sheet",NA,NA,NA,NA,"1519",NA,NA,"undetermined"
"134","2010-08-16 16:37:16-03","GH","HU-HERB","GH 00255298","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","L. B. Smith",NA,NA,"J. Eugenio Leite","1945",NA,NA,"Brazil","São Paulo",NA,"Campos do Jordâo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3370","South America","Sheet",NA,NA,NA,NA,"3370",NA,NA,"undetermined"
"135","2010-08-16 16:37:16-03","GH","HU-HERB","GH 00255299","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","L. B. Smith",NA,NA,"M. B. Foster & R. Foster","1940","7","10","Brazil","Minas Gerais",NA,"Bello Horizonte, Pico de Piedade - 1300 m. Municipio Cateté.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"565","South America","Sheet,Sheet",NA,NA,NA,NA,"565",NA,NA,"undetermined"
"136","2010-08-16 16:37:16-03","GH","HU-HERB","GH 00255301","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","L. B. Smith",NA,NA,"L. H. Bailey & E. Z. Bailey",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Therezopolis. Lat. about 23° S",NA,NA,NA,NA,NA,NA,NA,NA,"900","1000",NA,"1248","South America","Sheet",NA,NA,NA,NA,"1248",NA,NA,"undetermined"
