"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","infraspecificEpithet"
"94","2020-01-25 04:33:00-03","MO","MOBOT","3178376","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Julian A. Steyermark|Gerrit Davidse|Francico Guánchez M.","Steyermark 122129","1980","5","9","South America","Venezuela","Amazonas",NA,"Depto. Atures: virgin rainforest along Río Cataniapo, 44-45 km southeast of Puerto Ayacucho, 3 km downstream from damsite.","-67.25","5.5833333",NA,NA,NA,NA,"200.00000000","300.00000000",NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","parvifolia"
"95","2018-09-28 09:38:00-03","MO","MOBOT","3178379","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Basil Stergios|F. Molina|Alberto Vicentini","Stergios 19494","2002","3",NA,"South America","Venezuela","Amazonas",NA,"Sector Carmelitas del Medio Ventuari; selvas pluviales de tierra firme. Transectas de 0.1-ha Carmelitas I. #104. 765759 E, 458237 N.",NA,NA,NA,NA,NA,NA,"100.00000000",NA,NA,NA,"R.Liesner (MO) Sept.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","parvifolia"
"96","2018-10-05 10:53:00-03","MO","MOBOT","3268140","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Basil Stergios","Stergios 19551","2002","3",NA,"South America","Venezuela","Amazonas",NA,"Cerro Moriche del Medio Ventuari; selvas pluviales de tierra firme de la vertiente NE. Transectas de 0,1-ha; #51. 782201 E, 525669 N.",NA,NA,NA,NA,NA,NA,"200.00000000","300.00000000",NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","parvifolia"
"97","2018-09-25 17:23:00-03","MO","MOBOT","3270461","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Terry W. Henkel","Henkel 3353","1993","10","3","South America","Guyana",NA,NA,"Region: U. Takutu - U. Essequibo. Upper Essequibo River, 1-4 km upstream from mouth of Kuyuwini River; E and W banks. Riverine forest and bank vegetation.","-58.3666667","2.3333333",NA,NA,NA,NA,"100.00000000","200.00000000",NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","parvifolia"
"98","2018-09-25 17:22:00-03","MO","MOBOT","3293970","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Manuel Rimachi Y.","Rimachi Y. 10910","1994","3","22","South America","Peru","Loreto","Maynas","Dtto. Punchana. Rio Momon, del caserio de San Adres hata la quebrada de Shiua, en orilla inundable.",NA,NA,NA,NA,NA,NA,"95.00000000",NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","parvifolia"
"99","2018-09-25 17:23:00-03","MO","MOBOT","3295970","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Manuel Rimachi Y.","Rimachi Y. 4430","1979","6","5","South America","Peru","Loreto","Maynas","Dtto. Iquitos. Rio Nanay, trail from caserio Mishana, upland forest over clay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","parvifolia"
"100","2018-09-25 17:24:00-03","MO","MOBOT","3419092","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Manuel Rimachi Y.","Rimachi Y. 12113","1997","10","28","South America","Peru","Loreto","Maynas","Dtto Iquitos. Carretera Iquitos-Nauta km 28, trocha de la quebrada de Allpahuayo.",NA,NA,NA,NA,NA,NA,"140.00000000","160.00000000",NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","parvifolia"
"101","2018-09-28 09:39:00-03","MO","MOBOT","3580090","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Jürgen Homeier|M.A. Chinchero|E. Jaramillo|L. Guachamin","Homeier 3298","2007","10","30","South America","Ecuador","Napo",NA,"area of the Selva Viva reserve, tropical lowland forest","-77.5166667","-1.0666667",NA,NA,NA,NA,"485.00000000",NA,NA,NA,"R.Liesner (MO) Sept.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","parvifolia"
"102","2018-09-25 17:22:00-03","MO","MOBOT","917240","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Nigel Pitman","Pitman 545","1994","7","11","South America","Ecuador","Napo","Aguarico","Reserva Etnica Huaorani. Maxus road and pipeline construction project, kms 100-102. Trees felled prior to collection. Tropical Moist Forest. Primary forest. Red soils, undulating hills.","-76.2166667","-0.9333333",NA,NA,NA,NA,"250.00000000",NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","parvifolia"
"103","2020-08-31 09:05:57-03","INPA","INPA","225478","S","Plantae","Dicotyledon Com-Clade","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Carvalho-Sobrinho, JG de","1011","2006","09","07","Southern America","Brasil","Amazonas","Presidente Figueiredo","Rebio Uatumã, Entorno. Cachoeira do Boto.","-59","-1",NA,NA,"INPA0225478","INPA0225478 INPA0225478_e",NA,NA,NA,NA,NA,NA,NA,"-59","-1",NA,NA,NA,NA,NA,NA,NA
"104","2021-01-10 20:46:35-03","INPA","INPA","14133","S","Plantae","Dicotyledon Com-Clade","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Rodrigues, WA","5464","1963","08","27","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke","-59.9","-2.8",NA,NA,"INPA0014133","INPA0014133 INPA0014133_e INPA0014133_e1",NA,NA,NA,NA,"Alwan, AA","1982",NA,"-59.9","-2.8",NA,NA,NA,NA,NA,NA,NA
"105","2021-01-10 20:46:35-03","INPA","INPA","14135","S","Plantae","Dicotyledon Com-Clade","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Rodrigues, WA","5466","1963","08","29","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke","-59.9","-2.8",NA,NA,"INPA0014135","INPA0014135 INPA0014135_e",NA,NA,NA,NA,"Alwan, AA","1982",NA,"-59.9","-2.8",NA,NA,NA,NA,NA,NA,NA
"106","2021-01-10 20:46:35-03","INPA","INPA","14409","S","Plantae","Dicotyledon Com-Clade","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Rodrigues, WA","5697","1964","01","31","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke","-59.9","-2.8",NA,NA,"INPA0014409","INPA0014409 INPA0014409_e INPA0014409_e1",NA,NA,NA,NA,"Alwan, AA","1982",NA,"-59.9","-2.8",NA,NA,NA,NA,NA,NA,NA
"107","2021-01-10 20:46:35-03","INPA","INPA","178873","S","Plantae","Dicotyledon Com-Clade","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Ribeiro, JELS","855","1993","06","05","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Igarapé da Bolívia. Sentido Bairro Sabiá.","-59.966667","-2.883333",NA,NA,"INPA0178873","INPA0178873 INPA0178873_e",NA,NA,NA,NA,"Ribeiro, JELS",NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA
"108","2021-01-10 20:46:35-03","INPA","INPA","179951","S","Plantae","Dicotyledon Com-Clade","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Ribeiro, JELS","1657","1995","06","19","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke","-59.966667","-2.883333",NA,NA,"INPA0179951","INPA0179951 INPA0179951_e",NA,NA,NA,NA,"Ribeiro, JELS",NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA
"109","2021-01-10 20:46:35-03","INPA","INPA","188499","S","Plantae","Dicotyledon Com-Clade","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Assunção, PACL","407","1996","09","17","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Trilha torre-acará","-59.966667","-2.883333",NA,NA,"INPA0188499","INPA0188499 INPA0188499_e",NA,NA,NA,NA,"Ribeiro, JELS; Valente, MC; Silva, NMF da","1997","03","-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA
"110","2021-01-10 20:46:35-03","INPA","INPA","190094","S","Plantae","Dicotyledon Com-Clade","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Assunção, PACL","450","1997","01","17","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Trilha torre-acará","-59.966667","-2.883333",NA,NA,"INPA0190094","INPA0190094 INPA0190094_e",NA,NA,NA,NA,"Silva, NMF da",NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA
"111","2021-01-10 20:46:35-03","INPA","INPA","19308","S","Plantae","Dicotyledon Com-Clade","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Rodrigues, WA","8317","1967","02","03","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke. Mata de terra firme, solo argiloso.","-59.966667","-2.883333",NA,NA,"INPA0019308","INPA0019308 INPA0019308_e",NA,NA,NA,NA,"Silva, MF da","1970",NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA
"112","2021-01-10 20:46:35-03","INPA","INPA","21511","S","Plantae","Dicotyledon Com-Clade","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Souza, JA de","174","1968","09","24","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Local pique 3 canto com o pique 13, próximo à estradado Acará.","-59.9","-2.8",NA,NA,"INPA0021511",NA,NA,NA,NA,NA,"ilegível",NA,NA,"-59.9","-2.8",NA,NA,NA,NA,NA,NA,NA
"113","2021-01-10 20:46:35-03","INPA","INPA","232304","S","Plantae","Dicotyledon Com-Clade","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Castilho, CV de","1316","2003","06","01","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O9, km 5.5.","-59.909333","-2.991022",NA,NA,"INPA0232304","INPA0232304 INPA0232304_e","60","60",NA,NA,NA,NA,NA,"-59.909333","-2.991022",NA,NA,NA,NA,NA,NA,NA
"114","2021-01-10 20:46:35-03","INPA","INPA","232451","S","Plantae","Dicotyledon Com-Clade","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Castilho, CV de","1323","2003","06","03","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O9, km 5.5.","-59.909333","-2.991022",NA,NA,"INPA0232451","INPA0232451 INPA0232451_e","60","60",NA,NA,NA,NA,NA,"-59.909333","-2.991022",NA,NA,NA,NA,NA,NA,NA
"115","2020-08-31 09:05:57-03","INPA","INPA","25597","S","Plantae","Dicotyledon Com-Clade","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Prance, GT","8798","1968","11","24","Southern America","Brasil","Rondônia",NA,"Mutumparaná-Porto Velho, 2-4 km E Mutumparaná, Road Mutumparaná to Porto Velho, 2-4 km east of Mutumparaná","-64.919349","-9.610819",NA,NA,"INPA0025597","INPA0025597 INPA0025597_e INPA0025597_e1",NA,NA,NA,NA,"Stace, CA; Alwan, AA","1982",NA,"-64.919349","-9.610819",NA,NA,NA,NA,NA,NA,NA
"116","2021-01-10 20:46:35-03","INPA","INPA","27344","S","Plantae","Dicotyledon Com-Clade","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Souza, JA de","273","1969","05","08","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke","-59.9","-2.8",NA,NA,"INPA0027344","INPA0027344 INPA0027344_e INPA0027344_e1",NA,NA,NA,NA,"Alwan, AA","1982",NA,"-59.9","-2.8",NA,NA,NA,NA,NA,NA,NA
"117","2020-08-31 09:05:57-03","INPA","INPA","276780","S","Plantae","Dicotyledon Com-Clade","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Revilla, J","12586","2016","03","14","Southern America","Brasil","Amazonas","Manaquiri","Rodovia AM-354, Km 8. C. T. de Produtores Rurais Negocios Sustentaveis","-60.438533","-3.491283",NA,NA,"INPA0276780",NA,NA,NA,NA,NA,"Ramos, JF","2016",NA,"-60.438533","-3.491283",NA,NA,NA,NA,NA,NA,NA
"118","2021-01-10 20:46:35-03","INPA","INPA","73013","S","Plantae","Dicotyledon Com-Clade","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Mello, FC de","77-21","1977","08","16","Southern America","Brasil","Amazonas",NA,"Estrada Manaus-Caracaraí Km 39",NA,NA,NA,NA,"INPA0073013","INPA0073013 INPA0073013_e INPA0073013_e1",NA,NA,NA,NA,"Stace, CA; Alwan, AA","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-01-10 20:46:35-03","INPA","INPA","75786","S","Plantae","Dicotyledon Com-Clade","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Roa Torres, A","265","1975","12","05","Southern America","Colômbia",NA,NA,"Amazonas, río Vaupés, cerca de Miraflores, en Trocha miraflores-lagos del Dorado en bosque de tierra firme. Comisaria del Vaupés-Colombia",NA,NA,NA,NA,"INPA0075786","INPA0075786 INPA0075786_e INPA0075786_e1 INPA0075786_e2 INPA0075786_e3",NA,NA,NA,NA,"Stace, CA; Alwan, AA","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-01-10 20:46:35-03","INPA","INPA","14449","S","Plantae","Dicotyledon Com-Clade","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Rodrigues, WA","5736","1964","04","08","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke","-60.0250015258789","-3.10193991661072",NA,NA,"INPA0014449","INPA0014449 INPA0014449_e INPA0014449_e1",NA,NA,"138090","auto","Alwan, AA","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-08-31 09:05:57-03","INPA","INPA","158625","S","Plantae","Dicotyledon Com-Clade","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Silva, NT da","5342","1984","02","06","Southern America","Brasil","Amapá","Mazagão","Rio Jarí, Área do Felipe 06","-51.2893981933594","-0.115000002086163",NA,NA,"INPA0158625","INPA0158625 INPA0158625_e",NA,NA,"195641","auto","Silva, NT da","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-08-31 09:05:57-03","INPA","INPA","25349","S","Plantae","Dicotyledon Com-Clade","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Prance, GT","8551","1968","11","17","Southern America","Brasil","Rondônia",NA,"Rio Abunã, 10 km above Fortaleza, N. bank of rio Abunã, 10 Km","-65.555293","-9.839258",NA,NA,"INPA0025349","INPA0025349 INPA0025349_e INPA0025349_e1",NA,NA,NA,NA,"Stace, CA; Alwan, AA","1982",NA,"-65.555293","-9.839258",NA,NA,NA,NA,NA,NA,NA
"123","2020-08-31 09:05:57-03","INPA","INPA","14536","S","Plantae","Dicotyledon Com-Clade","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Ducke, A","JB25016","1933","06","14","Southern America","Brasil","Amazonas","Manaus","Caminho do João Romão. Mata de terra firme.","-60.033333","-3.416667",NA,NA,"INPA0014536","INPA0014536 INPA0014536_e INPA0014536_e1 INPA0014536_e2",NA,NA,NA,NA,"Stace, CA; Alwan, AA","1982",NA,"-60.033333","-3.416667",NA,NA,NA,NA,NA,NA,NA
"124","2020-08-31 09:05:57-03","INPA","INPA","170057","S","Plantae","Dicotyledon Com-Clade","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Pacheco, M","111","1989","01","11","Southern America","Brasil","Amazonas","Manaus","Distrito Agropecuário, ZF3., Distrito Agropecuário. Reserva 1501 (km 41), of the WWF/INPA MCS project. Non-flooded moist forest.","-59.727778","-2.407222",NA,NA,"INPA0170057","INPA0170057 INPA0170057_e INPA0170057_nd",NA,NA,NA,NA,"Stace, CA","1991",NA,"-59.727778","-2.407222",NA,NA,NA,NA,NA,NA,NA
"125","2021-02-04 10:27:02-03","UFRPE","HST","22841","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","L.C.B. Lima","s.n.","2019","07","04",NA,"Brasil","Pernambuco","Recife","Country Club Rosa e Silva","-34.8810997009277","-8.05389022827148",NA,"Arvoreta ca. 4 m alt.; caule marrom; flores creme-amareladas; frutos imaturos verdes.","HST022841",NA,NA,NA,"18865","auto","A.M.Miranda","2019","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-02-25 10:12:58-03","CVRD","CVRD","9108","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia subsp. rabelloana","(Mattos) Alwan & Stace","Siqueira, G.S.","163","2005","04","06","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Pequí mirindiba","CVRD009108","CVRD009108",NA,NA,"48094","auto","Geovane S. Siqueira","2016","10",NA,NA,"Magnoliopsida",NA,NA,"25",NA,NA,"subsp. rabelloana"
"127","2021-02-25 10:12:58-03","CVRD","CVRD","9359","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia subsp. rabelloana","(Mattos) Alwan & Stace","Folli, D.A.","5052","2005","04","15","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Pequí mirindiba","CVRD009359","CVRD009359",NA,NA,"48094","auto","Geovane S. Siqueira","2016","10",NA,NA,"Magnoliopsida",NA,NA,"26",NA,NA,"subsp. rabelloana"
"128","2021-02-25 10:12:58-03","CVRD","CVRD","8283","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia subsp. rabelloana","(Mattos) Alwan & Stace","Folli, D.A.","4576","2003","08","18","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"11 <ll>dwc_commonname:</ll> Pequí mirindiba","CVRD008283",NA,NA,NA,"48094","auto","Geovane S. Siqueira","2016","10",NA,NA,"Magnoliopsida",NA,NA,"25",NA,NA,"subsp. rabelloana"
"129","2021-02-25 10:12:58-03","CVRD","CVRD","1198","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia subsp. rabelloana","(Mattos) Alwan & Stace","Folli, D.A.","544","1985","03","29","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Pequí mirindiba","CVRD001198","CVRD001198",NA,NA,"48094","auto","Geovane S. Siqueira","2016","10",NA,NA,"Magnoliopsida",NA,NA,"25",NA,NA,"subsp. rabelloana"
"130","2021-02-25 10:12:58-03","CVRD","CVRD","9108","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia subsp. rabelloana","(Mattos) Alwan & Stace","Siqueira, G.S.","163","2005","04","06","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Pequí mirindiba","CVRD009108","CVRD009108",NA,NA,"48094","auto","Geovane S. Siqueira","2016","10",NA,NA,"Magnoliopsida",NA,NA,"25",NA,NA,"subsp. rabelloana"
"131","2021-02-25 10:12:58-03","CVRD","CVRD","9359","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia subsp. rabelloana","(Mattos) Alwan & Stace","Folli, D.A.","5052","2005","04","15","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Pequí mirindiba","CVRD009359","CVRD009359",NA,NA,"48094","auto","Geovane S. Siqueira","2016","10",NA,NA,"Magnoliopsida",NA,NA,"26",NA,NA,"subsp. rabelloana"
"132","2021-02-25 10:12:58-03","CVRD","CVRD","8283","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia subsp. rabelloana","(Mattos) Alwan & Stace","Folli, D.A.","4576","2003","08","18","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"11 <ll>dwc_commonname:</ll> Pequí mirindiba","CVRD008283",NA,NA,NA,"48094","auto","Geovane S. Siqueira","2016","10",NA,NA,"Magnoliopsida",NA,NA,"25",NA,NA,"subsp. rabelloana"
"133","2021-02-25 10:12:58-03","CVRD","CVRD","1198","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia subsp. rabelloana","(Mattos) Alwan & Stace","Folli, D.A.","544","1985","03","29","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Pequí mirindiba","CVRD001198","CVRD001198",NA,NA,"48094","auto","Geovane S. Siqueira","2016","10",NA,NA,"Magnoliopsida",NA,NA,"25",NA,NA,"subsp. rabelloana"
"134","2020-09-12 05:00:02-03","US","US","3331677","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","M. Nee","42605","1992","2","25","South America - Neotropics","Brazil","Amazonas","Manaus","ca. 80km N de Manaus, Distrito Agropecuário da SUFRAMA, Rodovia BR 174, km 64, depois 21km leste na ZF3, Fazenda Porto Alegre. Projeto Dinâmica Biológica de Fragmentos Florestais, Reserva Nº 3402, Cabo Frio.","-60.0250015258789","-3.10193991661072",NA,NA,"US01886395","US01886395_01 US01886395_02",NA,NA,"138090","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"135","2020-09-12 05:00:02-03","US","US","3347797","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","M. Pacheco, E. Palheta & S. Souza","111","1989","1","11","South America - Neotropics","Brazil","Amazonas","Manaus","Distrito Agropecuário, Reserva 1501 (km 41) of the WWF/INPA MCS project","-60.0250015258789","-3.10193991661072",NA,NA,"US01886396","US01886396_01 US01886396_02","50","125","138090","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"136","2020-09-12 05:00:02-03","US","US","1693377","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","A. Ducke","374","1937","1","3","South America - Neotropics","Brazil","Amazonas","Manaus","Cachoeira GRande","-60.0250015258789","-3.10193991661072",NA,NA,"US01886391","US01886391_01 US01886391_02",NA,NA,"138090","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"137","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","H. D. Clarke, R. Williams, C. Perry, E. Tripp & J. Kelly","9258","2001","6","17","South America - Neotropics","Guyana","Potaro-Siparuni",NA,"Mt. Ayanganna, east face, plateau above second of four escarpments","-59.9725","5.37694",NA,NA,NA,NA,"1380",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"138","2020-09-12 05:00:02-03","US","US","2596934","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","G. T. Prance, W. A. Rodrigues, J. F. Ramos & L. G. Farias","8798","1968","11","24","South America - Neotropics","Brazil","Rondônia",NA,"Road Mutumparaná to Porto Velho, 2-4km east of Mutumparaná.",NA,NA,NA,NA,"US01886393","US01886393_01 US01886393_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"139","2020-09-12 05:00:02-03","US","US","2596933","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","G. T. Prance, W. A. Rodrigues, J. F. Ramos & L. G. Farias","8551","1968","11","17","South America - Neotropics","Brazil","Rondônia",NA,"N. bank of rio Abunã, 10 km above Fostaleza",NA,NA,NA,NA,"US01886394","US01886394_01 US01886394_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"140","2020-09-12 05:00:02-03","US","US","3138127","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","M. Rimachi Y.","4430","1979","6","5","South America - Neotropics","Peru","Loreto",NA,"Maynas. Dtto. Iquitos. Rio Nanay, trail from caserio Mishana.",NA,NA,NA,NA,"US03048616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"141","2020-09-12 05:00:02-03","US","US","3393245","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","T. Henkel, R. Williams & V. James","3353","1993","10","3","South America - Neotropics","Guyana","U. Takutu-U. Essequibo",NA,"Upper Essequibo River, 1-4 km upstream from mouth of Kuyuwini River; E and W of banks","-58.3667","2.33333",NA,NA,"US00635939","US00635939_01","100","200",NA,NA,"Stace, C. A.",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"142","2020-09-12 05:00:02-03","US","US","1998255","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","J. A. Steyermark","57794","1944","8","22","South America - Neotropics","Venezuela","Amazonas",NA,"Esmeralda Ridge to Tree Savanna (Sabana de Arboles), southeast of Cerro Duida","-65.55","3.16",NA,NA,"US00766680",NA,"200",NA,NA,NA,"Stace, C. A.",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
