"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","typeStatus","class","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","infraspecificEpithet","individualCount","dayIdentified","sex"
"90","2020-07-10 09:46:23-03","MBML","MBML-HERBARIO","31597",NA,"Plantae",NA,NA,"Grammitidaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R.Sm.","F.B. Matos & P.Labiak/VII-2007","P. Labiak; et al","4018","2007","07","11",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"MBML031597","MBML031597",NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
"91","2019-06-11 14:06:10-03","F","FMNH-PTERIDOPHYTES",NA,"PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A. R. Sm.","RRC ID Flag","B. Boyle","4675","1997","6","26","South America","Peru","Junín",NA,NA,"-75","-11.5",NA,NA,NA,NA,NA,NA,NA,"Pteridopsida",NA,NA,NA,NA,NA,NA,"4675 p.p.",NA,NA,NA,NA
"92","2017-04-21 10:35:07-03","F","FMNH-PTERIDOPHYTES",NA,"PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A. R. Sm.","RRC ID Flag","B. Boyle","4741","1997","6","25","South America","Peru","Junín",NA,NA,"-75","-11.5",NA,NA,NA,NA,NA,NA,NA,"Pteridopsida",NA,NA,NA,NA,NA,NA,"4741",NA,NA,NA,NA
"93","2019-06-11 14:07:33-03","F","FMNH-PTERIDOPHYTES","C0676093F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A. R. Sm.","RRC ID Flag","T. W. Henkel","4337","1993","11","13","South America","Guyana","Potaro-Siparuni",NA,NA,"-59.5","5",NA,NA,NA,"C0676093F","C0676093F_01",NA,NA,"Pteridopsida",NA,NA,NA,NA,NA,NA,"4337",NA,NA,NA,NA
"94","2020-09-12 05:00:02-03","US","US","3474412","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Mycopteris","taxifolia","Mycopteris taxifolia","(L.) Sundue",NA,"H. D. Clarke, R. Williams & C. Perry","8412","1999","9","10","South America - Neotropics","Guyana","U. Takutu-U. Essequibo",NA,"Wassarai Mts., summit of highest peak, 14 km S of S. Kassikaityu R.","-59.2397","1.52861","1135",NA,NA,"US00825961",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"95","2020-09-12 05:00:02-03","US","US","3486741","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Mycopteris","taxifolia","Mycopteris taxifolia","(L.) Sundue",NA,"H. D. Clarke, C. Perry, E. Tripp, S. R. Stern & D. Gittens","12106","2004","6","26","South America - Neotropics","Guyana","Cuyuni-Mazaruni",NA,"Mt. Maringma, camp at base of second escarpment","-60.5668","5.21061","1065",NA,NA,"US00754633",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"96","2020-09-12 05:00:02-03","US","US","3382300","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","Dorr, L. J.; Smith, A.","B. G. Stergios","17382","1998","7","9","South America - Neotropics","Venezuela","Trujillo","Boconó","Parque Nacional Guaramacal, Sector El Santuario, La Punta",NA,NA,"1860",NA,"PORT, US","US00603496","US00603496_01","1860",NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"97","2020-09-12 05:00:02-03","US","US","3320844","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","Smith, A.","A. Licata, J. Farreras, R. González & C. Oráa","691","1996","1","20","South America - Neotropics","Venezuela","Trujillo","Boconó","Parque Nacional Guaramacal. Selvas Nubladas de la vertiente Sur.","-70.1167","9.2167","2100",NA,"PORT, UC, US","US00513869",NA,"2100",NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"98","2020-09-12 05:00:02-03","US","US","3322047","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","Smith, A. R., (UC)","A. Licata & N. L. Cuello","234","1995","6","19","South America - Neotropics","Venezuela","Trujillo","Boconó","Parque Nacional Guaramacal. Selvas nubladas, en la vertiente Norte.","-70.2119","9.25","2100",NA,"MO, PORT, UC, US","US00513622","US00513622_01","2100",NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"99","2020-09-12 05:00:02-03","US","US","3320842","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","Smith, A. R., (UC)","N. L. Cuello, R. González, A. González & O. León","1302","1995","12","19","South America - Neotropics","Venezuela","Trujillo","Boconó","Parque Nacional Guaramacal. Selvas Nubladas de la vertiente sur.","-70.1614","9.2078","1950",NA,"NY, PORT, UC, US","US00513862",NA,"1950",NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"100","2020-09-12 05:00:02-03","US","US","3322054","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","Smith, A.","A. Licata & N. L. Cuello","268","1995","6","24","South America - Neotropics","Venezuela","Trujillo","Boconó","Parque Nacional Guaramacal. Selvas nubladas, en la vertiente Norte.","-70.2092","9.2456","2300",NA,"PORT, UC, US","US00513635",NA,"2300",NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"101","2019-10-07 09:38:47-03","UEFS","HUEFS","109110","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R.Sm.","F.B.Matos","Matos, F.B.","773","2005","07","22",NA,"Brasil","Bahia","Arataca","Serra do Peito de Moça. Estrada Arataca-Una, com entrada no assentamento Santo Antônio, ca. 22,4 km de Arataca. RPPN Caminho das Pedras. Trilha para a serra. Cerca de 1.000m alt.","-39.341944","-15.173889",NA,NA,"Floresta Montana.","HUEFS0109110","HUEFS0109110",NA,NA,"Polypodiopsida","2007","09","39W20'31''","15S10'26''",NA,NA,NA,NA,NA,NA,NA
"102","2020-07-23 12:19:31-03","CEPLAC","CEPEC","127928","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia",NA,"F. Matos","P.L.R. de Moraes","2743","2009","08","12",NA,"Brasil","Bahia","arataca","Serra do Peito-de-Moça","-39.408056","-15.202778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W24'29","15S12'10",NA,NA,NA,NA,NA,NA,NA
"103","2020-07-23 12:19:31-03","CEPLAC","CEPEC","127939","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia",NA,"F. Matos","P.L.R. de Moraes","2754","2009","08","13",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita","-39.565278","-15.391667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W33'55","15S23'30",NA,NA,NA,NA,NA,NA,NA
"104","2019-11-07 11:19:14-03","UFMG","BHCB-SL","97415","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R.Sm.","Salino, A","Matos, FB; Lobão, AQ; Paixão, JL; Jardim, J; Sant'Ana, SC de","773","2005","07","22","América","Brasil","Bahia","Arataca","Serra do Peito de Moça, Estrada Arataca-Una, com estrada no assentamento Santo Antônio, cerca de 22,4 km de Arataca. RPPN Caminho das Pedras. Trilha para a Serra. Floresta Montana.","-39.341944","-15.173889","1000",NA,"Rupícola associada a briófitas a beira de riacho na base do morro. Frondes arqueadas.",NA,NA,"1000",NA,NA,"2009","03","-39.341944","-15.173889",NA,NA,NA,NA,NA,NA,NA
"105","2019-12-19 16:20:56-03","UFMG","BHCB-SL","104370","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R.Sm.","Salino, A","Boonen, W","340","1985","04","11","América","Brasil","Espírito Santo","Santa Teresa","Estação Biológica da Caixa D'Água","-40.6002998352051","-19.9356002807617",NA,NA,"Epífita sobre um tronco à beira do riacho, soros marrons,","BHCB002378","BHCB002378",NA,NA,NA,"2011","01",NA,NA,"23813","auto",NA,NA,NA,NA,NA
"106","2019-05-06 12:01:54-03","UFU","HUFU","2001","S","Plantae",NA,NA,"Polypodiaceae","Polypodium","taxifolium","Polypodium taxifolium","L.","Ranal, M.","Ranal, M.","322","1985","07","19",NA,"Brasil","São Paulo","Anhembi","Fazenda Barreiro Rico, Água do Viraeiro. (Córrego)","-48.1199989318848","-22.7800006866455",NA,NA,"Mata de galeria.","HUFU00054386","HUFU00054386",NA,NA,NA,"1989","11",NA,NA,"25656","auto",NA,NA,NA,"17",NA
"107","2021-02-23 13:23:03-03","MN","R-TIPOS","21131","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R.Sm.","Labiak, P.","Brade, A.C.","8396","1925","10",NA,NA,"Brasil","São Paulo","Iguapé","Serra do Paranapiacaba","-47.5499992370605","-24.7000007629395",NA,NA,NA,"R000021131","R000021131_001",NA,"Isotypus de Polypodium paulistanum Brade & Rosenst.",NA,"2001","03",NA,NA,"55628","auto",NA,NA,NA,NA,NA
"108","2010-08-16 16:37:04-03","GH","HU-HERB","GH 00021876","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Polypodium","paulistanum","Polypodium paulistanum","Brade & Rosenstock",NA,"A. C. Brade","8396","1925","10",NA,"South America","Brazil","São Paulo",NA,"Municipio de Iguape, Serra Paranapiacaba, in Tal des Temivel",NA,NA,NA,"Sheet",NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,"8396",NA,NA,NA,"undetermined"
