"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","typeStatus","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"97","2019-08-27 13:34:21-03","IAP","PACA-AGP","4827","PreservedSpecimen","Plantae","Magnoliophyta","Podostemales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","A.S.Melo","Rambo, B.",NA,"1941","02","10",NA,"Brasil","RS","Canela","Passo do Inferno","-50.815601348877","-29.3656005859375",NA,NA,NA,"Habitat: Ad rupes in flumine Fenofase: fruto","PACA004827",NA,"2010","16452","auto","Magnoliopsida","07","01",NA,NA,NA,NA,NA,NA
"98","2019-08-27 13:34:21-03","IAP","PACA-AGP","54828","PreservedSpecimen","Plantae","Magnoliophyta","Podostemales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","N.M. Tur, Museo de La Plata","Rambo, B.",NA,"1954","02","24",NA,"Brasil","RS","Caxias do Sul","Vila Seca","-51.1794013977051","-29.1681003570557",NA,NA,NA,"Habitat: In rivo ad rupes Fenofase: estéril","PACA054828",NA,"2003","49662","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-08-27 13:34:21-03","IAP","PACA-AGP","51064","PreservedSpecimen","Plantae","Magnoliophyta","Podostemales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","A.S.Melo","Sehnem, A.","4946","1950","10","02",NA,"Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611","400","400",NA,"Habitat: Ad rupes in rivo Fenofase: estéril","PACA051064",NA,"2010","21601","auto","Magnoliopsida","07","01",NA,NA,NA,NA,NA,NA
"100","2019-08-27 13:34:21-03","IAP","PACA-AGP","2221","PreservedSpecimen","Plantae","Magnoliophyta","Podostemales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","N.M. Tur, Museo de La Plata","Rambo, B.",NA,"1935","12","21",NA,"Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,"Habitat: Ad rupes in rivo Fenofase: estéril","PACA002221",NA,"2003","21601","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-08-27 13:34:21-03","IAP","PACA-AGP","1258","PreservedSpecimen","Plantae","Magnoliophyta","Podostemales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","A.S.Melo","Rambo, B.",NA,"1934","12","31",NA,"Brasil","RS","Osório","Cerro do Umbu","-50.2696990966797","-29.8866996765137",NA,NA,NA,"Habitat: Ad rupes in rivo Fenofase: fruto","PACA001258",NA,"2010","27350","auto","Magnoliopsida","07","01",NA,NA,NA,NA,NA,NA
"102","2019-08-27 13:34:21-03","IAP","PACA-AGP","36685","PreservedSpecimen","Plantae","Magnoliophyta","Podostemales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","A.S.Melo","Rambo, B.",NA,"1948","02",NA,NA,"Brasil","RS","São Francisco de Paula","Cambará","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Habitat: Ad rupes in rivo Fenofase: estéril","PACA036685",NA,"2010","76715","auto","Magnoliopsida","07","01",NA,NA,NA,NA,NA,NA
"103","2019-08-27 13:34:21-03","IAP","PACA-AGP","4748","PreservedSpecimen","Plantae","Magnoliophyta","Podostemales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","A.S.Melo","Rambo, B.",NA,"1941","02","10",NA,"Brasil","RS","São Francisco de Paula","Rio Guira","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Habitat: Ad Rupes in rivo Fenofase: estéril","PACA004748",NA,"2010","76715","auto","Magnoliopsida","07","01",NA,NA,NA,NA,NA,NA
"104","2019-08-27 13:34:21-03","IAP","PACA-AGP","34957","PreservedSpecimen","Plantae","Magnoliophyta","Podostemales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","A.S.Melo","Rambo, B.",NA,"1947","01","08",NA,"Brasil","RS","Vacaria","Faz. da Ronda","-50.9338989257812","-28.5121994018555",NA,NA,NA,"Habitat: Ad rupes in rivo Fenofase: estéril","PACA034957",NA,"2010","63451","auto","Magnoliopsida","07","01",NA,NA,NA,NA,NA,NA
"105","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0059479","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","A. S. Mello","G. Hatschbach; O. Guimarães","19187","1968","4","27",NA,"Brazil","Parana",NA,"Rod. BR-277, Rio dos Patos (Mun. Prudentópolis).","-50.968934","-25.215497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-10-14 10:05:04-03","FURB","FURB","12798","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Mello, AS","Gasper, A.L. de","2089","2009","05","09",NA,"Brasil","Santa Catarina","Urubici","Parque Nacional de São Joaquim.","-49.6183334","-28.1452777","1384","1384",NA,"Coleta Extra IFFSC Habitat: Floresta Ombrófila Mista; em meio a rochas na parte de baixo de uma cachoeira Habito: rupícola;","FURB03186","FURB03186","2011",NA,NA,NA,"02","15",NA,NA,"-49.6183334","-28.1452777",NA,NA
"107","2021-03-16 17:53:28-03","UCS","HUCS","3396","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Mello, A.S.","Wasum, R.A.","s.n.","1987","10","31",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Lajeado Grande","-50.5835990905762","-29.4480991363525","780","780",NA,"dentro do riacho-nos rochedos",NA,NA,"2011","76715","auto",NA,"02","15",NA,NA,NA,NA,NA,NA
"108","2021-03-16 17:53:28-03","UCS","HUCS","2933","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Mello, A.S.","Sehnem, A.","s.n.","1950","10","02",NA,"Brasil","Rio Grande do Sul","Montenegro","Linha Campestre","-51.4611015319824","-29.6886005401611","400","400",NA,"in rivo ad rupes",NA,NA,"2011","21601","auto",NA,"02","15",NA,NA,NA,NA,NA,NA
"109","2019-08-16 08:40:39-03","UTFPR","HCF","22245","S","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","G.A. Dettke","M.G. Caxambu","7743","2017","01","12",NA,"Brasil","PR","Céu Azul","Parque Nacional do Iguaçu, Trilha do Rio","-53.795694","-25.155222","502","502",NA,"erva reófila, heliófita. Cobrindo rochas úmidas no rio Azul.",NA,NA,"2017",NA,NA,NA,"08","07",NA,NA,"53°47'44,5 W","25°09'18,8 S",NA,NA
"110","2020-12-21 16:41:08-03","MBM","MBM","167069","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Weddell","Mello, A.S.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","56124","1991","01","12","Southern America","Brazil","Paraná","Guaraqueçaba","Salto Morato","-48.3288993835449","-25.3066997528076","20","30",NA,"Nas rochas junto ao salto","MBM167069",NA,"2009","37295","auto",NA,"10","28",NA,NA,NA,NA,NA,NA
"111","2020-12-21 16:41:08-03","MBM","MBM","339854","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Weddell","Mello, A.S.","Silva, J.M.; Ribas, O.S.; Batista, J.A.N.; Ribas, O.S.; Batista, J.A.N.","6342","2008","02","06","Southern America","Brazil","Paraná","Ponta Grossa","Cachoeira da Mariquinha","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Sobre pedra em rio encachoeirado","MBM339854",NA,"2009","46557","auto",NA,"10","28",NA,NA,NA,NA,NA,NA
"112","2020-12-21 16:41:08-03","MBM","MBM","148197","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Weddell","Mello, A.S.","Krapovickas, A.; et al.; et al.","38352","1982","12","27","Southern America","Brazil","Santa Catarina","Lages","2 km E de Painel, camino a Urupema","-50.326099395752","-27.8160991668701",NA,NA,NA,"Sobre rocas, en curso de agua","MBM148197",NA,"2009","70701","auto",NA,"10","28",NA,NA,NA,NA,NA,NA
"113","2020-12-21 16:41:08-03","MBM","MBM","334113","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Weddell","Mello, A.S.","Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","79956","2007","02","08","Southern America","Brazil","Santa Catarina","Urubici","Salto Véu da Noiva","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Sobre rochas no rio encachoeirado","MBM334113",NA,"2009","30102","auto",NA,"10","28",NA,NA,NA,NA,NA,NA
"114","2020-12-21 16:41:08-03","MBM","MBM","75840","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Weddell","Mello, A.S.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","20526B","1968","12","06","Southern America","Brazil","Paraná","Dois Vizinhos","Foz do Chopim","-53.057201385498","-25.7336006164551",NA,NA,NA,"Nas corredeiras do rio","MBM075840",NA,"2009","19637","auto",NA,"10","28",NA,NA,NA,NA,NA,NA
"115","2020-12-21 16:41:08-03","MBM","MBM","334120","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Weddell","Mello, A.S.","Barboza, E.; Cordeiro, J.; Ribas, O.S.; Cordeiro, J.; Ribas, O.S.","2181","2007","06","26","Southern America","Brazil","Paraná","Céu Azul","Parque Nacional do Iguaçu, Cachoeira Rio Azul","-53.8485984802246","-25.1466999053955",NA,NA,NA,"Rupícola. Debaixo de cachoeira","MBM334120",NA,"2009","51148","auto",NA,"10","28",NA,NA,NA,NA,NA,NA
"116","2020-12-21 16:41:08-03","MBM","MBM","6428","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Weddell","Mello, A.S.","Hatschbach, G.; et al.; et al.","19187","1968","04","27","Southern America","Brazil","Paraná","Prudentópolis","Rod. BR 277, Rio dos Patos","-50.9777984619141","-25.2131004333496",NA,NA,NA,"Agarrada às rochas de corredeira","MBM006428",NA,"2009","61049","auto",NA,"10","28",NA,NA,NA,NA,NA,NA
"117","2020-12-21 16:41:08-03","MBM","MBM","38668","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Weddell","Mello, A.S.","Hatschbach, G.","4992","1958","08","17","Southern America","Brazil","Paraná","Tijucas do Sul","Rio da Várzea, Saltinho","-49.1988983154297","-25.9281005859375","850","900",NA,"Plantas submersas, fixas em pedras de cachoeira","MBM038668",NA,"2009","25228","auto",NA,"10","28",NA,NA,NA,NA,NA,NA
"118","2015-09-27 05:54:13-03","MNHN","RECOLNAT_MNHN_P","P00167752","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Bove","Ule, E.",NA,"1891","7",NA,NA,"Brésil",NA,NA,"Em pedras no Tubanao perto de Pedras Grandes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00167752' target='other'> <mi>dwc_moreinfo</mi></a>","P00167752","P00167752_01 P00167752_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1875",NA
"119","2015-09-29 01:32:00-03","MNHN","RECOLNAT_MNHN_P","P00167738","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Bove","Glaziou, A.",NA,NA,"4","13",NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00167738' target='other'> <mi>dwc_moreinfo</mi></a>","P00167738","P00167738_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2015-09-05 05:17:56-03","MNHN","RECOLNAT_MNHN_P","P00167740","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Bove","Gaudichaud, C.|du Brésil, in Herb.Imp.",NA,"1833",NA,NA,NA,"Brésil",NA,NA,"Province de San Paolo",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00167740' target='other'> <mi>dwc_moreinfo</mi></a>","P00167740","P00167740_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA
"121","2015-09-29 01:32:03-03","MNHN","RECOLNAT_MNHN_P","P00167741","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Bove","Ule, E.",NA,"1891","1",NA,NA,"Brésil",NA,NA,"Em cachoeiras no campo de Capivare azima da Serra Grande. Estado de Sta Catharina",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00167741' target='other'> <mi>dwc_moreinfo</mi></a>","P00167741","P00167741_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1877",NA
"122","2015-09-29 01:32:06-03","MNHN","RECOLNAT_MNHN_P","P00167742","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Sellow, F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00167742' target='other'> <mi>dwc_moreinfo</mi></a>","P00167742","P00167742_01",NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA
"123","2015-09-21 18:47:49-03","MNHN","RECOLNAT_MNHN_P","P00167743","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Royen","Sellow, F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00167743' target='other'> <mi>dwc_moreinfo</mi></a>","P00167743","P00167743_01",NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA
"124","2015-09-29 01:32:11-03","MNHN","RECOLNAT_MNHN_P","P00167745","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Bove","Glaziou, A.",NA,"1894","8","16",NA,"Brésil",NA,NA,"Rio Trinidad près du passage du Rio Parnahyba",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00167745' target='other'> <mi>dwc_moreinfo</mi></a>","P00167745","P00167745_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21993",NA
"125","2015-10-21 11:50:47-02","MNHN","RECOLNAT_MNHN_P","P00167746","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Bove","Glaziou, A.",NA,"1894","8","16",NA,"Brésil",NA,NA,"Rio Trinidad près du passage du Rio Parnahyba",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00167746' target='other'> <mi>dwc_moreinfo</mi></a>","P00167746","P00167746_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21993",NA
"126","2015-09-05 05:17:56-03","MNHN","RECOLNAT_MNHN_P","P00167748","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Bove","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Piracicaba, Sao Paulo",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00167748' target='other'> <mi>dwc_moreinfo</mi></a>","P00167748","P00167748_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19818",NA
"127","2015-09-05 05:17:56-03","MNHN","RECOLNAT_MNHN_P","P00167749","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Bove","Glaziou, A.",NA,"1894","8","11",NA,"Brésil",NA,NA,"Rio Doradinho route de Goyaz entre Pango et Joao Vieira",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00167749' target='other'> <mi>dwc_moreinfo</mi></a>","P00167749","P00167749_01 P00167749_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21988",NA
"128","2015-09-05 05:17:56-03","MNHN","RECOLNAT_MNHN_P","P00167750","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Bove","Glaziou, A.",NA,"1894","8","11",NA,"Brésil",NA,NA,"Rio Doradinho route de Goyaz entre Pango et Joao Vieira",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00167750' target='other'> <mi>dwc_moreinfo</mi></a>","P00167750","P00167750_01 P00167750_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21988",NA
"129","2015-09-05 05:17:56-03","MNHN","RECOLNAT_MNHN_P","P00167751","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Bove","Glaziou, A.",NA,"1894","8","11",NA,"Brésil",NA,NA,"Rio Doradinho route de Goyaz entre Pango et Joao Vieira",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00167751' target='other'> <mi>dwc_moreinfo</mi></a>","P00167751","P00167751_01 P00167751_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21988",NA
"130","2017-01-03 14:59:59-02","MNHN","RECOLNAT_MNHN_P","P00167753","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Bove","Dusén, P.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Parana : Sta Catharina",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00167753' target='other'> <mi>dwc_moreinfo</mi></a>","P00167753","P00167753_01 P00167753_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2015-09-05 12:32:53-03","MNHN","RECOLNAT_MNHN_P","P06839413","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Bove","Smith, L.B.|Reitz, P.R.",NA,"1965","1","2",NA,"Brazil",NA,NA,"Santa Catarina : Mun. Sao Joaquim, dist. Bom Jardim, base of falls, east of Bom Jardim","-49.55","-28.38333","1100","1200","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06839413' target='other'> <mi>dwc_moreinfo</mi></a>","P06839413","P06839413_01 P06839413_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14191",NA
"132","2021-02-11 17:21:21-03","UFPR","UPCB","65018","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Bove, C.P.","Bona, C.","228","2005","02","21",NA,"Brasil","Paraná","General Carneiro","Fazenda Lageado Grande, Rio Iratim.","-51.315601348877","-26.4274997711182",NA,NA,NA,"Planta fixa às rochas, submersa. Correnteza. Caule vermelho..",NA,NA,"2005","33284","auto",NA,"06","22",NA,NA,NA,NA,NA,NA
"133","2021-02-11 17:21:21-03","UFPR","UPCB","65072","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Bove, C.P.","Cervi, A.C.","8877","2006","03","07",NA,"Brasil","Paraná","General Carneiro","Fazenda Lageado Grande, Rio Neno.","-51.315601348877","-26.4274997711182",NA,NA,NA,"Planta fixa submersa. Dois estames avermelhados..",NA,NA,"2005","33284","auto",NA,"06","22",NA,NA,NA,NA,NA,NA
"134","2021-02-11 17:21:21-03","UFPR","UPCB","65057","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Bove, C.P.","Cervi, A.C.","8693","2004","10","01",NA,"Brasil","Paraná","General Carneiro","Fazenda Lageado Grande, Rio Neno.","-51.315601348877","-26.4274997711182",NA,NA,NA,"Planta fixa às rochas, submersa. Com flores..",NA,NA,"2005","33284","auto",NA,"06","22",NA,NA,NA,NA,NA,NA
"135","2021-02-11 17:21:21-03","UFPR","UPCB","65004","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Bove, C.P.","Bona, C.","143","2004","02","18",NA,"Brasil","Paraná","General Carneiro","Fazenda Lageado Grande, Rio Neno.","-51.315601348877","-26.4274997711182",NA,NA,NA,"Planta fixa submersa. Correnteza..",NA,NA,"2005","33284","auto",NA,"06","22",NA,NA,NA,NA,NA,NA
"136","2009-08-23 08:49:00-03","MO","MOBOT","2481238","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Lyman B. Smith|Roberto M. Klein","Smith 13892","1964","12","8","South America","Brazil","Santa Catarina",NA,"Abelardo Luz. on ledge in Rio Chapecó",NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2016-11-15 05:15:00-02","MO","MOBOT","2489243","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","C.P. Booe","Antonio C. Krapovickas|R.M. Harley|Carmen L. Cristóbal|Aurelio Schinini","Krapovickas 45709","1994","10","18","South America","Paraguay","Cordillera",NA,"Salto Piraretá","-56.9166667","-25.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"138","2011-03-02 10:40:00-03","MO","MOBOT","3149835","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"C. Thomas Philbrick|Alejandro Novelo R.|Bruno E. Irgang|Claudio V. de Senna Gastal, Jr.","Philbrick 5128","1998","1","22","South America","Brazil","Rio Grande do Sul",NA,"Abundant, exposed on rocks in middle of stream. Small stream (ca. 1-2 m wide) paralleling road, along edge of cattle pasture. Collections made above a ca. 15 m dropoff (waterfall). This stream drains into a larger stream below the waterfall. About 11 km N from intersection of road that runs between Cambará do Sul and Teinhas. (Nos. 5125-5130 collected in the same locality but from different rocks at least 2 m apart, all collections made from more or less horizontal outcrops).","-50.26666","-29.05","868.68000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2011-03-02 10:40:00-03","MO","MOBOT","3150113","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"C. Thomas Philbrick|Alejandro Novelo R.|Bruno E. Irgang|Claudio V. de Senna Gastal, Jr.","Philbrick 5125","1998","1","22","South America","Brazil","Rio Grande do Sul",NA,"Abundant, in shallow water (less than 10 cm). Small stream (ca. 1-2 m wide) paralleling road, along edge of cattle pasture. Collections made above a ca. 15 m dropoff (waterfall). This stream drains into a larger stream below the waterfall. About 11 km N from intersection of road that runs between Cambará do Sul and Teinhas. (Nos. 5125-5130 collected in the same locality but from different rocks at least 2 m apart, all collections made from more or less horizontal outcrops).","-50.26666","-29.05","868.68000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2011-03-02 10:40:00-03","MO","MOBOT","3150444","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"C. Thomas Philbrick|Alejandro Novelo R.|Bruno E. Irgang|Claudio V. de Senna Gastal, Jr.","Philbrick 5136","1998","1","22","South America","Brazil","Rio Grande do Sul",NA,"Abundant, large plants in swiftest current and small runs/waterfalls of cataracts, flowering and fruiting on exposed rock surfaces. Moraes River, a small river (ca. 10 m wide) that drains into the larger Rio das Antas. Collection from ca. 0.5 km upstream of the confluence of this river with the Rio das Antas, 16 S of the town of Bom Jesus. (Nos. 5131-5145 collected from separate rocks in the same area along stretch of river can 100 m long).","-50.43333","-28.8","539.49600000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2011-03-02 10:40:00-03","MO","MOBOT","3150844","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"C. Thomas Philbrick|Alejandro Novelo R.|Bruno E. Irgang|Claudio V. de Senna Gastal, Jr.","Philbrick 5113","1998","1","21","South America","Brazil","Rio Grande do Sul",NA,"Abundant, forming a dense carpet-like growth along bed of river. These plants were exposed, with flowers and fruits. Rocks of river are relatively small (not huge boulders). Camisa River, a clean river that begins in a state park upstream of this location. Cambará County, about 7 km S of town of Cambará do Sul.","-50.18333","-29.08333","245.05920000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2011-03-02 10:40:00-03","MO","MOBOT","3150949","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"C. Thomas Philbrick|Alejandro Novelo R.|Bruno E. Irgang|Claudio V. de Senna Gastal, Jr.","Philbrick 5055","1998","1","18","South America","Brazil","Rio Grande do Sul",NA,"Common, small plants with divided leaves. No. 5055 and No. 5056 growing essentially together. Small river running under the road (BR-386) through a concrete culvert, plants growing on the concrete, submerged in ca. 3-4 cm water. Small river (unknown name) about 29 km NW of city of Soledade on BR-386.","-52.61666","-28.61666","466.34400000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2011-03-02 10:40:00-03","MO","MOBOT","3151129","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"C. Thomas Philbrick|Alejandro Novelo R.|Bruno E. Irgang|Claudio V. de Senna Gastal, Jr.","Philbrick 5003","1998","1","13","South America","Brazil","Rio Grande do Sul",NA,"Common on some rocks, small river (Rio Francisco Alves) running over basalt outcrops, upstream of town of Vale do Sul (='Trombudo' on some maps) about 1 km. Collected about 1 m below small dam, submerged. (Nos. 5003-5007 collected within 10 m of each other).","-52.5","-29.68333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
