"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","imagecode","infraspecificEpithet","county","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount","sex"
"293","2016-01-21 11:34:00-02","MO","MOBOT","1755504","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa ustulata","(Reitz) M.A. Spencer & L.B. Sm.","Alfredo F. Fuentes|Alejandro Araujo M.|F. Bascopé|Remberto Alvarez|Marcelino Villanueva","Fuentes Claros 4844","2002","7","4","South America","Bolivia","La Paz","Parque Nacional Madidi, quebrada Jatun Chiriuno, 31 km en linea recta al este de Apolo por el camino a San José de Uchupiamonas. Terreno montanoso, suelos con capa orgánica de 30 cm.","-68.2327778","-14.5","1850.00000000",NA,NA,NA,"H. Luther (SEL)",NA,"ustulata","Franz Tamayo","1900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-27","3",NA
"294","2014-11-17 12:46:00-02","MO","MOBOT","2207474","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa ustulata","(Reitz) M.A. Spencer & L.B. Sm.","Juan Perea","Perea 0401","2003","9","19","South America","Peru","Pasco","Distrito Villa Rica. Localidad Centro Bocaz, trocha a Pampa Bocaz. Bosque Secundario","-75.16666","-10.65","1310.00000000",NA,NA,NA,"Eric J. Gouda (U)",NA,"ustulata","Oxapampa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"295","2016-10-13 06:00:00-03","MO","MOBOT","2381406","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa ustulata","(Reitz) M.A. Spencer & L.B. Sm.","José M. Manzanares|Alexander Hirtz|David A. Neill|A. Egas|Wilson Quizhpe|Tom Delinks|Carla J. Cole","Manzanares Vilaplana 7497","2002","2","18","South America","Ecuador","Zamora-Chinchipe","Cordillera de Nanguipa. Sultana del Cóndor - Finca del sr. Pacheco.","-78.78388","-4.13194","2440.00000000",NA,NA,NA,NA,NA,"ustulata","Nangaritza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2010-09-18 06:21:00-03","MO","MOBOT","3013615","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa ustulata","(Reitz) M.A. Spencer & L.B. Sm.","Augusto Gehrt","Gehrt 39742","1938","10","8","South America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"José M. Manzanares",NA,"ustulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2011-06-09 17:24:00-03","MO","MOBOT","605449","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa ustulata","(Reitz) M.A. Spencer & L.B. Sm.","Percy Núñez V.","Núñez Vargas 6871","1987","1","15","South America","Peru","Cusco","Pilcopta, Atalaya, Paucartambo.","-71.16666","-13.06666","650.00000000",NA,NA,NA,"H. Luther (SEL)",NA,"ustulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-45","2",NA
"298","2008-05-27 22:02:00-03","MO","MOBOT","915561","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa ustulata","(Reitz) M.A. Spencer & L.B. Sm.","Nestor Jaramillo|C. Peas","Jaramillo 542","1994","10","7","South America","Peru","Amazonas","Distrito Imaza: Región Nororiental del Marañon. Comunidad de Kampaenza, Ribera de la quebrada Shimutaz., Río Marañon. Bosque de transición.","-78.31666","-4.91666","320.00000000",NA,NA,NA,"J.M. Manzanares(QCNE)",NA,"ustulata","Bagua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","2",NA
"299","2014-01-18 11:41:00-02","MO","MOBOT","1563266","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa ustulata","(Reitz) M.A. Spencer & L.B. Sm.","José M. Manzanares|B. Girko|J. Raack|E. Doherty|M. Navarro","Manzanares Vilaplana 6377","1997","4","12","South America","Ecuador","Zamora-Chinchipe","Cordillera del Cóndor. Numbaime.","-78.5","-3.61666","810.00000000",NA,NA,NA,"J. Manzanares (QCNE)",NA,"ustulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2009-08-26 11:18:00-03","MO","MOBOT","100211374","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","Julian A. Steyermark|Ronald L. Liesner","Steyermark 118661","1979","7","26","South America","Venezuela","Táchira","Forested slopes, vicinity of Mata Mula, north of Delicias on road to Bramon.","-72.4333333","7.6333333","1750.00000000",NA,NA,NA,"L.B. Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"301","2009-08-26 11:06:00-03","MO","MOBOT","100211364","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","Julian A. Steyermark|Gerrit Davidse","Steyermark 116812","1978","3","20","South America","Venezuela","Miranda","Cerros del Bachiller, near east end: virgin evergreen forest, between base and summit, above Quebrada Corozal, south of Santa Cruz. 10 kms. (by air) west of Cúpira.","-65.8","10.15","20.00000000",NA,NA,NA,"L.B. Smith",NA,NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"302","2009-08-26 11:10:00-03","MO","MOBOT","100211366","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","Tim McDowell|B. Hoffman|K. Lance","McDowell 4712","1991","6","20","South America","Guyana",NA,"Cuyuni-Mazaruni Region: To plateau S end of Haiamatipu.","-60.55","5.4666667","610.00000000",NA,NA,NA,"M.A. Spencer",NA,NA,NA,"914.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"303","2009-08-26 11:15:00-03","MO","MOBOT","100211370","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","Cyl Farney","Farney 838","1985","8","19","South America","Brazil","Amazonas","P.N. do Pico da Neblina, Platô a 2200 m.s.m., 5 km do Pico da Neblina, Matas Nebulares.",NA,NA,NA,NA,NA,NA,"B. Holst (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"304","2009-08-26 11:46:00-03","MO","MOBOT","100211418","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","Julian A. Steyermark|Ronald L. Liesner","Steyermark 118977","1979","7","29","South America","Venezuela","Táchira","Deforested zone on summit of ridge with Iriartea palms covered with epiphytes, Cerro Las Mina, bordering Quebrada Las Minas, 18 km SE of Santa Ana.","-72.2166667","7.6","1250.00000000",NA,NA,NA,"L.B. Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"305","2013-10-05 06:36:00-03","MO","MOBOT","100211422","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","Julian A. Steyermark|Ronald L. Liesner|Ángel C. González","Steyermark 119985","1979","11","11","South America","Venezuela","Táchira","Cloud forest bordering pasture, along steep slopes leading to Cerro Azul, at Cerro Las Minas, 18 km southeast of Santa Ana.","-72.2166667","7.6","1200.00000000",NA,NA,NA,"L.B. Smith",NA,NA,NA,"1380.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"306","2011-06-21 05:18:00-03","MO","MOBOT","1132399","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","Miryam Monsalve B.","Monsalve Benavides 1249","1986","11","13","South America","Colombia","Valle del Cauca","Concesión Pulpapel/Buenaventura. Bosque pluvial tropical. Suelos deficientes en nutrientes principalmente en P, Ca, K, Mg, Cu, B, Mn, Zn y un alto porcentaje de saturación de Al.","-77","3.9166667","100.00000000",NA,NA,NA,"H. Luther (SEL)",NA,NA,"Buenaventura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"307","2009-08-26 13:39:00-03","MO","MOBOT","1302779","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","Ronald L. Liesner|Mario Guariglia","Liesner 11709","1981","5","3","South America","Venezuela","Táchira","Parque Cazadero, Quebrada Cazadero, 16 km NW of San Cristóbal.","-72.3","7.9","650.00000000",NA,NA,NA,"L.B.Smith",NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","1",NA
"308","2015-08-22 05:41:00-03","MO","MOBOT","1907886","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","Ronald L. Liesner|Ángel C. González|R.C. Wingfield|Charles L. Burandt Jr.","Liesner 8206","1979","6","27","South America","Venezuela","Falcón","Disputed area between Estado Lara and Estado Falcón. Cerro Cerón (western part); forest patch in savannah (manmade).","-70.6666667","10.4166667","1800.00000000",NA,NA,NA,"L.B. Smith",NA,NA,NA,"2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"151","1",NA
"309","2013-02-16 06:08:00-02","MO","MOBOT","1932695","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","Germán Toasa|P. Stern|Antonio Peña|Uwe Drehwald|M. Sharup","Toasa 5324","1999","2","7","South America","Ecuador","Morona-Santiago","Parque Nacional Sangay. Bosque Sardinayacu, topografía plana con pequeñas colinas. Dosel de 20 a 25 m, sotobosque menos denso con especies en regeneración.","-78.18166","-2.09555","1500.00000000",NA,NA,NA,NA,NA,NA,"Morona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2009-10-19 17:03:00-02","MO","MOBOT","601768","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","Alwyn H. Gentry","Gentry 12577","1974","11","6","South America","Ecuador","Napo","17 km W of Lumbaque (70 km W of Lago Agrio), premontane wet forest, patch of forest beside road being clear cut.","-77.46666","-0.05","1130.00000000",NA,NA,NA,"H. Luther (SEL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3719",NA,NA
"311","2012-02-24 05:06:00-02","MO","MOBOT","602006","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","H. van der Werff|Rafael E. Ortiz","van der Werff 5463","1983","7","22","South America","Venezuela","Táchira","Lobatera; La Cazadora; In 20- 25 m tall forest, with increaing humidity & elevation. Finally a tall cloud forest with many palms & few tree ferns. Not many epiphytic ferns, many bromeliads. Herb cover sparse - in drier parts many spreading grasses. Elev. to 200 m. where forest is cut.","-72.2466666","7.9333333","2000.00000000",NA,NA,NA,"L.B. Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-16","2",NA
"312","2020-06-16 10:52:00-03","MO","MOBOT","605557","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","Carlos E. Cerón|Fernando Hurtado","Cerón Martínez 6523","1989","4","21","South America","Ecuador","Napo","Canton Archidona. Carretera Hollín-Loreto, km 25. Sector Challua Yacu. Faldas al sur del Volcán Sumaco. Bosque pluvial Premontano.","-77.5833333","-0.7","1200.00000000",NA,NA,NA,"H. Luther (SEL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89-7","1",NA
"313","2015-07-02 12:10:00-03","MO","MOBOT","608145","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","Robin B. Foster|Tatyana S. Wachter","Foster 7362","1983","12","10","South America","Peru","Madre de Dios","Atalaya. Vicinity of Hacienda Amazonia, 2-3 km west of village, across Río Alto Madre. Forested narrow ridge.","-71.2","-12.9166667","700.00000000",NA,NA,NA,NA,NA,NA,"Manu","1050.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-4","2",NA
"314","2013-08-23 04:12:00-03","MO","MOBOT","100211357","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa micrantha","(Baker) L.B. Sm.","Michael H. Nee","Nee 30711","1985","2","2","South America","Venezuela","Amazonas","Dpto. Rio Negro. Cerro de la Neblina, Camp VII, 5 km NE of Pico Phelps (=Neblina).","-65.9694445","0.8444444","1850.00000000",NA,NA,NA,"Steyermark",NA,"micrantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"315","2009-08-26 11:30:00-03","MO","MOBOT","100211392","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa micrantha","(Baker) L.B. Sm.","Julian A. Steyermark|Ronald L. Liesner|Victor Carreño E.","Steyermark 121712","1980","2","24","South America","Venezuela","Sucre","Distrito Marino and Distrito Arismendi: Peninsula de Paria: trail between crossing of Río Tacarigua to summit of slopes east of Cerro Humo, descending to Las Melena, north of Río Grande Arriba.","-62.6","10.6833333","760.00000000",NA,NA,NA,"L.B. Smith",NA,"micrantha",NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"316","2009-11-02 16:27:00-02","MO","MOBOT","100224955","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa micrantha","(Baker) L.B. Sm.","SCHULTZE","SCHULTZE 1521","1928","4","6","South America","Colombia","Magdalena","Playoncito, Cinchicua, Sierra Nevada",NA,NA,NA,NA,NA,NA,"A. Schimini",NA,"micrantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"317","2013-10-15 10:22:00-03","MO","MOBOT","100639889","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa micrantha","(Baker) L.B. Sm.","Dennis Cathcart","Cathcart 1","1976","9",NA,"South America","Venezuela",NA,"Rancho Grande.",NA,NA,"1158.24000000",NA,NA,NA,NA,NA,"micrantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"318","2009-08-26 11:02:00-03","MO","MOBOT","600518","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa micrantha","(Baker) L.B. Sm.","Alwyn H. Gentry|Bruce A. Stein","Gentry 46603","1984","4","13","South America","Venezuela","Amazonas","Cerro Neblina S face of Pico Phelps massif. Bromeliad zone on steep cliffs.","-66.1666667","0.8","1550.00000000",NA,NA,NA,"Julian A. Steyermark",NA,"micrantha",NA,"1650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-72","4",NA
"319","2009-08-26 10:35:00-03","MO","MOBOT","600520","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa micrantha","(Baker) L.B. Sm.","Ronald L. Liesner|Bruce K. Holst","Liesner 21465","1987","2","27","South America","Venezuela","Amazonas","ATURES W side of valley of Río Coro-Coro, 8 km NNW of settlement of Yutaje. Forested slope.","-66.1416666","5.6833333","800.00000000",NA,NA,NA,"L.B. Smith July",NA,"micrantha",NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-12","3",NA
"320","2017-08-17 11:29:00-03","MO","MOBOT","601642","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa micrantha","(Baker) L.B. Sm.","Ronald L. Liesner","Liesner 16103","1984","2","16","South America","Venezuela","Amazonas","Camp III. Neblina and Massif. NW Plateau (Arm) 13.5 km ENE of Cerro de La Neblina Base Camp.","-66.0666667","0.9","1750.00000000",NA,NA,NA,"FVG (B.K.Holst)",NA,"micrantha","Río Negro","1850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-17","5",NA
"321","2020-06-16 16:38:00-03","MO","MOBOT","601713","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa micrantha","(Baker) L.B. Sm.","Ronald L. Liesner","Liesner 16674","1984","3","15","South America","Venezuela","Amazonas","Cerro de La Neblina Camp IV. 15 km NNE of Pico Phelps. North branch of river in canyon.","-65.95","0.85","780.00000000",NA,NA,NA,"FVG (B.K.Holst)",NA,"micrantha","Río Negro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-58","4",NA
"322","2009-08-26 11:03:00-03","MO","MOBOT","602046","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa micrantha","(Baker) L.B. Sm.","Ronald L. Liesner|Bruce K. Holst","Liesner 20446A","1986","4","28","South America","Venezuela","Bolívar","Piar, Amaruay-tepui. South side, near and along wall and up ridge to SE corner of west half of tepui. 1 to 1.5 km E of the SW corner of tepui. Forest 5 to 25 m tall, open areas, and wall. Alt. 700 to 910 m.",NA,NA,"700.00000000",NA,NA,NA,"Julian A. Steyermark",NA,"micrantha",NA,"910.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-11","2",NA
"323","2008-05-27 22:02:00-03","MO","MOBOT","604768","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa micrantha","(Baker) L.B. Sm.","Ernesto Foldats","Foldats 2796",NA,NA,NA,"South America","Venezuela","Bolívar","El Dorado to Santa Elena",NA,NA,NA,NA,NA,NA,NA,NA,"micrantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","2008-05-27 22:02:00-03","MO","MOBOT","604778","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa micrantha","(Baker) L.B. Sm.","Baltasar Trujillo","Trujillo 3609",NA,NA,NA,"South America","Venezuela","Bolívar","El Dorado to Santa Elena",NA,NA,NA,NA,NA,NA,NA,NA,"micrantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2011-06-10 10:23:00-03","MO","MOBOT","604802","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa micrantha","(Baker) L.B. Sm.","Julian A. Steyermark|et al.","Steyermark 104456",NA,NA,NA,"South America","Venezuela","Bolívar","134 km S of El Dorado",NA,NA,NA,NA,NA,NA,NA,NA,"micrantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2011-06-10 10:23:00-03","MO","MOBOT","604810","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa micrantha","(Baker) L.B. Sm.","Julian A. Steyermark|et al.","Steyermark 104067-A",NA,NA,NA,"South America","Venezuela","Bolívar","km 130-131 S of El Dorado",NA,NA,"1290.00000000",NA,NA,NA,NA,NA,"micrantha",NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2008-05-27 22:02:00-03","MO","MOBOT","604821","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa micrantha","(Baker) L.B. Sm.","Julian A. Steyermark|Sven Nilssen","Steyermark 109",NA,NA,NA,"South America","Venezuela","Bolívar","SE of km 125",NA,NA,"1100.00000000",NA,NA,NA,NA,NA,"micrantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2011-06-10 10:23:00-03","MO","MOBOT","604829","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa micrantha","(Baker) L.B. Sm.","Julian A. Steyermark|et al.","Steyermark 104080",NA,NA,NA,"South America","Venezuela","Bolívar","130-131 km S of El Dorado",NA,NA,"1290.00000000",NA,NA,NA,NA,NA,"micrantha",NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2008-05-27 22:02:00-03","MO","MOBOT","605407","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa micrantha","(Baker) L.B. Sm.","Bruce K. Holst|Ronald L. Liesner","Holst 3217","1987","2","28","South America","Venezuela","Amazonas","ATURES: Valley of Río Coro-Coro, W of Serrania de Yutaje. W side of valley in dwarf forest on plateau with exposed sandstone. Trees and shrubs 2-5 m.","-66.14166","5.68333","1000.00000000",NA,NA,NA,"L.B. Smith",NA,"micrantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-21","3",NA
"330","2009-08-26 13:36:00-03","MO","MOBOT","605590","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa micrantha","(Baker) L.B. Sm.","Bruce K. Holst|Ronald L. Liesner","Holst 3432","1987","3","12","South America","Venezuela","Amazonas","ATURES: Valley of Río Coro-Coro, W of Serrania de Yutaje. E base of forested mountain 5 km W of river.","-66.1583333","5.6833333","1100.00000000",NA,NA,NA,"L.B. Smith",NA,"micrantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-48","4",NA
"331","2008-05-27 22:02:00-03","MO","MOBOT","608361","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa micrantha","(Baker) L.B. Sm.","Luciano Bernardi","Bernardi 2996",NA,NA,NA,"South America","Venezuela","Bolívar","Km 92 S of El Dorado",NA,NA,NA,NA,NA,NA,NA,NA,"micrantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2015-10-13 14:54:00-03","MO","MOBOT","602069","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa spiculosa",NA,"Ronald L. Liesner|Bruce K. Holst","Liesner 20801","1986","5","11","South America","Venezuela","Bolívar","Summit of Amaruay-tepui. South side east half.","-62.2166667","5.9166667","950.00000000",NA,NA,NA,"FVG (B.K.Holst)",NA,"spiculosa","Piar","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-25","3",NA
"333","2017-08-17 16:23:00-03","MO","MOBOT","602270","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa spiculosa",NA,"Ronald L. Liesner|Franciso Delascio C.","Liesner 22056","1987","10","17","South America","Venezuela","Amazonas","Cerro Aracamuni, summit. Popa camp.","-65.7833333","1.4333333","1550.00000000",NA,NA,NA,"Julian A. Steyermark",NA,"spiculosa","Río Negro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-38","3",NA
"334","2009-08-26 11:31:00-03","MO","MOBOT","602344","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa spiculosa",NA,"Ronald L. Liesner|Germán Carnevali","Liesner 22442","1987","10","25","South America","Venezuela","Amazonas","RIO NEGRO: Cerro Aracamuni, summit. Proa camp. Savanna with small to large patches of forest, especially along streams, in ravines and near edge of tepui.","-65.8166667","1.5333333","1400.00000000",NA,NA,NA,"FVG (B.K.Holst)",NA,"spiculosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-47","4",NA
"335","2008-05-27 22:02:00-03","MO","MOBOT","606362","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa spiculosa",NA,"Félix Cardona P.","Cardona Puig 2305",NA,NA,NA,"South America","Venezuela","Bolívar","Chimanta Massif",NA,NA,NA,NA,NA,NA,NA,NA,"spiculosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2008-05-27 22:02:00-03","MO","MOBOT","606372","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa spiculosa",NA,"Luciano Bernardi","Bernardi 790",NA,NA,NA,"South America","Venezuela","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"spiculosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2008-05-27 22:02:00-03","MO","MOBOT","606382","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa spiculosa",NA,"Ernesto Foldats","Foldats 7030",NA,NA,NA,"South America","Venezuela","Bolívar","Angel falls",NA,NA,NA,NA,NA,NA,NA,NA,"spiculosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2018-06-22 05:25:00-03","MO","MOBOT","2453772","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa ustulata","(Reitz) L.B. Sm.","Pe. Raulino Reitz","Reitz 3462","1950","3","9","South America","Brazil","Santa Catarina","Brusque.",NA,NA,NA,NA,NA,NA,NA,NA,"ustulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2008-05-27 22:02:00-03","MO","MOBOT","606203","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa ustulata","(Reitz) L.B. Sm.","Walter A. Palacios","Palacios Cuenca 554","1985","7","23","South America","Ecuador","Morona-Santiago","Bomboiza, 17 km SE. Gualaquiza. Bosque subtropical húmedo.","-78.56666","-3.45","750.00000000",NA,NA,NA,"J. M. Manzanares (QCNE)",NA,"ustulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-20","1",NA
"340","2020-08-31 09:20:18-03","INPA","INPA","282398","S","Plantae","Monocotyledon","Poales","Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Forzza, RC","8150","2014","11","06","Southern America","Brasil","Roraima","Parque Nacional do Monte Roraima, Monte Caburaí.","-60.215833","5.1725","1322",NA,NA,"INPA0282398","Kessous, IM",NA,NA,"Uiramutã","1322","2018","04","13",NA,NA,NA,"-60.215833","5.1725",NA,NA,NA,NA
"341","2020-08-31 09:20:18-03","INPA","INPA","164613","S","Plantae","Monocotyledon","Poales","Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Farney, C de S.","838","1985","08","19","Southern America","Brasil","Amazonas","Pico da Neblina, 5 Km do Pico da Neblina,","-65.0192031860352","-0.413888990879059","2200",NA,NA,"INPA0164613","Wanderley, MGL","INPA0164613 INPA0164613_e INPA0164613_e1",NA,"Santa Isabel do Rio Negro","2200","2006",NA,NA,"323677","auto",NA,NA,NA,NA,NA,NA,NA
