"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","class","relatedCatalogItem"
"93","2020-07-23 12:03:32-03","CEPLAC","CEPEC","88008","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis",NA,"R. N. Querino","J. G. Jardim","1472","1980","05","03",NA,"Brasil","Bahia","JUSSARÍ","Ro. Jussari/Palmira. Entrada ca. 7,5Km percorrendo mais 1,7Km até sede Faz. Teimoso. Serra do Teimoso. RPPN Serra do Teimoso.","-39.583333","-15.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W35'","15S10'",NA,NA,NA,"30/04/2003"
"94","2020-07-23 12:03:32-03","CEPLAC","CEPEC","39701","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis",NA,"L. Y. S. Aona","E. B. dos Santos","4133","2006","09","03",NA,"Brasil","Bahia","ITABUNA","Faz. Marinêda, 1Km ao W de Jussari. Serra ao W do Rio Piabanha.","-38.516667","-15.183333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38W31'","15S11'",NA,NA,NA,"28/02/2005"
"95","2020-07-23 12:03:32-03","CEPLAC","CEPEC","79397","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis",NA,"A. M. Amorim","W. W. Thomas","11740","1998","02","08",NA,"Brasil","Bahia","JUSSARÍ","Serra do Teimoso, 7,5Km ao N de Jussari Rod. P/ Palmira,depois 2Km ao W p/ Faz. Teimoso,depois 45min. Ao W p/ Reserva da Faz. Teimoso.","-39.583333","-15.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W35'","15S10'",NA,NA,NA,"30/12/2003"
"96","2020-07-23 12:03:32-03","CEPLAC","CEPEC","69993","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis",NA,"A. M. Amorim","W. W. Thomas","11157","1996","03","25",NA,"Brasil","Bahia","PORTO SEGURO","Parque Nacional Monte Pascoal, ao longo do caminho em direção ao topo Monte Pascoal.","-40.574722","-15.264722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W34'29","15S15'53",NA,NA,NA,"30/12/1998"
"97","2020-07-23 12:03:32-03","CEPLAC","CEPEC","74147","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis",NA,"A. M. Amorim","W. W. Thomas","11226","1996","11","14",NA,"Brasil","Bahia","PORTO SEGURO","Parque Nacional Monte Pascoal Caminho p/ ParK Monte Pascoal. Base do caminho e acima da rampa.","-40.574722","-15.264722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W34'29","15S15'53",NA,NA,NA,"30/12/1998"
"98","2020-07-23 12:03:32-03","CEPLAC","CEPEC","65818","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis",NA,"L. A. Mattos-Silva","L. A. Mattos-Silva","3117","1993","05","05",NA,"Brasil","Bahia","ILHÉUS","Campus da UESC.","-39.166667","-14.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W10'0","14S48'0",NA,NA,NA,"24/07/1995"
"99","2020-07-23 12:03:32-03","CEPLAC","CEPEC","76838","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis",NA,"L. Y. S. Aona","W. W. Thomas","11536","1997","04","15",NA,"Brasil","Bahia","PAU BRASIL","11.1Km ao W de Pau Brasil Rod. P/ Água Vermelha, depois 1,75Km a esquerda ao S Rod. P. Faz. Sr. Ney. F de Melo","-39.700278","-15.380833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W42'1","15S22'51",NA,NA,NA,"28/02/2005"
"100","2020-07-23 12:03:32-03","CEPLAC","CEPEC","81254","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis",NA,"L. Y. S. Aona","J. G. Jardim","1974","1994","02","06",NA,"Brasil","Bahia","PORTO SEGURO","Parque Nacional do Monte Pascoal. Centro de Visistantes, 14Km da BR-101, trilha para o mirante.","-39.415","-16.867222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W24'54","16S52'2",NA,NA,NA,"28/02/2005"
"101","2020-07-23 12:03:32-03","CEPLAC","CEPEC","86938","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis",NA,"A. M. Amorim","S. C. de Sant'Ana","1019","2001","01","13",NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Faz. Teimoso. RPPN Serra do Teimoso.","-39.528611","-15.158056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W31'43","15S9'29",NA,NA,NA,"30/12/2003"
"102","2020-07-23 12:03:32-03","CEPLAC","CEPEC","87781","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis",NA,"A. M. Amorim","J. G. Jardim","2083","1999","04","21",NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira, ntrada ca. 7,5Km de Jussari. Faz. Teimoso, 1,5Km a E da entrada. RPPN Serra do Teimoso.","-39.528889","-15.158611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W31'44","15S9'31",NA,NA,NA,"30/12/2003"
"103","2020-07-23 12:03:32-03","CEPLAC","CEPEC","88037","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis",NA,"A. M. Amorim","W. W. Thomas","12309","2001","03","14",NA,"Brasil","Bahia","JUSSARÍ","Faz. Serra do Teimoso. RPPN Serra do Teimoso.","-39.516667","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W31'","15S9'",NA,NA,NA,"30/12/2003"
"104","2020-07-23 12:03:32-03","CEPLAC","CEPEC","93982","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis",NA,"L. Y. S. Aona","J. G. Jardim","3989","2002","01","01",NA,"Brasil","Bahia","santa luzia","Assentamento Terra de santa Cruz (MST),ca. 7Km da BR-101 na Rod. para Canavieiras.","-39.395","-15.408333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W23'42","15S24'30",NA,NA,NA,"28/02/2005"
"105","2020-07-23 12:03:32-03","CEPLAC","CEPEC","98382","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis",NA,"A. M. Amorim","W. W. Thomas","13332","2003","03","15",NA,"Brasil","Bahia","JUSSARÍ","Fazenda Serra do Teimoso. Reserva Serra do Teimoso. Perto do topo da montanha, na área perto da nascente do Ribeirão da bica.","-39.5425","-15.095556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W32'33","15S5'44",NA,NA,NA,"30/12/2004"
"106","2020-07-23 12:03:32-03","CEPLAC","CEPEC","6418","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis",NA,"R. B. Faden","T. S. dos Santos","1449","1971","01","28",NA,"Brasil","Bahia","CAMACAN","Estr. p/ Rio Branco.","-39.4958000183105","-15.4191999435425",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22686","auto",NA,NA,NA,NA,NA,"30/12/1983"
"107","2020-07-23 12:03:32-03","CEPLAC","CEPEC","4961","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis",NA,"L. Y. S. Aona","J. A. de Jesus","249","1968","11","28",NA,"Brasil","Bahia","CAMACAN","Saída de Camacan a Itaimbé.","-39.4958000183105","-15.4191999435425",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22686","auto",NA,NA,NA,NA,NA,"28/02/2005"
"108","2020-07-23 12:03:32-03","CEPLAC","CEPEC","9190","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis",NA,"L. Y. S. Aona","R. S. Pinheiro","2093","1996","03","06",NA,"Brasil","Bahia","GUARATINGA","Km 25 da Rod. Guaratinga/São Paulinho.","-39.7827987670898","-16.5839004516602",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55290","auto",NA,NA,NA,NA,NA,"28/02/2005"
"109","2020-07-23 12:03:32-03","CEPLAC","CEPEC","8451","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis",NA,"R. B. Faden","R. S. Pinheiro","1785","1972","01","27",NA,"Brasil","Bahia","ITAMARAJÚ","22Km da cidade. Faz. S. Josede Baixo, marg. Rio Pardo.","-39.5311012268066","-17.0391998291016",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55932","auto",NA,NA,NA,NA,NA,"19/09/1984"
"110","2020-07-23 12:03:32-03","CEPLAC","CEPEC","38235","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis",NA,"R. B. Faden","L. A. Mattos-Silva","2001","1986","02","19",NA,"Brasil","Bahia","ITAMARAJÚ","3Km ao N, trecho Itamaraju/Eunapolis, BR-101. Faz. Pau-Brasil.","-39.5311012268066","-17.0391998291016",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55932","auto",NA,NA,NA,NA,NA,"30/10/1991"
"111","2020-07-23 12:03:32-03","CEPLAC","CEPEC","42900","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis",NA,"L. A. Mattos-Silva","L. A. Mattos-Silva","2412","2000","10","06",NA,"Brasil","Bahia","JUSSARÍ","Km 1 Rod. p/ Itatingui. Est. Exp. Gileno Amado.","-39.4953002929688","-15.1913995742798",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21386","auto",NA,NA,NA,NA,NA,"30/12/1988"
"112","2020-07-23 12:03:32-03","CEPLAC","CEPEC","6876","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis",NA,"L. Y. S. Aona","T. S. dos Santos","1652","1971","05","17",NA,"Brasil","Bahia","PORTO SEGURO","BR-101. Montinho.","-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,NA,NA,NA,NA,NA,"68835","auto",NA,NA,NA,NA,NA,"28/02/2005"
"113","2020-07-23 12:03:32-03","CEPLAC","CEPEC","3629","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis",NA,"L. Y. S. Aona","S. G. da Vinha","108","1968","03","22",NA,"Brasil","Bahia","PORTO SEGURO","Parque Nacional do Monte Pascoal.","-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,NA,NA,NA,NA,NA,"68835","auto",NA,NA,NA,NA,NA,"28/02/2005"
"114","2020-07-23 12:03:32-03","CEPLAC","CEPEC","9648","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis",NA,"R. B. Faden","T. S. dos Santos","2727","1974","01","18",NA,"Brasil","Bahia","PORTO SEGURO","ParqueNacional Monte Pascoal.","-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,NA,NA,NA,NA,NA,"68835","auto",NA,NA,NA,NA,NA,"19/09/1984"
