"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","infraspecificEpithet","typeStatus"
"357","2017-09-11 17:13:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Polygalaceae","Polygala","galioides","Polygala galioides molluginifolia","(A.St.-Hil.) A.W.Benn.",NA,"Tweedie, J","238",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","in prov. S. Paulo et in ditione Cisplatensi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"molluginifolia",NA
"358","2021-02-08 12:44:56-03","UFRGS","ICN","113925","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","?","s.n.","1997","10","25",NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2021-02-08 12:44:56-03","UFRGS","ICN","128505","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","56","2002","11","20","América do Sul","Brasil","RS","BR 287 a 7 Km da cidade em direção à São Borja","-54.66","-29.131944",NA,"flores lilases; em banhado, muito próxima à Eryngium",NA,NA,"Santiago",NA,NA,NA,NA,NA,"-54.66","-29.131944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2021-02-08 12:44:56-03","UFRGS","ICN","128516","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","69","2002","11","21","América do Sul","Brasil","RS","BR 158 Km 242","-53.645556","-29.054444",NA,"flores roxas; beira de estrada, solo úmido",NA,NA,"Tupanciretã",NA,NA,NA,NA,NA,"-53.645556","-29.054444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2021-02-08 12:44:56-03","UFRGS","ICN","128511","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","64","2002","11","20","América do Sul","Brasil","RS","BR 285 a 60 Km de São Borja","-55.514444","-28.5225",NA,"flores roxas; beira de estrada, barranco úmido",NA,NA,"Santo Antônio das Missões",NA,NA,NA,NA,NA,"-55.514444","-28.5225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2021-02-08 12:44:56-03","UFRGS","ICN","128512","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","65","2002","11","20","América do Sul","Brasil","RS","BR 285","-55.077222","-28.426944",NA,"flores magenta; beira de estrada, barranco úmido",NA,NA,"São Luiz Gonzaga",NA,NA,NA,NA,NA,"-55.077222","-28.426944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2021-02-08 12:44:56-03","UFRGS","ICN","128514","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","67","2002","11","21","América do Sul","Brasil","RS","BR 158 a 4 5 Km do trevo de Cruz Alta","-53.598611","-28.814444",NA,"flores roxas; campo úmido",NA,NA,"Cruz Alta",NA,NA,NA,NA,NA,"-53.598611","-28.814444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2021-02-08 12:44:56-03","UFRGS","ICN","128510","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","63","2002","11","20","América do Sul","Brasil","RS","BR 285, a 30 Km de São Borja em direção à São Luiz Gonzaga","-55.275278","-28.994722",NA,"flores roxas; beira de estrada, solo muito úmido",NA,NA,"São Borja",NA,NA,NA,NA,NA,"-55.275278","-28.994722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2021-02-08 12:44:56-03","UFRGS","ICN","128568","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","132","2003","01","09","América do Sul","Brasil","RS","BR 293 a 5oom da BR 158","-53.100833","-30.927778",NA,"flores magenta; barranco em beira de estrada",NA,NA,"Santana do Livramento",NA,NA,NA,NA,NA,"-53.100833","-30.927778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2021-02-08 12:44:56-03","UFRGS","ICN","128560","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","124","2003","01","08","América do Sul","Brasil","RS","BR 392 a 6 Km da BR 116 em direção à Canguçú","-52.389167","-31.72",NA,"campo seco em beira de estrada",NA,NA,"Pelotas",NA,NA,NA,NA,NA,"-52.389167","-31.72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2021-02-08 12:44:56-03","UFRGS","ICN","128578","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","144","2003","01","09","América do Sul","Brasil","RS","BR 158, Km 522",NA,NA,NA,"beira de estrada, solo seco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2021-02-08 12:44:56-03","UFRGS","ICN","128579","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","145","2003","01","09","América do Sul","Brasil","RS","BR 158, Km 513",NA,NA,NA,"beira de estrada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2021-02-08 12:44:56-03","UFRGS","ICN","128569","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","133","2003","01","09","América do Sul","Brasil","RS","no trevo do Posto Palomas na entrada da cidade","-53.100833","-30.927778",NA,"flores rosadas, magenta",NA,NA,"Santana do Livramento",NA,NA,NA,NA,NA,"-53.100833","-30.927778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2021-02-08 12:44:56-03","UFRGS","ICN","135774","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Miotto, STS","2153","2003","11","22","América do Sul","Brasil","RS","BR-473 saída de Bagé",NA,NA,NA,"Flores purpúreas; Em campo limpo",NA,NA,"Aceguá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2021-02-08 12:44:56-03","UFRGS","ICN","138474","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","393","2005","01","25","América do Sul","Brasil","RS","BR 116 km 576 S 32°00'12 7 - W 52°48'57 7","-52.815833","-32.003333",NA,"Beira de estrada, queimada.",NA,NA,"Pedro Osório",NA,NA,NA,NA,NA,"-52.815833","-32.003333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2021-02-08 12:44:56-03","UFRGS","ICN","143201","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Trevisan, R","535","2005","11","15","América do Sul","Brasil","RS","assentamento Santo Ângelo 31° 00' 31 2 S 55° 20' 16 1 W","-55.337778","-31.008611",NA,"campo seco",NA,NA,"Santana do Livramento",NA,NA,NA,NA,NA,"-55.337778","-31.008611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","2021-02-08 12:44:56-03","UFRGS","ICN","145429","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","612","2006","10","31","América do Sul","Brasil","RS","BR 116 km 538. 31°48'22.9 - W 52°30'08.2","-52.502222","-31.806111",NA,"flores purpúreas; barranco em beira de estrada",NA,NA,"Capão do Leão",NA,NA,NA,NA,NA,"-52.502222","-31.806111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","2021-02-08 12:44:56-03","UFRGS","ICN","145431","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","616","2006","10","31","América do Sul","Brasil","RS","BR 116 km 565. S 31°55'47.9 - W 52°44'05.3'","-52.734722","-31.929722",NA,"erva com xilopódio; beira de estrada recentemente queimada",NA,NA,"Pedro Osório",NA,NA,NA,NA,NA,"-52.734722","-31.929722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","2021-02-08 12:44:56-03","UFRGS","ICN","145438","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","623","2006","10","31","América do Sul","Brasil","RS","BR 116 km 585. S 32°03'40.3 - W 52°52'21.4","-52.8725","-32.061111",NA,"flores purpúreas. Xilopódio; beira de estrada",NA,NA,"Arroio Grande",NA,NA,NA,NA,NA,"-52.8725","-32.061111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","2021-02-08 12:44:56-03","UFRGS","ICN","145446","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","631","2006","10","31","América do Sul","Brasil","RS","BR 116 km 652. S 32°31'28.2 - W 53°20'49.4","-53.346944","-32.524444",NA,"barranco em beira de estrada",NA,NA,"Jaguarão",NA,NA,NA,NA,NA,"-53.346944","-32.524444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","2021-02-08 12:44:56-03","UFRGS","ICN","145448","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","633","2006","10","31","América do Sul","Brasil","RS","BR 116 km 648. S 32°29'56.0 - W 53°19'07.0","-53.318611","-32.498889",NA,"com xilopódio, flores purpúreas; beira de estrada",NA,NA,"Jaguarão",NA,NA,NA,NA,NA,"-53.318611","-32.498889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","2021-02-08 12:44:56-03","UFRGS","ICN","145715","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Boldrini, II","1459","2006","11","17","América do Sul","Brasil","RS","BR 153 km 473. S 31°34'46.3 - W 54°08'21.4","-54.139167","-31.579444",NA,"beira de estrada",NA,NA,"Aceguá",NA,NA,NA,NA,NA,"-54.139167","-31.579444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","2021-02-08 12:44:56-03","UFRGS","ICN","146085","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Miotto, STS","2257","2005","11","19","América do Sul","Brasil","RS","BR-153 km 40",NA,NA,NA,"Flores purpúreas",NA,NA,"Aceguá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","2021-02-08 12:44:56-03","UFRGS","ICN","146179","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","733","2007","01","10","América do Sul","Brasil","PR","PR 151 em direção à Sengés 24°14'03.4S 49°39'52.9W","-49.664444","-24.234167",NA,"flores rosadas; barranco em beira de estrada",NA,NA,"Jaguariaíva",NA,NA,NA,NA,NA,"-49.664444","-24.234167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","2021-02-08 12:44:56-03","UFRGS","ICN","146183","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","737","2007","01","10","América do Sul","Brasil","PR","PR 151 Rio das Mortes 24°12'22.9S 49°39'17.3W","-49.654722","-24.206111",NA,"flores rosadas; campo úmido na beira do rio",NA,NA,"Jaguariaíva",NA,NA,NA,NA,NA,"-49.654722","-24.206111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","2021-02-08 12:44:56-03","UFRGS","ICN","152154","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","796","2007","11","07","América do Sul","Brasil","PR","BR 277 no trevo com a PR 151 km 169","-49.997222","-25.433611",NA,"flores purpúreas; solo seco",NA,NA,"Palmeira",NA,NA,NA,NA,NA,"-49.997222","-25.433611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","2021-02-08 12:44:56-03","UFRGS","ICN","138399","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","377","2004","12","28","América do Sul","Brasil","RS","BR 290 km 612","-55.7919006347656","-29.7831001281738",NA,"Flores purpúreas.; Beira de estrada, solo seco.",NA,NA,"Alegrete",NA,NA,"89305","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","2021-02-08 12:44:56-03","UFRGS","ICN","128519","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","75","2002","11","23","América do Sul","Brasil","RS","BR 153 Km 628 em frente ao Haras Santa Maria","-54.1068992614746","-31.3313999176025",NA,"flores roxas; em barranco seco, solo laterítico, rosado",NA,NA,"Bagé",NA,NA,"74087","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","2021-02-08 12:44:56-03","UFRGS","ICN","138367","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lima, LF","s.n.","2005","02","06","América do Sul","Brasil","RS","Estância Mato do Recreio","-54.1068992614746","-31.3313999176025",NA,"Em campo nativo.",NA,NA,"Bagé",NA,NA,"74087","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","2021-02-08 12:44:56-03","UFRGS","ICN","125326","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Vianna, FMS; Britto, NS","Hagelund, K","10164","1975","12","24","América do Sul","Brasil","RS",NA,"-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"Caçapava do Sul",NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","2021-02-08 12:44:56-03","UFRGS","ICN","135762","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Miotto, STS","2141","2003","11","21","América do Sul","Brasil","RS","BR-290 Km 281","-52.8939018249512","-30.0391998291016",NA,"Flores purpúreas",NA,NA,"Cachoeira do Sul",NA,NA,"71201","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","2021-02-08 12:44:56-03","UFRGS","ICN","123462","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Miotto, STS","1997","2002","01","11","América do Sul","Brasil","RS","BR-290 Km 289","-52.8939018249512","-30.0391998291016",NA,"Flores magentas",NA,NA,"Cachoeira do Sul",NA,NA,"71201","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","2021-02-08 12:44:55-03","UFRGS","ICN","008042","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Valls, JFM","Valls, JFM; Arzivenco, L","1437","1971","01","08","América do Sul","Brasil","RS","Estação Experimental Agronômica da UFRGS Setor das Forrageiras","-51.3250007629395","-30.113899230957",NA,"nas partes mais úmidas do campo, mas fora do banhado",NA,NA,"Guaíba",NA,NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","2021-02-08 12:44:56-03","UFRGS","ICN","080419","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Vianna, FMS","Bordignon, SAL","937","1988","01","31","América do Sul","Brasil","RS","Fazenda São Maximiano","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Guaíba",NA,NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","2021-02-08 12:44:56-03","UFRGS","ICN","080422","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Vianna, FMS","Lenz, L; Scherkel, E; Bordignon, SAL","934","1988","01","13","América do Sul","Brasil","RS","Fazenda São Maximiano","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Guaíba",NA,NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","2021-02-08 12:44:56-03","UFRGS","ICN","128455","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Matzenbacher, NI","Simões Pires, C; Matzenbacher, NI","s.n.","2003","07","05","América do Sul","Brasil","RS","Fazenda São Maximiano BR116 Km 308","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Guaíba",NA,NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","2021-02-08 12:44:56-03","UFRGS","ICN","135761","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Miotto, STS","2140","2003","11","21","América do Sul","Brasil","RS","BR-290 Km 218","-52.3736000061035","-30.1914005279541",NA,"Flores purpúreas; Beira da estrada",NA,NA,"Pantano Grande",NA,NA,"34187","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","2021-02-08 12:44:55-03","UFRGS","ICN","008795","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lindeman, JC; Irgang, BE; Valls, JFM","s.n.","1971","10","30","América do Sul","Brasil","RS","20 km W de Passo Fundo","-52.4067001342773","-28.2628002166748",NA,"flor roxa; campo com pequeno banhado",NA,NA,"Passo Fundo",NA,NA,"25060","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","2021-02-08 12:44:56-03","UFRGS","ICN","048576","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Arzivenco, L","s.n.","1975","11","14","América do Sul","Brasil","RS","BR 293 km 30","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"Pelotas",NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","2021-02-08 12:44:56-03","UFRGS","ICN","128558","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","122","2003","01","08","América do Sul","Brasil","RS","BR 392 Km 72 em direção à Canguçú","-52.3424987792969","-31.771900177002",NA,"flores magenta; campo pastejado, seco",NA,NA,"Pelotas",NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","2021-02-08 12:44:55-03","UFRGS","ICN","044650","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Pott, A","Schweiger, E","s.n.","1922","10",NA,"América do Sul","Brasil","RS",NA,"-51.2299995422363","-30.0331001281738",NA,"campo",NA,NA,"Porto Alegre",NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","2021-02-08 12:44:56-03","UFRGS","ICN","118385a","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Falkenberg, DB","5302","1990","02","13","América do Sul","Brasil","RS","beira da sanga do Areal na primeira ponte da estrada que vai da BR-290 (Rosário) até Cacequi","-54.9141998291016","-30.25830078125",NA,"Exsicata mantida em álcool antes de ir para a estufa. Em campo arenoso; erva 20-50 cm de altura; flores roxas.",NA,NA,"Rosário do Sul",NA,NA,"71660","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","2021-02-08 12:44:56-03","UFRGS","ICN","128584","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","150","2003","01","09","América do Sul","Brasil","RS","BR 158 Km 471","-54.9141998291016","-30.25830078125",NA,"solo vermelho e úmido",NA,NA,"Rosário do Sul",NA,NA,"71660","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","2021-02-08 12:44:56-03","UFRGS","ICN","128583","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","149","2003","01","09","América do Sul","Brasil","RS","BR 158 Km 486","-54.9141998291016","-30.25830078125",NA,"beira de estrada",NA,NA,"Rosário do Sul",NA,NA,"71660","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","2021-02-08 12:44:56-03","UFRGS","ICN","128581","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","147","2003","01","09","América do Sul","Brasil","RS","BR 158 Km 502","-54.9141998291016","-30.25830078125",NA,"beira da estrada, solo seco",NA,NA,"Rosário do Sul",NA,NA,"71660","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","2021-02-08 12:44:56-03","UFRGS","ICN","128588","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","154","2003","01","09","América do Sul","Brasil","RS","BR 290 em direção à Porto Alegre a 33 Km do trevo de acesso à Rosário do Sul","-54.9141998291016","-30.25830078125",NA,"beira de estrada",NA,NA,"Rosário do Sul",NA,NA,"71660","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","2021-02-08 12:44:56-03","UFRGS","ICN","138395","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Lüdtke, R","381","2004","12","29","América do Sul","Brasil","RS","BR 290 km 502","-54.9141998291016","-30.25830078125",NA,"Flores purpúreas.; Beira de estrada, solo seco.",NA,NA,"Rosário do Sul",NA,NA,"71660","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","2021-02-08 12:44:56-03","UFRGS","ICN","123463","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Miotto, STS","2007","2002","01","12","América do Sul","Brasil","RS","em direcão a Santana do Livramento RS-158 Km 481","-54.9141998291016","-30.25830078125",NA,"Flores magentas",NA,NA,"Rosário do Sul",NA,NA,"71660","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","2021-02-08 12:44:56-03","UFRGS","ICN","123453","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Miotto, STS","2008","2002","01","12","América do Sul","Brasil","RS","em direcão a Santana do Livramento RS-158 Km 505","-54.9141998291016","-30.25830078125",NA,"Flores magentas",NA,NA,"Rosário do Sul",NA,NA,"71660","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","2021-02-08 12:44:56-03","UFRGS","ICN","080383","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Vianna, FMS","Britto, SNS","s.n.","1986","05","18","América do Sul","Brasil","RS",NA,"-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"Santa Maria",NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","2021-02-08 12:44:56-03","UFRGS","ICN","138296","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Trevisan, R","382","2005","05","20","América do Sul","Brasil","RS","Assentamento Coqueiros S 30°32'08 - W 55°02'50","-55.5327987670898","-30.8908004760742",NA,"campo úmido",NA,NA,"Santana do Livramento",NA,NA,"79795","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","2021-02-08 12:44:55-03","UFRGS","ICN","029407","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Lüdtke, R","Miotto, STS","s.n.","1975","04","04","América do Sul","Brasil","RS",NA,"-54.8671989440918","-29.1916999816895",NA,NA,NA,NA,"Santiago",NA,NA,"56006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
