"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","typeStatus","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","sex"
"101","2009-07-09 17:05:00-03","MO","MOBOT","2457241","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"Gert G. Hatschbach","Hatschbach 5599","1959","4","8","South America","Brazil","Paraná",NA,"Loanda. Porto São José, ao longo do Rio Paraná",NA,NA,"246.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2009-08-07 05:41:00-03","MO","MOBOT","2493227","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"Émile Hassler","Hassler 6020",NA,NA,NA,"South America","Paraguay","Canindeyú",NA,"Reserva Natural del Bosque Mbaracayú","-55.41666","-24.08333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2014-11-15 05:40:00-02","MO","MOBOT","2770436","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","! F. González (NY)","Robyn J. Burnham|Nigel Pitman|E. Kohn|Tom Delinks","Burnham 1847","1998","11","29","South America","Ecuador","Orellana",NA,"Parque Nacional Yasuni. Km 63.5 of N-S Petroleum Road (Pompeya-Giro). Terra firme forest.",NA,NA,"200.00000000","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2018-10-03 04:36:00-03","MO","MOBOT","3194201","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","! F. Gonzalez (NY)","Carmen Bonifaz B.|Xavier Cornejo S.","Bonifaz B. 3606","1997","7","26","South America","Ecuador","Los Ríos",NA,"Jauneche. Estación Biólogica Pedro Franco Dávila. Bosque transcicional seco-húmedo tropical, secundario.","-79.5833333","-1.3333333","60.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"105","2011-04-10 06:04:00-03","MO","MOBOT","3194203","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González","Basil Stergios|Gerardo Aymard|Luis Páez","Stergios 7953","1985","3","7","South America","Venezuela","Portuguesa",NA,"Mun. Mesa de Cavacas, Dtto. Guanare. bosque intervenido al fondo de talud, cerca del lecho del río Guanare, sector Colonia Agrícola Alta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2015-08-10 05:49:00-03","MO","MOBOT","3194204","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González","Amaro Macedo","Macedo 1678","1949","2","17","South America","Brazil","Minas Gerais",NA,"Ituiutaba. Faz S. Tugiuhu. Margems do Rio Paranaibu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2009-12-01 16:34:00-02","MO","MOBOT","3194206","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Favio González (NY)","Nur Ritter","Ritter 2803","1996","1","14","South America","Bolivia","Santa Cruz","Andrés Ibáñez","City of Santa Cruz.",NA,NA,"430.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2012-06-06 05:06:00-03","MO","MOBOT","3194208","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Favio González (NY)","Lourdes Rico A.","Rico Arce 1357","2003","2","24","South America","Bolivia","Santa Cruz","Warnes","Sta. Rita del Monte; from La Angostura to Bermejo.","-63.51277","-18.1625","687.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2009-11-20 17:19:00-02","MO","MOBOT","3194209","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González","George S. Bunting|Ronald L. Liesner|Romer León|Victor M. Ibarra Z.","Bunting 12436","1982","11","17","South America","Venezuela","Zulia",NA,"Dtto. Mara: Cuenca del río guasare, en la vía que conduce del Embalse Manuelote (río Socuy) al Destacamento Guasare no. 1 (La Yolanda), entre el Pozo de la Danta y el Destacamento, o sea entre km 34-52 al suroeste del Embalse, en zona de bosque húmedo.",NA,NA,"150.00000000","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2008-05-27 22:02:00-03","MO","MOBOT","3194210","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González","Augustus Fendler","Fendler 1064","1854",NA,NA,"South America","Venezuela",NA,NA,"Prope coloniam Tovar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2011-10-10 12:01:00-03","MO","MOBOT","3194211","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González","Luis Chacón Q.","Chacón Q. 59","1978","11",NA,"South America","Venezuela","Zulia",NA,"Dtto. Bolívar: en el Dividive, sitio unos 500 m al este de la carretera Sabana de La Plata-El Consejo de Ciruma, desviando en Palito Blanco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2015-12-05 13:10:00-02","MO","MOBOT","3194213","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González","Omar Zambrano|Luis Alfonso G.","Zambrano 1334","1986","11","1","South America","Venezuela","Zulia",NA,"Region del Tukuko. Dtto. Perijá: Loc.: Carretera Machiques - tukuko, a 1 km antes de llegar al desvío (aviso) del Tukuko.","-72.81666","9.83333","350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2008-05-27 22:02:00-03","MO","MOBOT","3194214","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González","Basil Stergios","Stergios 4652","1982","11","22","South America","Venezuela","Portuguesa",NA,"Boconoito, límite con el Edo. Barinas. Bosque seco tropical, lugar de la represa del río Boconó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2011-02-23 10:10:00-03","MO","MOBOT","3194215","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González","Luis E. Ruiz-Terán","Ruíz-Terán 751","1961","10","13","South America","Venezuela","Barinas",NA,"Distr. Obispos. 7 km al sur de la población de Barrancas. Bosque tropífito de Caimital.",NA,NA,"170.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2010-10-05 22:05:00-03","MO","MOBOT","3194216","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González","George S. Bunting|Paul A. Drummond","Bunting 6304","1978","5","10","South America","Venezuela","Zulia",NA,"Dtto. Colón: carretera El Vigía-Pto. Chama, en km. 9 al este del desvío de la carretera El Vigía-Santa Bárbara, en zona de bosque húmedo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-01-13 04:35:00-02","MO","MOBOT","3194218","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González","J.J. Linden","Linden 310","1842",NA,NA,"South America","Venezuela","Trujillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2011-11-30 11:59:00-02","MO","MOBOT","3194219","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González","José Steinbach","Steinbach G. 6993","1925","3","15","South America","Bolivia","Santa Cruz","Sara","Buenavista; Desmontes",NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"118","2011-09-20 17:30:00-03","MO","MOBOT","3194221","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González","Elizabeth L. Besse|Carl A. Luer|Jane Luer|Roberto Vásquez","Besse 1761","1983","1","23","South America","Bolivia","La Paz","Nor Yungas","Km. 12, Coroico-Caranavi",NA,NA,"1015.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2015-04-21 05:44:00-03","MO","MOBOT","3496861","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"Ivan Linneo","Linneo Foronda 1232","2008","1","8","South America","Bolivia","Santa Cruz","Andrés Ibáñez","Municipio de Porongo, localidad del Monumento Natural Espejillos. Extremo inicial del Codo de los Andes. Primer riachuelo del área portegida, sobre el riachuelo dirección NO. Vegetación en transición de Bosque chiquitano, Tucumano, Sub-andino y Amazónico.","-63.4402777","-17.9177778","500.00000000","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"120","2008-05-27 22:02:00-03","MO","MOBOT","729808","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Favio Gonzalez (COL)","James C. Solomon","Solomon 18574","1988","6","30","South America","Bolivia","Santa Cruz","Andrés Ibáñez","3 km al sureste de la Refineria El Palmar por el camino a las Lomas de Arena (ca. 13 km al sureste de Santa Cruz). Bosque bajo sobre arena, muy tocado.","-63.1","-17.88333","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-104","4",NA
"121","2011-06-09 16:54:00-03","MO","MOBOT","729964","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","C. Cerón (QAP)","Carlos E. Cerón","Cerón Martínez 13399","1991","2","22","South America","Ecuador","Guayas","Milagro","Parroquia Taura. Reserva Ecológica Manglares-Churute; sector San Alejandro y Cerro Pancho Diablo. Bosque muy seco Tropical y bosque seco Premontano. Transectos de 50 x 2 x 4 m y plantas útiles.","-79.66666","-2.45","6.00000000","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91-9","3",NA
"122","2008-05-27 22:02:00-03","MO","MOBOT","730064","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Favio González (COL)","Robin B. Foster","Foster 9554","1984","6","30","South America","Peru","Madre de Dios","Manu","Parque Nacional del Manu. Rio Manu, Cocha Cashu Station. Floodplain forest. Near river edge.","-71.41666","-11.83333","350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-18","6",NA
"123","2018-10-03 04:36:00-03","MO","MOBOT","730106","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González (NY)","Alwyn H. Gentry|Carmen Bonifaz B.|José Loor|Rafael Lao M.","Gentry 30718","1981","1","24","South America","Ecuador","Los Ríos","Vinces","Jauneche Forest, Canton Vinces between Mocachi and Palenque on Estero Peñafiel.","-79.7","-1.2666667","70.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972","2",NA
"124","2011-06-09 17:58:00-03","MO","MOBOT","730167","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González","Alwyn H. Gentry|Hermes Cuadros V.","Gentry 47515","1984","7","2","South America","Colombia","La Guajira",NA,"Road from Mingueo to San Antonio de Pueblo Viejo, Serranía de Santa Marta S of Mingueo. Moist forest remnants.","-73.5","11.16666","200.00000000","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-266","3",NA
"125","2008-05-27 22:02:00-03","MO","MOBOT","730226","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González","Erich Werdermann","Werdermann 2615","1926","10",NA,"South America","Bolivia","Santa Cruz","Guarayos","Sta. Cruz de la Sierra",NA,NA,"250.00000000","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2013-02-13 05:33:00-02","MO","MOBOT","730233","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Favio González (NY)","Mario Saldias P.","Saldias Paz 500","1988","12","17","South America","Bolivia","Santa Cruz","Ichilo","El Cairo; 3 km WSW de Buena Vista","-63.7","-17.46666","340.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2008-05-27 22:02:00-03","MO","MOBOT","814585","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González","Bruce MacBryde","MacBryde 545","1971","7","4","South America","Ecuador","Esmeraldas",NA,"13 km S and 8 km W of Esmeraldas",NA,NA,"40.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2009-08-23 08:16:00-03","MO","MOBOT","814587","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González","Calaway H. Dodson|Alwyn H. Gentry","Dodson 12678","1982","2","20","South America","Ecuador","Los Ríos",NA,"Estación Biológica Pedro Franco Davila at Jauneche on road from Mocachi to Palenque on Estero Penafiel.","-79.61666","-1.333333","70.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2008-05-27 22:02:00-03","MO","MOBOT","814588","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"A. Rimbach","Rimbach 37 p.p.",NA,NA,NA,"South America","Ecuador","Guayas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2008-08-07 03:32:00-03","MO","MOBOT","957978","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. Gonzalez (COL)","Brian M. Boom","Boom 4095","1983","12","7","South America","Bolivia","Beni","Vaca Diez","Vicinity of the Chácobo village Alto Ivon. Tropical wet forest, terra firme.","-66.03333","-11.75","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-08-31 09:13:44-03","INPA","INPA","11064","S","Plantae","Dicotyledon Magnoliids","Piperales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Howard, WMP","Vasconcellos, D","INPA11064","1962","02","17","Southern America","Brasil","Acre","Rio Branco","Colônia Penal Agrícola, Colônia Penal Agrícola","-67.8997","-9.9347",NA,NA,NA,NA,"INPA0011064","INPA0011064 INPA0011064_e","1979",NA,NA,NA,NA,NA,NA,NA,"-67.8997","-9.9347",NA,NA,NA
"132","2020-08-31 09:13:44-03","INPA","INPA","214913","S","Plantae","Dicotyledon Magnoliids","Piperales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Blanco Coto, MA","Funk, VA","3391","1982","04","02","Southern America","Peru","Madre de Dios",NA,"Tambopata Nature REserve. In clearing between cottages B & C of the REserve Lodge and the Río Tambopata.",NA,NA,"280","280",NA,NA,"INPA0214913","INPA0214913 INPA0214913_e INPA0214913_e1","2019",NA,NA,NA,NA,"09","26",NA,NA,NA,NA,NA,NA
"133","2020-08-31 09:13:44-03","INPA","INPA","203672","S","Plantae","Dicotyledon Magnoliids","Piperales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Linnaeus, C; Capellari, L","Hatschbach, GG","49086","1986","03","15","Southern America","Brasil","Mato Grosso do Sul","Antônio João","3-6 m O.","-55.9474983215332","-22.1910991668701",NA,NA,NA,NA,"INPA0203672","INPA0203672 INPA0203672_e","1999","38814","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-06-15 15:28:39-03","UNESP-RC","HRCB","41917","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Saka, M.N.","Carniello, M.A.","85","2004","02","03",NA,"Brasil","Mato Grosso","Cáceres","Porto Limão","-57.6789016723633","-16.0706005096436",NA,NA,NA,"Herbácea trepadeira.",NA,NA,"2012","172193","auto",NA,NA,"04","19",NA,NA,NA,NA,NA,NA
"135","2020-09-12 05:00:02-03","US","US","1234614","PreservedSpecimen","Plantae",NA,"Aristolochiales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"H. F. A. von Eggers","13289","1891","1","7","South America - Neotropics","Venezuela",NA,NA,"Las Adjuntas",NA,NA,NA,NA,NA,NA,"US01182445",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"136","2020-09-12 05:00:02-03","US","US","2396920","PreservedSpecimen","Plantae",NA,"Aristolochiales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"F. Woytkowski","5532","1959","10","18","South America - Neotropics","Peru","San Martín",NA,"In Saposoa, On banks of the river Sapo",NA,NA,"400",NA,NA,NA,"US01182425",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"137","2020-09-12 05:00:02-03","US","US","537565","PreservedSpecimen","Plantae",NA,"Aristolochiales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"H. M. Curran","s.n.","1916","4",NA,"South America - Neotropics","Colombia","Bolívar",NA,"San Martin de Loba and vicinity, Lands of Loba.",NA,NA,NA,NA,NA,NA,"US01182443",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"138","2020-09-12 05:00:02-03","US","US","1878761","PreservedSpecimen","Plantae",NA,"Aristolochiales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"J. T. Baldwin","3166","1944","1","17","South America - Neotropics","Brazil","Acre",NA,"Rio Branco",NA,NA,NA,NA,NA,NA,"US01182427","US01182427_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"139","2020-09-12 05:00:02-03","US","US","1444548","PreservedSpecimen","Plantae",NA,"Aristolochiales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"T. Rojas","2452",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01182440",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"140","2020-09-12 05:00:02-03","US","US","1708522","PreservedSpecimen","Plantae",NA,"Aristolochiales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"O. L. Haught","3679","1943","9","16","South America - Neotropics","Colombia","Cesar",NA,"Grove on savannah near Becerril",NA,NA,"150",NA,NA,NA,"US01182428",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"141","2020-09-12 05:00:02-03","US","US","1444547","PreservedSpecimen","Plantae",NA,"Aristolochiales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"T. Rojas","2452","1917","12",NA,"South America","Paraguay","Asunción",NA,"Jardin Botanico",NA,NA,NA,NA,NA,NA,"US01182439",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"142","2020-09-12 05:00:02-03","US","US","1185694","PreservedSpecimen","Plantae",NA,"Aristolochiales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"M. Cárdenas","1164","1921","11","24","South America - Neotropics","Bolivia","El Beni",NA,"Rurrenabaque",NA,NA,"305",NA,NA,NA,"US01182436",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"143","2020-09-12 05:00:02-03","US","US","1283267","PreservedSpecimen","Plantae",NA,"Aristolochiales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"F. Walker","1219A","1925","3","21","South America - Neotropics","Colombia","Magalena",NA,"Rio Frio, Santa Marta",NA,NA,NA,NA,NA,NA,"US01182434",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"144","2020-09-12 05:00:02-03","US","US","2195959","PreservedSpecimen","Plantae",NA,"Aristolochiales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"A. Macedo","613","1944","12","6","South America - Neotropics","Brazil","Minas Gerais","Itatiaiuçu","Santa Terezinha de Minas, Itatiaiuçu","-44.4211006164551","-20.1966991424561",NA,NA,NA,NA,"US01182426","US01182426_01",NA,"17210","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"145","2020-09-12 05:00:02-03","US","US","3027796","PreservedSpecimen","Plantae",NA,"Aristolochiales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"B. G. Stergios, D. Taphorn & A. Albarrán","4652","1982","11","22","South America - Neotropics","Venezuela","Estado Portuguesa",NA,"Boconoito, limite con el Estado Barinas. Bosque seco tropical, lugar de la represa del rio Bocono.",NA,NA,NA,NA,NA,NA,"US01182422","US01182422_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"146","2020-09-12 05:00:02-03","US","US","1143313","PreservedSpecimen","Plantae",NA,"Aristolochiales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"F. W. Pennell","12000","1922","9","29","South America - Neotropics","Colombia","Bolívar",NA,"Bodega Central along Rio Magdalena Magdalena Valley",NA,NA,"70",NA,NA,NA,"US01182435",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"147","2020-09-12 05:00:02-03","US","US","2702519","PreservedSpecimen","Plantae",NA,"Aristolochiales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"C. Vargas Calderón","18552","1967","1","18","South America - Neotropics","Peru","Madre de Dios",NA,"Puerto Maldonado, Province Tambopata",NA,NA,"350",NA,NA,NA,"US01182424","US01182424_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"148","2020-09-12 05:00:02-03","US","US","3027592","PreservedSpecimen","Plantae",NA,"Aristolochiales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"B. M. Boom","4095","1983","12","7","South America - Neotropics","Bolivia","El Beni","Vaca Diez","Prov of Vaca Diez. Vicinity of the Chacobo village Alto Ivon.","-66.03","-11.75","200",NA,NA,NA,"US01182421",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"149","2020-09-12 05:00:02-03","US","US","1233494","PreservedSpecimen","Plantae",NA,"Aristolochiales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"E. H. Niemeyer","s. n.","1926","1","9","South America - Neotropics","Colombia","Santander",NA,"Woodpile near Brazo de Moro, Magdalena River above Barrancabermeja.",NA,NA,NA,NA,NA,NA,"US01182433",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"150","2020-09-12 05:00:02-03","US","US","1615136","PreservedSpecimen","Plantae",NA,"Aristolochiales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"E. H. Ule","9339","1912","1",NA,"South America - Neotropics","Bolivia","Pando",NA,"Cobija; Amazonas Expedition; Rio Acre",NA,NA,NA,NA,NA,NA,"US01182444",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"151","2020-09-12 05:00:02-03","US","US","988381","PreservedSpecimen","Plantae",NA,"Aristolochiales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"H. F. Pittier","8279","1918","11","10","South America - Neotropics","Venezuela","Miranda",NA,"El Volcau, near Santa Lucia",NA,NA,NA,NA,NA,NA,"US01182438",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"152","2020-09-12 05:00:02-03","US","US","897662","PreservedSpecimen","Plantae",NA,"Aristolochiales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"E. Tejera","64","1917",NA,NA,"South America - Neotropics","Venezuela","Zulia",NA,"Vicinity of Perijá",NA,NA,NA,NA,NA,NA,"US01182442",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"153","2020-09-12 05:00:02-03","US","US","1067489","PreservedSpecimen","Plantae",NA,"Aristolochiales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"E. Tejera","249",NA,NA,NA,"South America - Neotropics","Venezuela","Zulia",NA,"Vicinity of Perija.",NA,NA,NA,NA,NA,NA,"US01182441",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"154","2020-09-12 05:00:02-03","US","US","1708492","PreservedSpecimen","Plantae",NA,"Aristolochiales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"O. L. Haught","3637","1943","8","26","South America - Neotropics","Colombia","Cesar",NA,"Las Penas, 12 km west of La Jagua on Quebrada San Antonio",NA,NA,NA,"100",NA,NA,"US01182429",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
