"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","imagecode","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus"
"345","2014-04-10 05:40:00-03","MO","MOBOT","3146391","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Ramón Ferreyra","Ferreyra 2202","1947",NA,NA,"South America","Peru","Huánuco",NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,"Fundo Naranjilli, cerco a Tingo Maria entre y Pucallpa.",NA,NA,"600.00000000","700.00000000","Huánuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","2016-03-25 06:58:00-03","MO","MOBOT","3145023","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Christopher Davidson|Josephine Jones","Davidson 9319","1979","11","19","South America","Peru","Huánuco",NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,"Cordillera Azul. Ca. 38.2 km E of Tingo Maria onthe road to Pucallpa. Montane rainforest. Dense primary forest on steep NW sloe.",NA,NA,"1584.96000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"347","2014-04-10 05:40:00-03","MO","MOBOT","3145178","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Ramón Ferreyra","Ferreyra 925","1946","8","11","South America","Peru","Huánuco",NA,NA,NA,NA,NA,NA,"Aubl.","K.Burt-Utley",NA,"Tingo Maria, entre Huanuco y Pucallpa.",NA,NA,"600.00000000","700.00000000","Huánuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","2014-11-11 17:32:00-02","MO","MOBOT","3145233","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","C.A. Ridoutt","Ridoutt 13052","1943","8","10","South America","Peru","Huánuco",NA,NA,NA,NA,NA,NA,"Aubl.","K. Burt-Utley",NA,"Rio Previsto km. 229.",NA,NA,"1500.00000000",NA,"Huánuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","2011-02-04 14:56:00-02","MO","MOBOT","3145307","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Pedro Acevedo-Rodríguez|Deborah Bell|Katheryn Rankin|Stephen F. Smith","Acevedo-Rodríguez 8633","1997","1","12","South America","Peru","Cusco",NA,NA,NA,NA,NA,NA,"Aubl.","S.F. Smith",NA,"Prov. Cusco. Dist. Camisea; Campamento San Martin-C. Camisea Production Unit. Primary, moist, lowland, non-flooded forest dominated by bamboo ( Guadua). Wet Season.","-72.69916","-11.78555","467.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","2014-04-10 05:40:00-03","MO","MOBOT","3145365","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Ramón Ferreyra","Ferreyra 896","1947","8","10","South America","Peru","Huánuco",NA,NA,NA,NA,NA,NA,"Aubl.","K.Burt-Utley",NA,"Tingo Maria. Hda. Shapagilla cerca a Tingo Maria. Habitat; Selva tropical.",NA,NA,"700.00000000","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2008-05-27 22:02:00-03","MO","MOBOT","3145499","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Guillermo Klug","Klug 1661","1930","10",NA,"South America","Colombia","Putumayo",NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,"Umbria.","-76.16666","0.9","325.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2008-05-27 22:02:00-03","MO","MOBOT","3145533","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Calaway H. Dodson","Dodson 1175","1961","11","3","South America","Ecuador",NA,NA,NA,NA,NA,NA,NA,"Aubl.","L.B.Smith",NA,"Santo Domingo de los Colorados; along Rio Baba 28 km. south of Santo Domingo.",NA,NA,"350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2009-07-17 17:34:00-03","MO","MOBOT","3145553","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Per Dusén","Dusén 6891","1908",NA,NA,"South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,"Serra do mar. Parta de Cima in Silv. prim.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2009-06-28 10:40:00-03","MO","MOBOT","3145602","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Sidney T. McDaniel","McDaniel 14085","1970","7","27","South America","Peru","Loreto",NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,"Contamana, trail to Aguas Calientes, upland rainforest, mostly disturbed.",NA,NA,"160.00000000","200.00000000","Ucayali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2013-01-27 07:50:00-02","MO","MOBOT","3145640","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","J. Infantes Vera","Infantes Vera 1498","1948","9","20","South America","Peru","Pasco",NA,NA,NA,NA,NA,NA,"Aubl.","K.Burt-Utley",NA,"San Luis de Oxampampa.",NA,NA,"1850.00000000",NA,"Oxapampa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2008-05-27 22:02:00-03","MO","MOBOT","3145656","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Thomas B. Croat","Croat 21408","1973","2","8","South America","Venezuela","Aragua",NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,"In primary cloud forest. Parque National d eHenry Pittier; Paraiso trail to pico perquito along road to summit.",NA,NA,"1200.00000000","1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2015-11-17 14:19:00-02","MO","MOBOT","3145695","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","J.J. de Granville|Lucile Allorge|Georges Cremers|A.R.A. Görts-van Rijn|J.F. Kodjoed-Bonneton","Granville 7692","1985","8","20","South America","Guyana",NA,NA,NA,NA,NA,NA,NA,"Aubl.","Peter Moonlight (E)",NA,"Montagne Bellevue de l'Inini. zone centrale, versant à vent, á proximité du sommet.",NA,NA,"700.00000000","750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"358","2009-09-04 11:51:00-03","MO","MOBOT","3145757","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Amy J. Gilmartin","Gilmartin 369","1963","10","11","South America","Ecuador",NA,NA,NA,NA,NA,NA,NA,"Aubl.","J. Dwyer",NA,"Concordia rio Sto. Domingo. .",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2011-06-08 11:54:00-03","MO","MOBOT","3145849","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","José Schunke V.","Schunke Vigo 7168","1974","7","6","South America","Peru","San Martín",NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,"Tocache Nuevo. habitat; Semiepifita en bosque alto,c rece muy adheride al fuste de los arboles. Canutillo, Nor oeste dela carretera marginal, 28 km de Tocache.",NA,NA,"525.00000000",NA,"Mariscal Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2008-05-27 22:02:00-03","MO","MOBOT","3145862","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Felix Woytkowski","Woytkowski 35865q","1947","6","3","South America","Peru",NA,NA,NA,NA,NA,NA,NA,"Aubl.","L.B .Smith",NA,"Hera near Moyobamba, Dpt. SanMartin, Peru. Climbing overa small tree in shady forest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2008-05-27 22:02:00-03","MO","MOBOT","3145901","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Guillermo Klug","Klug 3129","1933","7",NA,"South America","Peru","Loreto",NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,"Cachipuerto ; Rio Cachiyacu,between Balsapuerto and Moyobamba.",NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2008-05-27 22:02:00-03","MO","MOBOT","3145993","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Miguel Bang","Bang 1509","1892","7",NA,"South America","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,"Mapiri.","-68.2","-15.31666",NA,NA,"Larecaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2009-06-28 11:29:00-03","MO","MOBOT","3146002","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","John D. Dwyer|Bruce MacBryde","Dwyer 9606","1972","3","27","South America","Ecuador","Napo",NA,NA,NA,NA,NA,NA,"Aubl.","Burt-Utley",NA,"Vicinity of Baeza.","-77.883333","-0.45","1900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2014-04-10 05:40:00-03","MO","MOBOT","3146101","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Ramón Ferreyra","Ferreyra 2399","2007","8","9","South America","Peru","Huánuco",NA,NA,NA,NA,NA,NA,"Aubl.","Smith & Schubert",NA,"Tulumayo cerca a Tingo Maria. Habitat; Selva Subtropical.",NA,NA,"600.00000000","700.00000000","Huánuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2008-05-27 22:02:00-03","MO","MOBOT","3146279","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Boris A. Krukoff","Krukoff 10497","1939","7","1","South America","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,"Basin of Rio Bopi, SanBartolome( near Calisaya).",NA,NA,"750.00000000","900.00000000","Sud Yungas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2016-02-08 13:38:00-02","MO","MOBOT","3146437","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Franklin Ayala","Ayala Flores 2299","1979","11","13","South America","Peru",NA,NA,NA,NA,NA,NA,NA,"Aubl.","Peter Moonlight (E)",NA,"Alto Amazonas; Dtto: Pastaza, Rio Pastaza; Andoas, bosque 2 en zona pertolera.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"367","2015-01-05 04:12:00-02","MO","MOBOT","3148178","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","K.S .Edwards","Edwards 569","1992","1","12","South America","Ecuador","Napo",NA,NA,NA,NA,NA,NA,"Aubl.","R. L. Liesner",NA,"Canton El Chaco, San Juan chico. Very altered Premontano Pluvial Forest, at edge of low forest beside path.",NA,NA,"1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2011-06-08 11:54:00-03","MO","MOBOT","3146597","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","José Schunke V.","Schunke Vigo 6539","1973","7","30","South America","Peru","San Martín",NA,NA,NA,NA,NA,NA,"Aubl.","K.Burt-Utley",NA,"Tocache Nuevo. Habitat; Epífita en bosque alto. Quebrada d eCascarilla, Noreste de Puerto Pizana.",NA,NA,"350.00000000","370.00000000","Mariscal Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2011-06-08 11:54:00-03","MO","MOBOT","3146836","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","José Schunke V.","Schunke Vigo 7901","1974","7","30","South America","Peru",NA,NA,NA,NA,NA,NA,NA,"Aubl.","K.Burt-Utley",NA,"Habitat; AL borde de la quebrada enbosque alto conmucha sombra. Sanja Seca De tipishca, 8 km d ePregreso, Carretera A Tingo Maria. Dpto. San Martin. Prov. Mariscal Caceres. Dtto. Uchiza.",NA,NA,"500.00000000","550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2009-11-04 05:58:00-02","MO","MOBOT","3146854","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Mildred E. Mathias|Dermot Taylor","Mathias 5181","1960","7","20","South America","Ecuador","Cotopaxi",NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,"Foothills above Valencia near cane mill.","-79.13333","-0.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2011-06-08 11:54:00-03","MO","MOBOT","3147031","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","José Schunke V.","Schunke Vigo 7828","1974","7","27","South America","Peru","San Martín",NA,NA,NA,NA,NA,NA,"Aubl.","K. Burt-Utley",NA,"Tocache Nuevo. Habitat; Semiepifita, en bosque alto conmucha sombra. Quebrada de Mantencion (Al este del Puente.",NA,NA,"500.00000000",NA,"Mariscal Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2014-02-22 07:58:00-03","MO","MOBOT","3147112","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Jarvis E. Hudson","Hudson 817","1974","9","25","South America","Ecuador","Pichincha",NA,NA,NA,NA,NA,NA,"Aubl.","K. Burt-Utley",NA,"On east edge of el Puyo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","2010-04-28 22:09:00-03","MO","MOBOT","3147212","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Santiago Madriñán|César E. Barbosa","Madriñán R. 119","1989","7",NA,"South America","Colombia","Magdalena",NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,"Alto Rio Guachaca Por el camino real de la Tagua a la escuela La Maria ( Macho Solo) mitad de camino cerca el boqueron.","-73.91666","11.06666","1400.00000000","1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","2014-11-11 17:32:00-02","MO","MOBOT","3147548","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","C.A. Ridoutt","Ridoutt 11731","1940","8",NA,"South America","Peru","Junín",NA,NA,NA,NA,NA,NA,"Aubl.","K. Burt-Utley",NA,"Camino al Rio Negro. Valle de Sanibani. Habitat; Monte, selva real.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","2009-11-04 06:02:00-02","MO","MOBOT","3147679","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Mildred E. Mathias","Mathias 5969","1962","7","21","South America","Peru","Huánuco",NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,"Vicinity of tingo Maria. Forest, Pampa de Picruo Yaco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","2015-11-02 11:38:00-02","MO","MOBOT","3147690","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Jaime L. Jaramillo","Jaramillo Asanza 6447","1984","2","26","South America","Ecuador","Pichincha",NA,NA,NA,NA,NA,NA,"Aubl.","Peter Moonlight (E)",NA,"Reserva Forestal Endesa, Río Silanche: Corporación Forestal Juan Manuel Durini, km 113 de la carretera Quito-Pto. Quito, faldas occidentales, a 10 km al Norte de la carretera principal. Bosque primario de la reserva.","-79.03333","0.08333","650.00000000","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","2014-03-26 21:58:00-03","MO","MOBOT","3147716","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","C.A. Ridoutt","Ridoutt 12969","1943","8","9","South America","Peru","Huánuco",NA,NA,NA,NA,NA,NA,"Aubl.","K.Burt-Utley",NA,"Orilla del Rio Previsto, km. 227. Habitat; Monte tupido.",NA,NA,"1500.00000000",NA,"Huánuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","2012-07-24 08:10:00-03","MO","MOBOT","3147747","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Manuel Rimachi Y.","Rimachi Y. 5287","1980","9","15","South America","Peru","Loreto",NA,NA,NA,NA,NA,NA,"Aubl.","S. McDaniel",NA,"Iquitos. Carretera de Pena Negra, ca 11 km from Quisto Cocha, sandy uplands.",NA,NA,"150.00000000",NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"379","2014-03-26 21:58:00-03","MO","MOBOT","3147808","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","C.A. Ridoutt","Ridoutt 11424","1940","8",NA,"South America","Peru","Junín",NA,NA,NA,NA,NA,NA,"Aubl.","K. Burt-Uley",NA,"Satipo. Habitat; Monte Real.",NA,NA,NA,NA,"Jauja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","2010-08-11 21:45:00-03","MO","MOBOT","3147929","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","J.J. de Granville|Lucile Allorge|Georges Cremers|A.R.A. Görts-van Rijn|J.F. Kodjoed-Bonneton","Granville 8062","1985",NA,NA,"South America","French Guiana","Cayenne",NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,"Montagne Bellevue de I'Inini. ZOne orientale. Foret sur plateau lateritique. Plante herbacee, rampante, et grimpant sur les troncs a laide de racines adventives. Feuilles plus ou moins teintees de rouge en dessous. Infrutescences dessechees brunes, pendantes. Expedition conjointe ORSTROm-Cayenne, Museum de Paris Universite d'Utrecht aux Montagnes de iInini.",NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","2009-07-17 10:53:00-03","MO","MOBOT","3147930","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Hólguer Lugo S.","Lugo Sánchez 1972","1972",NA,NA,"South America","Ecuador","Napo",NA,NA,NA,NA,NA,NA,"Aubl.","L.B. Smith",NA,"Santa Rosa at Rio Napo.","-77.3","-0.96666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","2014-04-10 05:40:00-03","MO","MOBOT","3147990","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Ramón Ferreyra","Ferreyra 4219","1948","7","15","South America","Peru","Huánuco",NA,NA,NA,NA,NA,NA,"Aubl.","K.Burt_Utley",NA,"Cayumba entre Huanuco y Tingo Maria.",NA,NA,"800.00000000","900.00000000","Huánuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","2008-05-27 22:02:00-03","MO","MOBOT","3148102","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","W. Scott Hoover","Hoover 468","1984","1","18","South America","Colombia","Cauca",NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,"Trail extension of side road several kms E of Vient de Julio, a small town WO f El Tambo.",NA,NA,"6500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","2008-05-27 22:02:00-03","MO","MOBOT","3148245","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","W. Scott Hoover","Hoover 468","1984","1","18","South America","Colombia","Cauca",NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,"Trail extension of side road several kms E of Vient de Julio, A small town W of El Tambo.76' 93'W.",NA,NA,"1981.20000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","2009-07-17 10:53:00-03","MO","MOBOT","3148311","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Hólguer Lugo S.","Lugo Sánchez 4490","1974",NA,NA,"South America","Ecuador","Pastaza",NA,NA,NA,NA,NA,NA,"Aubl.","L. B. Smith",NA,"Canelos. Ca. 1/2 m. high.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","2008-05-27 22:02:00-03","MO","MOBOT","3148319","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","* MCDNAIEL","MCDNAIEL 11008","1968","9","17","South America","Peru","Loreto",NA,NA,NA,NA,NA,NA,"Aubl.","S. McDaniel",NA,"Río Macusari, bluff and heights above river, mature rain forest, .",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","2009-11-20 17:15:00-02","MO","MOBOT","3148381","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","George S. Bunting|Ronald L. Liesner|A.J. Rosario T.|Romer León","Bunting 12078","1982",NA,NA,"South America","Venezuela","Zulia",NA,NA,NA,NA,NA,NA,"Aubl.","K.Bunt-Utley",NA,"Dtto. Mara; alrededores delPuesto El Bosque de la Guardia Nacional.",NA,NA,"1450.00000000","1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","2010-01-01 17:05:00-02","MO","MOBOT","3148498","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Bassett Maguire|John J. Wurdack|Celia K. Maguire","Maguire 42012","1957","11","9","South America","Venezuela",NA,NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,"Locally frequent, forest between Camp 3 and 4.",NA,NA,"1000.00000000","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","2008-05-27 22:02:00-03","MO","MOBOT","3148499","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Howard S. Irwin","Irwin 54738","1963","8","13","South America","Suriname",NA,NA,NA,NA,NA,NA,NA,"Aubl.","L.B. SMith",NA,"Locally common on vertical granite cliff, upper slopes and summit of Juliana Top, 15 km north of Lucie Rivier.",NA,NA,"1236.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","2011-03-01 10:04:00-03","MO","MOBOT","3148571","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Balduino Rambo","Rambo 49213","1950",NA,NA,"South America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,"Pareci P. Montenegro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","2014-02-19 06:40:00-03","MO","MOBOT","3148653","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Enrique Forero|Roberto Jaramillo M.|Josefina Espina Z.|Pablo A. Palacios H.","Forero 6743","1980","3","5","South America","Colombia","Chocó",NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,"Municipio de SanJose del Plamar, hoya del Rio Torito9Afluente del Rio Habita). declive occidental, Finca los Guaduales quebrada Santa Fe, afluente del Rio Torito.",NA,NA,"630.00000000","730.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","2008-05-27 22:02:00-03","MO","MOBOT","3148686","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Robin B. Foster","Foster 6429","1977","7","18","South America","Peru","Madre de Dios",NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,"Vicinity of Cochra Cashu Station , Parque Nac.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","2009-07-13 12:30:00-03","MO","MOBOT","3195141","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Felix Woytkowski","Woytkowski 34489","1946","9","5","South America","Peru","Huánuco",NA,NA,NA,NA,NA,NA,"Aubl.","Mark C. Tebbitt (BLK)",NA,"Diviseria, on outskirts of forest.",NA,NA,"1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","2014-12-15 19:11:00-02","MO","MOBOT","3240964","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Robyn J. Burnham","Burnham 1786","1998","11","2","South America","Ecuador","Orellana",NA,NA,NA,NA,NA,NA,"Aubl.","M.C. Tebbitt (BKL)",NA,"Parque Nacional Yasuní. Km 59 of Maxus Petroleum Road (=YPF).",NA,NA,"200.00000000","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","2008-05-27 22:02:00-03","MO","MOBOT","3240969","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","BRAVO","BRAVO 443","1984","5","24","South America","Ecuador","Pichincha",NA,NA,NA,NA,NA,NA,"Aubl.","M.C. Tebbitt (BKL)",NA,"Carretera Quito-Puerto Quito, km 113, 10 km al Norte de la carretera principal, bosque virgen y alrededores de la reserva.","-79.03333","0.08333","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","2008-05-27 22:02:00-03","MO","MOBOT","3242754","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Saúl Altamirano","Altamirano Azurduy 54","2003","9","5","South America","Bolivia","Cochabamba",NA,NA,NA,NA,NA,NA,"Aubl.","E. Fernández (BOLV), 12/",NA,"Localidad km 18. Ladera de exposición sud este con pendientes de hasta 45º de inclinación. Bosque alto montano húmedo, dominado por Eschweilera coriaceae, Iriartea deltoidea y Socratea exorrhiza. El sotobosque caracterizado por rubiaceas y pipereaceas. Suelos poco profundos a medianamente profundos.","-65.49861","-17.09416","850.00000000",NA,"Arani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","2009-08-31 19:21:00-03","MO","MOBOT","3297473","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","L. Cayola|N. Chapi|G. Chive|Fidel Andia|Teodosio Alvarez","Cayola Pérez 2775","2007","5","11","South America","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,"Aubl.","A. Fuentes (LPB)",NA,"Parque Nacional Madidi, Mojos, campamento Fuertecillo, sobre la senda a Queara. Bosque de yungas montano inferior pluvial en transición a pluviestacional. Con manchas de cerrado andino en algunas colinas.","-68.90888","-14.57666","1685.00000000","1750.00000000","Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07-08","1",NA
