"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","scientificNameAuthorship","year","month","day","locality","imagecode","stateProvince","decimalLongitude","decimalLatitude","minimumElevationInMeters","identifiedBy","maximumElevationInMeters","county","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","order","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","sex"
"252","2008-05-27 22:02:00-03","MO","MOBOT","90135483","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Schulz","Schulz 7838","South America","Suriname",NA,NA,NA,NA,NA,"Brid.","1956",NA,NA,"Voltzberg.",NA,NA,"-56.16666","4.68333",NA,"R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2009-08-23 08:56:00-03","MO","MOBOT","90135485","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Richard Spruce","Spruce 478","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1849",NA,NA,"Sao Gabriel.",NA,"Amazonas","-67.08333","-0.13333",NA,"R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2012-03-06 05:13:00-03","MO","MOBOT","90135486","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","William R. Buck","Buck 18793","South America","French Guiana",NA,NA,NA,NA,NA,"Brid.","1990","11","13","Canton de Maripasoula.",NA,"Saint-Laurent-du-Maroni","-53.2","3.61666","200.00000000","R.A. Pursell","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2009-09-08 19:25:00-03","MO","MOBOT","90135489","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Jan-Peter Frahm","Frahm 1447","South America","Peru",NA,NA,NA,NA,NA,"Brid.","1982",NA,NA,"Strasse Yurimaguas-Tarapoto km 95.",NA,"San Martín","-76.58333","-6.41666","500.00000000","R.A. Pursell",NA,"Lamas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2011-04-06 16:16:00-03","MO","MOBOT","90135490","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Daniel M. Vital","Vital 19422","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1991","7","4","Parque Nacional de Itatiaia.",NA,"Minas Gerais","-44.75","-22.36666","1700.00000000","R.A. Pursell","1900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2009-08-21 21:04:00-03","MO","MOBOT","90135491","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Richard Spruce","Spruce s.n.","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1849",NA,NA,"Óbidos.",NA,"Pará","-55.51666","-1.91666",NA,"R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2014-09-29 21:26:00-03","MO","MOBOT","90135493","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","A. Sehnem","Sehnem 4728","South America","Brazil",NA,NA,NA,NA,NA,"Brid.",NA,NA,NA,"Gramado.",NA,"Rio Grande do Sul","-50.9","-29.4","800.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2013-02-20 14:14:00-03","MO","MOBOT","90135495","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Farias-Castro","Farias-Castro 01","South America","Brazil",NA,NA,NA,NA,NA,"Brid.",NA,NA,NA,"Parque Nacional de Seté.",NA,"Piauí","-41.63333","-4.11666","100.00000000","R.A. Pursell","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2008-05-27 22:02:00-03","MO","MOBOT","90135497","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","FAREAS","FAREAS 02","South America","Brazil",NA,NA,NA,NA,NA,"Brid.",NA,NA,NA,"Parque Nacinal de Seté.",NA,"Piauí","-41.63333","-4.11666","100.00000000","R.A. Pursell","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2008-05-27 22:02:00-03","MO","MOBOT","90135498","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","FAREAS","FAREAS 04","South America","Brazil",NA,NA,NA,NA,NA,"Brid.",NA,NA,NA,"Parque Nacional de Seté.",NA,"Piauí","-41.63333","-4.11666","100.00000000","R.A. Pursell","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2008-05-27 22:02:00-03","MO","MOBOT","90135501","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","FAREAS","FAREAS 05","South America","Brazil",NA,NA,NA,NA,NA,"Brid.",NA,NA,NA,"Parque Nacional de Seté.",NA,"Piauí","-41.63333","-4.11666","100.00000000","R.A. Pursell","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2018-11-24 03:06:00-02","MO","MOBOT","90135507","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","A. Sehnem","Sehnem 2775","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1947",NA,NA,"Montenegro.",NA,"Rio Grande do Sul","-51.4666667","-29.7","600.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"264","2011-04-06 16:16:00-03","MO","MOBOT","90135509","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Daniel M. Vital","Vital 20592","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1991","7","25","Iporanga, Serra Paranapiacaba, Fazenda Intervales, Rio do Carmo, along road to Iporanga.",NA,"São Paulo","-48.45","-24.33333","500.00000000","R.A. Pursell","600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2011-04-06 16:16:00-03","MO","MOBOT","90135515","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Daniel M. Vital","Vital 20617","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1991","7","27","Santo André, slopes of Serra Paranapiacaba just SW of city of Paranapiacaba.",NA,"São Paulo","-46.28333","-23.45","850.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2015-02-28 18:11:00-03","MO","MOBOT","90135516","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Patricia Geissler","Geissler 14487","South America","Paraguay",NA,NA,NA,NA,NA,"Brid.","1989",NA,NA,"Ybicuí, Colonia Boquerón, Cerro San José.",NA,"Paraguarí","-56.95","-25.98333","200.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2015-02-28 18:11:00-03","MO","MOBOT","90135517","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Patricia Geissler","Geissler 14617","South America","Paraguay",NA,NA,NA,NA,NA,"Brid.","1989",NA,NA,"W Pto Pte Franco, S S Miquel.",NA,"Alto Paraná","-54.61666","-25.56666","150.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2011-12-14 08:26:00-02","MO","MOBOT","90135743","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Daniel M. Vital","Vital 12671","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1984","12","25","Município de Formoso. Serra Dourada.",NA,"Goiás","-48.9","-13.6166667",NA,"R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"269","2012-03-06 05:13:00-03","MO","MOBOT","90135744","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","William R. Buck","Buck 3225","South America","Brazil",NA,NA,NA,NA,NA,"Brid.",NA,NA,NA,"Rio Pitinga.",NA,"Amazonas","-59.83333","-1.48333",NA,"R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2009-10-24 06:47:00-02","MO","MOBOT","90135745","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","George Eiten|Liene T. Eiten","Eiten 3836","South America","Brazil",NA,NA,NA,NA,NA,"Brid.",NA,NA,NA,"Loréto.",NA,"Maranhão","-45.15","-7.08333",NA,"R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2010-05-09 06:27:00-03","MO","MOBOT","90135746","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Alfons Schäfer-Verwimp|Inge Verwimp","Schäfer-Verwimp 10100","South America","Brazil",NA,NA,NA,NA,NA,"Brid.",NA,NA,NA,"Domingos Martius.",NA,"Espírito Santo","-41.01666","-20.41666","1200.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2010-05-09 06:27:00-03","MO","MOBOT","90135747","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Alfons Schäfer-Verwimp|Inge Verwimp","Schäfer-Verwimp 9424","South America","Brazil",NA,NA,NA,NA,NA,"Brid.",NA,NA,NA,"Ponta Grossa.",NA,"Paraná","-50.15","-25.08333","90.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2009-08-21 21:04:00-03","MO","MOBOT","90139201","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Richard Spruce","Spruce 542","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1849",NA,NA,"Sao Gabriel.",NA,"Amazonas","-67.08333","-0.13333",NA,"R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2020-05-30 04:37:00-03","MO","MOBOT","90139202","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Ernst Üle","Üle 990","South America","Brazil",NA,NA,NA,NA,NA,"Brid.",NA,NA,NA,"Nova Veneza.",NA,"Santa Catarina","-49.5","-28.65",NA,"R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2016-03-21 16:22:00-03","MO","MOBOT","90151875","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Alfredo F. Fuentes|Marcelino Villanueva|B. Guili","Fuentes Claros 4066","South America","Bolivia",NA,NA,NA,NA,NA,"Brid.","2002","3","25","Parque Nacional Madidi, río Hondo, arroyo Negro, pica hacia la serranía de Toregua.",NA,"La Paz","-67.8116667","-14.66","340.00000000","S. Churchill",NA,"Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-13","1",NA,NA
"276","2010-05-14 22:00:00-03","MO","MOBOT","90157408","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","William D. Reese|Gordon McPherson","Reese 13178","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1978","2","24","15 km E of Rio Branco, along road to Abunã.",NA,"Acre","-67.66666","-9.96666",NA,"R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2008-05-27 22:02:00-03","MO","MOBOT","90157407","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","William D. Reese","Reese 16597","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1983","5","2","Serra do Cachimbo, Cataracts on Rio Curuá and vicinity.",NA,"Pará","-54.95","-8.75","350.00000000","R.A. Pursell","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2009-09-01 18:45:00-03","MO","MOBOT","90135505","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Michael H. Nee","Nee 34890","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1987","4","17","Vicinity of Corrego Raiz along hwy. BR 364 20 km, ENE of junction with hwy BR 325.",NA,"Rondônia","-65.16666","-9.71666","140.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2014-03-29 00:10:00-03","MO","MOBOT","90139200","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","J.I. Puiggari","Puiggari 302","South America","Brazil",NA,NA,NA,NA,NA,"Brid.",NA,NA,NA,"Apiahy.",NA,"São Paulo","-48.83333","-24.51666",NA,"R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2010-05-14 22:00:00-03","MO","MOBOT","90157410","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","William D. Reese|Gordon McPherson","Reese 13239","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1978","2","26","33 km southwest of Rio Branco, along the road to Brasiléia.",NA,"Acre","-67.5","-10.16666",NA,"R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2008-05-27 22:02:00-03","MO","MOBOT","90157413","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","William D. Reese","Reese 13296","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1978","3","8","Along the Rio Pacáas Novos, between its confluence with the Rio Mamoré and first rapids.",NA,"Rondônia","-64.66666","-11.33333",NA,"R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2008-05-27 22:02:00-03","MO","MOBOT","90157414","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","William D. Reese","Reese 13732","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1978","3","30","Seringal Sao Luis, just below first rapids on Rio Pacasss Novos.",NA,"Rondônia","-64.66666","-11.01666","400.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2008-05-27 22:02:00-03","MO","MOBOT","90157415","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","William D. Reese","Reese 13727","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1978","3","30","Seringal Sao Luis, just below first rapids on Rio Pacasss Novos.",NA,"Rondônia","-64.66666","-11.01666","400.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2008-05-27 22:02:00-03","MO","MOBOT","90157416","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","William D. Reese","Reese 13299","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1978","3","8","Along the Rio Pacáas Novos, between its confluence with the Rio Mamoré and first rapids.",NA,"Rondônia","-64.66666","-11.33333",NA,"R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2008-05-27 22:02:00-03","MO","MOBOT","90157417","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","William D. Reese","Reese 13689","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1978","3","24","Vicinity of the first rapids on the Rio Pacaás Novos.",NA,"Rondônia","-64.66666","-11.01666","400.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2008-05-27 22:02:00-03","MO","MOBOT","90157418","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","William D. Reese","Reese 13612","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1978","3","24","Vicinity of the first rapids on the Rio Pacaás Novos.",NA,"Rondônia","-64.66666","-11.01666","400.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2008-05-27 22:02:00-03","MO","MOBOT","90157419","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","William D. Reese","Reese 13604","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1978","3","24","Vicinity of the first rapids on the Rio Pacaás Novos.",NA,"Rondônia","-64.66666","-11.01666","400.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2008-05-27 22:02:00-03","MO","MOBOT","90157420","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","William D. Reese","Reese 13652","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1978","3","24","Vicinity of the first rapids on the Rio Pacaás Novos.",NA,"Rondônia","-64.66666","-11.01666","400.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2008-05-27 22:02:00-03","MO","MOBOT","90157421","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","William D. Reese","Reese 13552","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1978","3","24","Vicinity of the first rapids on the Rio Pacaás Novos.",NA,"Rondônia","-64.66666","-11.01666","400.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2008-05-27 22:02:00-03","MO","MOBOT","90157422","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","William D. Reese","Reese 13326","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1978","3","14","Vicinity of the first rapids on the Rio Pacáas Novos, ridges of Serra dos Pacaás Novos.",NA,"Rondônia","-64.66666","-11.33333","400.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2008-05-27 22:02:00-03","MO","MOBOT","90157423","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","William D. Reese","Reese 13479","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1978","3","15","2-4 km above first rapids on Rio Pacasss Novos. Ridges of Serra dos Pacaás Novos along the river.",NA,"Rondônia","-64.5","-11.25","400.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2008-05-27 22:02:00-03","MO","MOBOT","90157424","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","William D. Reese","Reese 13509","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1978","3","15","2-4 km above first rapids on Rio Pacasss Novos. Ridges of Serra dos Pacaás Novos along the river.",NA,"Rondônia","-64.5","-11.25","400.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2008-05-27 22:02:00-03","MO","MOBOT","90157425","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","William D. Reese","Reese 13418","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1978","3","15","2-4 km above first rapids on Rio Pacasss Novos. Ridges of Serra dos Pacaás Novos along the river.",NA,"Rondônia","-64.5","-11.25","400.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2008-05-27 22:02:00-03","MO","MOBOT","90157426","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","William D. Reese","Reese 13525","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1978","3","15","2-4 km above first rapids on Rio Pacasss Novos. Ridges of Serra dos Pacaás Novos along the river.",NA,"Rondônia","-64.5","-11.25","400.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2008-05-27 22:02:00-03","MO","MOBOT","90157427","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","William D. Reese","Reese 13511","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1978","3","15","2-4 km above first rapids on Rio Pacasss Novos. Ridges of Serra dos Pacaás Novos along the river.",NA,"Rondônia","-64.5","-11.25","400.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2008-05-27 22:02:00-03","MO","MOBOT","90157428","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","William D. Reese","Reese 13530","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1978","3","15","2-4 km above first rapids on Rio Pacasss Novos. Ridges of Serra dos Pacaás Novos along the river.",NA,"Rondônia","-64.5","-11.25","400.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2008-05-27 22:02:00-03","MO","MOBOT","90157429","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","William D. Reese","Reese 13388","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1978","3","15","2-4 km above first rapids on Rio Pacasss Novos. Ridges of Serra dos Pacaás Novos along the river.",NA,"Rondônia","-64.5","-11.25","400.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2008-05-27 22:02:00-03","MO","MOBOT","90157430","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","William D. Reese","Reese 13395","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1978","3","15","2-4 km above first rapids on Rio Pacasss Novos. Ridges of Serra dos Pacaás Novos along the river.",NA,"Rondônia","-64.5","-11.25","400.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2008-05-27 22:02:00-03","MO","MOBOT","90157431","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","William D. Reese","Reese 13376","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1978","3","15","2-4 km above first rapids on Rio Pacasss Novos. Ridges of Serra dos Pacaás Novos along the river.",NA,"Rondônia","-64.5","-11.25","400.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2010-05-14 22:00:00-03","MO","MOBOT","90157452","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","William D. Reese|Gordon McPherson","Reese 13247","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1978","2","26","33 km southwest of Rio Branco, along the road to Brasiléia.",NA,"Acre","-67.5","-10.16666",NA,"R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2008-05-27 22:02:00-03","MO","MOBOT","90157453","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","William D. Reese","Reese 13232","South America","Brazil",NA,NA,NA,NA,NA,"Brid.","1978","2","25","25-30 km NW of Rio Branco along the road to Sena Madureira.",NA,"Acre","-68.33333","-9.83333",NA,"R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2014-01-03 13:58:00-02","MO","MOBOT","90178078","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Bruce Allen","Allen 25247","South America","Suriname",NA,NA,NA,NA,NA,"Brid.","2003","6","5","Kayserberg Airstrip Area. Hill northeast of airstrip, in savanna near summit & on summit. <25245-25280>",NA,"Sipaliwini","-56.4566667","3.14","285.00000000","R.A. Pursell","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-17","1",NA,NA
"303","2014-01-03 13:58:00-02","MO","MOBOT","90178080","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Bruce Allen","Allen 25262","South America","Suriname",NA,NA,NA,NA,NA,"Brid.","2003","6","5","Kayserberg Airstrip Area. Hill northeast of airstrip, in savanna near summit & on summit. <25245-25280>",NA,"Sipaliwini","-56.4566667","3.14","285.00000000","R.A. Pursell","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-17","1",NA,NA
"304","2014-01-03 13:58:00-02","MO","MOBOT","90178081","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Bruce Allen","Allen 25264","South America","Suriname",NA,NA,NA,NA,NA,"Brid.","2003","6","5","Kayserberg Airstrip Area. Hill northeast of airstrip, in savanna near summit & on summit. <25245-25280>",NA,"Sipaliwini","-56.4566667","3.14","285.00000000","R.A. Pursell","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-17","1",NA,NA
"305","2014-01-03 13:58:00-02","MO","MOBOT","90178084","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Bruce Allen","Allen 25276","South America","Suriname",NA,NA,NA,NA,NA,"Brid.","2003","6","5","Kayserberg Airstrip Area. Hill northeast of airstrip, in savanna near summit & on summit. <25245-25280>",NA,"Sipaliwini","-56.4566667","3.14","285.00000000","R.A. Pursell","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-17","1",NA,NA
"306","2014-01-03 13:52:00-02","MO","MOBOT","90178088","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Bruce Allen","Allen 25302","South America","Suriname",NA,NA,NA,NA,NA,"Brid.","2003","6","10","Kayserberg Airstrip Area. River Camp up Zuid River (south) 1.5 hours by canoe. <25291-25395>",NA,"Sipaliwini","-56.4508333","3.0008333","230.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-20","1",NA,NA
"307","2014-01-03 13:52:00-02","MO","MOBOT","90178093","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Bruce Allen","Allen 25313","South America","Suriname",NA,NA,NA,NA,NA,"Brid.","2003","6","10","Kayserberg Airstrip Area. River Camp up Zuid River (south) 1.5 hours by canoe. <25291-25395>",NA,"Sipaliwini","-56.4508333","3.0008333","230.00000000","R.A. Pursell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-20","1",NA,NA
