"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","county","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem"
"98","2019-10-07 09:16:06-03","UEFS","HUEFS","12361","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Ganev, W.","1992","10","21",NA,"Brasil",NA,NA,NA,"HUEFS0012361","Angiospermae","Lamiales","Epling","1297","Bahia",NA,"-41.883333","-13.316667","1890","1890","HUEFS0012361",NA,"Abaíra",NA,NA,NA,NA,NA,"41W53'","13S19'",NA,NA,"Asteranae",NA,NA,NA
"99","2019-10-07 09:16:06-03","UEFS","HUEFS","127655","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Pastore, J.F.B.","2007","08","09",NA,"Brasil",NA,NA,NA,"HUEFS0127655","Angiospermae","Lamiales","Epling","2193","Bahia","Campo ao lado da cidade, estrada de terra, acesso pela rodovia.","-41.395278","-13","984","984","HUEFS0127655","R.M.Harley","Mucugê",NA,NA,"2014","03",NA,"41W23'43''","13S0'0''",NA,NA,"Asteranae",NA,NA,NA
"100","2019-10-07 09:16:06-03","UEFS","HUEFS","134789","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Conceição, A.A.","2008","04","11",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0134789","Angiospermae","Lamiales","Epling","2858","Bahia","Guiné, Serra do Esbarrancado.","-41.508333","-12.758333","1415","1415","HUEFS0134789","R.M.Harley","Mucugê",NA,NA,"2014","03",NA,"41W30'30''","12S45'30''",NA,NA,"Asteranae",NA,NA,NA
"101","2019-10-07 09:16:06-03","UEFS","HUEFS","15852","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Ganev, W.","1993","10","25",NA,"Brasil",NA,NA,"Solo arenoso com rochas.","HUEFS0015852","Angiospermae","Lamiales","Epling","2313","Bahia","Catolés Vira Saia, Serra do Bicota.","-41.833333","-13.366667","1550","1550","HUEFS0015852",NA,"Abaíra",NA,NA,NA,NA,NA,"41W50'","13S22'",NA,NA,"Asteranae",NA,NA,NA
"102","2019-10-07 09:16:06-03","UEFS","HUEFS","16013","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Ganev, W.","1993","09","12",NA,"Brasil",NA,NA,"Solo arenoso sob rochas.","HUEFS0016013","Angiospermae","Lamiales","Epling","2474","Bahia","Catolés Serra dos Frios.","-41.883333","-13.333333","1700","1800","HUEFS0016013",NA,"Abaíra",NA,NA,NA,NA,NA,"41W53'","13S20'",NA,NA,"Asteranae",NA,NA,NA
"103","2019-10-07 09:16:06-03","UEFS","HUEFS","185911","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Almeida-Silva, G.","2011","12","01",NA,"Brasil",NA,NA,"Isolada em rocha de campo rupestre dominado por Vellozia sincorana e queimado a ca. de 45 dias.","HUEFS0185911","Angiospermae","Lamiales","Epling","88","Bahia","Parque Nacional Chapada Diamantina - Serra do Candombá.","-41.511111","-12.631944","1100","1100","HUEFS0185911","R.M.Harley","Palmeiras",NA,NA,"2014","03",NA,"41W30'40''","12S37'55''",NA,NA,"Asteranae",NA,NA,NA
"104","2019-10-07 09:16:06-03","UEFS","HUEFS","249547","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Harley, R.M.","2019","05","01",NA,"Brasil",NA,NA,NA,"HUEFS0249547","Angiospermae","Lamiales","Epling","58357","Bahia","3 km da cidade, próximo do entroncamento entre a estrada para Cascavel e a estrada para Guiné. Beira do rio.","-41.391667","-13.005556","981","981","HUEFS0249547",NA,"Mucugê",NA,NA,NA,NA,NA,"41W23'30''","13S0'20''",NA,NA,"Asteranae",NA,NA,NA
"105","2019-10-07 09:16:06-03","UEFS","HUEFS","26122","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Harley, R.M.","1996","07","15",NA,"Brasil",NA,NA,"Gerais. Areia.","HUEFS0026122","Angiospermae","Lamiales","Epling","PCD3623","Bahia","Pedra Redonda, entre o rio Preto e o rio Paraguaçu.","-41.4075","-12.95","1070","1070","HUEFS0026122",NA,"Mucugê",NA,NA,NA,NA,NA,"41W24'27''","12S57'0''",NA,NA,"Asteranae",NA,NA,NA
"106","2019-10-07 09:16:06-03","UEFS","HUEFS","28070","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Saar, E.","1997","02","17",NA,"Brasil",NA,NA,"Campos gerais, solo arenoso-úmido.","HUEFS0028070","Angiospermae","Lamiales","Epling","5836","Bahia","Estrada Mucugê/Barra da Estiva, 1 km para Mucugê.","-41.563333","-13.005556","1000","1000","HUEFS0028070","R.M.Harley","Mucugê",NA,NA,"2001","05",NA,"41W33'48''","13S0'20''",NA,NA,"Asteranae",NA,NA,NA
"107","2019-10-07 09:16:06-03","UEFS","HUEFS","31652","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Conceição, A.S.","1997","01","12",NA,"Brasil",NA,NA,NA,"HUEFS0031652","Angiospermae","Lamiales","Epling","UMS176","Bahia","Unidade de Manejo Sustentável, Piabinha","-41.341667","-12.9925","930","930","HUEFS0031652",NA,"Mucugê",NA,NA,NA,NA,NA,"41W20'30''","12S59'33''",NA,NA,"Asteranae",NA,NA,NA
"108","2019-10-07 09:16:06-03","UEFS","HUEFS","14392","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Ganev, W.","1993","07","05",NA,"Brasil",NA,NA,NA,"HUEFS0014392","Angiospermae","Lamiales","Epling","1805","Bahia",NA,"-42.366667","-13.833333","1150","1150","HUEFS0014392","R.M.Harley","Abaíra",NA,NA,"1996",NA,NA,"42W22'","13S50'",NA,NA,"Asteranae",NA,NA,NA
"109","2019-10-07 09:16:06-03","UEFS","HUEFS","63424","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Salimena-Pires, F.R.","1996","03","08",NA,"Brasil",NA,NA,"Solo areno-pedregoso.","HUEFS0063424","Angiospermae","Lamiales","Epling","PCD2162","Bahia","Morro do Pina. Rodovia para Andaraí.","-41.376667","-13.006944","1024","1024","HUEFS0063424","R.M.Harley","Mucugê",NA,NA,"2002","12",NA,"41W22'36''","13S0'25''",NA,NA,"Asteranae",NA,NA,NA
"110","2019-10-07 09:16:06-03","UEFS","HUEFS","66377","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Oliveira, E.C.","2002","02","16",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0066377","Angiospermae","Lamiales","Epling","34","Bahia","Área de cultivo experimental.","-41.383333","-13",NA,NA,"HUEFS0066377","R.M.Harley","Mucugê",NA,NA,"2003","08",NA,"41W23'","13S0'",NA,NA,"Asteranae",NA,NA,NA
"111","2019-10-07 09:16:06-03","UEFS","HUEFS","92571","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Conceição, A.A.","2005","02","24",NA,"Brasil",NA,NA,NA,"HUEFS0092571","Angiospermae","Lamiales","Epling","1172","Bahia","Serra do Esbarrancado.","-41.5","-12.733333","1450","1450","HUEFS0092571","R.M.Harley","Mucugê",NA,NA,"2007","09",NA,"41W30'","12S44'",NA,NA,"Asteranae",NA,NA,NA
"112","2019-10-07 09:16:06-03","UEFS","HUEFS","53630","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Harley, R.M.","1991","12","31",NA,"Brasil",NA,NA,"Em solo arenoso úmido e em solo pedregoso quartzítico.","HUEFS0053630","Angiospermae","Lamiales","Epling","H50585","Bahia","Campo de Ouro Fino.","-41.9","-13.25","1600","1700","HUEFS0053630",NA,"Abaíra",NA,NA,NA,NA,NA,"41W54'","13S15'",NA,NA,"Asteranae",NA,NA,NA
"113","2019-10-07 09:16:06-03","UEFS","HUEFS","43110","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Queiroz, L.P.de","2000","01","24",NA,"Brasil",NA,NA,NA,"HUEFS0043110","Angiospermae","Lamiales","Epling","5667","Bahia",NA,"-41.3708000183105","-13.0052995681763",NA,NA,"HUEFS0043110","R.M.Harley","Mucugê",NA,NA,"2000","06",NA,NA,NA,"52493","auto","Asteranae",NA,NA,NA
"114","2019-10-07 09:16:06-03","UEFS","HUEFS","190860","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata var. gracilis","Conceição, A.A.","2013","01","14",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0190860","Angiospermae","Lamiales","Harley","4199","Bahia","Serra da Escadimha, Serra do Esbarrancado.","-41.516667","-12.683333",NA,NA,"HUEFS0190860","R.M.Harley","Palmeiras","var. gracilis",NA,"2014","03",NA,"41W31'","12S41'",NA,NA,"Asteranae",NA,NA,NA
"115","2019-10-07 09:16:06-03","UEFS","HUEFS","14495","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata var. obovata","Ganev, W.","1993","07","21",NA,"Brasil",NA,NA,NA,"HUEFS0014495","Angiospermae","Lamiales","Epling","1908","Bahia",NA,"-42.366667","-13.85","1930","1930","HUEFS0014495","R.M.Harley","Abaíra","var. obovata",NA,"1998","07",NA,"42W22'","13S51'",NA,NA,"Asteranae",NA,NA,NA
"116","2019-10-07 09:16:06-03","UEFS","HUEFS","16338","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata var. obovata","Ganev, W.","1993","12","30",NA,"Brasil",NA,NA,"Solo arenoso com rochas.","HUEFS0016338","Angiospermae","Lamiales","Epling","2740","Bahia","Campos do Virassaia.","-41.833333","-13.35","1530","1530","HUEFS0016338","R.M.Harley","Abaíra","var. obovata",NA,"1997","04",NA,"41W50'","13S21'",NA,NA,"Asteranae",NA,NA,NA
"117","2019-10-07 09:16:06-03","UEFS","HUEFS","53628","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata var. obovata","Stannard, B.","1992","03","21",NA,"Brasil",NA,NA,NA,"HUEFS0053628","Angiospermae","Lamiales","Epling","H52761","Bahia","Bicota.","-41.85","-13.333333","1400","1750","HUEFS0053628","R.M.Harley","Abaíra","var. obovata",NA,"2002","05",NA,"41W51'","13S20'",NA,NA,"Asteranae",NA,NA,NA
"118","2019-10-07 09:16:06-03","UEFS","HUEFS","112625","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata var. obovata","Conceição, A.S.","2003","12","17",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0112625","Angiospermae","Lamiales","Epling","779","Bahia","Jiló, Serra João Paulo.","-41.6636009216309","-13.2496995925903",NA,NA,"HUEFS0112625","R.M.Harley","Abaíra","var. obovata",NA,"2007","04",NA,NA,NA,"26531","auto","Asteranae",NA,NA,NA
"119","2019-09-04 18:20:12-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","E. H. G. Ule",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,"7348",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"120","2015-03-07 08:47:25-03","F","FMNH-SEEDPLANTS","V0143552F","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0143552F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0143552F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"121","2020-07-23 12:09:10-03","CEPLAC","CEPEC","44772","PreservedSpecimen","Plantae","Labiatae","Eriope","obovata","Eriope obovata","R. M. Harley","1987","08","22",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Bahia","Pai Inacio.","-41.3899993896484","-12.563099861145",NA,NA,NA,"R. M. Harley","LENÇÓIS",NA,NA,NA,NA,NA,NA,NA,"47385","auto",NA,NA,NA,"30/12/1986"
"122","2020-07-23 12:09:10-03","CEPLAC","CEPEC","18799","PreservedSpecimen","Plantae","Labiatae","Eriope","obovata","Eriope obovata","S. A. Mori","1974","01","23",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"13132","Bahia","3Km ao S de Mucuge, na estrada p/ Jussiape.","-41.3708000183105","-13.0052995681763",NA,NA,NA,"R. M. Harley","MUCUGÊ",NA,NA,NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,"02/04/1980"
"123","2020-07-23 12:09:10-03","CEPLAC","CEPEC","12021","PreservedSpecimen","Plantae","Labiatae","Eriope","obovata","Eriope obovata","R. M. Harley","1974","02","06",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"16040","Bahia","4Km ao S de Mucuge, Rod. p/ Cascavel. Prox. ao Rio Cumbuca.","-41.383333","-13",NA,NA,NA,"R. M. Harley","MUCUGÊ",NA,NA,NA,NA,NA,"41W23'","13S0'",NA,NA,NA,NA,NA,"30/12/1977"
"124","2020-07-23 12:09:10-03","CEPLAC","CEPEC","87731","PreservedSpecimen","Plantae","Labiatae","Eriope","obovata","Eriope obovata","P. T. Sano","1992","02","24",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Bahia","Campo do Cigano.","-41.916667","13.25",NA,NA,NA,"R. M. Harley","ABAÍRA",NA,NA,NA,NA,NA,"41W55'","13N15'",NA,NA,NA,NA,NA,"30/12/1999"
"125","2020-07-23 12:09:10-03","CEPLAC","CEPEC","21085","PreservedSpecimen","Plantae","Labiatae","Eriope","obovata","Eriope obovata","R. M. Harley","1998","09","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"18791","Bahia","2-3Km aproximadamente ao SW Mucuge. Rod. p/ Cascavel.","-41.4","-13.016667",NA,NA,NA,"R. M. Harley","MUCUGÊ",NA,NA,NA,NA,NA,"41W24'0","13S1'0",NA,NA,NA,NA,NA,"30/12/1980"
"126","2020-07-23 12:09:10-03","CEPLAC","CEPEC","25206","PreservedSpecimen","Plantae","Labiatae","Eriope","obovata","Eriope obovata","R. M. Harley","1970","11","30",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"20985","Bahia","15Km ao NW de Mucuge, Rod. Guine/Palmeiras. Serra do Sincora.","-41.466667","-12.966667",NA,NA,NA,"R. M. Harley","MUCUGÊ",NA,NA,NA,NA,NA,"41W28'","12S58'",NA,NA,NA,NA,NA,"30/12/1982"
"127","2020-07-23 12:09:10-03","CEPLAC","CEPEC","87732","PreservedSpecimen","Plantae","Labiatae","Eriope","obovata","Eriope obovata","B. Stannard","1992","03","24",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Bahia","Garimpo do Bicota.","-41.85","13.333333",NA,NA,NA,"R. M. Harley","ABAÍRA",NA,NA,NA,NA,NA,"41W51'","13N20'",NA,NA,NA,NA,NA,"30/12/1999"
"128","2020-07-23 12:09:10-03","CEPLAC","CEPEC","30067","PreservedSpecimen","Plantae","Labiatae","Eriope","obovata","Eriope obovata","G. P. Lewis","1980","04","24",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"882","Bahia","Morro do Pai, Km 224 da BR-242.","-41.45","-12.5",NA,NA,NA,"R. M. Harley","palmeiras",NA,NA,NA,NA,NA,"41W27'","12S30'",NA,NA,NA,NA,NA,"30/12/1983"
"129","2020-07-23 12:09:10-03","CEPLAC","CEPEC","30210","PreservedSpecimen","Plantae","Labiatae","Eriope","obovata","Eriope obovata","G. P. Lewis","1998","08","30",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"964","Bahia","Morro do Pai Inacio, Km 224 da BR-242.","-41.45","-12.5",NA,NA,NA,"R. M. Harley","palmeiras",NA,NA,NA,NA,NA,"41W27'","12S30'",NA,NA,NA,NA,NA,"30/12/1983"
"130","2020-07-23 12:09:10-03","CEPLAC","CEPEC","30211","PreservedSpecimen","Plantae","Labiatae","Eriope","obovata","Eriope obovata","G. P. Lewis","1998","08","30",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"963","Bahia","Morro do Pai Inacio, Km 224 da BR-242.","-41.45","-12.5",NA,NA,NA,"R. M. Harley","palmeiras",NA,NA,NA,NA,NA,"41W27'0","12S30'0",NA,NA,NA,NA,NA,"30/12/1983"
"131","2020-07-23 12:09:10-03","CEPLAC","CEPEC","31687","PreservedSpecimen","Plantae","Labiatae","Eriope","obovata","Eriope obovata","R. M. Harley","1997","12","29",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"22287","Bahia","14.5Km ao NW Lencois,ao N Rod. Seabra/Itaberaba. Rampa baixa morro do Pai Inacio.","-41.466667","-12.45",NA,NA,NA,"R. M. Harley","palmeiras",NA,NA,NA,NA,NA,"41W28'","12S27'",NA,NA,NA,NA,NA,"30/12/1982"
"132","2020-07-23 12:09:10-03","CEPLAC","CEPEC","49209","PreservedSpecimen","Plantae","Labiatae","Eriope","obovata","Eriope obovata","R. M. Harley","1988","12","26",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"27789","Bahia","Vertentes das serras ao oeste de Catoles, prox. de Catoles de Cima. Foto.","-41.883333","-13.3",NA,NA,NA,"R. M. Harley","ABAÍRA",NA,NA,NA,NA,NA,"41W53'","13S18'",NA,NA,NA,NA,NA,"30/12/1988"
"133","2020-07-23 12:09:20-03","CEPLAC","CEPEC","73845","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","M. M. Arbo","1974","01","28",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"7572","Bahia","2Km ao N Mucuge, margem da estrada p/ Andarai.","-41.35","-12.983333",NA,NA,NA,"R. M. Harley","MUCUGÊ",NA,NA,NA,NA,NA,"41W21'","12S59'",NA,NA,NA,NA,NA,"30/12/1998"
"134","2020-07-23 12:09:10-03","CEPLAC","CEPEC","75800","PreservedSpecimen","Plantae","Labiatae","Eriope","obovata","Eriope obovata","A. S. Conceição","1997","01","12",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"176","Bahia","Area da Unidade de Manejo Sustentavel.","-41.341667","-12.9925",NA,NA,NA,"R. M. Harley","MUCUGÊ",NA,NA,NA,NA,NA,"41W20'30","12S59'33",NA,NA,NA,NA,NA,"08/04/1997"
"135","2020-07-23 12:09:10-03","CEPLAC","CEPEC","77413","PreservedSpecimen","Plantae","Labiatae","Eriope","obovata","Eriope obovata","R. M. Harley","1981","12","18",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"3623","Bahia","Pedra redonda, entre o Rio Preto e o Rio Paraguacu.","-41.4075","-12.95",NA,NA,NA,"R. M. Harley","MUCUGÊ",NA,NA,NA,NA,NA,"41W24'27","12S57'0",NA,NA,NA,NA,NA,"30/07/1996"
"136","2020-07-23 12:09:10-03","CEPLAC","CEPEC","37393","PreservedSpecimen","Plantae","Labiatae","Eriope","obovata","Eriope obovata","G. Hatschbach","1988","11","30",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"47479","Bahia","5Km ao S de Mucuge.","-41.3708000183105","-13.0052995681763",NA,NA,NA,"R. M. Harley","MUCUGÊ",NA,NA,NA,NA,NA,"0W0'0","0S0'0","52493","auto",NA,NA,NA,"30/12/1985"
"137","2020-07-23 12:09:20-03","CEPLAC","CEPEC","103364","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","L. P. de Queiroz","2000","01","24",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"5667","Bahia","Sem informação.","-41.3708000183105","-13.0052995681763",NA,NA,NA,"L. P. de Queiroz","MUCUGÊ",NA,NA,NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,"30/12/2000"
"138","2020-07-23 12:09:10-03","CEPLAC","CEPEC","28644","PreservedSpecimen","Plantae","Labiatae","Eriope","obovata","Eriope obovata","A. M. de Carvalho","1973","04","24",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"1013","Bahia","Pai Inacio. Km 224 da BR-242. Vale entre os blocos.","-41.5588989257812","-12.5289001464844",NA,NA,NA,"R. M. Harley","palmeiras",NA,NA,NA,NA,NA,NA,NA,"20767","auto",NA,NA,NA,"30/12/1984"
"139","2020-07-23 12:09:10-03","CEPLAC","CEPEC","21146","PreservedSpecimen","Plantae","Labiatae","Eriope","obovata","Eriope obovata gracilis","R. M. Harley","1979","10","21",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"19602","Bahia","25Km ao WNW da Vila do Rio de Contas. Ao Ne do meio da rampa do Pico das Almas.","-41.95","-13.55",NA,NA,NA,"R. M. Harley","RIO DE CONTAS","gracilis",NA,NA,NA,NA,"41W57'0","13S33'0",NA,NA,NA,NA,NA,"30/12/1995"
"140","2020-07-23 12:09:20-03","CEPLAC","CEPEC","46417","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata gracilis","R. M. Harley","1988","11","11",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"26368","Bahia","Pico das Almas. Vertente leste. Campo do Queiroz.","-41.95","-13.533333",NA,NA,NA,"R. M. Harley","RIO DE CONTAS","gracilis","Isótipo",NA,NA,NA,"41W57'0","13S32'0",NA,NA,NA,NA,NA,"30/12/1991"
"141","2019-11-01 15:01:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Schliewe, MA; Oliveira, CC","2016","01","14","Southern America","Brasil",NA,NA,"Erva de cerca de 20-30 cm contendo xilopódio lenhoso; Campo arenoso com afloramentos rochosos",NA,"Dicotyledoneae",NA,"Epling","111","Bahia","Entrada da cidade, estrada de terra na primeira curva da BR entre Mucugê e Barra da Estiva","-41.39445","-13.008908","986","986",NA,"Schliewe, MA","Mucugê",NA,NA,"2016","01",NA,"-41.39445","-13.008908",NA,NA,NA,NA,NA,NA
"142","2014-10-09 13:58:19-03","UHH","HBG","518632","S","Plantae","Labiatae/Lamiaceae","Eriope","obovata","Eriope obovata","Ule, E.","1906","11",NA,"South America","Brazil",NA,NA,NA,"HBG518632",NA,NA,"Epling","7348",NA,"Estado de Bahía, Serra da Sincora",NA,NA,"1500","1500",NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-10-26 09:32:21-03","UNEMAT","NX-FANEROGAMAS","8230","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Jancoski H., Marimom B.S.; Lima H.; Moresco M.C.; Mews H.A.; Franczak D.D.","2005","10","30",NA,"Brasil",NA,NA,"Comum.[HABITAT=Campo de Murundum.]",NA,NA,NA,"Epling","HJ290","Mato Grosso","Parque Estadual do Araguaia.","-50.918055556","-12.564888889",NA,NA,NA,"Marimon B.S.","Novo Santo Antônio",NA,NA,"2009","06",NA,"-50.918055556","-12.564888889",NA,NA,NA,NA,NA,NA
"144","2020-10-26 09:32:21-03","UNEMAT","NX-FANEROGAMAS","7912","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Moresco M.C., Mews H.A.; Marimon B.S.; Jancoski H.; Franczak D.; Lima H.","2005","11","02",NA,"Brasil",NA,NA,"Comum. Caule verde arroxeado.[HABITAT=Campo de Murundum 3. Hectare 2.]",NA,NA,NA,"Epling","MC141","Mato Grosso","Parque Estadual do Araguaia.","-50.722083333","-12.429194444",NA,NA,NA,"Marimon B.S.","Novo Santo Antônio",NA,NA,"2009","06",NA,"-50.722083333","-12.429194444",NA,NA,NA,NA,NA,NA
"145","2020-07-23 10:20:50-03","IBt","SP","350246","S","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Ganev, W","1992","10","21",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Epling","1297","Bahia","Serra das Brenhas","-41.883333","-13.316667","1890","1890",NA,"Harley, RM","Abaíra",NA,NA,"1999",NA,NA,"-41.883333","-13.316667",NA,NA,NA,NA,NA,NA
