"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"94","2020-12-21 16:11:26-03","MBM","MBM","170480","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","Krapovickas, A.; Harley, R.M.; Cristóbal, C.L.; Schinini, A.; Harley, R.M.; Cristóbal, C.L.; Schinini, A.","45960","1994","10","24","Southern America","Paraguay","Amambay","Cerro Corá","Parque Nacional Cerro Corá",NA,NA,NA,NA,"MBM170480","MBM170480","Pedersen, T.M.",NA,NA,NA,NA,NA,"1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:11:26-03","MBM","MBM","387793","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","Lozano, E.D.","2400","2013","12","18","Southern America","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.004194","-25.247167",NA,"Herbácea, 30 cm, capítulos róseos, estigma amarelo, campo seco.; Campos Gerais","MBM387793","MBM387793","Lozano, E.D.",NA,NA,NA,"-50.004194","-25.247167","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:11:26-03","MBM","MBM","88542","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","Hatschbach, G.; Callejas, R.; Callejas, R.","47266","1983","12","15","Southern America","Paraguay","Amambay","Pedro Juan Caballero","Fazenda El Buracón",NA,NA,NA,"Inflorecescência rosa.; Campo limpo.","MBM088542","MBM088542","Pedersen, T.M.",NA,NA,NA,NA,NA,"1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:11:26-03","MBM","MBM","322215","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","Silva, J.M.; Barboza, E.; Barboza, E.","5239","2006","11","11","Southern America","Brazil","Mato Grosso do Sul","Ponta Porã","Fazenda Santa Virgem","-55.7256011962891","-22.5361003875732",NA,"Xilopodífera, flor rosada.; Cerrado.","MBM322215","MBM322215","Hatschbach, G.",NA,NA,NA,NA,NA,"2006",NA,NA,"102608","auto",NA,NA,NA,NA,NA,NA
"98","2019-11-01 15:33:01-03","PUC-RIO","FCAB","6536","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","K.D. Barro; Fernandes, G.D.; Fernandes, R.D.","3382","1994","12","09",NA,"Brasil","São Paulo","Itirapina","Rodovia Washington Luiz, lado direito, sentido São","-47.789444","-22.822222",NA,"Cerrado. Erva, 20 cm alt.; flores róseas.; Cerrado.","006536",NA,"Rodrigues, R.R.",NA,NA,NA,"-47.789444","-22.822222","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-01 15:27:51-03","PUC-RIO","FCAB","6787","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","L. Capellari Jr.; Appezzato, B.","s.n.","1989","12","16",NA,"Brasil","São Paulo","Itarapina","Estação Experimental",NA,NA,NA,"Planta rasteira, inflorescências cor-de-rosa, muito vivas.","006787",NA,"J.C. Siqueira",NA,NA,NA,NA,NA,"2015","03","20",NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-01 15:27:51-03","PUC-RIO","FCAB","5620","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","J.E. Oliveira","80","1940","06","13",NA,"Brasil","Minas Gerais","Nova Ponte","Fazenda dos Fanecos","-47.6747016906738","-19.1525001525879",NA,"Flor rosa; herbacea.; vhapadão; frequência pouca.","005620",NA,"Mello Barro",NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA,NA
"101","2019-11-01 15:27:51-03","PUC-RIO","FCAB","6218","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","J. Mattos; N. Mattos","13153","1965","12","22",NA,"Brasil","São Paulo","Mogi Guaçu","Perto de Pádua Sales. Reserva Florestal. Fazenda C","-46.9421997070312","-22.372200012207",NA,"Obs: No serrado degradado, capítulos rosados","006218",NA,"J. Carlos",NA,NA,NA,NA,NA,"1981","03","30","39309","auto",NA,NA,NA,NA,NA,NA
"102","2019-11-01 15:27:51-03","PUC-RIO","FCAB","3457","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","P.L. Krieger","11190","1971","12","18",NA,"Brasil","Paraná","Vila Velha","Reserva Estadual",NA,NA,NA,"Obs: No campo arenoso, rastejante, rizoma subterraneo. Bracteas roseas, Flor amarela.","003457",NA,"J.C. Siqueira",NA,NA,NA,NA,NA,"1984","07","08",NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-11-01 15:27:51-03","PUC-RIO","FCAB","5508","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","M.A. Batalha","2214","1998","11","02",NA,"Brasil","Goiás","Chapadão do Céu","Chapadão do Céu e Mineiros. Parque Nacional das E","-52.548900604248","-18.4074993133545",NA,"&nf;; Herbacea, 0,2m altura; Flores rosadas.; Em campo sujo.","005508",NA,"Batalha",NA,NA,NA,NA,NA,NA,NA,NA,"44163","auto",NA,NA,NA,NA,NA,NA
"104","2019-11-01 15:27:51-03","PUC-RIO","FCAB","5509","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","M.A. Batalha","2871","1999","02","03",NA,"Brasil","Goiás","Chapadão do Céu","Chapadão do Céu e Mineiros. Parque Nacional das Em, Próximo ao campo C.","-52.548900604248","-18.4074993133545",NA,"&nf;; Herbacea, 0,2m altura; Frutos.; Em campo sujo.","005509",NA,"Batalha",NA,NA,NA,NA,NA,NA,NA,NA,"44163","auto",NA,NA,NA,NA,NA,NA
"105","2019-11-01 15:27:51-03","PUC-RIO","FCAB","5136","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","C.A.C.","2531","1989","10","29",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Chacara Cambara","-54.6464004516602","-20.4428005218506",NA,"Herbácea; flor rosa muito vistosa; Herbáceo com rizomafolha subcoreaceae pilosa flor em inflorescencia capituliforme rosea muito vistosa.; Solo de cerrado.","005136",NA,"A. Oliveira",NA,NA,NA,NA,NA,"1989","10","29","161190","auto",NA,NA,NA,NA,NA,NA
"106","2019-11-01 15:27:51-03","PUC-RIO","FCAB","6217","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","J. Mattos; N. Mattos","15121","1967","11","13",NA,"Brasil","São Paulo","Itapetininga","Encruzilhada da rodovia Sorocaba- Itapetininga com","-48.0499992370605","-23.5900001525879",NA,"Obs: No cerrado degradado. Erva com inflorescência grande, rosadas.","006217",NA,"A. Furlan",NA,NA,NA,NA,NA,"1981","08","05","40712","auto",NA,NA,NA,NA,NA,NA
"107","2019-11-01 15:27:51-03","PUC-RIO","FCAB","6850","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","V.C. Souza; Miyagi, P.H.; Souza, J.P.; Nakagomi, M.Y.","s.n.","1994","11","14",NA,"Brasil","São Paulo","Itararé","Estrada Itararé Itapeva, próx à ponte do Rio Verde","-49.3400001525879","-24.1100006103516",NA,"Erva rastejante; tépalas róseas; tubo estaminal alvo com ápice amarelo. Cerrado","006850",NA,"J.C. Siqueira",NA,NA,NA,NA,NA,"2014","09","16","27729","auto",NA,NA,NA,NA,NA,NA
"108","2019-11-01 15:27:51-03","PUC-RIO","FCAB","6529","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","V.C. Souza; Sakuragui, C.M.; Scaramuzza, C.A.M.; Fina, B.G.","2384","1993","02","19",NA,"Brasil","São Paulo","Itararé","Fazenda Santa Maria do Espinho. Córrego do Peão.","-49.3400001525879","-24.1100006103516",NA,"Continuação colotores adicionais: Shimabukuro, M.T.&nf;Erva rastejante, brácteas vivamente róseas, corola alva lacúnios amarelos. Pasto natural.","006529",NA,"J.C. Siqueira",NA,NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"109","2019-11-01 15:27:51-03","PUC-RIO","FCAB","6222","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","G. Eiten; J.M. de Freitas Campos","3393","1961","11","30",NA,"Brasil","São Paulo","Itirapina","3.1 km along road east from RR crossing in city of","-47.8199996948242","-22.25",NA,"22°15' S / 47°47' W.&nf;Vegetation an open cerrado scrub, with small trees & tall shrubs 4-15 m apart plus small shrubs to 1/2 (-1)m tall spaced 1/2 to 3m apart. With grasses, Caryocar brasiliense, Malpoghiaceae, Attalea and Diplothemium","006222",NA,"George Eiten","800","800",NA,NA,NA,"1967",NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA
"110","2019-11-01 15:27:51-03","PUC-RIO","FCAB","6849","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","J.Y. Tamashiro; Galvão, J.C.","367","1994","02","02",NA,"Brasil","São Paulo","Itirapina","Cerrado do Estrela","-47.8199996948242","-22.25",NA,"Herbácea, flores róseas","006849",NA,"J.C. Siqueira",NA,NA,NA,NA,NA,"2014","09","16","22843","auto",NA,NA,NA,NA,NA,NA
"111","2019-11-12 14:46:50-03","IFGoiano","IFRV","759","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Luzia Francisca de Souza",NA,"2017","03","18",NA,"Brasil","Goiás","Mineiros",NA,"-52.5511016845703","-17.5694007873535",NA,NA,"IFRV00000657",NA,NA,NA,NA,NA,"-529680556.0","-171569444.0",NA,NA,NA,"100343","auto",NA,NA,NA,NA,NA,NA
"112","2015-09-05 07:41:42-03","MNHN","RECOLNAT_MNHN_P","P00622655","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00622655' target='other'> <mi>dwc_moreinfo</mi></a>","P00622655","P00622655_01",NA,NA,NA,"lectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1291",NA,NA,NA
"113","2015-09-25 03:49:50-03","MNHN","RECOLNAT_MNHN_P","P00622656","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00622656' target='other'> <mi>dwc_moreinfo</mi></a>","P00622656","P00622656_01",NA,NA,NA,"isolectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1291",NA,NA,NA
"114","2015-09-04 20:40:04-03","MNHN","RECOLNAT_MNHN_P","P05257344","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Zardini, E.M.|Chaparro, I.",NA,"2003","10","29",NA,"Paraguai",NA,NA,"Canindeyú. Mbaracayú Biosphere Reserve. Aguará ñu.","-55.27917","-24.18611","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05257344' target='other'> <mi>dwc_moreinfo</mi></a>","P05257344","P05257344_01",NA,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60292",NA,NA,NA
"115","2020-12-11 11:31:21-03","UFMG","BHCB","54834","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala",NA,"Oliveira, JE","80","1940","06","13","Southern America","Brasil","Minas Gerais","Nova Ponte","Fazenda dos Fanecos.","-47.6747016906738","-19.1525001525879",NA,"Pouco frequente.; Herbácea. Flor rósea.; Chapadão.","BHCB054789","BHCB054789",NA,NA,NA,NA,NA,NA,"2000","11",NA,"47316","auto",NA,NA,NA,NA,NA,NA
"116","2020-12-11 11:31:21-03","UFMG","BHCB","54840","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala",NA,"Magalhães, GM","19086","1964","07","02","Southern America","Brasil","Minas Gerais","Uberlândia","Rodovia Uberlândia para Uberaba 8km.","-48.2771987915039","-18.9186000823975",NA,"Arenito - Cretáceo.; Flor rósea depois azulada.; Chapada com tapete de gramíneas e arbustos esparsos do cerrado.","BHCB054788","BHCB054788",NA,NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"117","2021-02-11 17:17:48-03","UFPR","UPCB","71962","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Schwartsburd, P.B.","1021","2006","03","08",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha.","-50","-25.233333",NA,"Terrestre do campo, inflorescência rosa. Floresta ombrófila mista, formações areníticas e campos gerais..",NA,NA,"Schwartsburd, P.B.","1000","1000",NA,"-50","-25.233333","2011","01","01",NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-02-11 17:17:48-03","UFPR","UPCB","54694","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Tannus, J.L.S.","327","1998","12","16",NA,"Brasil","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,"Erva rasteira, bráctea lilás, flor amarela. Campo Cerrado..",NA,NA,"Tannus, J.L.S.",NA,NA,NA,NA,NA,"2002","12",NA,"22843","auto",NA,NA,NA,NA,NA,NA
"119","2021-02-11 17:17:48-03","UFPR","UPCB","22970","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Cervi, A.C.","3201","1990","11","22",NA,"Brasil","Paraná","Jaguariaíva","Arredores de Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,"Xilopodífera, flores róseas. Cerrado..",NA,NA,"Cervi, A.C.",NA,NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"120","2021-02-11 17:17:48-03","UFPR","UPCB","25609","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Cervi, A.C.","3497","1991","12","16",NA,"Brasil","Paraná","Jaguariaíva","Arredores de Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,"Erva xilopodífera, flor rosa intenso. Cerrado aproximadamente 2km da cidade..",NA,NA,"Cervi, A.C.",NA,NA,NA,NA,NA,"1991","12",NA,"44368","auto",NA,NA,NA,NA,NA,NA
"121","2021-02-11 17:17:48-03","UFPR","UPCB","23065","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Cervi, A.C.","4043","1992","12","30",NA,"Brasil","Paraná","Jaguariaíva","Saída para Sengés","-49.7057991027832","-24.2511005401611",NA,"Flores rosadas. Xilopodífera no cerrado alterado..",NA,NA,"Cervi, A.C.",NA,NA,NA,NA,NA,"1993","11",NA,"44368","auto",NA,NA,NA,NA,NA,NA
"122","2021-02-11 17:17:48-03","UFPR","UPCB","22658","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Cervi, A.C.","4043","1992","12","30",NA,"Brasil","Paraná","Jaguariaíva","Saída para Sengés","-49.7057991027832","-24.2511005401611",NA,"Flores rosadas. Xilopodífera no cerrado alterado..",NA,NA,"Cervi, A.C.",NA,NA,NA,NA,NA,"1993","11",NA,"44368","auto",NA,NA,NA,NA,NA,NA
"123","2018-05-09 13:33:00-03","MO","MOBOT","101045152","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","A.J. Vega|G.M. Suárez|et al.","Vega 102","2013","12","13","South America","Paraguay","Amambay",NA,"Camino perpendicular a la ruta 5, 2 km antes de llegar a la ciudad de Pedro Juan Caballero.","-55.74","-22.5838889",NA,NA,NA,NA,"A.J. Vega","386.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"124","2015-12-04 06:38:00-02","MO","MOBOT","1373241","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","W. D. Stevens|Nélida Soria|Isabel Basualdo","Stevens 26044","1994","10","13","South America","Paraguay","Amambay",NA,"Parque Nacional Cerro Corá, Cerro Muralla, cerrado entre camino y bosque.","-55.9833333","-22.65",NA,NA,NA,NA,NA,"180.00000000","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"826","3",NA,NA
"125","2009-10-17 07:00:00-03","MO","MOBOT","1851444","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","Nélida Soria","Soria Rey 6829","1994","11",NA,"South America","Paraguay","Amambay",NA,"Parque Nacional cerro Cora. En el cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2009-10-17 07:00:00-03","MO","MOBOT","1879861","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","Nélida Soria","Soria Rey 6829","1994","11",NA,"South America","Paraguay","Amambay",NA,"Parque Nacional Cerro Cora.En el Cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2008-05-27 22:02:00-03","MO","MOBOT","1936262","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","Elsa M. Zardini|Isabelino Chaparro","Zardini 60292","2003","10","29","South America","Paraguay","Canindeyú",NA,"Mbaracayú Biosphere Reserve. Aguará Ñu. Cerrado scrub on sandy soil. Voucher for cuttings, seedlings, undergrounds, seeds and/or young plants for Ball Horticultural.","-55.27916","-24.18611",NA,NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1285","4",NA,NA
"128","2009-07-09 17:05:00-03","MO","MOBOT","2458906","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","Gert G. Hatschbach","Hatschbach 16058","1967","2","24","South America","Brazil","Paraná",NA,"Ponta Grossa. Vila Velha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2018-05-17 05:29:00-03","MO","MOBOT","2491879","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","María E. Múlgura|C. Calviño|S. Martínez|Nataly O'Leary","Múlgura 3567","2003","12","6","South America","Paraguay","Canindeyú",NA,"Reserva Natural Mbaracayú, cerca de Ñanducoray","-55.365","-23.9925",NA,NA,NA,NA,"Múlgura de Romero, M. E.","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2015-12-14 20:29:00-02","MO","MOBOT","2491891","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","Belén Jiménez","Jiménez 1716",NA,NA,NA,"South America","Paraguay","Canindeyú",NA,"Reserva Natural del Bosque Mbaracayú","-55.41666","-24.08333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2012-04-20 05:09:00-03","MO","MOBOT","2491903","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","Aurelio Schinini|Guillermo Caballero M.","Schinini Cacace 29943","1995","10","9","South America","Paraguay","Alto Paraná",NA,"Campo Limpio, camino a Itaquyry",NA,NA,NA,NA,NA,NA,"Schinini, A., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2016-11-15 05:15:00-02","MO","MOBOT","2491915","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","Antonio C. Krapovickas|R.M. Harley|Carmen L. Cristóbal|Aurelio Schinini","Krapovickas 46135","1994","10","28","South America","Paraguay","Alto Paraná",NA,"10 Km NW de ruta Ciudad del E-Salto del Guairá, camino a Itaquyry","-54.98333","-25.01666",NA,NA,NA,NA,"Pedersen, T. M., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2016-11-15 05:15:00-02","MO","MOBOT","2491928","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","Antonio C. Krapovickas|R.M. Harley|Carmen L. Cristóbal|Aurelio Schinini","Krapovickas 45960","1994","10","24","South America","Paraguay","Amambay",NA,"Parque Nacional Cerro Corá",NA,NA,NA,NA,NA,NA,"Pedersen, T. M., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"134","2009-12-07 22:08:00-02","MO","MOBOT","2492350","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","Elisa G. Nicora","Nicora 9864","1992","12","11","South America","Paraguay","Amambay",NA,"oeste de Cap. Bado",NA,NA,NA,NA,NA,NA,"Siqueira, J. C., 22-07-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2008-05-27 22:02:00-03","MO","MOBOT","3391176","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","Isabel Basualdo","Basualdo 6406","1997","11","2","South America","Paraguay","Amambay",NA,"Estancia 5 Hermanos, Camino a la Colonia Pirity. En el cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2015-06-30 10:23:00-03","MO","MOBOT","3421722","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","F. Javier Fernández Casas|J. Molero","Fernández Casas 3984","1980","10","9","South America","Paraguay","Amambay",NA,"Parque Nacional de Cerro Corá, en claros de bosque sabanoide, suelo arenoso, cerca de la casa forestal.",NA,NA,NA,NA,NA,NA,"W.D. Stevens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"137","2015-06-30 10:21:00-03","MO","MOBOT","3421732","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","Émile Hassler","Hassler 5176","1898","10",NA,"South America","Paraguay","Canindeyú",NA,"pr. Ipé-hu",NA,NA,NA,NA,NA,NA,"W.D. Stevens",NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"138","2015-06-30 10:40:00-03","MO","MOBOT","3421760","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","Pedro Jörgensen","Jörgensen 4714","1932","1",NA,"South America","Paraguay",NA,NA,"In the canyon Estancia Primera",NA,NA,NA,NA,NA,NA,"W.D. Stevens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"139","2015-06-30 10:24:00-03","MO","MOBOT","3421802","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","Luciano Bernardi","Bernardi 19507","1979","1","12","South America","Paraguay","Amambay",NA,"In savannis inter Ype-Jhú et Capitan Bado, Canendiyu et Amambay.",NA,NA,NA,NA,NA,NA,"W.D. Stevens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"140","2009-07-17 17:34:00-03","MO","MOBOT","3422202","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","Per Dusén","Dusén 16022","1914","11","20","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"R.E. Tress","740.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2011-03-05 20:50:00-03","MO","MOBOT","3422213","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","M. Silvia Ferrucci|Ricardo O. Vanni|Lidia I. Ferraro","Ferrucci 718","1988","9","15","South America","Paraguay","Amambay",NA,"W de la ruta 5 - 3 km de la entrada al Parque nac. Cerro Corá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2009-07-10 17:58:00-03","MO","MOBOT","3422223","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","Troels M. Pedersen","Pedersen 14783","1986","10","30","South America","Paraguay","Amambay",NA,"San Fernando Distr. Capitán Bado.",NA,NA,NA,NA,NA,NA,"TMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
