"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","yearIdentified","class","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus"
"95","2008-05-27 22:02:00-03","MO","MOBOT","716437","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","Friis (KEW)","Thomas B. Croat","Croat 57709","1984","4","1","South America","Peru","Junín",NA,"Along road between Tarma and San Ramón, ca. 20 km SE of San Ramón.","-75.45833","-11.005","1200.00000000","1350.00000000",NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,"84-98","5",NA
"96","2008-05-27 22:02:00-03","MO","MOBOT","716464","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","Friis (KEW)","Thomas B. Croat","Croat 57916","1984","4","4","South America","Peru","Huánuco",NA,"Along road from Tingo Maria to Monson, cast shore of Río Patay Rondos; ca. 6 km from Tingo Maria; along steep cliffs of river;","-76.13333","-9.33333","650.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,"84-109","3",NA
"97","2008-05-27 22:02:00-03","MO","MOBOT","716918","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","C.M. Wilmot-Dear (K)","Marko Lewis","Lewis 40726","1991","11","29","South America","Bolivia","La Paz","Inquisivi","Río Churu - - Following the Río Churu from 200 m W. of Aguilani to 1 km above the main fork up river. 3 km SE of the ruins of Choquecamiri, 17 km N. of Choquetanga. Riverine woodlands and mattorals, often dominated by Acalypha in the deep canyon.","-67.33333","-16.7","2400.00000000","2500.00000000",NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,"149","10",NA
"98","2008-05-27 22:02:00-03","MO","MOBOT","717185","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","R.Liesner (MO)","Walter H. Lewis|Memory Elvin-Lewis|E. J. Kennelly|M. C. Gnerre","Lewis 14114","1988","7","31","South America","Ecuador","Morona-Santiago",NA,"Junction of ríos Pastaza and Tuna Chiguasa by Puyo-Macas road. Cliffs and floodplain of río Pastaza.","-77.93333","-1.83333","800.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,"13","2",NA
"99","2008-05-27 22:02:00-03","MO","MOBOT","717545","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","Friis (KEW)","David N. Smith","Smith 3643","1983","4","9","South America","Peru","Pasco","Oxapampa","5 km SE of Oxapampa. Advanced second growth with a few pri- mary forest treesremaining in the stand. Oswaldo Müller property.","-75.38333","-10.6","1850.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,"83-70","8",NA
"100","2008-05-27 22:02:00-03","MO","MOBOT","717632","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","Friis (KEW)","David N. Smith|Angel Pretel|J. Palomino|C. Delgado","Smith 1574","1982","5","14","South America","Peru","Pasco","Oxapampa","El Tunqui alto, 57 km from Oxapampa. Primary forest, dense understory; steep SE aspect.","-75.5","-10.25","1700.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,"82-37","5",NA
"101","2008-05-27 22:02:00-03","MO","MOBOT","717643","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","Friis (KEW)","Kenneth Young|M. Eisenberg","Young 356","1981","5","5","South America","Peru","Amazonas","Bongará","Dist. Sipabamba. Shilla. Montane forest. Black clay loam soil.","-78.03444","-5.90444","1900.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,"81-38","6",NA
"102","2011-11-13 14:37:00-02","MO","MOBOT","717786","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","R.Liesner (MO)","John M. MacDougal|Diego L. Restrepo","MacDougal 3880","1989","2","10","South America","Colombia","Antioquia",NA,"Mpio. de Frontino: region of Murrí, road between Nutibara and La Blanquita, 19.4 km from centro of Nutibara, bosque pluvial premontaño, disturbed primary forest and secondary edges. Specimen treated with ethanol.","-76.4333333","6.6666667","1460.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,"44","7",NA
"103","2008-05-27 22:02:00-03","MO","MOBOT","718117","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","R.Liesner (MO)","James C. Solomon","Solomon 17409","1987","11","12","South America","Bolivia","La Paz","Nor Yungas","1 km al O de Yolosa por el camino a Unduavi. Vado del Río Cedro. Resto de bosque húmedo. Muy tocado.","-67.75","-16.21666","1400.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,"87-98","8",NA
"104","2008-05-27 22:02:00-03","MO","MOBOT","718135","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","R.Liesner (MO)","James C. Solomon","Solomon 13965","1985","6","11","South America","Bolivia","La Paz","Sud Yungas","3.5 km S of the bridge over the Río Quiquibey. Moist montane forest with little disturbance.","-67.1","-15.43333","600.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,"85-79","5",NA
"105","2008-05-27 22:02:00-03","MO","MOBOT","718592","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","R.Liesner (MO)","James C. Solomon","Solomon 9405","1983","1","25","South America","Bolivia","La Paz","Nor Yungas","4.5 km below Yolosa, then 13.7 km W on road up Río Huarinilla. Bridge at Comunidad Huancané. Moist forest with some disturbance.","-67.83333","-16.2","1200.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,"83-16","10",NA
"106","2008-05-27 22:02:00-03","MO","MOBOT","719530","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia",NA,"P.M. Jørgensen","Jørgensen 61351","1986","5","31","South America","Ecuador","Pichincha",NA,NA,NA,NA,"2800.00000000","2950.00000000",NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2015-04-28 11:11:00-03","MO","MOBOT","767901","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","R.Liesner (MO)","Philip J. Barbour","Barbour 4133","1978","10","17","South America","Peru","Amazonas","Bagua","Cordillera Colán Se of La Peca. Third camp.","-78.365","-5.6247223","1798.32000000","1866.90000000",NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,"47","3",NA
"108","2008-05-27 22:02:00-03","MO","MOBOT","937754","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","C.M. Wilmot-Dear (K)","Antony Jardim|Krusch|Guzmán|Tapia|Maria Dolores Carreño","Jardim 346","1994","2","6","South America","Bolivia","Santa Cruz","Florida","Al camino 40 km este de Samaipata. Bosque pie de monte húmeda con muchas valles. Hay Schinus, Croton, Ilex, Cariniana estrellensis, Licania triandra, Sorocea, arte epífitas. Substrato arenosa sobre roca (dolomite ).","-63.617778","-18.145833","1090.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2008-05-27 22:02:00-03","MO","MOBOT","950542","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","I. Friis (C)","Wendell H. Camp","Camp E-17","1944","6","28","South America","Ecuador","Zamora-Chinchipe",NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2008-05-27 22:02:00-03","MO","MOBOT","950543","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","I. Friis (C)","Erik Asplund","Asplund 19859","1956","3","20","South America","Ecuador","Morona-Santiago",NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2008-05-27 22:02:00-03","MO","MOBOT","950544","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","I. Friis (C)","Folke Fagerlind|Per-Göran Wibom","Fagerlind 306","1952","9","29","South America","Ecuador","Guayas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2008-05-27 22:02:00-03","MO","MOBOT","950545","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","I. Friis (C)","Erik Asplund","Asplund 19124","1956","1","30","South America","Ecuador","Pastaza",NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2008-05-27 22:02:00-03","MO","MOBOT","950546","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","I. Friis (C)","Erik Asplund","Asplund 7631","1939","7","10","South America","Ecuador","Tungurahua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2011-06-08 17:19:00-03","MO","MOBOT","950547","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","I. Friis (C)","L.B. Holm-Nielsen|et al.","Holm-Nielsen 4595","1973","4","26","South America","Ecuador","Morona-Santiago",NA,"Pachicutza, at Escuela Fiscomisional Cardinal Döpfner, km 140 on road Loja-Gualaquiza. Tropical rain forest with cleared areas along Rio Zamora and along the road.","-78.56666","-3.61666","900.00000000","1000.00000000",NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2008-05-27 22:02:00-03","MO","MOBOT","950549","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","I. Friis (C)","Calaway H. Dodson|L.B. Thien","Dodson 1949","1962","1","8","South America","Ecuador","Pastaza",NA,NA,NA,NA,"1500.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2013-07-28 05:59:00-03","MO","MOBOT","950550","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","I. Friis (C)","Gunnar Wilhelm Harling","Harling 5869","1959","1","14","South America","Ecuador","Zamora-Chinchipe",NA,NA,NA,NA,"800.00000000","900.00000000",NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2008-05-27 22:02:00-03","MO","MOBOT","950551","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","I. Friis (C)","Erik Asplund","Asplund 18369","1955","11","12","South America","Ecuador","Tungurahua",NA,NA,NA,NA,"1250.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2012-04-20 05:09:00-03","MO","MOBOT","2209999","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","C.M. Wilmot-Dear (K)","Rocío Rojas","Rojas Gonzáles 1115","2003","5","17","South America","Peru","Pasco","Oxapampa","Distrito Oxapampa. Camino al Puente Maria. Bosque secundario","-75.28333","-10.91666","730.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA
"119","2020-09-12 05:00:02-03","US","US","930946","PreservedSpecimen","Plantae",NA,"Urticales","Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia",NA,"A. F. Regnell","III0235","1870","3","3","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"US01337349","US01337349_01","Wedd.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"120","2020-09-12 05:00:02-03","US","US","3372732","PreservedSpecimen","Plantae",NA,"Urticales","Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","Smith, S. F., (US), NMNH","P. Acevedo-Rodriguez, P. Nuñez V. & F. Ramirez","10113","1997","10","3","South America - Neotropics","Peru","Cusco","Cuzco","Distrito Camisea; Campamento Segakiato, 5 km down river from Comunity Segakiato, along creek","-72.8839","-11.81","350",NA,NA,NA,"US00617134",NA,"Wedd.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"121","2020-09-12 05:00:02-03","US","US","209424","PreservedSpecimen","Plantae",NA,"Urticales","Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia",NA,"A. F. Regnell","III/235","1847","2","15","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"US01337350","US01337350_01","Wedd.",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"122","2017-09-29 17:31:35-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","RRC ID Flag","D. N. Smith","1574","1982","5","14","South America","Peru","Pasco",NA,"Oxapampa","-75.4","-10.5667",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"1574",NA,NA
"123","2019-06-13 10:27:02-03","F","FMNH-SEEDPLANTS","V0087829F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","N. Hensold : Field Museum of Natural History","I. M. Sánchez Vega & M. O. Dillon","8390","1996","11","1","South America","Peru","San Martín","Rioja","Distrito Nuevo Cajamarca. Cerca del Poblado Palestina, camino al la Cueva Palestina. Bosque de Protección","-77.35","-5.9","890",NA,NA,NA,"V0087829F","V0087829F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-11-21 10:19:38-03","IBt","SP","426878","S","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","Gaglioti, AL","Biral dos Santos, L","567","2010","05","20",NA,"Brasil","São Paulo","Botucatu","Parque Ecológico da Pavuna","-46.511111","-22.8375","750","750",NA,NA,NA,NA,"Wedd.","2010",NA,"-46.511111","-22.8375","09",NA,NA,NA,NA,NA,NA
"125","2019-11-21 10:19:38-03","IBt","SP","415868","S","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","Gaglioti, AL","Barreto, KD; et al.","2541","1994","05","24",NA,"Brasil","São Paulo","São Pedro","Pé da serra. Santana","-47.928889","-22.511389",NA,NA,NA,NA,NA,NA,"Wedd.","2010",NA,"-47.928889","-22.511389","02","26",NA,NA,NA,NA,NA
"126","2019-11-21 10:19:38-03","IBt","SP","3847","S","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","Gaglioti, AL","s.col.","s.n.","1920","03","29",NA,"Brasil","São Paulo","Águas da Prata",NA,"-46.7099990844727","-21.9300003051758",NA,NA,NA,NA,NA,NA,"Wedd.","2010",NA,NA,NA,"01","13","13435","auto",NA,NA,NA
"127","2019-11-21 10:19:38-03","IBt","SP","406853","S","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","Gaglioti, AL","Nicolau, SA; et al.","3233","2007","01","30",NA,"Brasil","São Paulo","Brotas","Vila de São Sebastião da Serra, Bairro do Patrimônio, Usina do Jacaré","-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,NA,NA,"Wedd.","2010",NA,NA,NA,"03","01","26585","auto",NA,NA,NA
"128","2019-11-21 10:19:38-03","IBt","SP","20649","S","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","Gaglioti, AL","Hoehne, FC","s.n.","1927","06","02",NA,"Brasil","São Paulo","Serra Negra",NA,"-46.7000007629395","-22.6100006103516",NA,NA,NA,NA,NA,NA,"Wedd.","2010",NA,NA,NA,"01","13","12188","auto",NA,NA,NA
