"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount","relationshipType","sex"
"1236","2010-10-22 11:16:00-02","MO","MOBOT","100315064","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","H. van der Werff (MO)","Karen M. Redden","Redden 4722","2006","10","14","Guyana",NA,NA,"Isseneru Village. Trail behind village.","-60.3755556","6.3605556",NA,NA,"96.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1237","2012-09-18 10:25:00-03","MO","MOBOT","100346014","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","Juan Perea|J.L. Mateo|H. Santiago","Perea 4657","2010","8","21","Peru","Pasco","Oxapampa","Dist. Palcazú. Iscozacín. Estación biológica Paujil-Campamento Venado. Trocha al mirador Pescado y Paujil.","-75.2608333","-10.3366666",NA,NA,"780.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA
"1238","2019-01-25 04:36:00-02","MO","MOBOT","100392174","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","Rodolfo Vásquez|Luis Valenzuela G.|A. Peña|J.L. Mateo|R. Rivera","Vásquez Martínez 35508","2009","3","10","Peru","Pasco","Oxapampa","Distrito Palcazú. Parque Nacional Yanachaga-Chemillen, Estación Biológica Paujil.","-75.2641667","-10.3252778",NA,NA,"380.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"611","8",NA,NA
"1239","2019-01-25 04:36:00-02","MO","MOBOT","100401345","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","Rodolfo Vásquez|Luis Valenzuela G.|Antonio Peña|J.L. Mateo","Vásquez Martínez 35670","2009","3","17","Peru","Pasco","Oxapampa","Distrito Palcazú. Parque Nacional Yanachaga-Chemillén. Estación Biológica Paujil, camino a la quebrada Ozus.","-75.2811111","-10.3055556",NA,NA,"479.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"616","8",NA,NA
"1240","2008-05-27 22:02:00-03","MO","MOBOT","1488655","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","A. Chanderbali (MO)","Andre Chanderbali","Chanderbali 220","1997","5","30","Guyana",NA,NA,"U. Demerara-Berbice. Mabura Hill Settlement; Powerline Trail. Roadside.","-58.66666","5.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","1",NA,NA
"1241","2008-05-27 22:02:00-03","MO","MOBOT","1488674","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","A. Chanderbali (MO)","Andre Chanderbali","Chanderbali 224","1997","5","31","Guyana",NA,NA,"U. Demerara-Berbice. Mabura Hill; road to Kurupukari from timber mill, 2 mi. S along road. Roadside.","-58.66666","5.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","1",NA,NA
"1242","2011-02-23 16:27:00-03","MO","MOBOT","1538040","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","William A. Rodrigues|Osmarino","Rodrigues 5989","1964","8","7","Brazil","Amazonas",NA,"Reserva Florestal Ducke, perto da picada Base.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243","2008-05-27 22:02:00-03","MO","MOBOT","1538044","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","Ramos","Ramos 2835","1994","6","15","Brazil","Amazonas",NA,"Reserva Florestal Ducke, Manaus-Itacoatiara, km 26.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1244","2014-01-03 21:57:00-02","MO","MOBOT","1538045","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","Michael J.G. Hopkins|J.R. Nascimento|E. da C. Pereira","Hopkins 1431","1994","6","23","Brazil","Amazonas",NA,"Reserva Florestal Ducke, Manaus-Itacoatiara, km 26.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1245","2015-11-07 19:52:00-02","MO","MOBOT","1538055","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","A.L. Stoffers","Stoffers 132","1982","10","30","Guyana",NA,NA,"Near Mabura Hill sawmill, along logging road.","-58.63333","5.31666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1246","2008-12-31 03:32:00-02","MO","MOBOT","1538056","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","POLAK","POLAK 516","1991","11","7","Guyana",NA,NA,"Along road to Tropenbos Ecological Reserve, ca. 15 km S of Mabura.","-58.75","5.25",NA,NA,"0E8","100.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247","2010-11-29 12:00:00-02","MO","MOBOT","1538060","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","H. van der Werff (MO)","Manuel Rimachi Y.","Rimachi Y. 4023","1978","10","11","Peru","Loreto","Maynas","Dtto. Iquitos. Río Nanay below Bellavista. Carretera de Picuruyacu, sandy uplands.",NA,NA,NA,NA,"170.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1248","2008-05-27 22:02:00-03","MO","MOBOT","1538061","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez",NA,"Schomburgk","SCHOMBURGK 974","1835",NA,NA,"Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249","2008-05-27 22:02:00-03","MO","MOBOT","1538067","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","Wilfried Morawetz|Bruno Wallnöfer","Morawetz 11-24985","1985","9","24","Peru","Huánuco","Pachitea","SE of Pucallpa, next to the junction of the Río Pachitea and the Río Yuyapichis; village of Panguana.","-74.93333","-9.61666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1250","2008-05-27 22:02:00-03","MO","MOBOT","1538070","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","Wilfried Morawetz|Bruno Wallnöfer","Morawetz 114-21085","1985","10","2","Peru","Huánuco","Pachitea","SE of Pucallpa, next to the junction of the Río Pachita and the Río Yuyapichis; village of Panguana.","-75.93333","-9.61666",NA,NA,"260.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251","2008-05-27 22:02:00-03","MO","MOBOT","1538071","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","Wilfried Morawetz|Bruno Wallnöfer","Morawetz 13-171085","1985","10","17","Peru","Huánuco","Pachitea","SE of PUcallpa, next to the junction of the Río Pachitea and the Río Yuyapichis; village of Panguana.","-74.93333","-9.61666",NA,NA,"260.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1252","2008-05-27 22:02:00-03","MO","MOBOT","1538072","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","Bruno Wallnöfer","Wallnöfer 19-011188","1988","11","1","Peru","Huánuco","Pachitea","Region of Pucallpa, western part of the Sira mountains","-74.93333","-9.61666",NA,NA,"260.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253","2008-05-27 22:02:00-03","MO","MOBOT","1538073","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","Bruno Wallnöfer","Wallnöfer 19-41188","1988","11","4","Peru","Huánuco","Pachitea","Region of Pucallpa, western part of the Sira mountains.","-74.93333","-9.61666",NA,NA,"260.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1254","2008-05-27 22:02:00-03","MO","MOBOT","1538341","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","Wilfried Morawetz|Bruno Wallnöfer","Morawetz 171085","1985","10","17","Peru","Huánuco","Pachitea","SE of Pucallpa, next to the junction of the Río Pachitea and the Río Yuyapichis; village of Panguana and surroundings.","-74.93333","-9.61666",NA,NA,"260.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1255","2012-05-01 05:07:00-03","MO","MOBOT","1538359","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","H. David Clarke","Clarke 1637","1996","4","13","Guyana",NA,NA,"Region: Siparuni-Potaro. Mabura Hill Forest Reserve; 13 km S of Mabura Hill.","-58.7","5.16666",NA,NA,"60.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1256","2008-05-27 22:02:00-03","MO","MOBOT","1538363","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","C. Tello E.","Tello E. 56","1990","5","1","Peru","Huánuco","Puerto Inca","Dtto. Yuyapichis.","-75.03333","-9.66666",NA,NA,"270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1257","2008-05-27 22:02:00-03","MO","MOBOT","1538366","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","EK","EK 791","1993","4","1","Guyana",NA,NA,"Mabura Hill region, Kurupukari main, junction road to Mabura Mill.","-58.16666","5.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1258","2010-02-21 00:15:00-03","MO","MOBOT","1538373","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","William J. Hahn","Hahn 5825","1989","4","21","Guyana",NA,NA,"Upper Demerara Region: Mabura Hill.","-58.66666","5.41666",NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1259","2009-11-13 09:05:00-02","MO","MOBOT","1538382","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","William J. Hahn|Emmet J. Judziewicz|S. Tiwari|Doorjoohan Gopaul","Hahn 4159","1988","4","2","Guyana",NA,NA,"Potaro-Siparuni Region: Kaieteur Falls National Park.","-59.48333","5.2",NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1260","2010-02-05 20:43:00-02","MO","MOBOT","1538388","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","John James Pipoly, III|Ganeshwar Gharbarran|Gary Samuels","Pipoly 10539","1987","2","22","Guyana",NA,NA,"Cuyuni-Mazaruni Region: Forest on mountain N of Chimoweing Village.","-60.11666","5.53333",NA,NA,"650.00000000","750.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1261","2008-05-27 22:02:00-03","MO","MOBOT","1538399","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","Martín E. Timaná|et al.","Timaná 24","1987","11","1","Peru","Huánuco","Puerto Inca","Dtto. Yuyapichis.","-75.03333","-9.66666",NA,NA,"270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1262","2008-05-27 22:02:00-03","MO","MOBOT","1556934","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","H. van der Werff|et al.","van der Werff 16493","2001","3","30","Peru","San Martín","Rioja","Along road Rioja-Yorongos-La Florida. Heavily disturbed forest on white sand and in roadside.","-77.1","-6.08333",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"294","14",NA,NA
"1263","2008-05-27 22:02:00-03","MO","MOBOT","1556941","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","H. van der Werff|et al.","van der Werff 16496","2001","3","30","Peru","San Martín","Rioja","Along road Rioja-Yorongos-La Florida. Heavily disturbed forest on white sand and in roadside.","-77.1","-6.08333",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"294","8",NA,NA
"1264","2008-05-27 22:02:00-03","MO","MOBOT","1557008","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","H. van der Werff|et al.","van der Werff 16512","2001","3","30","Peru","San Martín","Rioja","Along road Rioja-Yorongos-La Florida. Heavily disturbed forest on white sand and in roadside.","-77.1","-6.08333",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"294","7",NA,NA
"1265","2017-08-25 05:21:00-03","MO","MOBOT","2208410","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","Abel Monteagudo|Gregorio Ortiz|Rolando Francis","Monteagudo Mendoza 5171","2003","5","12","Peru","Pasco","Oxapampa","Distrito Palcazu. Parque Nacional Yanachaga-Chemillen, cerca de la estación Biologica Paujil. Bosque primario","-74.9","-10.71666",NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16",NA,NA
"1266","2012-04-28 05:14:00-03","MO","MOBOT","2208462","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","Abel Monteagudo|Carlos Mateo|Rolando Francis","Monteagudo Mendoza 5217","2003","5","14","Peru","Pasco","Oxapampa","Distrito Palcazu. Parque Nacional Yanachaga-Chemillen. Bosque el mirador. Bosque primario","-75.25","-10.33333",NA,NA,"750.00000000","820.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",NA,NA
"1267","2014-04-16 07:55:00-03","MO","MOBOT","2731982","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","H. van der Werff (MO)","H. van der Werff|Rodolfo Vásquez|R. Francis","van der Werff 20049","2005","5","12","Peru","Pasco","Oxapampa","Distr. Palcazu. El Paujil. Lowland rain forest.","-75.2608333","-10.3366666",NA,NA,"700.00000000","800.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"386","9",NA,NA
"1268","2015-02-17 21:54:00-02","MO","MOBOT","3139260","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","H.d.v. Werff 05","Karen M. Redden|Mark A. Lyle|R. Williams|C. Perry|C. Paul","Redden 2504","2004","2","1","Guyana",NA,NA,"Cuyuni-Mazaruni Region. Pakaraima Mts. Mazaruni River, NW of Chi-Chi Falls. Along stream between two tepuis, approx 1.5km above Base Camp 2. Very moist, dense forest with many ferns, epiphytes; Dicymbe, Macrolobium dominant.","-60.21361","5.59694",NA,NA,"762.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1269","2016-05-14 04:13:00-03","MO","MOBOT","3139537","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","H. van der Werff","Nállarett Dávila|et al.","Dávila Cardozo 1941","2005","8","29","Peru","Loreto","Requena","Sierra del Divisor, montañas al Este del río alto Tapiche.","-73.8827778","-7.2044444",NA,NA,"255.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1270","2015-02-17 21:54:00-02","MO","MOBOT","3140491","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","H. v. d. Werff","Karen M. Redden|Mark A. Lyle|R. Williams|C. Perry|C. Paul","Redden 2503","2004","1","31","Guyana",NA,NA,"Cuyuni-Mazaruni Region. Pakaraima Mts. Mazaruni River, NW of Chi-Chi Falls. Base of tepui behind Base Camp 2.","-60.21666","5.58333",NA,NA,"787.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1271","2008-05-27 22:02:00-03","MO","MOBOT","3140677","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez",NA,"REDDEN","REDDEN 1533","2004","1","25","Guyana",NA,NA,"Pakaraima Mts., Imbaimadai. Karowrieng River. Gallery forest.","-60.20972","5.68916",NA,NA,"605.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1272","2016-12-02 05:30:00-02","MO","MOBOT","3192896","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez",NA,"J.G. Graham","Graham 2748","2003","8","22","Peru","Ucayali","Coronel Portillo","Dtto. Calleria. Cuenca del Rio Utiquinia. Quebrada Espjoyacu, afluente de la quebrada Manuela.","-73.88333","-7.93333",NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1273","2016-12-02 05:30:00-02","MO","MOBOT","3192897","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez",NA,"J.G. Graham","Graham 2485","2003","7","27","Peru","Ucayali","Coronel Portillo","Dtto. Calleria. Cuenca del Rio Utiquinia. Quebrada Espjoyacu, afluente de la quebrada Manuela.","-73.88333","-7.93333",NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1274","2016-12-02 05:30:00-02","MO","MOBOT","3192898","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez",NA,"J.G. Graham","Graham 2524","2003","7","30","Peru","Ucayali","Coronel Portillo","Dtto. Calleria. Cuenca del Rio Utiquinia. Quebrada Espjoyacu, afluente de la quebrada Manuela.","-73.88333","-7.93333",NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1275","2016-12-02 05:30:00-02","MO","MOBOT","3192899","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez",NA,"J.G. Graham","Graham 2525","2003","7","30","Peru","Ucayali","Coronel Portillo","Dtto. Calleria. Cuenca del Rio Utiquinia. Quebrada Espjoyacu, afluente de la quebrada Manuela.","-73.88333","-7.93333",NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276","2016-12-02 05:30:00-02","MO","MOBOT","3192910","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez",NA,"J.G. Graham","Graham 2566","2003","8","2","Peru","Ucayali","Coronel Portillo","Dtto. Calleria. Cuenca del Rio Utiquinia. Quebrada Espjoyacu, afluente de la quebrada Manuela.","-73.88333","-7.93333",NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277","2008-05-27 22:02:00-03","MO","MOBOT","51008","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","John J. Wurdack|L.S. Adderley","Wurdack 43622","1959","7","25","Venezuela","Amazonas",NA,"Occasional in Sabana Hechimoni",NA,NA,NA,NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278","2014-04-04 05:41:00-03","MO","MOBOT","53112","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","H. van der Werff","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 14499","1990","10","11","Peru","Loreto","Maynas","Dtto. Iquitos, Allpahuayo, Estación Experiø mental del Instituto de Investigaciones de la Amazonía Peruana (IIAP). Bosque primario, suelo arcillo-arenoso.","-73.4188889","-3.9711111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"219","13",NA,NA
"1279","2010-11-25 10:37:00-02","MO","MOBOT","1538343","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der WErff (MO)","Brian M. Boom|Doorjoohan Gopaul","Boom 7325","1987","4","15","Guyana","Mazaruni-Potaro",NA,"Upper Mazaruni River region, between Kako, an Akawaio Indian Village on the Kako River near its junction with the Mazaruni River and Karowtipu.","-60.58333","5.75",NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1280","2008-05-27 22:02:00-03","MO","MOBOT","1538048","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","Scott A. Mori","Mori 20049","1988","11","24","Brazil","Amazonas",NA,"Distrito Agropecuário.","-59.72777","-2.40722",NA,NA,"50.00000000","125.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1281","2008-05-27 22:02:00-03","MO","MOBOT","1538052","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","J. Ribamar do Nascimento de Lima|et al.","Nascimento de Lima 780","1995","3","7","Brazil","Amazonas",NA,"Reserva Florestal Ducke, Manaus-Itacoatiara, km 26.","-59.96666","-2.88333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1282","2013-02-22 05:41:00-03","MO","MOBOT","1538051","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","J.L. dos Santos","Santos 867","1988","4","7","Brazil","Amazonas",NA,"Reserva Florestal Ducke, Manaus-Itacoatiara, km 26.","-59.96666","-2.88333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1283","2014-04-05 06:07:00-03","MO","MOBOT","1538049","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","Henk van der Werff (MO)","J.R. Nascimento|C. Fernandes da Silva","Nascimento 671","1994","11","29","Brazil","Amazonas",NA,"Reserva Florestal Ducke, Manaus-Itacoatiara, km 26.","-59.96666","-2.88333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
