"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","month","day","continentOcean","preparationType","previousCatalogNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"683","2020-05-07 15:33:00-03","MO","MOBOT","100288889","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","A. Fuentes (LPB)",NA,"Alfredo F. Fuentes|J. Salas|R. Huasurco","2009","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi. Sector Culi, por el camino Pelechuco-Apolo.","-68.8510833","-14.7405277",NA,NA,NA,NA,NA,"Fuentes Claros 14577","6","20","South America",NA,NA,NA,NA,"1277.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"09-86","4",NA
"684","2013-10-12 12:33:00-03","MO","MOBOT","100315617","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","G. A. Parada (USZ), 2013",NA,"Luzmila Arroyo P.|Mary Mendizábal","2009","Bolivia","Santa Cruz","Vallegrande","Alrededores de la Cascada la P'ajcha. Limítrofe con la provincia Florida.","-63.8216667","-18.4",NA,NA,NA,NA,NA,"Arroyo Padilla 4620","9","22","South America",NA,NA,NA,NA,"1770.00000000","1845.00000000",NA,NA,NA,NA,NA,NA,NA,"09-16","1",NA
"685","2020-08-10 22:35:00-03","MO","MOBOT","100343573","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","G. Arellano (MA)",NA,"Gabriel Arellano|Pablo Solíz|Pinto, Honorato|Mamani, Santiago|Mamani, Aníbal","2009","Bolivia","La Paz","Franz Tamayo","Santa Ana, bajando desde Pelechuco por el camino antiguo de Pelechuco a Apolo. Parcela temporal de muestreo (0,1 ha). Plantas alcoholizadas.","-68.9661556","-14.7626303",NA,NA,NA,NA,NA,"Arellano Torres 490","8","26","South America",NA,NA,NA,NA,"2244.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"09-08","4",NA
"686","2020-08-11 19:08:00-03","MO","MOBOT","100343592","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","G. Arellano",NA,"Gabriel Arellano|Pablo Solíz|Torrez, Armando|J. Salas|Pinto, Honorato|Mamani, Juan|B. Apaza","2009","Bolivia","La Paz","Franz Tamayo","Culi, en Parque Nacional Madidi, cercanías del río Pelechuco, bajando desde Pelechuco por el camino antiguo Pelechuco-Apolo. Parcela temporal de muestreo (0,1 ha). Plantas alcoholizadas.","-68.8302493","-14.7261479",NA,NA,NA,NA,NA,"Arellano Torres 603","9","24","South America",NA,NA,NA,NA,"1166.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"09-10","9",NA
"687","2020-08-11 21:53:00-03","MO","MOBOT","100343598","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","G. Arellano",NA,"Gabriel Arellano|Pablo Solíz|Torrez, Armando|J. Salas|Pinto, Honorato|Mamani, Juan|B. Apaza","2009","Bolivia","La Paz","Franz Tamayo","Culi, en Parque Nacional Madidi, cercanías del río Pelechuco, bajando desde Pelechuco por el camino antiguo Pelechuco-Apolo. Parcela temporal de muestreo (0,1 ha). Plantas alcoholizadas.","-68.8302493","-14.7261479",NA,NA,NA,NA,NA,"Arellano Torres 645","9","24","South America",NA,NA,NA,NA,"1166.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"09-10","4",NA
"688","2020-08-11 22:50:00-03","MO","MOBOT","100343603","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","G. Arellano",NA,"Gabriel Arellano|Pablo Solíz|Torrez, Armando|J. Salas|Pinto, Honorato|B. Apaza|Mamani, Juan","2009","Bolivia","La Paz","Franz Tamayo","Culi, en Parque Nacional Madidi, cercanías del río Pelechuco, bajando desde Pelechuco por el camino antiguo Pelechuco-Apolo. Parcela temporal de muestreo (0,1 ha). Plantas alcoholizadas.","-68.8373738","-14.7292755",NA,NA,NA,NA,NA,"Arellano Torres 692","9","27","South America",NA,NA,NA,NA,"1239.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"09-11","4",NA
"689","2018-01-11 14:15:00-02","MO","MOBOT","100343634","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","G. Arellano",NA,"Gabriel Arellano|Pablo Solíz|Torrez, Armando|Pinto, Honorato|B. Apaza|Mamani, Juan","2009","Bolivia","La Paz","Franz Tamayo","Culi, en Parque Nacional Madidi, cercanías del río Pelechuco, bajando desde Pelechuco por el camino antiguo Pelechuco-Apolo. Parcela temporal de muestreo (0,1 ha). Plantas alcoholizadas.","-68.8442638","-14.7316305",NA,NA,NA,NA,NA,"Arellano Torres 927","10","4","South America",NA,NA,NA,NA,"1367.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"09-13","4",NA
"690","2018-01-11 14:17:00-02","MO","MOBOT","100343646","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","G. Arellano",NA,"Gabriel Arellano|Pablo Solíz|Torrez, Armando|J. Salas|Pinto, Honorato|B. Apaza|Mamani, Juan","2009","Bolivia","La Paz","Franz Tamayo","Culi, en Parque Nacional Madidi, cercanías del río Pelechuco, bajando desde Pelechuco por el camino antiguo Pelechuco-Apolo. Parcela temporal de muestreo (0,1 ha). Plantas alcoholizadas.","-68.8530863","-14.7429172",NA,NA,NA,NA,NA,"Arellano Torres 1075","10","9","South America",NA,NA,NA,NA,"1330.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"09-15","2",NA
"691","2018-01-11 14:17:00-02","MO","MOBOT","100343647","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","G. Arellano",NA,"Gabriel Arellano|Pablo Solíz|Torrez, Armando|J. Salas|Pinto, Honorato|B. Apaza|Mamani, Juan","2009","Bolivia","La Paz","Franz Tamayo","Culi, en Parque Nacional Madidi, cercanías del río Pelechuco, bajando desde Pelechuco por el camino antiguo Pelechuco-Apolo. Parcela temporal de muestreo (0,1 ha). Plantas alcoholizadas.","-68.8530863","-14.7429172",NA,NA,NA,NA,NA,"Arellano Torres 1078","10","9","South America",NA,NA,NA,NA,"1330.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"09-15","2",NA
"692","2013-12-03 05:36:00-02","MO","MOBOT","100343747","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","G. Arellano",NA,"Gabriel Arellano|Pablo Solíz|J. Salas|Óscar Quiroga|B. Apaza|Coda, Severino","2010","Bolivia","La Paz","Larecaja","Desde la comunidad de Quilapituni, subiendo por el camino antiguo Ingenio-Mapiri, hasta un lugar llamado Victopampa. Campamento a unas 3 horas a pie bajando hacia el río Chiñijo. Parcela temporal de muestreo (0,1 ha). Parcela nº 376. Plantas alcoholizadas.","-68.3564074","-15.4608796",NA,NA,NA,NA,NA,"Arellano Torres 1870","4","25","South America",NA,NA,NA,NA,"1224.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"10-05","3",NA
"693","2013-12-03 05:36:00-02","MO","MOBOT","100343833","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","G. Arellano",NA,"Gabriel Arellano|Pablo Solíz|Óscar Quiroga|J. Salas|B. Apaza|Coda, Severino","2010","Bolivia","La Paz","Larecaja","Desde la comunidad de Quilapituni, subiendo por el camino antiguo Ingenio-Mapiri, hasta un lugar llamado Victopampa. Campamento a unas 3 horas a pie bajando hacia el río Chiñijo. Parcela temporal de muestreo (0,1 ha). Parcela nº 380. Plantas alcoholizadas.","-68.3553333","-15.4647752",NA,NA,NA,NA,NA,"Arellano Torres 2223","5","7","South America",NA,NA,NA,NA,"1299.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"10-09","3",NA
"694","2020-09-28 14:44:00-03","MO","MOBOT","100351443","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","A. Fuentes (LPB)",NA,"P. Calvi|M. Cornejo|I. Justo|R. Enriquez|Tuñarapu, Ruben","2010","Bolivia","La Paz","Franz Tamayo","Region Madidi, Santo Domingo, Lechemayu. Segunda Palca a 492 m al noroeste del campamento.","-68.6358055","-14.77475",NA,NA,NA,NA,NA,"Calvi Loza 106","8","28","South America",NA,NA,NA,NA,"1538.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"10-03","5",NA
"695","2020-08-17 10:14:00-03","MO","MOBOT","100351645","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","G. Arellano (MA)",NA,"P. Calvi|M. Cornejo|I. Justo|R. Enriquez|Tuñarapu, Ruben","2010","Bolivia","La Paz","Franz Tamayo","Region Madidi, Santo Domingo, Lechemayu. Segunda Palca a 492 m al noroeste del campamento.","-68.6358055","-14.77475",NA,NA,NA,NA,NA,"Calvi Loza 141","8","28","South America",NA,NA,NA,NA,"1538.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"10-03","5",NA
"696","2011-03-01 13:45:00-03","MO","MOBOT","100352003","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J. Wurdack",NA,"Jorge P. Carauta","1986","Brazil","Rio de Janeiro",NA,"Serra de Paracambi, limites Mun. Paracambi e Eng. Paulo de Frontin (Rodeio), estr. RJ 117.",NA,NA,NA,NA,NA,NA,NA,"Carauta 5290","4","8","South America",NA,NA,NA,NA,"300.00000000","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"697","2020-07-27 17:13:00-03","MO","MOBOT","100352519","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","G. Arellano (MA)",NA,"R. Villegas|I. Loza|L. Cayola|A. Rojas|L. Samo|R. Villanueva|R. Delgado|A. Cruz|M. Cruz|F. Cruz","2010","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Santa Rosa, pasando el río Tuichi, frente a la comunidad de Santa Rosa.","-68.7247584","-14.6474416",NA,NA,NA,NA,NA,"Villegas Huanca 471","7","23","South America",NA,NA,NA,NA,"1017.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"10-01","3",NA
"698","2020-07-28 10:51:00-03","MO","MOBOT","100354292","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","G. Arellano (MA)",NA,"R. Villegas|I. Loza|L. Samo|A. Cruz|A. Cruz|F. Siripi","2010","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Santa Rosa, entre Amantala y Santa Rosa, frente al encuentro del río Amantala y Pelechuco (Charopampa).","-68.7206139","-14.7725389",NA,NA,NA,NA,NA,"Villegas Huanca 602","7","28","South America",NA,NA,NA,NA,"1197.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"10-04","7",NA
"699","2020-09-28 14:46:00-03","MO","MOBOT","100354344","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","A. Fuentes (LPB)",NA,"R. Villegas|I. Loza|L. Samo|F. Cruz|A. Cruz|F. Siripi","2010","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Santa Rosa, 500 m del encuentro entre el río Amantala y Pelechuco (Kachuropampa).","-68.7184861","-14.7763278",NA,NA,NA,NA,NA,"Villegas Huanca 611","7","30","South America",NA,NA,NA,NA,"1197.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"10-05","8",NA
"700","2020-07-28 11:14:00-03","MO","MOBOT","100354762","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","G. Arellano (MA)",NA,"R. Villegas|I. Loza|L. Samo|A. Rojas|F. Cruz|R. Arias","2010","Bolivia","La Paz","Franz Tamayo","Área de Manejo Integrado Madidi, Santa Rosa, cabecera río Santa Rosa, 500 m subiendo por la toma de agua.","-68.7090833","-14.6704445",NA,NA,NA,NA,NA,"Villegas Huanca 655","8","8","South America",NA,NA,NA,NA,"1324.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"10-06","3",NA
"701","2012-08-01 10:27:00-03","MO","MOBOT","100355161","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","G. Arellano (MA)",NA,"M. Cornejo|E. Cachaca|E. Segales|R. Enriquez|L. Zapata|C. Miranda","2010","Bolivia","La Paz","Franz Tamayo","Región Madidi, Santo domingo, Lechemayu, a 885 m al NW del campamento, primera palca. Parcela en superficie plana, exposición SW 240º.","-68.6203334","-14.7703334",NA,NA,NA,NA,NA,"Cornejo Mejia 1491","8","23","South America",NA,NA,NA,NA,"1519.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"10-19","5",NA
"702","2018-03-21 15:18:00-03","MO","MOBOT","100355219","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","A. Fuentes (LPB)",NA,"L. Cayola|L. Samo|A. Rojas|R. Delgado","2010","Bolivia","La Paz","Franz Tamayo","Collpamayu, cabecera del arroyo Santa Rosa.","-68.7123056","-14.6698611",NA,NA,NA,NA,NA,"Cayola Pérez 4091A","7","21","South America",NA,NA,NA,NA,"1212.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"10-19","8",NA
"703","2020-04-23 22:27:00-03","MO","MOBOT","100355374","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","G. Arellano (MA)",NA,"L. Cayola|I. Loza|L. Samo|R. Villanueva|M. Cruz|A. Cruz|R. Delgado","2010","Bolivia","La Paz","Franz Tamayo","Senda Santa Rosa-río Amantala, cerca al encuentro entre Río Pelechuco y Amantala, frente al sector conocido como Charopampa.","-68.7289417","-14.7619111",NA,NA,NA,NA,NA,"Cayola Pérez 4251A","8","4","South America",NA,NA,NA,NA,"1451.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"10-25","12",NA
"704","2020-04-23 22:31:00-03","MO","MOBOT","100355490","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","G. Arellano (MA)",NA,"L. Cayola|R. Villegas|R. Villanueva|M. Cruz|F. Siripi|D. Choquehuanca|J. Hanco","2010","Bolivia","La Paz","Franz Tamayo","Collpamayu, a 500 m de la toma de agua en el arroyo Santa Rosa.","-68.7101389","-14.6704723",NA,NA,NA,NA,NA,"Cayola Pérez 4369A","8","10","South America",NA,NA,NA,NA,"1247.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"10-26","5",NA
"705","2020-05-07 17:37:00-03","MO","MOBOT","100356328","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","A. Fuentes (LPB)",NA,"Alfredo F. Fuentes|P. Calvi|I. Justo|L. Vaquiata|P. Miranda","2010","Bolivia","La Paz","Franz Tamayo","Región Madidi, Santo Domingo, río Turiapo antes de llegar a la palca del Siripita por la senda a Laji-Sorapata.","-68.6277778","-14.7810556",NA,NA,NA,NA,NA,"Fuentes Claros 17072","8","22","South America",NA,NA,NA,NA,"1421.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"10-79","5",NA
"706","2011-04-03 13:43:00-03","MO","MOBOT","100361900","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","S.S. Renner (MO)",NA,"Manuel J. Macía","2003","Bolivia","Cochabamba","Chapare","Cordillera de Mosetenes, Territorio Indígena Parque Nacional Isiboro-Secure, abajo de la laguna Carachupa, en dirección a la laguna pequeña.","-66.4166667","-16.2166667",NA,NA,NA,NA,NA,"Macía 7335","9","5","South America",NA,NA,NA,NA,"1240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"03-02","1",NA
"707","2011-04-04 13:49:00-03","MO","MOBOT","100362415","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","S.S. Renner (MO)",NA,"Manuel J. Macía","2003","Bolivia","Cochabamba","Chapare","Cordillera de Mosetenes, Territorio Indígena Parque Nacional Isiboro-Secure, cresta arriba de la laguna Carachupa.","-66.4","-16.2166667",NA,NA,NA,NA,NA,"Macía 7237","8","29","South America",NA,NA,NA,NA,"1385.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"03-01","1",NA
"708","2018-02-03 15:41:00-02","MO","MOBOT","100384056","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","A. Fuentes (LPB)",NA,"I. Loza|L. Cayola|R. Villegas|R. Villanueva|M. Cruz|D. Choquehuanca|R. Delgado","2010","Bolivia","La Paz","Franz Tamayo","Área Natural de Manejo Integrado Madidi, localidad Santa Rosa, cabecera del río Santa Rosa.","-68.7101389","-14.6704723",NA,NA,NA,NA,NA,"Loza Rivera 2056","8","8","South America",NA,NA,NA,NA,"1247.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"10-27","8",NA
"709","2020-01-15 04:34:00-03","MO","MOBOT","100403107","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","G. A. Parada (USZ), 2013",NA,"G.A. Parada|Y. Inturias|Jehizon Terán|D. Soux","2011","Bolivia","Santa Cruz","Vallegrande","Parcela temporal de muestreo N° 4, ladera dominada por Heliconia #3497","-63.7183334","-18.7022222",NA,NA,NA,NA,NA,"Parada-Gutierrez 3479","7","27","South America",NA,NA,NA,NA,"1420.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"11-46","1",NA
"710","2017-07-19 18:21:00-03","MO","MOBOT","100408826","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","R. Goldenberg",NA,"Rodolfo Vásquez|M. Huamán|R. Rivera","2010","Peru","Pasco","Oxapampa","Distrito Palcazú. Comunidad Nativa Yanesha Atáz.","-75.1644444","-10.1636111",NA,NA,NA,NA,NA,"Vásquez Martínez 36543","5","19","South America",NA,NA,NA,NA,"319.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"643","8",NA
"711","2013-10-12 12:29:00-03","MO","MOBOT","100514739","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","G. A. Parada (USZ), 2013",NA,"G.A. Parada|M. Betancur|M.T. Martinez|H. Fernandez","2012","Bolivia","Santa Cruz","Vallegrande","Camino entre Pampas y La Junta.","-63.7036111","-18.4533333",NA,NA,NA,NA,NA,"Parada-Gutierrez 4777","8","17","South America",NA,NA,NA,NA,"1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"12-26","1",NA
"712","2012-12-11 13:35:00-02","MO","MOBOT","100550266","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J. Wurdack",NA,"Robin B. Foster|Achille, Barbara","1985","Peru","Pasco","Oxapampa","Palcazu; Rio Alto Iscozacin; Ozuz.","-75.2666667","-10.3166667",NA,NA,NA,NA,NA,"Foster 9987","5","9","South America",NA,NA,NA,NA,"400.00000000","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"713","2012-12-11 13:53:00-02","MO","MOBOT","100550277","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J. Wurdack",NA,"D.S. de Souza","1980","Brazil","Rio de Janeiro",NA,"Jacarepaguá, Represa do Camorim.",NA,NA,NA,NA,NA,NA,NA,"Souza 37","4","22","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"714","2012-12-11 13:59:00-02","MO","MOBOT","100550282","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J. Wurdack",NA,"M.B. Casari|E.S.F. da Rocha","1980","Brazil","Rio de Janeiro",NA,"Vargem Grande, Morro do Sacarrão, caminho para Repressa do Camorim.",NA,NA,NA,NA,NA,NA,NA,"Casari 239","7","21","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"715","2012-12-11 14:04:00-02","MO","MOBOT","100550285","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J. Wurdack",NA,"Joseph H. Kirkbride, Jr.","1980","Brazil","Distrito Federal",NA,"Na margem do Rio das Salinas.","-47.95","-15.5166667",NA,NA,NA,NA,NA,"Kirkbride, Jr. 3636","10","8","South America",NA,NA,NA,NA,"750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"716","2017-05-23 13:27:00-03","MO","MOBOT","100597392","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","F. Michelangeli (NY)",NA,"M. Kessler|et al.","1996","Bolivia","Cochabamba","Carrasco","137 Km antigua carretera Cochabamba-Villa Tunari.","-65.5833333","-17.1166667",NA,NA,NA,NA,NA,"Kessler 7767","8","25","South America",NA,NA,NA,NA,"1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"717","2019-01-25 04:36:00-02","MO","MOBOT","100655483","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","R. Goldenberg",NA,"Luis Valenzuela G.|Karol Durand","2012","Peru","Pasco","Oxapampa","Dist. Huancabamba, Tunqui Parque Nacional Yanachaga-Chemillen.","-75.51","-10.2730556",NA,NA,NA,NA,NA,"Valenzuela Gamarra 22309","9","6","South America",NA,NA,NA,NA,"2016.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"75","4",NA
"718","2015-05-03 16:01:00-03","MO","MOBOT","100746674","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Kalle Ruokolainen",NA,"A.S. Poma C.|Beatriz Nieto Ariza|Gabriel Arellano|Huber Villca Corani|Rubín de Celis Castillo, Daniel Fernando|Cartagena Chuqui, Julio Teddy|Racua Amutari, Belisario|Ibahuari, Basilio","2014","Bolivia","La Paz","Abel Iturralde","Tumupasa, Infierno, Río Siriuna","-67.8010556","-14.0823334",NA,NA,NA,NA,NA,"Poma Chura 1454","5","14","South America",NA,NA,NA,NA,"213.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"14-02","1",NA
"719","2015-05-03 16:07:00-03","MO","MOBOT","100746676","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Kalle Ruokolainen",NA,"A.S. Poma C.|Beatriz Nieto Ariza|Gabriel Arellano|Huber Villca Corani|Rubín de Celis Castillo, Daniel Fernando|Cartagena Chuqui, Julio Teddy|Racua Amutari, Belisario|Ibahuari, Basilio","2014","Bolivia","La Paz","Abel Iturralde","Tumupasa, Infierno, Río Siriuna","-67.7945833","-14.0836389",NA,NA,NA,NA,NA,"Poma Chura 1456","5","16","South America",NA,NA,NA,NA,"224.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"14-03","3",NA
"720","2015-05-03 16:10:00-03","MO","MOBOT","100746679","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Kalle Ruokolainen",NA,"A.S. Poma C.|Beatriz Nieto Ariza|Gabriel Arellano|Huber Villca Corani|Rubín de Celis Castillo, Daniel Fernando|Cartagena Chuqui, Julio Teddy|Racua Amutari, Belisario|Ibahuari, Basilio","2014","Bolivia","La Paz","Abel Iturralde","Tumupasa, Infierno, Río Siriuna","-67.8030833","-14.0828056",NA,NA,NA,NA,NA,"Poma Chura 1459","5","17","South America",NA,NA,NA,NA,"241.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"14-04","3",NA
"721","2015-05-03 16:19:00-03","MO","MOBOT","100746687","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Kalle Ruokolainen",NA,"A.S. Poma C.|Beatriz Nieto Ariza|Gabriel Arellano|Huber Villca Corani|Rubín de Celis Castillo, Daniel Fernando|Cartagena Chuqui, Julio Teddy|Racua Amutari, Belisario|Ibahuari, Basilio","2014","Bolivia","La Paz","Abel Iturralde","Tumupasa, Infierno, Río Siriuna","-67.8240556","-14.0934166",NA,NA,NA,NA,NA,"Poma Chura 1467","5","28","South America",NA,NA,NA,NA,"238.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"14-07","3",NA
"722","2015-05-03 16:24:00-03","MO","MOBOT","100746701","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Kalle Ruokolainen",NA,"A.S. Poma C.|Beatriz Nieto Ariza|Gabriel Arellano|Huber Villca Corani|Rubín de Celis Castillo, Daniel Fernando|Cartagena Chuqui, Julio Teddy|Racua Amutari, Belisario|Ibahuari, Basilio","2014","Bolivia","La Paz","Abel Iturralde","Tumupasa, Infierno, Río Siriuna","-67.8207778","-14.0881389",NA,NA,NA,NA,NA,"Poma Chura 1473","5","30","South America",NA,NA,NA,NA,"232.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"14-08","3",NA
"723","2015-05-03 11:42:00-03","MO","MOBOT","100753361","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Kalle Ruokolainen",NA,"Huber Villca Corani","2014","Bolivia","La Paz","Abel Iturralde","Ixiamas, concesión de la empresa forestal Bosques del Norte, arroyo Muri.","-67.9020278","-13.4419722",NA,NA,NA,NA,NA,"Villca Corani HVC-1132","7","31","South America",NA,NA,NA,NA,"225.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"14-16","3",NA
"724","2015-05-03 11:43:00-03","MO","MOBOT","100753371","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Kalle Ruokolainen",NA,"Huber Villca Corani","2014","Bolivia","La Paz","Abel Iturralde","Ixiamas, concesión de la empresa forestal Bosques del Norte, arroyo Muri.","-67.9020278","-13.4419722",NA,NA,NA,NA,NA,"Villca Corani HVC-1135","7","31","South America",NA,NA,NA,NA,"225.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"14-16","3",NA
"725","2015-05-03 11:46:00-03","MO","MOBOT","100753391","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Kalle Ruokolainen",NA,"Huber Villca Corani","2014","Bolivia","La Paz","Abel Iturralde","Ixiamas, concesión de la empresa forestal Bosques del Norte, arroyo Muri.","-67.9020278","-13.4419722",NA,NA,NA,NA,NA,"Villca Corani HVC-1142","7","31","South America",NA,NA,NA,NA,"225.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"14-16","3",NA
"726","2017-02-03 05:18:00-02","MO","MOBOT","100952999","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Z. Cordero-P. (COAH)",NA,"Dairon Cárdenas L.|Nicolás Castaño A.|Xavier Cornejo S.|Nelson Ricardo Salinas|Erasmo Gonzáles|Edwin Paki","2011","Colombia","Caquetá",NA,"Mpio. de Belén de los Andauíes. Carretera entre Belén y vereda Los Angeles.","-75.8675","1.4616667",NA,NA,NA,NA,NA,"Cárdenas López 42303","7","29","South America",NA,NA,NA,NA,"400.00000000","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
