"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","typeStatus","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"1173","2008-05-27 22:02:00-03","MO","MOBOT","2561365","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S.H. Sohmer",NA,NA,NA,"Felix Woytkowski","1949","10",NA,"Peru","San Martín","San Martín","Dtto. Tarapoto. In a clearing in the forest.",NA,NA,NA,NA,NA,NA,NA,"Woytkowski 35119","South America","830.00000000",NA,NA,NA,NA,NA,NA,"rubella",NA,NA,NA,NA,NA,NA,NA,NA
"1174","2008-05-27 22:02:00-03","MO","MOBOT","2561445","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S.H. Sohmer",NA,NA,NA,"Charles M. Belshaw","1937","8","25","Peru","San Martín","San Martín","Near Tarapoto on trail to Juan Guerra where it crosses Ri|o Hahuashiyacu.",NA,NA,NA,NA,NA,NA,NA,"Belshaw 3311","South America","304.80000000",NA,NA,NA,NA,NA,NA,"rubella",NA,NA,NA,NA,NA,NA,NA,NA
"1175","2019-07-28 04:35:00-03","MO","MOBOT","3267584","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.",NA,NA,NA,NA,"R. K. Brummitt|Dieter C. Wasshausen","1996","6","7","Bolivia","La Paz","Caranavi","Caranavi, 1/2-1 km up road behind Landivar Hotel; roadside on stream bank.","-67.5833333","-15.75",NA,NA,NA,NA,NA,"Brummitt 19429","South America","350.00000000",NA,NA,NA,NA,NA,NA,"rubella",NA,NA,NA,NA,NA,NA,"1",NA
"1176","2008-05-27 22:02:00-03","MO","MOBOT","3267619","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S.H. Sohmer",NA,NA,NA,"Pedro Jörgensen","1929","5","12","Paraguay",NA,NA,"Very high . Common in woods..",NA,NA,NA,NA,NA,NA,NA,"Jörgensen 4348","South America",NA,NA,NA,NA,NA,NA,NA,"rubella",NA,NA,NA,NA,NA,NA,NA,NA
"1177","2008-05-27 22:02:00-03","MO","MOBOT","3267620","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","R.L. Liesner",NA,NA,NA,"Carlos Játiva|Carl C. Epling","1962","8","2","Ecuador","Los Ríos",NA,"'Pasquenca', liana, PICHILINQUE EXPT. STA. PRESERVE.",NA,NA,NA,NA,NA,NA,NA,"Játiva 299","South America","75.00000000",NA,NA,NA,NA,NA,NA,"rubella",NA,NA,NA,NA,NA,NA,NA,NA
"1178","2008-05-27 22:02:00-03","MO","MOBOT","3267622","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S.H. Sohmer",NA,NA,NA,"Guillermo Klug","1930","10",NA,"Colombia",NA,NA,"Comisaría del Putumayo: Umbría. Forest.","-76.16666","0.9",NA,NA,NA,NA,NA,"Klug 1657","South America","325.00000000",NA,NA,NA,NA,NA,NA,"rubella",NA,NA,NA,NA,NA,NA,NA,NA
"1179","2008-05-27 22:02:00-03","MO","MOBOT","3267636","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S.F. Smith",NA,NA,NA,"Ronaldo Wasum","1992","4","7","Brazil","Rio Grande do Sul",NA,"São Vendelino. Em beira de estrada.",NA,NA,NA,NA,NA,NA,NA,"Wasum 8560","South America",NA,NA,NA,NA,NA,NA,NA,"rubella",NA,NA,NA,NA,NA,NA,NA,NA
"1180","2008-05-27 22:02:00-03","MO","MOBOT","3267637","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S.H. Sohmer",NA,NA,NA,"M. Terribile","1946","9","4","Argentina","Tucumán","Capital","Ciudadela.",NA,NA,NA,NA,NA,NA,NA,"Terribile 7","South America",NA,NA,NA,NA,NA,NA,NA,"rubella",NA,NA,NA,NA,NA,NA,NA,NA
"1181","2008-05-27 22:02:00-03","MO","MOBOT","3267638","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S.H. Sohmer",NA,NA,NA,"Émile Hassler","1913",NA,NA,"Paraguay",NA,NA,"Paraguaria Centralis: In regione lacus Ypacaray.",NA,NA,NA,NA,NA,NA,NA,"Hassler 11837","South America",NA,NA,NA,NA,NA,NA,NA,"rubella",NA,NA,NA,NA,NA,NA,NA,NA
"1182","2017-07-13 13:54:00-03","MO","MOBOT","3267640","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S.H. Sohmer",NA,NA,NA,"Roy F. Steinbach","1966","10","20","Bolivia","Cochabamba","Chapare","Herbacea de largas ramas consistentes semi rastrera trepadora entre la forest en la sombra lugares sombrados Todo Santos.","-66.162778","-17.4194444",NA,NA,NA,NA,NA,"Steinbach 409","South America","300.00000000",NA,NA,NA,NA,NA,NA,"rubella",NA,NA,NA,NA,NA,NA,"1",NA
"1183","2009-04-14 08:29:00-03","MO","MOBOT","3267642","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S.H. Sohmer",NA,NA,NA,"Boris A. Krukoff","1939","7","1","Bolivia","La Paz","Sud Yungas","Basin of Rio Bopi, San Bartolome (near Calisaya).","-67.25","-15.68333",NA,NA,NA,NA,NA,"Krukoff 10398","South America","750.00000000","900.00000000",NA,NA,NA,NA,NA,"rubella",NA,NA,NA,NA,NA,NA,"1",NA
"1184","2008-05-27 22:02:00-03","MO","MOBOT","3267643","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S.H. Sohmer",NA,NA,NA,"Russell J. Seibert","1940","11","30","Venezuela",NA,NA,"Valley of the Chuspa River, Chuspa. In dry second-growth areas.",NA,NA,NA,NA,NA,NA,NA,"Seibert 1643","South America",NA,NA,NA,NA,NA,NA,NA,"rubella",NA,NA,NA,NA,NA,NA,NA,NA
"1185","2008-05-27 22:02:00-03","MO","MOBOT","3267644","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S.H. Sohmer",NA,NA,NA,"H.J.F. Schimpff","1933","11","31","Ecuador",NA,NA,"Sudl. Naranjapata, Urwald.",NA,NA,NA,NA,NA,NA,NA,"Schimpff 564","South America",NA,NA,NA,NA,NA,NA,NA,"rubella",NA,NA,NA,NA,NA,NA,NA,NA
"1186","2008-05-27 22:02:00-03","MO","MOBOT","3267646","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S.H. Sohmer",NA,NA,NA,"Pedro Jörgensen","1909","5",NA,"Argentina","Formosa",NA,"Enredador y alto, flor blanca, ..",NA,NA,NA,NA,NA,NA,NA,"Jörgensen 3335","South America",NA,NA,NA,NA,NA,NA,NA,"rubella",NA,NA,NA,NA,NA,NA,NA,NA
"1187","2017-07-12 16:15:00-03","MO","MOBOT","3267648","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S.H. Sohmer",NA,NA,NA,"Roy F. Steinbach","1966","6","8","Bolivia","Santa Cruz","Florida",NA,NA,NA,NA,NA,NA,NA,NA,"Steinbach 269","South America","1300.00000000",NA,NA,NA,NA,NA,NA,"rubella",NA,NA,NA,NA,NA,NA,"1",NA
"1188","2019-02-19 04:30:00-03","MO","MOBOT","3267649","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S.H. Sohmer",NA,NA,NA,"C.F.P. Martius","1817",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Martius 101","South America",NA,NA,NA,NA,NA,NA,NA,"rubella",NA,NA,NA,NA,NA,NA,"1",NA
"1189","2011-06-17 17:02:00-03","MO","MOBOT","3267650","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S.H. Sohmer",NA,NA,NA,"José Steinbach","1929","2","6","Bolivia","Cochabamba","Chapare","Lacotal-Jacinto.","-65.8","-17.1833333",NA,NA,NA,NA,NA,"Steinbach G. 9047","South America","1500.00000000",NA,NA,NA,NA,NA,NA,"rubella",NA,NA,NA,NA,NA,NA,"1",NA
"1190","2008-05-27 22:02:00-03","MO","MOBOT","3267651","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S.H. Sohmer",NA,NA,NA,"Ismael Morel","1947","3","27","Argentina","Formosa","Pilcomayo","Al Sureste de Puesto Porteno a 2 km.",NA,NA,NA,NA,NA,NA,NA,"Morel 2341","South America",NA,NA,NA,NA,NA,NA,NA,"rubella",NA,NA,NA,NA,NA,NA,NA,NA
"1191","2008-05-27 22:02:00-03","MO","MOBOT","3267652","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S.H. Sohmer",NA,NA,NA,"Victor Maruñak","1969","6","1","Argentina","Misiones","Leandro N. Alem","Picada Sueca. Lote 14. Ensanche Bompland.",NA,NA,NA,NA,NA,NA,NA,"Maruñak 76","South America",NA,NA,NA,NA,NA,NA,NA,"rubella",NA,NA,NA,NA,NA,NA,NA,NA
"1192","2017-07-13 13:55:00-03","MO","MOBOT","3267653","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S.H. Sohmer",NA,NA,NA,"Roy F. Steinbach","1966","11","13","Bolivia","Cochabamba","Chapare","Herbacea frecuente, 1,50 mts. alto crece en terrenos areno-pedregosos a orilla del rio San Rafaél.",NA,NA,NA,NA,NA,NA,NA,"Steinbach 486","South America","500.00000000",NA,NA,NA,NA,NA,NA,"rubella",NA,NA,NA,NA,NA,NA,"1",NA
"1193","2009-04-06 09:02:00-03","MO","MOBOT","3267655","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S.H. Sohmer",NA,NA,NA,"Miguel Bang","1892","4",NA,"Bolivia",NA,NA,"Guanai-Tipuani.",NA,NA,NA,NA,NA,NA,NA,"Bang 1415","South America",NA,NA,NA,NA,NA,NA,NA,"rubella",NA,NA,NA,NA,NA,NA,"1",NA
"1194","2009-04-06 09:07:00-03","MO","MOBOT","3267656","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S.H. Sohmer",NA,NA,NA,"Miguel Bang",NA,NA,NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bang 2263","South America",NA,NA,NA,NA,NA,NA,NA,"rubella",NA,NA,NA,NA,NA,NA,"1",NA
"1195","2016-11-15 05:15:00-02","MO","MOBOT","3267657","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S.H. Sohmer",NA,NA,NA,"Antonio C. Krapovickas|Carmen L. Cristóbal|Victor Maruñak","1970","3","28","Argentina","Misiones","Iguazú","Río Paraná, frente a Puerto Bertoni.",NA,NA,NA,NA,NA,NA,NA,"Krapovickas 15776","South America",NA,NA,NA,NA,NA,NA,NA,"rubella",NA,NA,NA,NA,NA,NA,NA,NA
"1196","2008-05-27 22:02:00-03","MO","MOBOT","3392070","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","S.F. Smith",NA,NA,NA,"Ronaldo Wasum","1997","6","6","Brazil","Santa Catarina",NA,"SC-Piritiba - Estreito do Rio Uruguai, escandente - beira da mata.",NA,NA,NA,NA,NA,NA,NA,"Wasum 12140","South America",NA,NA,NA,NA,NA,NA,NA,"rubella",NA,NA,NA,NA,NA,NA,NA,NA
"1197","2016-12-02 05:30:00-02","MO","MOBOT","3404296","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.",NA,NA,NA,NA,"J.G. Graham","1998","7","14","Peru","Ucayali","Purus","Distrito Purus. Rio Curanja, cerca la comunidad nativa de Columbiana. Al lado del rio, con abundante luz solar.","-71.1","-10.06666",NA,NA,NA,NA,NA,"Graham 589","South America","325.00000000",NA,NA,NA,NA,NA,NA,"rubella",NA,NA,NA,NA,NA,NA,NA,NA
"1198","2008-05-27 22:02:00-03","MO","MOBOT","736935","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella","Suess.","D. Wasshausen",NA,NA,NA,"Elsa M. Zardini","1988","8","21","Paraguay","Paraguarí",NA,"Macizo Acahay. In gallery forest on Eastern peak.","-57.15","-25.9",NA,NA,NA,NA,NA,"Zardini 6604","South America","500.00000000",NA,NA,NA,NA,NA,NA,"rubella",NA,NA,NA,NA,NA,"88-74","3",NA
"1199","2008-05-27 22:02:00-03","MO","MOBOT","3267711","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","macrocarpa","Chamissoa macrocarpa","Kunth","K. Becker",NA,NA,NA,"Ghillean T. Prance|Enrique Forero|Brian L. Wrigley|José F. Ramos|L.G. Farias","1968","7","28","Brazil","Rondônia",NA,"Basin of Rio Madeira. Island in Rio Madeira almost opposite Misericórdia.",NA,NA,NA,NA,NA,NA,NA,"Prance 6547","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1200","2008-05-27 22:02:00-03","MO","MOBOT","3267712","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","macrocarpa","Chamissoa macrocarpa","Kunth",NA,NA,NA,NA,"Karl U. Kramer|Ulrich G. Eskuche|B. Dubs","1989","10","16","Argentina","Tucumán",NA,"Above valley of Río Cochuna, w. of Concepción. Road over the pass to Andalgalá (Catamarca). Open places with thickets on steep, +/- moist slope.",NA,NA,NA,NA,NA,NA,NA,"Kramer 10692","South America","1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1201","2019-01-24 10:58:00-02","MO","MOBOT","735063","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","macrocarpa","Chamissoa macrocarpa","Kunth",NA,NA,NA,NA,"Thomas B. Croat","1972","8","18","Peru","Loreto",NA,"Along Río Amazonas south of Iquitos; disturbed forest.","-73.2166667","-3.8333333",NA,NA,NA,NA,NA,"Croat 19359","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"288","1",NA
"1202","2020-06-22 14:17:53-03","UNESP-IBILCE","SJRP","09849","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) H.B.K.",NA,NA,NA,NA,"L.C. Bernacci",NA,NA,NA,"Brasil","São Paulo","Fazenda São Vicente, mata","Fazenda São Vicente, mata",NA,NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,"Cálice persistente e fruto lilás, sementes prtas com envoltório branco. Borda da mata;","Tracheophyta","Caryophyllales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"1203","2020-06-22 14:17:53-03","UNESP-IBILCE","SJRP","09867","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) H.B.K.",NA,NA,NA,NA,"Stranghetti, V.",NA,NA,NA,"Brasil","São Paulo","Pindorama","Estação Experimental de Pindorama","-48.91777778","-21.22","-48.91777778","-21.22000000",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,"Arbusto escandente, flor creme. Beira da mata, perto da sede.;","Tracheophyta","Caryophyllales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"1204","2020-06-22 14:17:53-03","UNESP-IBILCE","SJRP","17753","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) H.B.K.","T.M. Pedersen",NA,NA,NA,"G. Hatschbach",NA,NA,NA,"Brasil","Paraná","Tomazina","Rodovia Wenceslau Braz-Tomazina, próximo ao trevo para Salto Cavalcante","-49.9496994018555","-23.778299331665",NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,"Apoiante, até 3 m, flor verde pálido, fruto vinoso. Orla da mata pluvial.;","Tracheophyta","Caryophyllales",NA,"29630","auto","Magnoliopsida",NA,NA,NA,NA,NA
"1205","2016-09-06 17:07:02-03","UFSM","HDCF","2855","S","Plantae","Amaranhaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","Marchiori, J. N. C.","1986","10","10","Marchiori, J. N. C.","1986","08","17","Brasil","Rio Grande do Sul","Tenente Portela",NA,"-53.75830078125","-27.3710994720459",NA,NA,NA,NA,NA,"475","América",NA,NA,NA,NA,"Parque Estadual do Turvo",NA,NA,NA,"14404","auto",NA,NA,NA,NA,NA,NA
"1206","2016-09-06 17:07:02-03","UFSM","HDCF","2448","S","Plantae","Amaranhaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","Marchiori, J. N. C.","1986","11","27","Longhi, S. J.","1986","06","27","Brasil","Rio Grande do Sul","Santa Maria","Morro Cechella","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,"628","América",NA,NA,NA,NA,"Trepadeira de folhas simples, sementes com envoltório branco",NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"1207","2016-09-06 17:07:02-03","UFSM","HDCF","3638","S","Plantae","Amaranhaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","Longhi, S. J.","1988","09","21","Longhi, S. J.","1988","04","22","Brasil","Rio Grande do Sul","Sobradinho","Vale do Jacuízinho","-53.0285987854004","-29.4214000701904",NA,NA,NA,NA,NA,"1000","América",NA,NA,NA,NA,"Frutos vermelhos, epífita, beira de rio",NA,NA,NA,"15790","auto",NA,NA,NA,NA,NA,NA
"1208","2019-03-29 10:41:11-03","UFSM","HDCF","6710","S","Plantae","Amaranhaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","Figueira, M.","2014","10","21","Fioresi, D.","2013","04","20","Brasil","Rio Grande do Sul","Frederico Westphalen",NA,"-53.394401550293","-27.3591995239258",NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,"UTM E(274479m), N(6971626m), Fuso 22J, Datum SIRGAS 2000, IFN-RS, conglomerado 767-3-1-H",NA,NA,NA,"16988","auto",NA,NA,NA,NA,NA,NA
"1209","2019-03-29 10:41:11-03","UFSM","HDCF","279","S","Plantae","Amaranhaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","Alvarez Filho, A.","1979","06","21","Moema, A.","1979","06","21","Brasil","Rio Grande do Sul","Santa Maria","Caturrita","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,"SMDB 2022",NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"1210","2016-09-06 17:07:02-03","UFSM","HDCF","3285","S","Plantae","Amaranhaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","Marchiori, J. N. C.","1988","06","21","Longhi, S. J.","1988","05","20","Brasil","Rio Grande do Sul","Agudo",NA,"-53.2400016784668","-29.645299911499",NA,NA,NA,NA,NA,"991","América",NA,NA,NA,NA,"Coletado na área do professor. Madeira coletada (Col. March. 153)",NA,NA,NA,"22416","auto",NA,NA,NA,NA,NA,NA
"1211","2019-03-29 10:41:11-03","UFSM","HDCF","6249","S","Plantae","Amaranhaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","Schröder, T.","2012","07","03","Schröder, T.","2012","07","03","Brasil","Rio Grande do Sul","Santa Maria","Distrito de Arroio Grande","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"1212","2019-03-08 14:15:13-03","UNIOESTE","UNOP","9926","S","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","Silva, D.R. da","2018","11","21","Rocha Filho, J.A.; Machado, C.; Dama, V.J.; Moura, A.P.; Machado, C.; Dama, V.J.; Moura, A.P.","2018","07","10","Brasil","Paraná","Capanema","Futuro reservatório da UHE Baixo Iguaçu, mata a esquerda do rio Iguaçu, ca. 400 m abaixo da balsa.","-53.656708","-25.512333","-53.656708","-25.512333",NA,NA,NA,"768",NA,"247","247",NA,NA,"Cipó 3 m. Inflorescência avermelhada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213","2018-12-20 14:19:34-02","UNIOESTE","UNOP","9186","S","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","Temponi, L.G.; Rauber, C.R.; Reinke, R.K.","2018","06","20","Rauber, C.R.; Reinke, R.K.; Temponi, L.G.; Toscan, M.A.G.; Reinke, R.K.; Temponi, L.G.; Toscan, M.A.G.","2018","05","24","Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu. Borda do Parque","-53.867278","-25.230667","-53.867278","-25.230667",NA,NA,NA,"67",NA,NA,NA,NA,NA,"Arbusto 1,5m, caule verde, folha verde discolor cartácea, botão verde e vináceo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214","2019-03-08 14:15:13-03","UNIOESTE","UNOP","9627","S","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","Silva, D.R. da","2018","11","05","Silva, D.R. da; Piva, J.; Machado, C.; Piva, J.; Machado, C.","2018","05","04","Brasil","Paraná","Capitão Leônidas Marques","Futura APP da UHE Baixo Iguaçu, perto do grande eucaliptal, ca. 820 m do Córrego Saltinho.","-53.640292","-25.515583","-53.640292","-25.515583",NA,NA,NA,"268",NA,"270","270",NA,NA,"Cipó 5 m. Folhas cartáceas. Inflorescência vermelho-púrpura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215","2018-12-20 14:19:34-02","UNIOESTE","UNOP","9152","S","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","Temponi, L.G.; Rauber, C.R.; Reinke, R.K.","2018","06","07","Rauber, C.R.; Reinke, R.K.; Temponi, L.G.; Toscan, M.A.G.; Reinke, R.K.; Temponi, L.G.; Toscan, M.A.G.","2018","05","22","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu,Rodovia Br 469","-54.438889","-25.683806","-54.438889","-25.683806",NA,NA,NA,"33",NA,NA,NA,NA,NA,"Trepadeira, caule verde, folha verde discolor cartácea, cálice lilás, fruto roxo com arilo branco e semente pretas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216","2020-01-09 11:37:24-03","UNIOESTE","UNOP","10311","S","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","Hentz Junior, E.J.","2019","07","17","Rauber, C.R.; Temponi, L.G.; Lima, L.C.P.; Hentz Junior, E.J.; Mano, G.B.; Zabot; Temponi, L.G.; Lima, L.C.P.; Hentz Junior, E.J.; Mano, G.B.; Zabotti, K.; Conce","2019","02","20","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, Rodovia das Cataratas","-54.478694","-25.614583","-54.478694","-25.614583",NA,NA,NA,"328",NA,NA,NA,NA,NA,"Trepadeira, caule verde, folha verde discolor membranácea, botão verde, flor esverdeada, fruto rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217","2019-03-08 14:15:13-03","UNIOESTE","UNOP","9666","S","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","Silva, D.R. da","2018","10","31","Silva, D.R. da; Pereira, J.P.; Dama, V.J.; Pereira, J.P.; Dama, V.J.","2018","06","26","Brasil","Paraná","Capitão Leônidas Marques","Área do futuro reservatório da UHE Baixo Iguaçu, mata da Fazenda dos Scapini.","-53.665597","-25.502125","-53.665597","-25.502125",NA,NA,NA,"307",NA,"257","257",NA,NA,"Liana 3,5 m. Folhas verde-discolores, cartáceas. Inflorescência vermelha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1218","2020-08-31 09:17:48-03","INPA","INPA","55312","S","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Krieger, L","1972","07","09","Brasil","Amazonas","Tefé","Ruderal na roça, até mais de 1m, Ruderal na roça, até mais de 1m.","-64.7114028930664","-3.35417008399963",NA,NA,"INPA0055312",NA,NA,"12130","Southern America",NA,NA,NA,NA,NA,"Dicotyledon Superasterids","Caryophyllales",NA,"340205","auto",NA,NA,NA,NA,NA,NA
"1219","2020-08-31 09:17:46-03","INPA","INPA","156474","S","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","Liesner, RL","1986",NA,NA,"Duque-Jaramillo, JM","1985","08","11","Ecuador","Quito","Pichincha","Reserva Florística-Ecológica Rio Guajalito, Km 59 de la carr. antigua Quito-Sto Domingo de los Colorados, 3,5 Km al NE de la carretera. Estribaciones occidentales del Volcán Pichincha.","-78.8","-0.216667","-78.8","-0.216667","INPA0156474","INPA0156474 INPA0156474_e",NA,"7990","Southern America","1800","1800",NA,NA,NA,"Dicotyledon Superasterids","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220","2020-08-31 09:17:46-03","INPA","INPA","121071","S","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","Nee, MH","1992",NA,NA,"Ferreira, CAC","1984","06","22","Brasil","Rondônia","Cacoal","BR364, Rod.Cuiabá-Porto Velho, km 230, Linha 09., BR-364, Rodovia Cuiabá-Porto Velho, km 230, Linha 09.","-62.033333","-11.2","-62.033333","-11.2","INPA0121071","INPA0121071 INPA0121071_e",NA,"4698","Southern America",NA,NA,NA,NA,NA,"Dicotyledon Superasterids","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221","2020-08-31 09:17:46-03","INPA","INPA","120982","S","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","Nee, MH","1992",NA,NA,"Ferreira, CAC","1984","06","18","Brasil","Rondônia","Rolim de Moura","Estrada para Brasiândia, linha 180, km 12., Estrada para Brasilândia, linha 180, km 12.","-62.033333","-11.2","-62.033333","-11.2","INPA0120982","INPA0120982 INPA0120982_e",NA,"4609","Southern America",NA,NA,NA,NA,NA,"Dicotyledon Superasterids","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222","2020-08-31 09:17:46-03","INPA","INPA","11180","S","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Ducke, A","1908","07","16","Brasil","Ceará","Guaramiranga","Riacho do Capim.","-39.55","-4.433333","-39.55","-4.433333","INPA0011180","INPA0011180 INPA0011180_e INPA0011180_e1 INPA0011180_nd",NA,"MG1283","Southern America",NA,NA,NA,NA,NA,"Dicotyledon Superasterids","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
